y,k
1.0002541,1e-10
1.0008359,1.0561417e-06
1.0014527,8.789469e-06
1.0021064,3.8260239e-05
1.0027994,0.00011576998
1.0035339,0.00027985533
1.0043126,0.00058156254
1.005138,0.0010803422
1.006013,0.001830029
1.0069405,0.0028531706
1.0079236,0.0041169514
1.0089658,0.0055354283
1.0100705,0.0070031777
1.0112415,0.0084332229
1.0124829,0.0097742314
1.0137987,0.011008032
1.0151935,0.012139686
1.0166721,0.013188802
1.0182393,0.014181312
1.0199007,0.015142272
1.0216618,0.016093446
1.0235286,0.017050373
1.0255075,0.018022668
1.0276052,0.019015882
1.0298287,0.020030974
1.0321858,0.021065717
1.0346843,0.02211594
1.0373328,0.023176527
1.0401402,0.024242152
1.0431162,0.02530776
1.0462709,0.026368847
1.0496148,0.027421565
1.0531596,0.02846269
1.0569171,0.029489558
1.0609001,0.030499961
1.0651222,0.031492052
1.0695978,0.032464251
1.074342,0.033415159
1.079371,0.034343486
1.0847018,0.035247995
1.0903526,0.036127449
1.0963427,0.036980571
1.1026923,0.037806015
1.109423,0.038602335
1.1165578,0.039367966
1.1241208,0.040101202
1.1321378,0.040800175
1.140636,0.041462838
1.1496443,0.042086948
1.1591934,0.042670046
1.1693157,0.04320944
1.1800455,0.043702186
1.1914194,0.044145076
1.2034761,0.044534622
1.2162565,0.044867046
1.229804,0.045138282
1.2441647,0.045343978
1.2593874,0.045479513
1.2755239,0.045540031
1.292629,0.045521025
1.3107609,0.045416892
1.3299811,0.045221661
1.350355,0.04493068
1.3719519,0.044539377
1.3948452,0.044043413
1.4191127,0.043439107
1.4448368,0.042723683
1.472105,0.041895531
1.5010101,0.040954459
1.5316502,0.039901943
1.5641295,0.038741373
1.5985584,0.037478315
1.6350539,0.036120718
1.67374,0.034677344
1.7147484,0.033159803
1.7582183,0.031584874
1.8042975,0.029968071
1.8531427,0.028323188
1.9049198,0.026665307
1.9598049,0.0250081
2.0179846,0.023383585
2.0761642,0.021862844
2.1310493,0.020496364
2.1828264,0.019276055
2.2316716,0.018176664
2.2777508,0.017178636
2.3212207,0.016267595
2.362229,0.015432667
2.4009152,0.014665594
2.4374107,0.013960116
2.4718395,0.013310869
2.5043188,0.01271303
2.5349589,0.012162984
2.5638639,0.011658286
2.5911321,0.011197111
2.6168562,0.01077799
2.6411237,0.010399712
2.6640169,0.01006124
2.6856138,0.0097616357
2.7059877,0.0094999783
2.7252079,0.009275277
2.7433397,0.0090863794
2.7604448,0.008931885
2.7765813,0.0088100764
2.791804,0.0087188804
2.8061647,0.0086558666
2.8197122,0.0086182662
2.8324926,0.0086029637
2.8445492,0.0086064624
2.8559231,0.0086255014
2.866653,0.0086568174
2.8767752,0.0086970201
2.8863243,0.0087433089
2.8953326,0.0087932823
2.9038308,0.0088448529
2.9118478,0.0088963434
2.9194108,0.0089464824
2.9265456,0.0089943656
2.9332763,0.0090394088
2.9396259,0.0090812956
2.9456159,0.0091199158
2.9512667,0.0091552971
2.9565976,0.0091875216
2.9616265,0.0092166716
2.9663707,0.0092427855
2.9708463,0.0092658538
2.9750684,0.0092858661
2.9790514,0.0093023999
2.9828089,0.0093145901
2.9863536,0.0093214488
2.9896976,0.009321666
2.9928523,0.0093134662
2.9958282,0.0092945652
2.9986357,0.009262096
3.0012842,0.0092125428
3.0037827,0.0091417252
3.0061397,0.0090447753
3.0083633,0.0089159594
3.010461,0.0087486463
3.0124398,0.0085354361
3.0143066,0.0082682095
3.0160677,0.0079382946
3.0177291,0.0075368441
3.0192964,0.0070555997
3.0207749,0.0064882876
3.0221698,0.0058329105
3.0234856,0.0050951758
3.0247269,0.0042928538
3.0258979,0.0034595555
3.0270027,0.0026443657
3.0280448,0.00190326
3.029028,0.0012830548
3.0299554,0.00080679222
3.0308304,0.00047050298
3.0316558,0.00025159064
3.0324345,0.00012064671
3.0331691,4.981548e-05
3.033862,1.6446009e-05
3.0345158,3.7759215e-06
3.0351325,4.5358258e-07
3.0357143,1e-10
