y,U_0,U_1,U_2
0.44812952,0,0,0
0.44889266,-0.013358578,-0.010350497,-1.7756632e-19
0.44970152,-0.026656803,-0.020750834,-2.3488267e-20
0.45055892,-0.040063258,-0.031236458,7.6728466e-20
0.45146777,-0.053468388,-0.041756126,-4.4743981e-20
0.45243114,-0.066750493,-0.052221768,3.7370446e-19
0.45345231,-0.079766623,-0.062527583,-1.2364913e-19
0.45453475,-0.092355258,-0.072553434,-4.8847143e-20
0.45568213,-0.10433959,-0.082168263,2.4763177e-19
0.45689834,-0.11553203,-0.091233163,-1.249082e-19
0.45818751,-0.12573933,-0.099605236,5.8483886e-19
0.45955401,-0.13476864,-0.1071422,5.389631e-19
0.46100249,-0.14243457,-0.11370781,-1.2427392e-18
0.46253785,-0.14856743,-0.11917806,-5.4535696e-19
0.46416529,-0.15302239,-0.12344825,1.2867956e-18
0.46589035,-0.15568944,-0.12644048,-4.1087722e-19
0.46771887,-0.15650356,-0.12811145,-7.3047551e-20
0.46965705,-0.15545439,-0.12845987,9.0081824e-19
0.47171146,-0.15259441,-0.1275327,3.9758488e-20
0.47388905,-0.14804412,-0.12542913,5.1201122e-19
0.47619722,-0.14199267,-0.12230115,-5.2086332e-19
0.47864379,-0.13469248,-0.11834944,-1.6236229e-18
0.48123703,-0.12644634,-0.11381366,6.1257918e-19
0.48398573,-0.11758639,-0.10895635,2.188244e-18
0.4868992,-0.10844525,-0.10404097,-1.4514773e-18
0.4899873,-0.099322529,-0.099306553,-1.1934997e-18
0.49326049,-0.090453171,-0.094943785,-9.8937516e-19
0.49672983,-0.081984969,-0.091078232,1.5722548e-18
0.50040707,-0.073969789,-0.087764189,1.2216001e-18
0.50430464,-0.066371316,-0.084989595,-3.3491462e-18
0.50843572,-0.059085863,-0.082689541,7.1430292e-19
0.51281426,-0.051968195,-0.080766128,2.2826274e-18
0.51745505,-0.044857373,-0.079108954,5.4770486e-19
0.52237379,-0.037629879,-0.077633898,-1.3333249e-18
0.52758706,-0.030192684,-0.07627604,-2.8514547e-19
0.53311245,-0.022447215,-0.074962424,1.8774184e-18
0.53896862,-0.01431054,-0.073628505,-1.1154463e-18
0.5451753,-0.0057585592,-0.072253779,-2.5452197e-18
