y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0.44811458,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.44853872,2.5342635e-10,-5.8567183e-16,-5.1184239e-32,2.5343125e-10,-6.6596353e-32,2.534288e-10,4.7224406e-07,-3.6492324e-07,2.1866521e-24,2.8236435e-07,-1.6821024e-24,1.1980858e-39
0.44897673,1.5749174e-09,-1.1628063e-14,8.2866267e-32,1.575014e-09,-1.0112163e-31,1.5749662e-09,1.6018814e-06,-1.2418899e-06,1.2051398e-23,9.6335556e-07,-8.9290915e-24,2.1727523e-39
0.44942898,6.5403285e-09,-9.2818849e-14,-1.0202856e-30,6.5411372e-09,1.2980291e-30,6.5407368e-09,3.492759e-06,-2.7116765e-06,-6.5595452e-24,2.1059576e-06,5.0147814e-24,4.8389343e-39
0.44989591,1.8946985e-08,-4.3312123e-13,-4.0118007e-31,1.8950932e-08,-1.3047408e-30,1.8948977e-08,6.1541147e-06,-4.7805912e-06,-3.894224e-24,3.7144937e-06,2.8911249e-24,4.6497577e-39
0.45037802,4.3918348e-08,-1.4212399e-12,-1.3852803e-28,4.3931878e-08,-1.4913586e-28,4.3925181e-08,9.5911752e-06,-7.453025e-06,-3.2105625e-24,5.7927183e-06,2.50801e-24,3.283678e-39
0.45087578,8.7933429e-08,-3.6033239e-12,5.7572827e-29,8.7969332e-08,-1.9725771e-28,8.7951619e-08,1.3805402e-05,-1.0731706e-05,1.9475857e-23,8.3439356e-06,-1.4857947e-23,3.5155993e-39
0.45138972,1.5897258e-07,-7.2948305e-12,1.3311226e-27,1.5904998e-07,1.462909e-27,1.5901196e-07,1.879637e-05,-1.461677e-05,2.6181356e-23,1.1368466e-05,-1.992349e-23,1.9867746e-39
0.45192035,2.6671319e-07,-1.1595119e-11,3.9384535e-27,2.6685033e-07,5.8202687e-27,2.6678341e-07,2.4560509e-05,-1.9105651e-05,-1.4414707e-23,1.4864646e-05,1.0962999e-23,7.1261822e-40
0.45246821,4.2276717e-07,-1.1721086e-11,-2.0689993e-27,4.2295447e-07,2.8134727e-27,4.2286407e-07,3.1089081e-05,-2.419336e-05,-6.0886559e-23,1.8830215e-05,4.6434866e-23,3.40132e-39
