y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.00048240845,1.4719688e-08,1.6936693e-12,4.0759568e-31,1.4719688e-08,2.278607e-29,1.4719688e-08,1.1382298e-08,3.4604809e-11,3.6238194e-22,3.2125507e-12,2.7874092e-23,4.4474604e-33
0.00098049384,9.1379867e-08,3.431372e-11,-9.7604727e-34,9.1379865e-08,-7.8527176e-30,9.1379868e-08,3.9229782e-08,4.4422609e-11,-2.2938665e-29,4.5647053e-12,-1.4226225e-30,5.6067142e-46
0.0014947656,3.7958862e-07,2.8628623e-10,5.8732205e-32,3.7958863e-07,1.1858016e-30,3.7958863e-07,9.2299011e-08,7.3370243e-11,-9.2539416e-31,4.4749652e-12,8.7604011e-31,4.7923682e-46
0.0020257498,1.1000129e-06,1.4143638e-09,6.3746511e-32,1.100013e-06,1.1714531e-30,1.100013e-06,1.7693148e-07,1.825446e-10,5.2283604e-29,5.2856445e-12,9.707697e-30,7.913992e-46
0.0025739895,2.5507376e-06,5.0231182e-09,1.3603081e-31,2.5507381e-06,8.6597059e-30,2.5507378e-06,2.9403769e-07,3.4792473e-10,3.7310506e-29,6.5038977e-12,6.4843586e-30,7.0755838e-46
0.0031400454,5.1091761e-06,1.425496e-08,-3.7762266e-31,5.1091784e-06,8.6593661e-30,5.1091766e-06,4.3809267e-07,4.7306931e-10,-1.2004268e-29,7.7440477e-12,3.6514568e-30,1.4503247e-45
0.0037244966,9.240616e-06,3.4414706e-08,-1.2280216e-29,9.2406263e-06,6.2572234e-29,9.2406172e-06,5.9915907e-07,6.486723e-10,-1.670945e-28,9.4220163e-12,-7.3278411e-30,1.9700092e-45
0.0043279408,1.5509276e-05,7.3509592e-08,2.2203667e-29,1.5509304e-05,1.3520597e-28,1.5509278e-05,7.6612385e-07,1.1065095e-09,1.5654902e-29,1.1498048e-11,-1.9764299e-30,1.4051888e-45
0.0049509953,2.4590762e-05,1.4250787e-07,1.9169581e-29,2.459081e-05,7.2631801e-29,2.4590763e-05,9.294573e-07,1.714524e-09,1.1519921e-28,1.4528442e-11,5.2341997e-30,1.3410911e-45
