y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.00048240845,7.4696135e-08,2.1568627e-11,2.5018119e-34,7.4696163e-08,4.0821314e-35,7.4696149e-08,5.3746693e-09,3.8234161e-13,3.0222033e-30,1.598739e-14,7.6986472e-32,1.0160336e-47
0.00098049384,1.8070649e-07,2.90475e-10,-2.2020467e-33,1.8070727e-07,-7.333042e-32,1.8070688e-07,2.0801394e-08,-1.6154412e-12,1.7053318e-30,2.493043e-14,5.8889026e-32,1.0867682e-47
0.0014947656,7.2079316e-07,2.4284428e-09,-3.3551422e-32,7.2080259e-07,-7.798086e-32,7.2079786e-07,5.0816985e-08,-4.9764981e-12,7.7189479e-32,4.9110005e-14,-8.0646215e-33,7.8087805e-48
0.0020257498,2.0824892e-06,1.2282518e-08,-1.1227925e-31,2.082552e-06,-1.84159e-30,2.0825206e-06,9.6832381e-08,-5.5755689e-12,6.8284731e-31,1.2321768e-13,4.5924313e-33,7.2066788e-48
0.0025739895,4.8264947e-06,4.4866022e-08,-2.3571893e-30,4.8267834e-06,-4.8167806e-30,4.8266391e-06,1.5722335e-07,-1.7454571e-12,-9.2690411e-31,2.8880415e-13,7.7422175e-32,4.3231431e-48
0.0031400454,9.6651902e-06,1.3144148e-07,-3.5405512e-30,9.6662229e-06,-2.6595205e-30,9.6657068e-06,2.2784062e-07,8.1794109e-12,6.546298e-31,5.99207e-13,9.1296429e-32,8.0403062e-48
0.0037244966,1.7475525e-05,3.289176e-07,-4.9940114e-30,1.7478615e-05,4.5869628e-30,1.747707e-05,3.0328427e-07,2.6917428e-11,9.8993791e-32,1.1263487e-12,5.0015632e-32,5.7869806e-48
0.0043279408,2.931692e-05,7.3164063e-07,-2.8952663e-29,2.9325009e-05,-8.7010214e-30,2.9320964e-05,3.7826665e-07,5.7105652e-11,-1.7152961e-30,1.963502e-12,1.6336736e-31,7.4731262e-48
0.0049509953,4.644947e-05,1.485318e-06,-1.7079327e-29,4.6468569e-05,1.7359002e-28,4.645902e-05,4.4852946e-07,1.0047173e-10,-3.0400512e-30,3.2255359e-12,1.2119157e-31,1.049394e-47
0.0055942973,7.0348676e-05,2.8020719e-06,4.1440883e-28,7.0390221e-05,4.4487252e-28,7.036945e-05,5.1116389e-07,1.5676481e-10,1.2793935e-29,5.0517792e-12,-6.3119785e-31,1.433736e-47
0.0062585048,0.00010271126,4.9742351e-06,1.0433643e-27,0.00010279578,1.3340238e-29,0.00010275352,5.6448657e-07,2.2481326e-10,3.251595e-29,7.6028825e-12,-1.2107021e-30,1.7765428e-47
0.0069442972,0.00014544386,8.3821772e-06,1.784057e-27,0.00014560647,-6.8686726e-29,0.00014552517,6.0772566e-07,3.0327246e-10,3.9587585e-29,1.10716e-11,-1.3090688e-30,1.598527e-47
0.007652376,0.00020062296,1.3488069e-05,2.3228166e-27,0.00020092125,-1.4612545e-27,0.00020077212,6.4071508e-07,3.8792004e-10,3.5006794e-29,1.5679446e-11,-1.2016694e-30,9.6694869e-48
0.0083834654,0.00027041155,2.0803638e-05,-9.1086036e-28,0.00027093647,-2.5204908e-27,0.00027067404,6.6368768e-07,4.7288159e-10,-3.7332234e-30,2.1670344e-11,1.5870331e-31,5.8435521e-48
0.0091383131,0.00035691794,3.081798e-05,-4.3705935e-27,0.00035780811,1.5563305e-27,0.00035736307,6.7717284e-07,5.5143111e-10,-2.8127339e-29,2.9327324e-11,1.1254521e-30,5.1069883e-48
0.0099176913,0.00046198897,4.3876177e-05,-3.4564145e-27,0.00046344832,8.3859939e-27,0.0004627187,6.819635e-07,6.1530317e-10,-1.4296269e-29,3.8936699e-11,6.3749199e-31,1.8438928e-48
0.010722397,0.00058694772,6.0016981e-05,1.3433447e-26,0.00058926588,1.5447957e-26,0.00058810685,6.7910716e-07,6.5455874e-10,3.1391323e-29,5.0834361e-11,-1.5070881e-30,1.1379538e-47
