y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0.4481146,1e-10,1e-10,1.4098741,4.5138983e-36,0,0.15609972
0.44853879,3.4660347e-07,5.7111147e-07,1.407808,9.0072975e-12,3.9736569e-12,0.15600305
0.44897681,2.8645106e-07,3.2022948e-07,1.4026179,2.4040271e-13,1.7043218e-11,0.15579872
0.44942906,9.9168768e-07,9.7893055e-07,1.3962193,1.3405535e-13,1.243958e-10,0.15556601
0.44989599,2.821617e-06,2.7576333e-06,1.3891072,6.9357811e-13,6.305894e-10,0.15532543
0.4503781,6.4950696e-06,6.3602646e-06,1.3813294,3.2987884e-12,2.3453609e-09,0.15510112
0.45087586,1.2918065e-05,1.2711855e-05,1.3725591,1.239416e-11,7.0238343e-09,0.15491049
0.4513898,2.3173378e-05,2.2953656e-05,1.3620273,3.8621009e-11,1.8007615e-08,0.15478942
0.45192042,3.8518791e-05,3.84595e-05,1.349125,1.039829e-10,4.1122238e-08,0.15478346
0.45246829,6.0380937e-05,6.0855623e-05,1.3339181,2.4931152e-10,8.588117e-08,0.15487691
0.45303395,9.0342627e-05,9.2054747e-05,1.316989,5.4548831e-10,1.6718273e-07,0.15504673
0.45361798,0.00013012004,0.00013428585,1.2992925,1.1085319e-09,3.0758079e-07,0.15530028
0.45422098,0.00018152835,0.00019012002,1.281841,2.1191313e-09,5.3988751e-07,0.15563995
0.45484357,0.0002464351,0.00026247858,1.2654312,3.8407338e-09,9.1048149e-07,0.15605635
0.45548638,0.00032669929,0.00035457489,1.2503902,6.6307568e-09,1.4836079e-06,0.1565357
0.45615006,0.00042406577,0.00046985499,1.2367451,1.0955401e-08,2.3458945e-06,0.15706296
0.45683531,0.00054002238,0.00061185174,1.22442,1.7374118e-08,3.611076e-06,0.15759442
0.4575428,0.000675757,0.00078401231,1.2132258,2.6542676e-08,5.4243853e-06,0.15811052
0.45827328,0.00083204958,0.00098943838,1.2029763,3.9229237e-08,7.9674308e-06,0.15860776
0.45902747,0.0010092705,0.0012305734,1.193566,5.6252587e-08,1.1456991e-05,0.15907799
0.45980616,0.0012075082,0.0015088535,1.1848803,7.8311982e-08,1.6144156e-05,0.15952678
0.46061014,0.0014265518,0.0018242931,1.1767182,1.0569813e-07,2.230602e-05,0.15995734
0.46144023,0.0016667247,0.0021753288,1.1688804,1.3811554e-07,3.0225813e-05,0.16039686
0.46229727,0.0019291817,0.0025589579,1.1612481,1.7469789e-07,4.0202731e-05,0.16083312
0.46318214,0.0022160328,0.0029711119,1.1537196,2.1413718e-07,5.2546867e-05,0.16125064
0.46409575,0.0025305999,0.0034072526,1.1461736,2.5506026e-07,6.7470622e-05,0.16168891
0.46503902,0.0028768992,0.0038627464,1.138501,2.9621449e-07,8.5086535e-05,0.16216748
0.46601292,0.0032597389,0.0043330253,1.1306359,3.3675794e-07,0.00010549937,0.16269854
0.46701845,0.0036842913,0.0048140993,1.1225814,3.7523516e-07,0.00012867126,0.16329702
0.46805662,0.00415508,0.0053016673,1.1143401,4.0943462e-07,0.00015494841,0.1639432
0.46912849,0.0046737345,0.005791284,1.105959,4.3658799e-07,0.00018462955,0.16454027
0.47023517,0.0052368979,0.0062796073,1.0976205,4.5637512e-07,0.00021776671,0.16501245
0.47137778,0.0058360966,0.0067653844,1.0896359,4.7577461e-07,0.00025388513,0.16532017
0.47255748,0.0064587205,0.0072478672,1.0822751,5.0171511e-07,0.00029358076,0.16543732
0.47377548,0.0070902255,0.0077259143,1.0756028,5.3540052e-07,0.00033723554,0.165409
0.47503301,0.0077166626,0.0081997742,1.0695221,5.7677583e-07,0.00038408545,0.1652818
0.47633137,0.0083261684,0.0086688992,1.0638751,6.2367814e-07,0.00043497601,0.16502804
0.47767188,0.0089119503,0.0091325287,1.0584338,6.7356073e-07,0.0004899206,0.16463767
0.47905589,0.009476012,0.0095918013,1.0528809,7.2787021e-07,0.00054684169,0.16423426
0.48048483,0.010026001,0.010049605,1.0470683,7.9862882e-07,0.00060521002,0.16394326
0.48196014,0.010564726,0.010508186,1.0411342,9.0019202e-07,0.0006639549,0.16364115
0.48348334,0.01109005,0.010965537,1.0353104,1.0204427e-06,0.00072719587,0.16303622
0.48505597,0.011606253,0.011415364,1.029697,1.1176073e-06,0.00079841396,0.16217139
0.48667964,0.012122472,0.011855419,1.0240619,1.1700629e-06,0.00087460575,0.16143352
0.48835599,0.012644124,0.01229438,1.0179851,1.2427853e-06,0.00095389507,0.16114227
0.49008674,0.013171937,0.012732969,1.0114155,1.3341688e-06,0.0010349913,0.16136262
0.49187366,0.013704297,0.013163707,1.0044545,1.3758794e-06,0.0011229253,0.16181286
0.49371855,0.014238944,0.013590029,0.99699178,1.4038074e-06,0.001219885,0.16208292
0.4956233,0.014773084,0.014015378,0.98887164,1.4485507e-06,0.0013215938,0.16210034
0.49758984,0.015303613,0.014440707,0.97988443,1.5065993e-06,0.0014239303,0.1619472
0.49962018,0.015827899,0.014866116,0.97000546,1.5667529e-06,0.001530675,0.16178342
0.50171638,0.016344144,0.015288738,0.95965033,1.6068097e-06,0.0016499627,0.1618193
0.50388058,0.016851337,0.015711648,0.94922624,1.6340173e-06,0.0017628262,0.16210635
0.50611498,0.017349176,0.016140956,0.93829618,1.6673161e-06,0.0018627515,0.16256521
0.50842185,0.017837721,0.01657904,0.92616894,1.7218507e-06,0.0019707301,0.16294409
0.51080353,0.018317196,0.017019635,0.91262257,1.7914637e-06,0.0021043641,0.16302428
0.51326245,0.018787875,0.017457501,0.89808959,1.8629049e-06,0.0022482274,0.16300776
0.51580111,0.019250166,0.017895469,0.88380819,1.9415149e-06,0.0023833074,0.16327525
0.51842208,0.019704622,0.018333045,0.87105254,2.0237243e-06,0.0025234592,0.1638302
0.52112804,0.020151675,0.018768349,0.85997956,2.1004646e-06,0.0026738283,0.16419118
0.52392172,0.02059169,0.019201198,0.85015093,2.1556868e-06,0.0028387761,0.16408344
0.52680597,0.021024831,0.019628965,0.84117168,2.1816134e-06,0.0030196627,0.16356131
0.52978371,0.021451235,0.020053524,0.83326647,2.1982237e-06,0.0031887233,0.16286479
0.53285797,0.021871113,0.020475775,0.82678342,2.1979208e-06,0.0033909979,0.16234095
0.53603187,0.022284457,0.020891761,0.82069287,2.1633195e-06,0.0036323308,0.16203843
0.53930862,0.022691154,0.021302247,0.8138812,2.1003188e-06,0.0038646487,0.16175419
0.54269156,0.0230912,0.021705797,0.80691679,1.9994851e-06,0.0041293447,0.16107374
0.54618412,0.0234847,0.022102989,0.80071259,1.8712322e-06,0.0043922108,0.16014077
0.54978982,0.023871829,0.022498759,0.79450729,1.7427648e-06,0.0046281134,0.15935508
0.55351233,0.024252847,0.022895215,0.78761776,1.6203787e-06,0.0048711364,0.15862585
0.55735543,0.024628103,0.023290547,0.78099117,1.4918564e-06,0.0051404898,0.15768373
0.561323,0.024998025,0.023684333,0.77546436,1.3502643e-06,0.0054095275,0.15666013
0.56541906,0.025363079,0.024079829,0.77094134,1.2088713e-06,0.0056888874,0.15603236
0.56964776,0.025723713,0.0244772,0.76737712,1.0798898e-06,0.0060159764,0.15556425
0.57177618,0.025897626,0.024670313,0.76622451,1.0211386e-06,0.0061779336,0.15531899
0.57401366,0.026080875,0.024873028,0.76521568,9.5908476e-07,0.0063475657,0.15506463
0.57852116,0.026435121,0.02526712,0.76459403,8.3766185e-07,0.0066559448,0.15469224
0.58317458,0.026786683,0.025663528,0.76469538,7.2510924e-07,0.0069522832,0.15432146
0.5879786,0.027136431,0.026063175,0.7642547,6.2517753e-07,0.0072297869,0.15354555
0.5929381,0.027485191,0.026466001,0.76252312,5.3533542e-07,0.0075462957,0.15258189
