y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
1.0002443,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
1.0005678,6.7608006e-07,-3.5294328e-10,-3.6495109e-30,6.7607858e-07,-4.952874e-31,6.7607915e-07,0.00029490277,8.1781915e-07,-2.5484373e-24,9.9515194e-09,2.1494786e-26,1.0026857e-40
1.0009018,8.5065223e-07,-3.1580945e-09,1.7830939e-29,8.5065227e-07,8.5998096e-29,8.506485e-07,0.0010103332,3.0796292e-06,-4.3283272e-24,4.0439017e-08,-1.598844e-27,9.2953343e-41
1.0012466,3.1795453e-06,-2.6217761e-08,1.6420889e-27,3.1796129e-06,-1.6056762e-27,3.1795486e-06,0.0022240796,7.5214938e-06,-7.4073401e-24,1.1043554e-07,-1.2336856e-25,6.7722965e-41
1.0016026,9.1355888e-06,-1.3586279e-07,-1.1006286e-26,9.1362122e-06,-2.3544815e-28,9.1357727e-06,0.0039587985,1.488092e-05,4.3476194e-24,2.5006295e-07,1.3642559e-25,1.8508229e-40
1.0019702,2.1141483e-05,-5.1055611e-07,3.8159742e-27,2.114467e-05,4.0743009e-26,2.1142749e-05,0.0062377479,2.6072298e-05,3.168041e-24,5.0481036e-07,-4.9709385e-26,2.1077227e-40
1.0023498,4.22788e-05,-1.5406669e-06,-3.6150683e-26,4.2290534e-05,3.8963805e-26,4.2284177e-05,0.0090805192,4.2250277e-05,1.3857219e-23,9.3884377e-07,2.1828219e-25,2.4868809e-40
1.0027416,7.6300655e-05,-3.9718122e-06,1.0597354e-25,7.6335464e-05,5.4915114e-26,7.6318013e-05,0.012494623,6.480197e-05,2.546402e-24,1.638393e-06,1.0306529e-25,1.9109964e-40
1.0031463,0.00012765153,-9.0942614e-06,1.3438766e-25,0.00012774005,-1.1106484e-25,0.00012769803,0.016460535,9.5186351e-05,-6.0099656e-24,2.7132618e-06,-2.8664591e-25,3.1318192e-41
1.003564,0.00020144298,-1.8966374e-05,-7.9081818e-25,0.00020164247,-6.5194643e-26,0.0002015514,0.020913235,0.00013465959,2.6176056e-23,4.2949918e-06,5.9060761e-25,1.6368577e-41
1.0039954,0.00030333927,-3.6631289e-05,2.2292547e-24,0.00030374613,1.90243e-24,0.00030356579,0.025729641,0.0001839543,9.5868096e-24,6.5311457e-06,-2.7413036e-25,3.4308687e-41
1.0044407,0.00043929723,-6.6241921e-05,3.4543985e-24,0.00044005987,1.7134343e-24,0.0004397294,0.030733688,0.00024310193,-1.4175781e-23,9.579184e-06,-3.3565066e-25,1.3133283e-40
1.0049006,0.0006151056,-0.00011296257,-9.1566814e-24,0.00061643303,3.2029704e-25,0.00061586795,0.035722165,0.00031159922,2.0525911e-23,1.3603355e-05,7.9436151e-25,4.0297048e-40
1.0053753,0.00083569988,-0.00018250324,-7.3181637e-24,0.00083787284,1.1327171e-23,0.00083695415,0.040500511,0.0003887175,-9.6789596e-23,1.8772643e-05,-1.8205155e-24,4.2955865e-40
1.0058655,0.0011043062,-0.00028021412,-3.2271384e-23,0.0011076668,1.9368949e-23,0.0011062422,0.04491301,0.0004737985,-6.5080789e-23,2.5263608e-05,2.4253403e-25,1.9876205e-40
1.0063717,0.0014215825,-0.00040985999,4.9695859e-23,0.0014265192,1.7605568e-24,0.0014243973,0.048858343,0.00056642709,3.074551e-23,3.3258924e-05,-3.3997371e-25,1.5591571e-40
1.0068943,0.0017850273,-0.00057245277,5.7832626e-24,0.0017919227,-3.1604543e-23,0.0017888919,0.052290605,0.00066658395,-2.455915e-23,4.2944716e-05,-1.0591042e-24,1.2090872e-40
1.0074338,0.0021889207,-0.00076561571,-1.5847369e-23,0.002197977,1.371373e-23,0.0021939379,0.055210548,0.00077453269,4.5354947e-23,5.4519027e-05,1.5272978e-24,4.2302905e-41
1.0079909,0.0026249104,-0.00098380338,1.7808495e-22,0.002636159,3.4508719e-23,0.0026310687,0.057652605,0.00089046887,1.0731102e-22,6.8180706e-05,4.5403167e-25,7.832781e-41
1.0085661,0.0030831052,-0.0012193414,-1.7148922e-22,0.003096467,-3.3702539e-23,0.0030902374,0.059671766,0.0010145454,3.0127581e-23,8.4131399e-05,2.2151402e-24,1.0882758e-40
1.00916,0.0035533501,-0.0014637827,-1.4425374e-22,0.0035678961,-2.1069303e-23,0.0035611047,0.061332434,0.001146909,-1.1508916e-22,0.00010257023,-1.1415225e-24,1.1098329e-40
1.0097732,0.0040263435,-0.0017091877,-1.4507844e-23,0.0040408881,1.317799e-24,0.0040341713,0.062700583,0.0012877028,-1.443223e-23,0.00012369095,-5.4227765e-25,1.3220619e-40
1.0104064,0.0044943755,-0.0019489045,-1.2095699e-22,0.0045079536,5.8886461e-24,0.0045015357,0.063838686,0.0014375146,2.2074102e-23,0.00014772424,1.2009056e-24,1.030118e-40
1.0110601,0.004951657,-0.0021778134,3.5170029e-22,0.0049628573,-1.418328e-22,0.004957239,0.064803065,0.0015969734,4.0584312e-24,0.00017493262,-1.4328881e-24,7.9127433e-41
1.011735,0.0053943298,-0.0023922815,-8.2672931e-23,0.00540127,-1.5583296e-22,0.0053972832,0.065642828,0.0017665351,1.8308493e-23,0.00020556556,-2.2848978e-25,8.9623163e-41
1.0124319,0.0058202767,-0.0025899903,1.7750996e-22,0.0058206995,-7.4562217e-24,0.0058194461,0.066399721,0.0019470483,3.5825509e-23,0.00023989067,7.8770593e-25,1.093913e-40
1.0131514,0.0062288298,-0.002769682,1.2278972e-21,0.0062203645,-4.0836476e-22,0.0062229912,0.067108395,0.002138179,7.8244666e-23,0.00027818552,-4.9462667e-25,8.1471182e-41
1.0138943,0.0066204472,-0.0029307641,-1.1720413e-21,0.0066006544,-3.8764365e-22,0.0066083432,0.06779708,0.0023401696,-9.5660141e-23,0.00032076081,-7.8020755e-25,1.6943692e-40
1.0146613,0.0069964152,-0.0030731006,-1.2287476e-21,0.0069628207,2.1707202e-22,0.0069767865,0.06848831,0.0025539756,-1.0988223e-22,0.00036795305,-6.0323628e-25,1.9163011e-40
1.0154533,0.0073585947,-0.0031969111,1.2876814e-22,0.0073087177,3.7721168e-22,0.0073302035,0.069199069,0.0027797649,1.7776669e-23,0.00042007204,3.7230626e-25,6.238719e-41
1.016271,0.0077091983,-0.0033026728,1.4056424e-21,0.0076404673,1.5998157e-22,0.0076708457,0.069941456,0.0030176802,8.2434137e-23,0.00047743267,3.6153658e-25,6.0965638e-41
1.0171153,0.0080506032,-0.0033910702,2.1046194e-21,0.007960284,-7.1145712e-22,0.0080011408,0.070722868,0.0032676448,8.2148563e-23,0.00054036386,-4.0817095e-25,4.4023729e-41
1.017987,0.0083851999,-0.0034629656,-2.3648588e-21,0.0082706505,-6.836389e-22,0.0083235373,0.071546504,0.0035298993,-8.7052643e-23,0.00060925344,-8.6236106e-27,8.0153325e-41
1.0188871,0.0087152712,-0.0035193287,-3.9249131e-22,0.0085742468,-2.7908066e-24,0.0086403798,0.072412011,0.0038044673,-1.772489e-23,0.0006845152,5.2563e-25,1.3803405e-40
1.0198164,0.0090429071,-0.0035611759,1.2852234e-21,0.0088734476,-5.9071449e-22,0.0089538193,0.073316273,0.0040913676,8.0089089e-23,0.00076660979,1.54294e-24,7.9123122e-41
1.0207759,0.0093699521,-0.003589574,-9.613805e-22,0.0091700485,-4.9117727e-22,0.0092657558,0.074253903,0.0043903473,-7.5226092e-23,0.00085595781,-3.0718713e-24,4.5396417e-41
1.0217666,0.0096979759,-0.0036055375,-1.4850605e-21,0.0094656595,2.3859295e-23,0.009577808,0.075217526,0.0047011073,-2.2463697e-23,0.00095298916,8.8890354e-25,4.6140614e-41
1.0227894,0.010028237,-0.0036100528,-3.1354855e-21,0.0097618445,1.0770734e-22,0.0098912843,0.076198152,0.0050235434,3.0361162e-23,0.0010582146,5.6589075e-24,2.2848794e-41
1.0238456,0.010361711,-0.0036044118,-3.7762017e-22,0.010060079,6.0453879e-22,0.010207213,0.077185253,0.0053575045,-2.5751741e-23,0.0011721806,-9.1261337e-25,6.2413939e-42
1.024936,0.010699164,-0.0035897981,6.0527956e-21,0.010361246,4.2797439e-22,0.010526386,0.078167388,0.0057026662,2.2674273e-26,0.001295473,-6.4618749e-24,2.4971057e-41
1.0260619,0.011041157,-0.0035676512,2.6440839e-21,0.010665573,-3.0596377e-22,0.010849369,0.07913226,0.0060581762,4.1594314e-23,0.0014286671,1.1701574e-26,3.2726696e-41
1.0272243,0.011388042,-0.0035391589,-2.9951896e-21,0.010973261,-2.9595625e-22,0.011176518,0.080066982,0.0064230577,-2.6826574e-23,0.0015722713,7.8419665e-25,3.3221688e-41
1.0284246,0.011740006,-0.0035048203,7.2206937e-22,0.011284154,-5.8967127e-23,0.011508011,0.080958346,0.0067962453,-2.1717613e-23,0.0017268897,-1.8603877e-24,3.7254455e-41
1.0296638,0.012097114,-0.0034654378,2.7542099e-21,0.011597771,-2.7486024e-22,0.011843886,0.081792938,0.0071765712,2.5600959e-23,0.0018932274,-8.2963657e-25,2.4102916e-41
1.0309433,0.012459318,-0.0034212356,-2.8740066e-21,0.011914572,-5.6203434e-22,0.012184062,0.082557531,0.0075627963,2.9984007e-23,0.0020719619,4.8191629e-24,2.3773801e-41
1.0322644,0.012826494,-0.0033725412,-1.0067627e-20,0.012234857,-1.7614675e-22,0.012528363,0.083239189,0.0079537664,2.1358081e-23,0.0022637808,1.0224231e-23,2.8270568e-41
1.0336284,0.013198438,-0.0033204037,3.9636088e-21,0.012557355,4.1242587e-22,0.012876543,0.083825064,0.0083479809,-5.9578018e-23,0.0024692936,-8.042978e-24,3.1648559e-41
1.0350368,0.013574815,-0.0032651669,5.4085886e-21,0.012882154,2.5393529e-22,0.013228283,0.084302294,0.0087437021,-6.3170524e-24,0.0026892235,-4.7980678e-24,2.5885008e-41
1.0364909,0.013955229,-0.003205699,-3.8687783e-22,0.013213566,2.52291e-22,0.013583209,0.084658216,0.0091390819,-2.9166595e-24,0.0029243033,-2.6096584e-25,1.3891851e-41
1.0379923,0.014339319,-0.0031407543,2.0499807e-21,0.013552354,2.2362482e-22,0.013940915,0.084880473,0.0095322229,-9.6800649e-24,0.0031752641,-2.120778e-24,1.0361202e-41
1.0395424,0.01472678,-0.0030714927,1.7365392e-21,0.013892631,1.9845387e-23,0.014300998,0.084957161,0.0099210368,-7.4158801e-24,0.0034428294,-1.7555492e-24,9.8989188e-42
1.041143,0.015117472,-0.0030001415,-1.219494e-21,0.014233736,3.1002851e-23,0.014663044,0.084877148,0.010302719,1.4811322e-23,0.0037275542,2.3794437e-24,1.2468283e-41
1.0427955,0.015511278,-0.0029290009,-2.7164929e-21,0.014575543,8.1201122e-23,0.015026617,0.084629888,0.010674432,2.0106847e-23,0.0040299702,3.7721396e-24,1.1006245e-41
1.0445018,0.015907891,-0.0028613058,6.242473e-21,0.014915829,4.5846179e-23,0.015391257,0.084205098,0.011033348,-1.5288504e-23,0.0043506752,-4.7497505e-24,8.0660017e-42
1.0462635,0.016306857,-0.0027992908,-5.6974392e-22,0.015252004,-5.1468455e-22,0.015756469,0.083593249,0.011376503,3.8462298e-23,0.0046901833,5.4084118e-24,7.3526507e-42
1.0480825,0.016707528,-0.0027428456,-9.0887942e-21,0.015581966,-4.577229e-22,0.016121705,0.082785757,0.011700601,1.2043271e-23,0.0050488897,5.3467352e-24,8.9138335e-42
1.0499605,0.017109171,-0.0026910518,-3.0449101e-21,0.015908553,3.1576396e-22,0.016486381,0.08177486,0.012002299,-1.9418404e-23,0.0054271428,-1.5546939e-24,7.1271874e-42
1.0518996,0.017510957,-0.002644334,8.5579478e-21,0.01623102,2.9327477e-22,0.016849917,0.080553927,0.012278096,-2.6641102e-23,0.0058251058,-7.0824885e-24,2.2106399e-42
1.0539017,0.017911862,-0.0026013483,3.6600778e-21,0.016554234,-6.4775381e-24,0.017211721,0.079117558,0.012524259,-2.1331283e-23,0.0062428403,-4.6193926e-24,2.869916e-42
1.0559689,0.018310992,-0.0025587405,-1.2417989e-20,0.016878524,2.646114e-22,0.017571196,0.077461888,0.012737182,3.5966674e-23,0.0066802573,9.7153974e-24,4.2978536e-42
1.0581033,0.018707742,-0.0025154605,4.1302496e-22,0.0171957,8.5422582e-22,0.017927748,0.075584547,0.01291323,7.32678e-24,0.0071370128,1.1356365e-24,8.6666738e-42
1.060307,0.019101447,-0.0024727278,1.6563727e-20,0.017505583,4.0144808e-23,0.018280789,0.07348519,0.013048888,-3.0730699e-23,0.0076126137,-9.7895267e-24,1.4205202e-41
1.0625823,0.01949126,-0.0024301936,-6.4277343e-21,0.017809196,-8.9292942e-22,0.018629731,0.071165832,0.013140386,2.8288169e-23,0.0081062972,6.3200201e-24,1.1795594e-41
1.0649316,0.019876274,-0.0023856369,-6.0006185e-21,0.018109687,-1.3206475e-22,0.018973987,0.068630886,0.013184068,1.0602244e-23,0.0086170276,3.4298853e-24,7.479978e-42
1.0673572,0.020255648,-0.0023380277,7.3368702e-21,0.018407391,-1.4237596e-22,0.019312977,0.065887809,0.013176724,-1.5265894e-23,0.009143512,-4.1877031e-24,4.8918318e-42
1.0698616,0.020628739,-0.0022856139,-1.141238e-20,0.018701389,-5.0014449e-22,0.019646132,0.062946669,0.013115289,2.6973191e-23,0.0096840019,7.4468062e-24,1.9698249e-42
1.0724475,0.02099503,-0.0022273372,-7.9345594e-21,0.018992427,-2.3560003e-22,0.019972905,0.059819905,0.012997103,1.4592253e-23,0.010236538,4.1367803e-24,3.2630393e-42
1.0751173,0.021354164,-0.0021657051,-2.7816227e-21,0.019278017,7.0794691e-23,0.020292763,0.056523003,0.01281992,1.7541075e-24,0.010798754,7.6221178e-25,4.4430388e-42
1.077874,0.021705838,-0.0021047423,9.9079474e-21,0.019555596,2.6519629e-22,0.020605195,0.053074559,0.012581963,-3.1107894e-23,0.011367726,-9.3983327e-24,7.7480116e-42
1.0807202,0.022049556,-0.0020465384,1.3631287e-20,0.019824308,5.2880296e-23,0.020909697,0.049496256,0.012281776,-3.0899102e-23,0.011940206,-9.0087037e-24,7.7343889e-42
1.0836589,0.022384709,-0.0019910996,-1.0248534e-20,0.020084636,-1.9636318e-22,0.021205778,0.045813116,0.01191882,3.0460953e-23,0.01251257,1.0023961e-23,5.3789497e-42
1.0866931,0.022710592,-0.0019382628,1.9418812e-20,0.020336639,4.4922362e-23,0.021492966,0.042052949,0.011493341,-2.7896723e-23,0.013080637,-9.7848978e-24,7.0877714e-42
1.0898259,0.02302642,-0.001887846,8.4265349e-21,0.020579577,-9.942806e-23,0.021770806,0.03824627,0.011006318,-2.4298639e-23,0.01363987,-8.0660452e-24,6.6819894e-42
1.0930605,0.023331548,-0.0018392765,-1.6060391e-20,0.020812689,-9.8615242e-23,0.022038861,0.034426979,0.010459779,2.8547778e-23,0.014185132,1.0181438e-23,3.2029386e-42
1.0964002,0.023625381,-0.0017913992,-7.2956018e-21,0.02103679,-5.6718879e-23,0.022296718,0.030631738,0.0098568237,1.3640692e-23,0.01471092,5.1766851e-24,2.4537276e-42
