y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.00048240845,1.4552758e-07,5.1823314e-11,-2.7697241e-29,1.4552761e-07,-1.8055483e-27,1.4552759e-07,1.2620658e-08,-1.1400954e-12,9.0411147e-23,2.3985402e-14,1.5469687e-24,1.3165211e-33
0.00098049384,1.9874309e-07,4.7866515e-10,-3.9567545e-34,1.9874375e-07,1.278234e-33,1.9874343e-07,4.7372306e-08,2.7595044e-12,7.9946666e-32,3.4525301e-14,5.7578314e-35,9.5838262e-49
0.0014947656,7.512457e-07,3.9005139e-09,-3.6197067e-32,7.5125339e-07,-2.8162327e-34,7.5124958e-07,1.1265973e-07,1.831504e-11,1.367534e-29,4.3654223e-14,1.3522058e-32,1.3149126e-48
0.0020257498,2.1614502e-06,1.9738098e-08,1.2724421e-31,2.1615014e-06,-2.0913087e-31,2.1614761e-06,2.1190305e-07,5.098754e-11,2.2299946e-31,6.5698482e-14,-2.4529273e-33,1.9811187e-48
0.0025739895,5.0064416e-06,7.2325738e-08,-1.7075259e-30,5.0066787e-06,-1.5452676e-30,5.0065607e-06,3.4495423e-07,1.060354e-10,3.1370948e-29,1.0727854e-13,2.0132129e-32,2.5694781e-48
0.0031400454,1.0023759e-05,2.1266837e-07,-3.0531246e-30,1.0024617e-05,-1.3054439e-30,1.0024187e-05,5.0857511e-07,1.9151273e-10,5.2528561e-29,1.7864702e-13,5.0717815e-32,3.3920135e-48
0.0037244966,1.8121168e-05,5.3424954e-07,3.3591099e-29,1.8123747e-05,-5.5304497e-30,1.8122456e-05,6.9763432e-07,3.1852082e-10,-1.1066277e-28,3.0001706e-13,-9.5530185e-32,4.2182515e-48
0.0043279408,3.0393262e-05,1.1931096e-06,1.1487513e-29,3.0400032e-05,-2.3255003e-29,3.0396651e-05,9.0640328e-07,5.0075467e-10,-8.1765773e-29,5.0203867e-13,-8.0871754e-32,2.9279097e-48
0.0049509953,4.8137355e-05,2.4318026e-06,8.8253412e-29,4.8153376e-05,-2.3910789e-30,4.8145395e-05,1.1294594e-06,7.5290416e-10,-5.3431263e-29,8.2652238e-13,-4.1080236e-32,7.2185551e-48
0.0055942973,7.2863734e-05,4.605549e-06,7.4544036e-28,7.2898671e-05,2.9626744e-29,7.2881297e-05,1.3620325e-06,1.0810985e-09,-3.5781184e-28,1.323266e-12,-4.2807616e-31,1.1781202e-47
0.0062585048,0.0001062937,8.2065567e-06,1.6456375e-27,0.0001063651,-5.6471251e-29,0.00010632956,1.5999064e-06,1.4885762e-09,-5.0971616e-28,2.0501977e-12,-6.7261843e-31,1.3130417e-47
0.0069442972,0.00015033622,1.3878733e-05,1.5862299e-27,0.00015047424,7.9790734e-29,0.00015040543,1.839099e-06,1.9906637e-09,-3.2346308e-28,3.0917301e-12,-4.6150505e-31,8.1434581e-48
0.007652376,0.00020703136,2.2409839e-05,2.9501812e-27,0.00020728573,1.3470453e-28,0.00020715862,2.0755148e-06,2.6180819e-09,-2.8007707e-28,4.5790927e-12,-5.4141594e-31,2.9020956e-48
0.0083834654,0.00027844753,3.46829e-05,2.407186e-27,0.00027889692,-1.8718718e-29,0.00027867186,2.3047018e-06,3.4007657e-09,-1.9163654e-28,6.6768899e-12,-5.5825239e-31,2.5929544e-47
0.0091383131,0.00036652322,5.156689e-05,3.381981e-27,0.00036728698,-2.1412865e-27,0.00036690408,2.5217828e-06,4.3445234e-09,-1.0671675e-28,9.5669594e-12,-4.3927179e-31,2.3997062e-47
0.0099176913,0.00047285469,7.3735263e-05,-1.6883121e-26,0.00047410941,-2.1658878e-27,0.00047347957,2.7216114e-06,5.4510569e-09,3.3979807e-28,1.3488263e-11,1.0332207e-30,8.2575444e-48
0.010722397,0.00059845169,0.00010142691,-1.9682665e-26,0.00060044712,5.2450909e-27,0.00059944503,2.8991744e-06,6.7473002e-09,4.4470237e-28,1.883478e-11,1.3175245e-30,8.601973e-48
0.011553254,0.00074350935,0.00013420672,4.4103792e-26,0.00074658298,5.422309e-27,0.00074504209,3.0502024e-06,8.2158607e-09,-4.8080023e-28,2.5931945e-11,-1.443309e-30,2.3143784e-47
0.012411111,0.00090726301,0.00017082318,1.9078569e-26,0.00091186383,2.8930525e-27,0.00090956185,3.1718588e-06,9.7708391e-09,-2.8380166e-28,3.479225e-11,-8.3956328e-31,2.7533601e-47
