y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0.4481146,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.44853879,2.3113009e-07,-1.5512712e-11,-6.1466118e-29,2.3100825e-07,-8.5483779e-29,2.3106898e-07,0.00013712106,1.0059127e-05,2.2605033e-22,4.9563714e-05,-3.2098311e-22,2.3931058e-36
0.44897681,1.9131507e-07,-9.0310251e-11,2.4236177e-27,1.9061975e-07,-8.526123e-28,1.9096738e-07,0.00033796745,4.9370216e-05,4.48655e-22,0.00013631553,1.8576855e-22,4.1758842e-36
0.44942906,6.6367666e-07,-6.7519147e-10,-6.944016e-27,6.585614e-07,3.156911e-27,6.6112513e-07,0.0005402608,0.00011458993,2.2347156e-22,0.00023937256,-1.9123528e-22,2.6688e-36
0.44989599,1.8932542e-06,-3.2853106e-09,-1.4360262e-25,1.8688385e-06,-2.1340753e-26,1.881078e-06,0.00070672588,0.0001835594,-2.0353722e-22,0.00034097261,-1.7719286e-21,2.6987011e-36
0.4503781,4.3722204e-06,-1.1598237e-08,-9.8271886e-26,4.2876377e-06,-2.5306679e-25,4.3300464e-06,0.00081244556,0.00024551028,-1.2107489e-21,0.00044191193,-2.8427769e-22,3.4755649e-36
0.45087586,8.7308128e-06,-3.3851764e-08,1.3820751e-24,8.4946721e-06,-7.2471596e-25,8.6120432e-06,0.00086589306,0.00028693743,-1.1075818e-21,0.00054424362,2.4328437e-21,2.8854855e-36
0.4513898,1.5733642e-05,-8.4118284e-08,5.7649765e-24,1.5173696e-05,4.045204e-24,1.5448919e-05,0.00087218198,0.00031044883,2.1027826e-21,0.00063170424,1.9683542e-21,6.770523e-36
0.45192042,2.6277737e-05,-1.8194506e-07,-4.4211847e-24,2.5113139e-05,1.6336579e-23,2.5679194e-05,0.00082557973,0.0003247211,3.2470321e-21,0.00069245833,-1.0407141e-21,5.6534715e-36
0.45246829,4.1385184e-05,-3.675414e-07,-4.9212292e-23,3.9254034e-05,-1.5689826e-23,4.0253958e-05,0.00075941101,0.00031514735,3.6555536e-21,0.00073968523,-6.0097066e-21,1.6087442e-35
0.45303395,6.2184758e-05,-6.7730088e-07,-2.4178034e-23,5.8639099e-05,-2.9546413e-23,6.0228418e-05,0.00070906113,0.00027741117,-5.4544671e-21,0.00077260236,2.6962679e-21,2.2481259e-35
0.45361798,8.98724e-05,-1.1180186e-06,1.4553595e-22,8.4383872e-05,8.7643256e-23,8.6746696e-05,0.00067989105,0.00022685555,-5.0748876e-21,0.00078170075,7.9569622e-21,2.0058613e-35
0.45422098,0.0001256625,-1.6689236e-06,6.46484e-23,0.00011772817,7.5930088e-23,0.0001210189,0.00067454701,0.00017646465,-1.2920103e-21,0.00076398052,1.9594646e-21,1.6027294e-35
0.45484357,0.00017071899,-2.2321993e-06,1.3806486e-24,0.00015997087,1.0000424e-22,0.00016429007,0.00068840093,0.00013602729,1.3120782e-21,0.00072394595,-2.1328998e-22,6.8316673e-36
0.45548638,0.00022604999,-2.5615453e-06,-2.2864779e-22,0.00021237904,-6.6360144e-23,0.00021779952,0.00071964162,0.00010343912,3.6222108e-21,0.00067516983,-2.9401357e-21,7.6767106e-36
0.45615006,0.00029261407,-2.4982599e-06,1.1329828e-22,0.00027623979,-4.8614613e-22,0.00028271051,0.000759257,8.0774215e-05,7.4158723e-22,0.0006260897,-1.9024283e-21,5.1391148e-36
0.45683531,0.00036771123,1.2778383e-07,5.2694038e-22,0.00035269736,1.6155105e-22,0.00036001492,0.00081070639,6.9896823e-05,6.5785968e-21,0.00057727231,-6.9939404e-23,5.1899748e-36
0.4575428,0.00045338952,4.876429e-06,-2.7462933e-22,0.0004414486,-2.8891681e-22,0.00045050467,0.00087160542,7.5714409e-05,-9.5452343e-22,0.00053110987,-8.2713562e-22,1.2528087e-35
0.45827328,0.00055401045,8.7513576e-06,-3.4412003e-22,0.00054473095,-8.3887083e-22,0.00055469972,0.0009369584,9.8865497e-05,-1.478507e-21,0.0004929075,-1.543329e-21,1.2856328e-35
0.45902747,0.00066864536,1.1504411e-05,4.1554902e-22,0.00066509276,1.2130493e-21,0.00067284697,0.0010136012,0.00012961663,6.0705109e-22,0.00046457024,1.6217244e-21,1.2214437e-35
0.45980616,0.00079757508,1.1686054e-05,-6.3987103e-23,0.00080475506,1.4371125e-21,0.00080500546,0.0010959448,0.00016360861,-9.1692876e-22,0.00044734536,1.4445417e-21,1.0902362e-35
0.46061014,0.00094993594,2.7471683e-06,-1.0568216e-22,0.00095961633,-9.9224978e-22,0.00095103452,0.0011821193,0.00019589568,-1.180645e-21,0.00044119411,-2.0956735e-21,1.1664139e-35
0.46144023,0.0011176941,-5.9776114e-06,3.1223681e-22,0.0011259919,-5.7495556e-22,0.0011111498,0.0012695414,0.00022617149,-1.387347e-21,0.00044348769,-1.3294883e-21,1.1723256e-35
0.46229727,0.0012918002,-3.1607145e-06,-2.0604004e-21,0.0012930195,1.8160217e-21,0.0012861211,0.0013507673,0.00025784577,2.0427825e-21,0.00045321504,4.5544626e-22,3.5230989e-36
