y,R_0,R_1,R_2,R_3,R_4,R_5,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,0,0,0,0,0,0
0.00048240845,1.501708e-07,5.1573099e-11,1.4587244e-33,1.5017078e-07,-4.3006577e-33,1.5017079e-07,8.9885707e-09,2.6567384e-12,2.854888e-29,1.611527e-13,-3.6648564e-31,8.2379065e-48
0.00098049384,1.5117186e-07,3.7784329e-10,-1.2677672e-32,1.5117142e-07,-1.0334064e-32,1.5117164e-07,3.1447191e-08,1.4525071e-11,6.0493658e-30,2.9101268e-13,-2.3204964e-31,2.1632415e-47
0.0014947656,5.4557058e-07,3.0226555e-09,2.7142387e-32,5.4556564e-07,-2.4257745e-31,5.4556811e-07,7.0612354e-08,3.6662736e-11,-1.9265585e-29,5.7792743e-13,6.1516716e-32,1.8394389e-47
0.0020257498,1.56375e-06,1.5363159e-08,-1.1494263e-30,1.563718e-06,2.0830257e-31,1.563734e-06,1.265509e-07,8.5918553e-11,-1.9271525e-29,1.2836125e-12,-1.9369167e-31,1.239337e-47
0.0025739895,3.6200663e-06,5.6680975e-08,-2.0635978e-30,3.6199233e-06,4.4541694e-31,3.6199948e-06,1.9726939e-07,1.6757935e-10,4.5219436e-30,2.6970063e-12,-1.9188115e-31,3.4805452e-47
0.0031400454,7.2472727e-06,1.6791007e-07,2.1165973e-29,7.2467746e-06,6.6778851e-30,7.2470237e-06,2.7909824e-07,2.5317769e-10,4.0316857e-29,5.3781316e-12,1.0040449e-30,3.6679199e-47
0.0037244966,1.3101827e-05,4.2509335e-07,2.5898058e-29,1.3100379e-05,-1.13814e-29,1.3101103e-05,3.6764363e-07,3.1191323e-10,1.8645772e-29,1.0140342e-11,1.1155764e-30,1.0517476e-47
0.0043279408,2.1975917e-05,9.5696082e-07,5.899017e-29,2.1972244e-05,-2.1075418e-29,2.197408e-05,4.5878369e-07,3.402302e-10,-4.4409922e-29,1.7835376e-11,6.2732386e-31,4.344411e-47
0.0049509953,3.4809536e-05,1.9666134e-06,-1.2183634e-29,3.4801151e-05,-2.6967188e-28,3.4805343e-05,5.4931837e-07,3.3179712e-10,-3.5576123e-29,2.9453328e-11,2.9654004e-32,4.5331319e-47
0.0055942973,5.2699156e-05,3.7563569e-06,3.3077694e-28,5.2681574e-05,-3.9829775e-28,5.2690366e-05,6.3716304e-07,2.5839603e-10,9.9787463e-30,4.6270649e-11,1.5219463e-30,9.8409597e-48
0.0062585048,7.6898743e-05,6.7530272e-06,-1.4147357e-27,7.6864356e-05,-1.2979537e-28,7.6881574e-05,7.2120396e-07,9.4639508e-11,1.043608e-29,6.9797376e-11,-3.9992235e-30,6.2776686e-47
0.0069442972,0.00010880727,1.1528442e-05,3.1626831e-29,0.00010874388,-2.8063675e-27,0.0001087757,8.0100484e-07,-1.8297198e-10,2.6670228e-29,1.0178561e-10,-2.0249277e-30,6.2563672e-47
0.007652376,0.00014993525,1.8805909e-05,8.8710784e-27,0.00014982437,-4.2021758e-27,0.00014988016,8.7650916e-07,-6.0203589e-10,-2.0650415e-30,1.4424399e-10,1.4337237e-29,3.8314285e-47
0.0083834654,0.00020184207,2.9439665e-05,2.3924109e-26,0.00020165735,1.3604561e-27,0.00020175041,9.4780842e-07,-1.2018788e-09,-1.3425746e-28,1.9950075e-10,2.696382e-29,5.4524343e-47
0.0091383131,0.0002660377,4.4351736e-05,2.2032146e-26,0.00026574383,8.29689e-27,0.00026589178,1.014987e-06,-2.0107403e-09,-1.4476266e-28,2.7006026e-10,2.00764e-29,2.7823771e-47
0.0099176913,0.00034384826,6.4413375e-05,-1.2742942e-26,0.00034340011,6.2175488e-27,0.00034362546,1.0780334e-06,-3.0529001e-09,1.3551603e-28,3.5849282e-10,-4.9958338e-30,2.6934173e-47
0.010722397,0.0004362562,9.0270742e-05,-9.3368776e-27,0.00043560021,-1.2931477e-26,0.00043592955,1.1368101e-06,-4.3473407e-09,7.6517636e-29,4.671258e-10,-5.7508843e-30,3.2004468e-47
0.011553254,0.0005437409,0.00012213813,6.2769854e-26,0.00054281969,2.2944708e-27,0.00054328098,1.1910727e-06,-5.8986409e-09,-2.8642807e-28,5.9846331e-10,1.8170763e-29,3.2773448e-47
0.012411111,0.00066615867,0.00015961108,-4.7817334e-26,0.00066491498,2.759391e-26,0.00066553697,1.2405383e-06,-7.7092738e-09,8.7149952e-29,7.5522518e-10,-6.4321277e-30,4.2466398e-47
0.013296846,0.00080270193,0.00020157006,2.4217729e-26,0.0008010856,1.1727184e-26,0.00080189574,1.2849749e-06,-9.7733323e-09,1.1621555e-29,9.4040282e-10,-1.0279468e-30,3.301562e-47
0.014211364,0.00095196099,0.00024623321,1.5473326e-26,0.00094994489,2.2834296e-27,0.0009509593,1.324282e-06,-1.2086938e-08,-1.1435745e-28,1.1566346e-09,5.9331637e-30,1.7519554e-47
0.015155603,0.0011120803,0.00029136919,3.1210882e-25,0.0011096756,-1.3667374e-25,0.0011108897,1.3585306e-06,-1.4637221e-08,-3.4039714e-28,1.4063051e-09,3.1347014e-29,7.1247022e-47
0.016130526,0.0012809695,0.00033461869,1.5010396e-24,0.0012782341,-1.5245969e-25,0.001279619,1.3879616e-06,-1.7408822e-08,-1.3759663e-27,1.6931378e-09,1.456924e-28,4.0641465e-46
0.017137132,0.0014565162,0.00037382968,8.6941299e-25,0.0014535698,-1.1057994e-25,0.0014550606,1.4129433e-06,-2.0367931e-08,-7.359262e-28,2.0204207e-09,8.3872825e-29,3.4231715e-46
0.018176449,0.0016367561,0.00040731379,2.348349e-25,0.0016337878,-1.0419544e-25,0.0016352765,1.4339167e-06,-2.3467343e-08,-2.3527399e-28,2.3901058e-09,6.5024171e-30,5.6942775e-47
0.019249542,0.00181998,0.00043397123,-5.0370538e-25,0.0018172162,-1.4121316e-26,0.0018185828,1.4513394e-06,-2.6693385e-08,2.5736471e-28,2.8031482e-09,-1.7588412e-29,1.9179222e-46
0.020357507,0.0020047805,0.00045328698,6.9802789e-25,0.002002457,-4.4175266e-26,0.0020035945,1.4656327e-06,-3.0055188e-08,-1.0192491e-28,3.2610008e-09,2.5923358e-29,1.7871357e-46
0.021501477,0.0021900523,0.00046523629,2.2035536e-24,0.00218844,-1.7623095e-26,0.0021892252,1.4771642e-06,-3.351181e-08,-1.0556907e-27,3.7659926e-09,7.8136213e-29,1.5310366e-46
0.022682624,0.0023749659,0.00047014583,1.7439923e-24,0.0023744103,4.705806e-25,0.0023746604,1.4862726e-06,-3.6988563e-08,-6.391251e-28,4.3202144e-09,4.9828262e-29,1.6698161e-46
0.023902154,0.0025589269,0.00046855386,1.3329588e-25,0.0025598234,4.7375107e-25,0.0025593175,1.4932834e-06,-4.0528744e-08,7.6115541e-29,4.9285674e-09,1.8048121e-29,1.8676304e-46
0.025161316,0.0027415335,0.00046109341,-9.0522058e-25,0.002744256,1.2753899e-25,0.0027428036,1.4984961e-06,-4.4156225e-08,3.5772745e-28,5.5938988e-09,-1.6040142e-29,1.3302499e-46
0.026461397,0.0029225353,0.00044840787,-8.8857533e-25,0.0029274125,-1.7272781e-25,0.0029248758,1.502193e-06,-4.7802413e-08,1.1607015e-28,6.3176877e-09,-1.9135735e-29,7.5147373e-48
0.027803728,0.0031017988,0.00043110294,-3.0468886e-24,0.0031091586,-4.1149637e-25,0.0031054064,1.50465e-06,-5.1501578e-08,6.626749e-28,7.1079612e-09,-4.3293391e-29,3.358542e-46
0.02918968,0.0032792775,0.00040972377,-3.0034276e-24,0.0032895032,-4.45126e-25,0.0032843536,1.5061229e-06,-5.5302573e-08,7.4475282e-28,7.9727786e-09,-2.8001082e-29,6.0117753e-46
0.030620672,0.0034549885,0.00038474258,-7.1477006e-26,0.0034685139,-5.6762997e-25,0.0034617387,1.5068319e-06,-5.9180775e-08,2.2876998e-28,8.9160687e-09,1.5590011e-29,5.2011253e-46
0.032098167,0.0036289936,0.00035655724,-2.4999165e-24,0.0036462654,1.6142326e-25,0.0036376275,1.5069966e-06,-6.3128402e-08,4.1911239e-28,9.9418733e-09,-1.6530176e-29,3.0810135e-46
0.033623676,0.0038013858,0.00032549641,4.1596037e-24,0.0038228463,5.3561616e-25,0.0038121167,1.5068348e-06,-6.7164938e-08,-3.9659305e-28,1.1056504e-08,4.0665462e-29,2.8428046e-46
0.03519876,0.0039722774,0.00029181496,4.0663962e-24,0.0039983675,1.1243258e-25,0.0039853233,1.5064666e-06,-7.1299346e-08,-4.5689854e-28,1.2266393e-08,4.8731166e-29,4.4654882e-46
0.03682503,0.0041417914,0.00025570159,-1.0303381e-24,0.0041729615,-6.5953845e-27,0.004157377,1.5059412e-06,-7.5532689e-08,8.5812353e-29,1.3577378e-08,-1.5233105e-29,3.5291901e-46
