y,T10_0,T10_1,T10_2,T10_3,T10_4,T10_5,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
-2.7950884e-17,-6.6094588e-05,1.7085374e-08,-1.4451441e-18,6.6094588e-05,3.7659093e-20,-3.5105299e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.00086769924,-2.3053571e-06,-3.1093818e-09,4.5186339e-19,2.3053571e-06,4.6752749e-20,-4.9058684e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0017874829,1.8050934e-05,-8.9968529e-09,1.9027265e-19,-1.8050934e-05,3.2683667e-20,2.9006696e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0027624773,2.0056724e-06,-1.5013567e-09,6.4270288e-20,-2.0056724e-06,-3.8820666e-21,1.4104692e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0037959966,-8.3142482e-07,1.0854243e-09,5.457349e-21,8.3142482e-07,5.760656e-23,-1.1442573e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0048915537,-5.1703667e-07,7.7874714e-10,-2.3681848e-22,5.1703667e-07,7.8392346e-23,-1.4701262e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.0060528726,-1.8967101e-07,3.4904859e-10,1.8507289e-21,1.8967101e-07,-1.4666715e-22,-2.9130656e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.0072839007,-3.747785e-07,8.1657343e-10,-3.6091059e-21,3.747785e-07,-1.2654042e-21,-1.5694674e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0085888223,-7.2606554e-07,1.7537649e-09,-9.7510971e-21,7.2606554e-07,1.0469386e-21,-1.7902111e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0099720729,-8.5768361e-07,2.2364696e-09,1.537802e-22,8.5768361e-07,2.0986849e-21,-1.8285403e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.011438354,-4.1243098e-07,1.1499568e-09,5.232215e-21,4.1243098e-07,1.7632123e-22,-1.3795308e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.01299265,6.1737508e-07,-1.5321719e-09,3.9658956e-21,-6.1737508e-07,5.7923774e-22,6.679093e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.014640245,1.7579793e-06,-3.9627452e-09,5.1843015e-21,-1.7579793e-06,-6.1061846e-21,1.2836301e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.016386737,2.4534983e-06,-3.897469e-09,-1.9743401e-20,-2.4534983e-06,-6.9611062e-21,4.3812402e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.018238064,2.4359472e-06,-8.908574e-10,-1.8369642e-20,-2.4359472e-06,9.8088655e-21,2.9497972e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.020200518,1.7587459e-06,2.6764292e-09,6.0486829e-21,-1.7587459e-06,7.0420452e-21,-7.3035958e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.022280771,6.5598151e-07,1.7598296e-09,3.4969224e-21,-6.5598151e-07,-5.094828e-21,7.2777047e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.024485892,-4.6265262e-07,-7.6928626e-09,-6.7468902e-21,4.6265262e-07,2.9862092e-21,-4.560459e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.026823378,-1.4577634e-06,-3.3038092e-08,8.7191884e-22,1.4577634e-06,5.1095086e-21,-2.5186221e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.029301173,-2.2683866e-06,-8.0736397e-08,1.9996779e-20,2.2683866e-06,1.0600789e-22,-3.5991153e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0319277,-2.8808272e-06,-1.6590598e-07,-1.7357779e-21,2.8808272e-06,-6.7400093e-20,4.6431959e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.034711887,-3.4241761e-06,-3.2927723e-07,-8.3899021e-20,3.4241761e-06,3.5167636e-20,1.4047223e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.037663197,-3.925801e-06,-6.9257827e-07,-1.6070757e-20,3.925801e-06,2.777423e-19,3.1941389e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.040791661,-3.9210005e-06,-1.4500205e-06,4.927834e-19,3.9210005e-06,1.2747278e-19,-5.717378e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.044107915,-1.9076799e-06,-6.7417199e-07,1.1080396e-18,1.9076799e-06,-1.5297296e-19,-8.6183855e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.047623229,-1.8453739e-06,1.385392e-06,2.1904979e-19,1.8453739e-06,-1.082397e-18,-1.2828522e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.051349553,-2.8981314e-06,1.4975082e-06,-4.8764886e-19,2.8981314e-06,-8.6633283e-19,8.0982709e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.055299553,-1.8425799e-06,6.1565583e-07,-3.2082254e-20,1.8425799e-06,9.5624497e-20,1.8113736e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.059486654,-1.1888126e-06,3.1948808e-07,1.554367e-20,1.1888126e-06,-8.960072e-21,2.2379549e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.06392509,-7.7339491e-07,1.8172579e-07,-8.3673619e-22,7.7339491e-07,-2.4691108e-20,3.0524312e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.068629948,-4.6768225e-07,1.0011801e-07,-1.0407624e-20,4.6768225e-07,-1.7143339e-20,3.6316182e-33,0,0,0,0,0,0,0,0,0,0,0,0
