y,k
0,1e-10
0.00086769924,2.4479637e-07
0.0017874829,2.0378562e-06
0.0027624773,8.8771245e-06
0.0037959966,2.6905842e-05
0.0048915537,6.5283232e-05
0.0060528726,0.00013673439
0.0072839007,0.00025795084
0.0085888223,0.00044912308
0.0099720729,0.00073131521
0.011438354,0.0011203739
0.01299265,0.0016184491
0.014640245,0.0022089423
0.016386737,0.0028611347
0.018238064,0.0035421478
0.020200518,0.0042268287
0.022280771,0.004900454
0.024485892,0.0055565401
0.026823378,0.0061936115
0.029301173,0.0068127519
0.0319277,0.0074161515
0.034711887,0.0080063507
0.037663197,0.0085858838
0.040791661,0.00915713
0.044107915,0.0097222661
0.047623229,0.010283266
0.051349553,0.010841918
0.055299553,0.011399855
0.059486654,0.011958575
0.06392509,0.012519471
0.068629948,0.013083851
0.073617218,0.013652959
0.078903853,0.014227994
0.084507823,0.014810119
0.090448176,0.015400485
0.096745104,0.01600023
0.10342001,0.016610497
0.11049558,0.017232436
0.11799587,0.017867218
0.12594638,0.018516036
0.13437411,0.019180114
0.14330773,0.019860707
0.1527776,0.020559105
0.1628159,0.021276632
0.17345677,0.02201464
0.18473635,0.022774506
0.19669301,0.023557616
0.20936737,0.024365348
0.22280253,0.025199045
0.23704414,0.026059976
0.25214061,0.026949286
0.26814327,0.027867928
0.28510649,0.028816573
0.30308795,0.029795499
0.32214876,0.03080442
0.34235371,0.031842268
0.36377149,0.032906978
0.38647488,0.033995184
0.41054106,0.035101833
0.43605183,0.03621973
0.46309391,0.03733901
0.49175922,0.038446544
0.52214518,0.039525289
0.55435509,0.040553657
0.58849842,0.041507553
0.62469124,0.042358123
0.66305656,0.043052646
0.70372479,0.043504754
0.74683417,0.043638521
0.79253123,0.043393816
0.84097128,0.042723429
0.892319,0.041618357
0.9467489,0.040104119
1.004446,0.03824564
1.0656064,0.036146045
1.1304381,0.033933031
1.1668609,0.032767248
1.1991613,0.031733372
1.2720096,0.029644693
1.3492308,0.027717407
1.4310872,0.025952853
1.5178571,0.024327382
1.6046271,0.022839018
1.6864835,0.021487813
1.7637046,0.020253922
1.836553,0.01912093
1.9052762,0.018078544
1.9701079,0.017110911
2.0312683,0.016199796
2.0889654,0.015338313
2.1433953,0.014526722
2.194743,0.013765124
2.2431831,0.013052683
2.2888801,0.012387937
2.3319895,0.011769109
2.3726577,0.011194278
2.411023,0.010661508
2.4472159,0.01016897
2.4813592,0.0097150179
2.5135691,0.0092982443
2.5439551,0.0089175088
2.5726204,0.0085719527
2.5826602,0.0084565054
2.5996625,0.0082610021
2.6251732,0.0079843454
2.6492394,0.00774191
2.6719428,0.0075338193
2.6933606,0.007360326
2.7135655,0.0072217291
2.7326263,0.0071182727
2.7506078,0.0070500696
2.767571,0.0070168877
2.7835737,0.007017993
2.7986701,0.0070522134
2.8129118,0.0071178246
2.8263469,0.0072124428
2.8390213,0.0073330826
2.8509779,0.00747623
2.8622575,0.0076379602
2.8728984,0.007814086
2.8829367,0.0080003229
2.8924066,0.008192456
2.9013402,0.0083865669
2.9097679,0.0085791689
2.9177184,0.008766295
2.9252187,0.008942496
2.9322943,0.0091018912
2.9389692,0.0092397669
2.9452661,0.009353006
2.9512065,0.0094399707
2.9568104,0.0095001237
2.9620971,0.0095335935
2.9670843,0.0095409051
2.9717892,0.0095227728
2.9762276,0.0094799241
2.9804147,0.0094130005
2.9843647,0.009322391
2.9880911,0.0092079632
2.9916064,0.0090690466
2.9949226,0.0089044615
2.9980511,0.0087124611
3.0010024,0.0084906871
3.0037866,0.0082360341
3.0064131,0.0079442632
3.0088909,0.0076099127
3.0112284,0.0072266546
3.0134335,0.0067876695
3.0155138,0.0062861993
3.0174762,0.0057159102
3.0193275,0.0050721501
3.021074,0.0043563912
3.0227216,0.0035829836
3.0242759,0.0027857174
3.0257422,0.0020192785
3.0271255,0.0013475268
3.0284304,0.00081935894
3.0296614,0.00044920745
3.0308227,0.00021817131
3.0319183,9.0584563e-05
3.0329518,2.9965707e-05
3.0339268,6.8838498e-06
3.0348466,8.2699819e-07
3.0357143,1e-10
3.0357143,1e-10
