y,k
1.0002541,1e-10
1.0008359,3.6351924e-12
1.0014527,6.1579063e-13
1.0021064,2.0328437e-13
1.0027994,9.2451354e-14
1.0035339,5.0160096e-14
1.0043126,3.0348185e-14
1.005138,1.9755659e-14
1.006013,1.3549911e-14
1.0069405,9.6632987e-15
1.0079236,7.1026104e-15
1.0089658,5.3472046e-15
1.0100705,4.1049029e-15
1.0112415,3.2025255e-15
1.0124829,2.5327251e-15
1.0137987,2.0264317e-15
1.0151935,1.6377784e-15
1.0166721,1.3354815e-15
1.0182393,1.0977126e-15
1.0199007,9.0893647e-16
1.0216618,7.5790711e-16
1.0235286,6.3636577e-16
1.0255075,5.3817647e-16
1.0276052,4.5874042e-16
1.0298287,3.9459384e-16
1.0321858,3.4312548e-16
1.0346843,3.0238523e-16
1.0373328,2.7092491e-16
1.0401402,2.4776706e-16
1.0431162,2.3211599e-16
1.0462709,2.2405108e-16
1.0496148,2.220446e-16
1.0531596,2.220446e-16
1.0569171,2.220446e-16
1.0609001,2.220446e-16
1.0651222,2.220446e-16
1.0695978,2.220446e-16
1.074342,2.220446e-16
1.079371,2.220446e-16
1.0847018,2.220446e-16
1.0903526,2.220446e-16
1.0963427,2.220446e-16
1.1026923,2.2584818e-16
1.109423,2.3670358e-16
1.1165578,2.5373819e-16
1.1241208,2.7677879e-16
1.1321378,3.061758e-16
1.140636,3.4240338e-16
1.1496443,3.860596e-16
1.1591934,4.3786926e-16
1.1693157,4.9868849e-16
1.1800455,5.6951058e-16
1.1914194,6.5147249e-16
1.2034761,7.4586144e-16
1.2162565,8.5412092e-16
1.229804,9.7785538e-16
1.2441647,1.1188324e-15
1.2593874,1.2789808e-15
1.2755239,1.4603831e-15
1.292629,1.665259e-15
1.3107609,1.8959381e-15
1.3299811,2.1548161e-15
1.350355,2.4442907e-15
1.3719519,2.7666716e-15
1.3948452,3.1240564e-15
1.4191127,3.5181663e-15
1.4448368,3.9501322e-15
1.472105,4.4202226e-15
1.5010101,4.927509e-15
1.5316502,5.4694636e-15
1.5641295,6.0414966e-15
1.5985584,6.6364458e-15
1.6350539,7.2440531e-15
1.67374,7.850483e-15
1.7147484,8.4379661e-15
1.7582183,8.9846861e-15
1.8042975,9.4650656e-15
1.8531427,9.8506388e-15
1.9049198,1.0111721e-14
1.9598049,1.0220135e-14
2.0179846,1.0154388e-14
2.0761642,9.9137093e-15
2.1310493,9.5270588e-15
2.1828264,9.0323419e-15
2.2316716,8.4629338e-15
2.2777508,7.8485825e-15
2.3212207,7.2143529e-15
2.362229,6.5803252e-15
2.4009152,5.9618239e-15
2.4374107,5.3699393e-15
2.4718395,4.8121769e-15
2.5043188,4.2931258e-15
2.5349589,3.8150868e-15
2.5638639,3.3786243e-15
2.5911321,2.983034e-15
2.6168562,2.6267238e-15
2.6411237,2.3075167e-15
2.6640169,2.0228851e-15
2.6856138,1.770128e-15
2.7059877,1.5465006e-15
2.7252079,1.349307e-15
2.7433397,1.1759637e-15
2.7604448,1.0240411e-15
2.7765813,8.9128816e-16
2.791804,7.7564471e-16
2.8061647,6.7524579e-16
2.8197122,5.8841952e-16
2.8324926,5.1368163e-16
2.8445492,4.4972782e-16
2.8559231,3.9542517e-16
2.866653,3.4980415e-16
2.8767752,3.1204874e-16
2.8863243,2.8149548e-16
2.8953326,2.5760425e-16
2.9038308,2.4003013e-16
2.9118478,2.2835019e-16
2.9194108,2.2297345e-16
2.9265456,2.220446e-16
2.9332763,2.220446e-16
2.9396259,2.220446e-16
2.9456159,2.220446e-16
2.9512667,2.220446e-16
2.9565976,2.220446e-16
2.9616265,2.220446e-16
2.9663707,2.220446e-16
2.9708463,2.220446e-16
2.9750684,2.220446e-16
2.9790514,2.220446e-16
2.9828089,2.220446e-16
2.9863536,2.220446e-16
2.9896976,2.2297321e-16
2.9928523,2.3011492e-16
2.9958282,2.4616864e-16
2.9986357,2.6974159e-16
3.0012842,3.0151943e-16
3.0037827,3.4253279e-16
3.0061397,3.9422865e-16
3.0083633,4.5856939e-16
3.010461,5.3817264e-16
3.0124398,6.3650894e-16
3.0143066,7.5818268e-16
3.0160677,9.0933506e-16
3.0177291,1.0982296e-15
3.0192964,1.3361173e-15
3.0207749,1.6385382e-15
3.0221698,2.0273262e-15
3.0234856,2.5337719e-15
3.0247269,3.2037502e-15
3.0258979,4.1063426e-15
3.0270027,5.3489123e-15
3.0280448,7.1046627e-15
3.029028,9.6658098e-15
3.0299554,1.3553058e-14
3.0308304,1.9759732e-14
3.0316558,3.0353694e-14
3.0324345,5.0168032e-14
3.0331691,9.2463917e-14
3.033862,2.033075e-13
3.0345158,6.1584588e-13
3.0351325,3.6353995e-12
3.0357143,1e-10
