y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0.44812952,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.4488926,2.423876e-12,-4.6496432e-32,-2.4128231e-49,2.423876e-12,-2.0449989e-49,2.423876e-12
0.44970147,4.1085377e-13,-4.4066745e-32,5.9787011e-49,4.1085377e-13,4.3855194e-49,4.1085377e-13
0.45055887,1.3561037e-13,-4.228246e-32,-6.117573e-49,1.3561037e-13,-4.1469041e-49,1.3561037e-13
0.45146771,6.1660564e-14,-4.0923151e-32,2.9066565e-49,6.1660564e-14,-2.7112695e-48,6.1660564e-14
0.45243108,3.3447356e-14,-3.9828845e-32,1.4259645e-46,3.3447356e-14,1.1082532e-46,3.3447356e-14
0.45345225,2.0232579e-14,-3.8906317e-32,-1.8440124e-47,2.0232579e-14,-2.8631713e-48,2.0232579e-14
0.45453469,1.3168248e-14,-3.8100452e-32,-4.8886105e-46,1.3168248e-14,-3.7972023e-46,1.3168248e-14
0.45568207,9.0300528e-15,-3.7377543e-32,7.6854408e-47,9.0300528e-15,4.5817361e-47,9.0300528e-15
0.45689828,6.4386198e-15,-3.6716265e-32,3.3629755e-46,6.4386198e-15,2.6257531e-46,6.4386198e-15
0.45818745,4.7314268e-15,-3.6102721e-32,-1.0409156e-46,4.7314268e-15,-7.2247032e-47,4.7314268e-15
0.45955396,3.5612131e-15,-3.5527734e-32,-2.3672575e-46,3.5612131e-15,-1.835622e-46,3.5612131e-15
0.46100243,2.7331177e-15,-3.4985313e-32,1.7147899e-47,2.7331177e-15,7.7205097e-48,2.7331177e-15
0.46253779,2.1316524e-15,-3.4471761e-32,2.1838322e-46,2.1316524e-15,1.6808828e-46,2.1316524e-15
0.46416524,1.6852374e-15,-3.3985188e-32,-1.0645391e-48,1.6852374e-15,1.719248e-48,1.6852374e-15
0.4658903,1.3478217e-15,-3.3525317e-32,1.6029509e-48,1.3478217e-15,2.0902926e-49,1.3478217e-15
0.46771881,1.0888305e-15,-3.3092936e-32,1.0496335e-46,1.0888305e-15,8.1184421e-47,1.0888305e-15
0.46965699,8.8741291e-16,-3.2690397e-32,-1.0179228e-46,8.8741291e-16,-7.6115813e-47,8.8741291e-16
0.4717114,7.2901855e-16,-3.2322671e-32,-1.0349166e-46,7.2901855e-16,-8.2856421e-47,7.2901855e-16
0.473889,6.0329082e-16,-3.1997807e-32,3.1321754e-46,6.0329082e-16,2.4105917e-46,6.0329082e-16
0.47619717,5.0273211e-16,-3.1727988e-32,-2.5340192e-46,5.0273211e-16,-1.8972498e-46,5.0273211e-16
0.47864373,4.2183663e-16,-3.1531201e-32,5.2294298e-48,4.2183663e-16,-8.3229204e-49,4.2183663e-16
0.48123697,3.5651441e-16,-3.1433648e-32,2.5810442e-46,3.5651441e-16,1.9795558e-46,3.5651441e-16
0.48398567,3.0370131e-16,-3.1473132e-32,-2.1336118e-46,3.0370131e-16,-1.587008e-46,3.0370131e-16
0.48689914,2.610913e-16,-3.1704003e-32,-2.3425945e-46,2.610913e-16,-1.7839683e-46,2.610913e-16
0.48998725,2.2694804e-16,-3.220386e-32,-7.0709582e-47,2.2694804e-16,-5.5996642e-47,2.2694804e-16
0.49326043,1.9997927e-16,-3.3084171e-32,1.4539182e-46,1.9997927e-16,1.0924513e-46,1.9997927e-16
0.49672978,1.7922644e-16,-3.4500638e-32,6.1548582e-47,1.7922644e-16,4.6635234e-47,1.7922644e-16
0.50040702,1.6406085e-16,-3.6685736e-32,8.1986857e-47,1.6406085e-16,6.1917209e-47,1.6406085e-16
0.50430459,1.5393839e-16,-3.992543e-32,5.0726462e-47,1.5393839e-16,3.8201458e-47,1.5393839e-16
0.50843566,1.490429e-16,-4.4793222e-32,-4.9472961e-48,1.490429e-16,-2.8484242e-48,1.490429e-16
0.5128142,1.4802974e-16,-5.145015e-32,-5.2707575e-47,1.4802974e-16,-4.2596826e-47,1.4802974e-16
0.517455,1.4802974e-16,-5.9416276e-32,5.6547535e-46,1.4802974e-16,4.1551313e-46,1.4802974e-16
0.52237373,1.4802974e-16,-6.8564293e-32,-5.0792374e-47,1.4802974e-16,-2.4873972e-47,1.4802974e-16
0.527587,1.4802974e-16,-7.9074469e-32,-1.2308472e-45,1.4802974e-16,-9.0414753e-46,1.4802974e-16
0.5331124,1.4802974e-16,-9.1156286e-32,5.3312725e-47,1.4802974e-16,2.4676982e-47,1.4802974e-16
