y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
-2.7950884e-17,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,9.0003312e-07,3.1146589e-09,-7.4138894e-24,9.0004251e-07,-3.1518399e-27,9.0003768e-07,9.0003312e-07,3.1146589e-09,-7.4138891e-24,9.0004251e-07,-3.1518398e-27,9.0003768e-07
0.0017874829,7.4917319e-06,7.2872747e-08,1.2116899e-22,7.4921039e-06,6.0130693e-26,7.4919187e-06,7.4917319e-06,7.2872747e-08,1.2116899e-22,7.4921039e-06,6.0130693e-26,7.4919187e-06
0.0027624773,3.2617321e-05,6.5246172e-07,1.2854567e-22,3.2622183e-05,6.3206997e-26,3.2619784e-05,3.2617321e-05,6.5246172e-07,1.2854566e-22,3.2622183e-05,6.3206997e-26,3.2619784e-05
0.0037959966,9.8679181e-05,3.4386668e-06,1.3353079e-29,9.8714189e-05,-1.209708e-29,9.869698e-05,9.8679181e-05,3.4386668e-06,1.3353079e-29,9.8714189e-05,-1.2097118e-29,9.869698e-05
0.0048915537,0.00023820479,1.2890004e-05,5.6933289e-21,0.0002383804,1.1032405e-23,0.0002382932,0.00023820479,1.2890004e-05,5.6933285e-21,0.0002383804,1.1032404e-23,0.0002382932
0.0060528726,0.00049281241,3.7721059e-05,-3.7782915e-20,0.00049350038,-8.3241441e-23,0.00049315129,0.00049281241,3.772106e-05,-3.7782918e-20,0.00049350038,-8.3241441e-23,0.00049315129
0.0072839007,0.00090616281,8.9951178e-05,-3.2136679e-19,0.0009083561,-8.9845011e-22,0.00090723041,0.00090616281,8.9951177e-05,-3.2136679e-19,0.0009083561,-8.9845009e-22,0.00090723041
0.0085888223,0.0015065864,0.00017758399,4.5225493e-19,0.0015123774,1.2266674e-21,0.0015094444,0.0015065864,0.00017758399,4.5225497e-19,0.0015123774,1.2266675e-21,0.0015094444
0.0099720729,0.0022854677,0.00029251492,7.2983308e-19,0.0022985769,2.0298112e-21,0.0022920874,0.0022854677,0.00029251493,7.2983311e-19,0.0022985769,2.0298112e-21,0.0022920874
0.011438354,0.0031928534,0.00040767948,3.799549e-19,0.0032193033,1.4993271e-21,0.0032063016,0.0031928534,0.00040767948,3.799549e-19,0.0032193033,1.4993273e-21,0.0032063016
0.01299265,0.004161106,0.00049264259,-2.0181901e-19,0.0042094125,-7.9453662e-22,0.0041854497,0.004161106,0.00049264259,-2.0181904e-19,0.0042094125,-7.9453649e-22,0.0041854497
0.014640245,0.0051346706,0.0005315615,2.6987211e-18,0.0052147657,1.9517329e-20,0.0051746698,0.0051346706,0.00053156151,2.6987211e-18,0.0052147657,1.9517329e-20,0.0051746698
0.016386737,0.0060817321,0.0005253029,3.4836482e-18,0.0062037409,2.8450841e-20,0.006142513,0.0060817321,0.0005253029,3.4836482e-18,0.0062037409,2.8450841e-20,0.006142513
0.018238064,0.0069896168,0.00048261984,-5.6895292e-18,0.0071637154,-3.9292809e-20,0.0070764562,0.0069896168,0.00048261984,-5.6895292e-18,0.0071637154,-3.9292811e-20,0.0070764562
0.020200518,0.0078564281,0.00041269667,-2.7278731e-18,0.0080931057,-1.175416e-20,0.0079746562,0.0078564281,0.00041269668,-2.7278732e-18,0.0080931057,-1.1754164e-20,0.0079746562
0.022280771,0.0086850715,0.00032241896,-4.3128284e-18,0.0089950942,-5.2382978e-20,0.0088400511,0.0086850715,0.00032241896,-4.3128285e-18,0.0089950942,-5.2382978e-20,0.0088400511
0.024485892,0.0094800889,0.00021628059,-3.1458343e-18,0.0098743612,-3.3011499e-20,0.0096772306,0.0094800889,0.00021628059,-3.1458343e-18,0.0098743612,-3.3011497e-20,0.0096772306
0.026823378,0.01024623,9.7008863e-05,4.3004494e-18,0.010735776,5.3214376e-20,0.010491021,0.01024623,9.7008863e-05,4.3004494e-18,0.010735776,5.3214376e-20,0.010491021
0.029301173,0.010987899,-3.3833975e-05,1.4371104e-23,0.011583919,-2.8426864e-25,0.011285929,0.010987899,-3.3833978e-05,1.4371104e-23,0.011583919,-2.8426865e-25,0.011285929
0.0319277,0.011708982,-0.0001754296,-1.2454447e-17,0.012422927,-2.3239296e-19,0.012065973,0.011708982,-0.00017542961,-1.2454447e-17,0.012422927,-2.3239296e-19,0.012065973
0.034711887,0.012412853,-0.0003274354,1.2185237e-18,0.013256463,2.2748849e-20,0.012834675,0.012412853,-0.00032743541,1.2185236e-18,0.013256463,2.2748857e-20,0.012834675
0.037663197,0.013102423,-0.0004898183,2.0552528e-17,0.014087766,4.2742057e-19,0.013595108,0.013102423,-0.00048981831,2.0552528e-17,0.014087766,4.2742058e-19,0.013595108
0.040791661,0.013780216,-0.00066275401,-5.7291566e-19,0.014919702,-1.4404984e-20,0.014349971,0.013780216,-0.000662754,-5.7291566e-19,0.014919702,-1.4404978e-20,0.014349971
0.044107915,0.014448438,-0.00084656195,-3.7481395e-17,0.015754827,-1.0887754e-18,0.015101642,0.014448438,-0.00084656195,-3.7481395e-17,0.015754827,-1.0887754e-18,0.015101642
0.047623229,0.015109042,-0.0010416682,1.9252263e-17,0.016595441,6.5150514e-19,0.015852249,0.015109042,-0.0010416682,1.9252262e-17,0.016595441,6.5150513e-19,0.015852249
0.051349553,0.015763781,-0.0012485814,2.8293418e-17,0.017443626,7.826778e-19,0.016603709,0.015763781,-0.0012485814,2.8293418e-17,0.017443626,7.826778e-19,0.016603709
0.055299553,0.016414253,-0.0014678726,-1.7957731e-17,0.018301288,-6.1253743e-19,0.017357775,0.016414253,-0.0014678726,-1.7957731e-17,0.018301288,-6.1253746e-19,0.017357775
0.059486654,0.017061946,-0.0017001633,-8.3571406e-19,0.01917018,-4.4495929e-22,0.018116066,0.017061946,-0.0017001633,-8.3571412e-19,0.01917018,-4.4497781e-22,0.018116066
0.06392509,0.017708267,-0.0019461165,3.3906719e-17,0.020051925,1.6820823e-18,0.018880098,0.017708267,-0.0019461164,3.3906719e-17,0.020051925,1.6820823e-18,0.018880098
0.068629948,0.018354572,-0.0022064339,1.2529349e-17,0.020948032,6.5255913e-19,0.019651303,0.018354572,-0.0022064339,1.2529349e-17,0.020948032,6.525591e-19,0.019651303
0.073617218,0.019002195,-0.0024818461,-3.5453813e-17,0.021859909,-1.7630762e-18,0.020431052,0.019002195,-0.0024818461,-3.5453813e-17,0.021859909,-1.7630762e-18,0.020431052
0.078903853,0.019652471,-0.0027731078,2.6995892e-17,0.022788871,1.8663562e-18,0.02122067,0.019652471,-0.0027731078,2.699589e-17,0.022788871,1.8663562e-18,0.02122067
0.084507823,0.020306758,-0.0030809961,-1.0123006e-17,0.023736142,-6.6982959e-19,0.022021448,0.020306758,-0.0030809961,-1.0123009e-17,0.023736142,-6.6982962e-19,0.022021448
0.090448176,0.020966452,-0.0034062999,-3.8138252e-17,0.024702864,-2.4973071e-18,0.022834655,0.020966452,-0.0034062999,-3.8138251e-17,0.024702864,-2.4973072e-18,0.022834655
0.096745104,0.021633008,-0.0037498203,9.453655e-18,0.02569009,6.2629198e-19,0.023661546,0.021633008,-0.0037498202,9.4536557e-18,0.02569009,6.2629198e-19,0.023661546
0.10342001,0.02230796,-0.0041123659,-7.5663356e-23,0.026698787,-8.5181937e-24,0.024503369,0.02230796,-0.0041123659,-7.5663356e-23,0.026698787,-8.5181934e-24,0.024503369
0.11049558,0.022992926,-0.0044947478,-1.0215179e-22,0.027729828,2.9364637e-24,0.025361372,0.022992926,-0.0044947477,-1.0215179e-22,0.027729828,2.9364639e-24,0.025361372
0.11799587,0.02368963,-0.0048977755,-2.6937639e-23,0.028783989,-1.8485739e-23,0.026236804,0.02368963,-0.0048977754,-2.6937639e-23,0.028783989,-1.8485739e-23,0.026236804
0.12594638,0.024399905,-0.0053222549,8.9931293e-18,0.029861936,1.0786238e-18,0.027130914,0.024399905,-0.0053222549,8.9931293e-18,0.029861936,1.0786238e-18,0.027130914
0.13437411,0.025125704,-0.0057689776,2.8368047e-20,0.030964221,3.0257509e-21,0.028044957,0.025125704,-0.0057689775,2.8368047e-20,0.030964221,3.0257509e-21,0.028044957
0.14330773,0.025869109,-0.0062387187,-9.2906348e-18,0.032091265,-1.1147381e-18,0.028980181,0.025869109,-0.0062387187,-9.2906348e-18,0.032091265,-1.1147381e-18,0.028980181
0.1527776,0.026632322,-0.0067322424,-6.3286304e-22,0.033243343,-1.0817807e-22,0.029937826,0.026632322,-0.0067322424,-6.3286306e-22,0.033243343,-1.0817807e-22,0.029937826
0.1628159,0.027417666,-0.0072502852,-6.0948169e-17,0.034420566,-1.2713688e-17,0.03091911,0.027417666,-0.0072502852,-6.0948169e-17,0.034420566,-1.2713688e-17,0.03091911
0.17345677,0.028227572,-0.0077935535,8.0024197e-18,0.035622859,1.7020758e-18,0.03192521,0.028227572,-0.0077935536,8.00242e-18,0.035622859,1.7020756e-18,0.03192521
0.18473635,0.029064562,-0.0083627165,6.0666222e-17,0.036849928,1.2650355e-17,0.03295724,0.029064562,-0.0083627165,6.0666222e-17,0.036849928,1.2650355e-17,0.03295724
