y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,6.3734627e-07,-2.5035248e-10,-3.1823048e-34,6.3735046e-07,8.1204701e-32,6.3734839e-07,6.3734627e-07,-2.5035248e-10,-3.1823044e-34,6.3735046e-07,8.1204686e-32,6.3734839e-07
0.0017874829,5.3055578e-06,-6.8738059e-09,4.4090216e-24,5.3057324e-06,-1.8167912e-26,5.3056454e-06,5.3055578e-06,-6.8738061e-09,4.4090217e-24,5.3057324e-06,-1.8167912e-26,5.3056454e-06
0.0027624773,2.3107199e-05,-7.1803017e-08,1.3998246e-24,2.3109502e-05,-2.5290954e-26,2.3108352e-05,2.3107199e-05,-7.1803017e-08,1.3998247e-24,2.3109502e-05,-2.5290954e-26,2.3108352e-05
0.0037959966,6.9985929e-05,-4.4217846e-07,-1.6717005e-22,7.0002524e-05,7.6544926e-25,6.9994255e-05,6.9985929e-05,-4.4217845e-07,-1.6717006e-22,7.0002524e-05,7.6544928e-25,6.9994255e-05
0.0048915537,0.00016943214,-1.9494749e-06,-1.7569157e-21,0.0001695145,1.0946193e-23,0.00016947358,0.00016943214,-1.9494749e-06,-1.7569157e-21,0.0001695145,1.0946193e-23,0.00016947358
0.0060528726,0.00035277053,-6.7828264e-06,3.0180089e-21,0.00035308844,-1.9282297e-23,0.00035293046,0.00035277053,-6.7828264e-06,3.0180089e-21,0.00035308844,-1.9282297e-23,0.00035293046
0.0072839007,0.00065647083,-1.9514825e-05,-2.7665463e-20,0.00065749201,2.7142549e-22,0.00065698141,0.00065647083,-1.9514826e-05,-2.7665463e-20,0.00065749201,2.7142549e-22,0.00065698141
0.0085888223,0.0011123817,-4.7226308e-05,9.1370048e-20,0.0011151932,-9.3928778e-22,0.0011137772,0.0011123817,-4.7226308e-05,9.1370049e-20,0.0011151932,-9.3928779e-22,0.0011137772
0.0099720729,0.0017301454,-9.6586544e-05,5.4197675e-20,0.0017368391,-4.5701721e-22,0.0017334655,0.0017301454,-9.6586544e-05,5.4197676e-20,0.0017368391,-4.5701722e-22,0.0017334655
