y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,-3.4005275e-07,-0.00018641535,-1.7617781e-21,2.7751282e-07,1.230766e-23,6.253993e-08,-6.9692707e-08,1.1172995e-10,3.399071e-27,6.9692707e-08,5.1447002e-25,3.6740034e-40,1.1615823e-08,1.1429247e-11,2.058382e-27,1.161578e-08,2.5724212e-25,-2.3231603e-08
0.00086769924,-3.5049079e-06,-0.0006425359,4.2136105e-21,3.4642682e-06,-3.5897722e-23,4.063976e-08,-1.2465901e-06,7.1579563e-09,-1.0102532e-25,1.2465901e-06,-8.8057958e-24,6.2207368e-39,2.0779434e-07,5.1329803e-11,-6.4329551e-26,2.0779367e-07,-4.4060975e-24,-4.1558801e-07
0.0017874829,-2.0076156e-05,-0.0022323079,-8.5984613e-19,1.9975449e-05,1.9269538e-21,1.0070668e-07,-1.2556946e-05,1.183982e-07,2.2114241e-23,1.2556946e-05,6.0672129e-21,6.2160428e-36,2.0934549e-06,2.1699886e-10,1.5354249e-23,2.0934499e-06,3.0337217e-21,-4.1869048e-06
0.0027624773,-6.8187243e-05,-0.0053753245,9.563637e-19,6.8132053e-05,-2.1231993e-21,5.5191387e-08,-6.5977772e-05,8.6209768e-07,-1.2107626e-22,6.5977772e-05,-2.1927807e-20,3.3737385e-35,1.1001982e-05,1.3968139e-10,-9.8527065e-23,1.100197e-05,-1.0964941e-20,-2.2003952e-05
0.0037959966,-0.00017111436,-0.010400715,1.8187302e-18,0.00017126557,-4.0907052e-21,-1.5120945e-07,-0.00023480736,3.9322619e-06,-1.4317141e-22,0.00023480736,-2.7969478e-20,2.7505554e-35,3.9165751e-05,-2.2809359e-09,-1.1377707e-22,3.9165782e-05,-1.3985335e-20,-7.8331533e-05
0.0048915537,-0.00035432263,-0.017485998,-9.3965119e-23,0.00035491721,-1.3760264e-22,-5.9457302e-07,-0.00064510473,1.3212991e-05,-5.259699e-24,0.00064510473,1.1296959e-24,-2.8961724e-42,0.00010764109,-1.2213607e-08,2.6710234e-24,0.00010764142,1.1716144e-24,-0.00021528251
0.0060528726,-0.00064132638,-0.026598911,-3.4793401e-17,0.00064183279,2.4655145e-19,-5.0640749e-07,-0.001466068,3.5558211e-05,2.7608356e-20,0.001466068,2.2081414e-18,4.9495041e-33,0.00024473326,-1.2894305e-08,1.9848069e-20,0.00024473336,1.1047068e-18,-0.00048946662
0.0072839007,-0.001047688,-0.037341056,1.2223279e-17,0.0010450567,-8.6753113e-20,2.6313173e-06,-0.0028522369,8.0180525e-05,-3.1504858e-20,0.0028522369,-1.8469492e-18,1.3979262e-32,0.00047639387,1.1210677e-07,-2.4448502e-20,0.00047638625,-9.2439776e-19,-0.00095278013
0.0085888223,-0.001577197,-0.048768809,4.6957526e-17,0.001567391,-3.332993e-19,9.8059711e-06,-0.004816328,0.00015566702,-5.9085138e-20,0.004816328,-4.0504455e-18,9.0264559e-33,0.00080503207,5.0076826e-07,-4.4243521e-20,0.00080499683,-2.0267871e-18,-0.001610029
0.0099720729,-0.0022213672,-0.059380127,2.1411967e-22,0.0022071645,2.8020611e-22,1.4202643e-05,-0.0070844194,0.00026488196,3.9405966e-23,0.0070844194,-1.5514281e-23,-5.1968607e-41,0.0011853183,8.3925489e-07,-2.0650269e-23,0.0011852503,-1.3790178e-23,-0.0023705687
