y,gradU_0,gradU_1,gradU_2,gradU_3,gradU_4,gradU_5,gradU_6,gradU_7,gradU_8
0.44812865,-5.0019989,3.885824,-2.1202342e-16,-6.4337395,4.9983718,-2.768397e-16,3.6337008e-17,-2.8285882e-17,3.2445405e-33
0.44889173,-4.9799143,3.8725338,-2.6972165e-17,-6.4028507,4.9797077,-4.5438158e-17,2.5800381e-17,-2.0068437e-17,4.8696447e-34
0.44970062,-4.9362572,3.8426277,3.7219703e-16,-6.34167,4.9380541,4.7522528e-16,-1.5755247e-17,1.2265346e-17,-1.5096502e-33
0.45055804,-4.8909676,3.8087299,6.646925e-17,-6.278197,4.8911151,8.2706826e-17,-3.8490252e-18,2.8908174e-18,-6.6534059e-34
0.4514669,-4.8416742,3.7729497,-5.1602392e-16,-6.2093801,4.8416,-6.6795268e-16,1.1385301e-18,-8.9155186e-19,-1.7124964e-35
0.4524303,-4.7880863,3.734167,-4.6458371e-17,-6.1348462,4.7880646,-4.8799649e-17,-8.9471494e-15,6.9834213e-15,-4.328539e-33
0.4534515,-4.7291293,3.6913452,1.7382157e-16,-6.0532162,4.7291742,2.1675373e-16,-5.1920494e-16,4.052652e-16,-5.0150658e-34
0.45453396,-4.662874,3.6429645,-2.9961744e-17,-5.9620152,4.6629755,-6.4065021e-17,9.836502e-15,-7.682248e-15,-1.2426565e-32
0.45568137,-4.5861455,3.5865744,1.6777296e-16,-5.8571707,4.5863213,2.1929954e-16,-1.0252095e-14,8.001433e-15,7.5516377e-32
0.45689761,-4.4939768,3.5182849,1.0157866e-16,-5.732313,4.4942188,1.4592729e-16,-1.8228211e-15,1.4271495e-15,1.9957849e-32
0.45818681,-4.3790331,3.4323097,-1.0096855e-16,-5.5780378,4.3792436,-1.3124736e-16,3.5434563e-15,-2.7657041e-15,-8.6922272e-32
0.45955335,-4.2313876,3.3208218,-1.5509713e-16,-5.3816216,4.2313574,-1.826517e-16,-6.4181503e-16,5.0131478e-16,-5.5726656e-34
0.46100186,-4.0392947,3.1746562,1.4203009e-16,-5.1280198,4.0388132,1.891574e-16,5.8384966e-15,-4.5569553e-15,1.3277507e-32
0.46253725,-3.7917498,2.9854032,1.395863e-16,-4.8031578,3.7908463,1.6703897e-16,1.4963468e-16,-1.1680826e-16,4.4231414e-34
0.46416474,-3.483009,2.748844,-3.3882123e-16,-4.3997346,3.4820853,-4.285467e-16,6.9249714e-16,-5.3108747e-16,5.3055099e-32
0.46588984,-3.1174966,2.468488,-2.2410315e-16,-3.9235179,3.1170929,-2.7746341e-16,-1.7482523e-14,1.3705297e-14,-1.9494201e-31
0.46771841,-2.7118657,2.1570143,3.3399836e-16,-3.3959826,2.7122133,4.29539e-16,-1.5377212e-15,1.1941456e-15,-6.1090628e-32
0.46965663,-2.2918209,1.8340079,1.2938094e-16,-2.8502274,2.2926648,1.6107833e-16,1.655984e-14,-1.2981834e-14,1.867045e-31
0.47171109,-1.8848987,1.5206787,-2.5277479e-16,-2.3217042,1.8857572,-3.252776e-16,-1.8686716e-14,1.4736588e-14,-1.0784019e-31
0.47388874,-1.5132563,1.2343344,1.2416179e-16,-1.8389519,1.5137886,1.6566754e-16,-6.5439553e-16,5.2533111e-16,6.0149923e-33
0.47619696,-1.1898661,0.98525205,1.6883573e-16,-1.418694,1.1900143,2.2216662e-16,2.9383632e-14,-2.3203326e-14,7.3960188e-32
0.47864358,-0.91866996,0.77662161,-7.9314896e-17,-1.0660243,0.91856291,-1.0407415e-16,3.0846208e-16,-2.5410676e-16,-1.2818813e-32
0.48123688,-0.69709473,0.60646163,-1.0569571e-16,-0.77763489,0.69689163,-1.4852877e-16,-1.1168167e-14,8.83746e-15,2.6665025e-32
0.48398565,-0.51903748,0.46999577,-1.6079776e-17,-0.54565638,0.51884324,-2.044751e-17,9.4679072e-17,-7.532257e-17,-1.7154115e-34
0.48689919,-0.37721949,0.36153739,9.4083497e-17,-0.3606925,0.37707561,1.2241652e-16,4.6949515e-15,-3.7357189e-15,-2.547877e-32
0.48998737,-0.26461448,0.27561984,3.9493448e-17,-0.21366492,0.26452199,4.6279832e-17,1.8043944e-15,-1.4402142e-15,-3.314637e-33
0.49326063,-0.17511053,0.20750884,-4.4908521e-17,-0.09667015,0.17505527,-5.2222155e-17,-4.2752791e-15,3.4017557e-15,2.3923281e-32
0.49673006,-0.10368907,0.15333229,-6.066466e-17,-0.0032133078,0.10365798,-7.6948196e-17,-5.9519854e-15,4.7809997e-15,-6.2022171e-33
0.50040738,-0.046365683,0.11002312,4.299829e-18,0.071866527,0.046349894,1.2217902e-18,-4.2864301e-15,3.4639059e-15,-1.4106247e-34
0.50430504,-3.4628849e-05,0.075193856,2.5303047e-17,0.13259636,2.7123371e-05,3.2755399e-17,5.4378108e-16,-4.197156e-16,1.9408447e-33
0.50843621,0.037708224,0.04700132,-1.0372405e-17,0.18209766,-0.037711937,-1.0378699e-17,3.6197877e-15,-2.9246385e-15,-6.9790778e-34
0.51281485,0.068720904,0.02402585,2.4390458e-18,0.22278741,-0.068722662,1.9215402e-18,3.1020096e-15,-2.5139504e-15,5.2388007e-33
0.51745575,0.094442069,0.0051716958,6.2493279e-18,0.25654284,-0.094443186,8.1729273e-18,-6.1337844e-15,5.0544042e-15,-2.1466309e-33
0.5223746,0.11599344,-0.010410311,-3.7037545e-18,0.28483523,-0.11599459,-4.8133073e-18,-2.9225187e-16,2.4039545e-16,-1.084133e-34
0.52758798,0.13425656,-0.023381758,1.6394556e-18,0.30883045,-0.13425771,2.513349e-18,5.7664687e-15,-4.7504492e-15,2.1500869e-33
0.5331135,0.14993136,-0.034262352,8.5555959e-18,0.3294665,-0.14993271,1.2397129e-17,-5.042174e-17,4.1841731e-17,2.8648382e-36
0.5389698,0.16358068,-0.043462793,1.7262694e-18,0.34751381,-0.16358234,7.48286e-19,6.8171861e-18,-4.9752165e-18,-3.0561773e-35
0.54517662,0.17566263,-0.051309588,-1.0470929e-17,0.36361974,-0.17566466,-1.4947769e-17,6.9468604e-17,-5.9349414e-17,5.7277274e-35
0.55175487,0.18655693,-0.058064964,4.3658903e-18,0.37834673,-0.1865596,4.604822e-18,1.4048462e-15,-1.2087443e-15,6.134979e-34
0.55872671,0.19658454,-0.063940721,8.931481e-18,0.39220276,-0.1965881,1.043416e-17,5.6448295e-17,-4.9252041e-17,-3.3672225e-35
0.56611562,0.20602262,-0.069108851,-6.3626107e-18,0.40566727,-0.20602718,-6.2422588e-18,-1.3171558e-15,1.1343457e-15,-6.0490826e-34
0.57394645,0.21511697,-0.073710186,-2.6509783e-18,0.41921633,-0.21512271,-3.0360476e-18,-1.4027363e-17,1.2275795e-17,1.6914189e-35
0.58224554,0.22409187,-0.077860214,1.4527035e-18,0.43334676,-0.22409886,1.6072061e-18,1.4979399e-17,-1.3183769e-17,8.6569989e-36
0.59104077,0.23315852,-0.081653653,4.5839094e-19,0.44860273,-0.23316666,1.7987601e-18,2.6030887e-18,-2.3755552e-18,-6.3360558e-36
0.60036169,0.24252272,-0.085167986,-5.0963456e-19,0.46560719,-0.24253161,-4.510121e-19,-3.1961679e-16,3.0196943e-16,1.1050339e-34
0.61023957,0.25239172,-0.088465702,-3.0876757e-18,0.48510008,-0.25240106,-2.9786288e-18,7.3044878e-18,-7.4065129e-18,1.1558769e-35
0.62070753,0.2629793,-0.091594811,1.5706919e-18,0.5079858,-0.26298995,8.2493915e-19,7.817438e-16,-7.6454036e-16,1.6546784e-34
0.63180065,0.27451521,-0.094588731,1.6805343e-18,0.53540626,-0.27452716,6.4556546e-19,-2.7312307e-18,2.0447776e-18,9.9471439e-36
0.64355608,0.28726314,-0.097469959,-3.0635978e-18,0.56886177,-0.28727429,-3.6684415e-18,-4.4092878e-16,4.3982117e-16,-2.2992623e-34
0.65601313,0.30153335,-0.1002471,2.0967443e-19,0.6103689,-0.30153849,3.9339666e-19,6.4830116e-16,-7.843917e-16,3.6728819e-34
0.66921344,0.31767769,-0.1029024,5.4451796e-18,0.66265083,-0.31766881,8.2687208e-18,5.9324599e-17,-7.1402175e-17,4.1695949e-35
0.68320109,0.33607945,-0.1053943,1.099923e-18,0.72943256,-0.33609672,1.1705942e-18,-6.3535169e-16,7.6545631e-16,-3.7102561e-34
0.69802271,0.35717215,-0.10766377,-4.8214132e-18,0.81601393,-0.35739236,-5.2752291e-18,1.2062603e-16,-2.0165601e-16,4.5552258e-35
0.71372771,0.38147344,-0.10951675,-1.6598587e-18,0.9303539,-0.38188817,-1.9335057e-18,1.3159429e-16,-7.7923247e-16,9.5292812e-34
0.73036835,0.40938644,-0.11044472,1.4568117e-18,1.0846693,-0.40939788,-9.7377732e-19,-8.9995156e-17,1.1172037e-16,3.1354044e-35
0.74799993,0.4407519,-0.10992718,2.052607e-18,1.2954055,-0.44005876,1.1639423e-18,-1.3101131e-16,7.4974623e-16,-9.3485964e-34
0.76668101,0.47200125,-0.10681296,-2.3749056e-18,1.5717064,-0.47163179,-2.5984257e-19,-1.5542883e-19,-2.6491311e-19,7.6569689e-37
0.78647352,0.49332887,-0.09882289,-1.2563045e-18,1.8923471,-0.49391796,1.0355005e-18,3.1725679e-18,4.5461494e-18,-6.1396377e-36
0.80744298,0.49263918,-0.084439361,1.7149168e-18,2.2038361,-0.49323847,2.3876992e-18,0,0,0
0.82965874,0.46372479,-0.064735186,-2.3117862e-18,2.4521974,-0.46323908,-3.2318789e-18,1.4002747e-15,-6.5056055e-17,-1.16557e-33
0.85319413,0.40924266,-0.042920423,1.5293258e-18,2.6090631,-0.40779675,-3.568335e-19,1.9845907e-16,-9.9073299e-18,-1.2300115e-34
0.87812672,0.33662682,-0.022181666,5.9120381e-19,2.6633248,-0.33568557,7.9125422e-19,-1.7077339e-15,7.9905175e-17,1.2655543e-33
0.90453854,0.25497935,-0.0048320861,-1.3799999e-18,2.6038309,-0.25534127,-1.2119304e-18,-2.4422105e-15,1.6352232e-16,-1.075065e-34
0.93251635,0.17429977,0.0077557331,5.8378587e-19,2.4285175,-0.17544839,1.2772327e-18,-1.5180796e-14,1.0198257e-15,-4.3293304e-34
0.96215187,0.10398965,0.015177718,-2.4716395e-19,2.1610975,-0.10483671,5.879881e-20,1.263861e-15,-8.4780499e-17,1.002658e-34
0.99354207,0.049682827,0.018023038,8.8556702e-19,1.8463804,-0.049774294,8.9255512e-19,1.487123e-14,-9.9582137e-16,3.5755969e-34
1.0138311,0.026723474,0.01777574,7.1175504e-19,1.6538377,-0.02672861,4.0222552e-19,5.8769656e-15,-3.9329171e-16,1.3814368e-34
1.0267912,0.012230923,0.017587739,6.1476582e-19,1.5307168,-0.01219012,7.9283583e-20,2.2440938e-17,-1.2561527e-18,-3.3153364e-37
1.0620087,-0.010438753,0.015041113,-9.6909963e-19,1.2470635,0.010459454,-1.299063e-18,1.9905767e-17,-1.0092769e-18,-1.4795836e-37
1.0993063,-0.022371546,0.011389516,-1.8297564e-19,1.0114856,0.022531238,3.0290637e-19,-4.709836e-17,2.3342768e-18,3.8655601e-37
1.1388048,-0.027866487,0.0072831858,1.993318e-19,0.82671114,0.028055219,-4.4497627e-20,6.6419939e-15,-2.8348378e-16,-1.8220274e-34
1.1806322,-0.030124265,0.0029946448,-3.0410698e-19,0.68650312,0.030215845,-1.742898e-19,4.4213617e-15,-1.7795253e-16,-1.0176375e-34
1.2249233,-0.03092757,-0.0013602153,3.3737492e-19,0.58091824,0.030941244,4.2528059e-19,-8.7120708e-15,3.5040178e-16,5.5127315e-35
1.2718207,-0.031089889,-0.0056842909,-1.8222072e-20,0.5005305,0.031085931,2.7243693e-19,6.5695401e-16,-2.4771893e-18,1.1983777e-34
1.321475,-0.030947624,-0.0098754701,-1.8953839e-19,0.43810926,0.030942893,-1.1964946e-19,3.418599e-15,-1.1695756e-16,1.1236636e-34
1.3740452,-0.030634462,-0.013859991,-1.0134866e-20,0.38857629,0.030635888,5.148771e-20,-6.8719908e-15,2.2290572e-16,-6.0854433e-35
1.4296989,-0.030226355,-0.017572055,1.1958429e-20,0.34844778,0.030231889,-8.3461726e-20,4.4538888e-15,-1.1819744e-16,-6.4483549e-36
1.4886134,-0.029751538,-0.020950429,-8.5707646e-20,0.31518723,0.029752576,-1.6708884e-19,2.1486454e-16,-1.3484845e-17,2.3632891e-35
1.5509756,-0.029187202,-0.023932724,-1.1476282e-19,0.28678486,0.029186631,-4.9563728e-20,-4.7264682e-15,1.248285e-16,7.5071639e-36
1.6169826,-0.028516174,-0.026431067,4.5779593e-20,0.26165763,0.028528072,1.5218249e-20,2.2090726e-15,-5.3071131e-17,-2.3667502e-35
1.6868426,-0.027755594,-0.028364179,1.8363707e-19,0.23855856,0.027771797,1.030934e-19,1.2703677e-17,-1.68058e-19,4.3180802e-37
1.760775,-0.026798369,-0.02969506,-1.138778e-19,0.21730858,0.026774505,4.5325719e-20,1.190864e-17,-1.5118177e-19,-1.6305965e-38
1.8345848,-0.025352218,-0.030470581,-1.8951284e-19,0.19914367,0.02532567,-7.1070123e-20,-6.7350386e-18,1.5669252e-19,-1.8495779e-37
1.9041042,-0.023454365,-0.030791847,-1.1900744e-19,0.18425701,0.023468036,8.693691e-22,9.0150523e-15,-9.9785812e-17,4.0350008e-35
1.9695896,-0.021492823,-0.03072151,1.8162306e-21,0.1713195,0.021502006,1.6050993e-20,-5.3903064e-15,4.9841516e-17,4.3999506e-35
2.0312813,-0.01966511,-0.030312223,2.043989e-19,0.15949374,0.019660843,-3.4590152e-20,-1.0391292e-14,1.1318673e-16,-3.8341187e-35
2.0894046,-0.017980596,-0.0296523,-1.5584476e-20,0.14852864,0.017979077,1.5433254e-20,5.3612916e-15,-4.864513e-17,-5.2213659e-35
2.0951232,-0.017820402,-0.029566124,-1.0071006e-20,0.1474521,0.017818882,2.8626565e-22,4.8253933e-15,-4.3782699e-17,-4.6992617e-35
2.1441731,-0.016435602,-0.028823903,3.2907467e-20,0.13821562,0.016434127,-1.3277218e-19,-2.9005384e-16,1.4954482e-18,1.4781574e-36
2.1957821,-0.015028338,-0.02788033,7.4898339e-20,0.12839395,0.015027213,-3.9775111e-20,-3.1550948e-17,1.3602404e-19,7.6245623e-38
2.244417,-0.013750878,-0.026863796,-2.0029665e-21,0.11891768,0.013750259,1.8349625e-19,9.3291693e-15,-4.786152e-17,7.126208e-35
2.2902523,-0.012593242,-0.025806096,-7.6172861e-20,0.10965138,0.01259298,5.8507954e-20,9.3269471e-15,-4.3253218e-17,-3.9287674e-37
2.3334521,-0.011544574,-0.024730745,7.3287668e-21,0.10046173,0.011544274,-1.2351768e-19,-5.7040928e-14,2.753815e-16,1.4945226e-34
2.3741702,-0.010592923,-0.023655098,7.1020419e-20,0.091212639,0.010592779,9.0101458e-20,-6.9669675e-15,3.0865502e-17,-1.3443131e-35
2.4125513,-0.0097284611,-0.022591865,2.5623432e-20,0.081780242,0.0097284717,1.7938576e-19,5.0091333e-14,-2.3663395e-16,-2.5655669e-34
2.4487314,-0.0089419375,-0.021550228,3.1265487e-20,0.072054428,0.0089415266,-2.2732978e-19,-1.1304818e-19,-1.6214588e-21,-2.6662163e-38
2.4828384,-0.0082227166,-0.020536682,-4.2323795e-20,0.061907389,0.0082223362,-2.6546911e-19,1.2620468e-17,-3.9941579e-20,-1.4683319e-37
2.5149925,-0.0075619032,-0.019555546,-2.2404689e-20,0.051189239,0.0075615766,2.1613507e-19,-4.1361485e-15,9.9279681e-18,8.7375489e-36
2.5453067,-0.0069515181,-0.018609642,2.2307151e-20,0.039747263,0.0069510363,2.7460739e-19,-4.2859556e-14,1.3712777e-16,-2.5632602e-34
2.5738875,-0.0063845498,-0.017700617,3.8861571e-20,0.027422973,0.0063840689,-4.3139876e-20,7.6767329e-15,-2.1430202e-17,8.2899824e-36
2.6008349,-0.0058551377,-0.016829156,2.704997e-20,0.014048519,0.0058546772,-1.0478728e-19,6.5910307e-14,-2.0665493e-16,2.8107087e-34
2.6262432,-0.0053584487,-0.015995299,-3.9337153e-20,-0.00055566434,0.0053577175,-9.4783197e-20,-1.5201787e-15,4.6439613e-18,-1.0831984e-36
2.650201,-0.0048900294,-0.015198576,-1.5018338e-20,-0.016584033,0.0048889912,3.2451314e-20,-1.3978115e-14,4.0790958e-17,-5.0024831e-35
2.6727917,-0.0044461565,-0.01443814,-5.2072888e-20,-0.0342446,0.0044451963,9.7760538e-20,-7.9961327e-16,2.6511823e-18,3.5917794e-36
2.6940941,-0.0040249976,-0.013712859,3.3758556e-20,-0.053761291,0.0040239166,-6.2755624e-20,7.5891338e-14,-1.9071688e-16,8.8202164e-35
2.714182,-0.0036249675,-0.0130214,7.6917165e-20,-0.075372034,0.0036236372,-4.6590582e-20,-5.6652358e-15,1.5058702e-17,-1.1781714e-35
2.7331252,-0.0032449465,-0.012362287,-4.1568862e-20,-0.099328936,0.0032437817,1.0852203e-19,-8.8210715e-14,2.2679059e-16,-4.8425494e-35
2.7509893,-0.002885493,-0.011733946,-3.1018547e-20,-0.12590147,0.0028847704,-9.0411319e-20,1.2941204e-17,-3.1099288e-20,-4.2508198e-38
2.7678362,-0.0025482841,-0.01113475,1.6708057e-20,-0.15537415,0.0025480962,-1.1240427e-19,-1.9324652e-19,1.1214078e-21,4.6598144e-38
2.7837241,-0.0022364263,-0.010563042,8.3139982e-20,-0.18804802,0.0022364223,1.4936165e-19,-1.3229744e-14,2.507168e-17,-1.1769366e-35
2.7987078,-0.0019534323,-0.010017164,8.3035538e-21,-0.22424388,0.0019536884,-2.7946841e-21,4.7937342e-16,-9.6259649e-19,6.2138598e-37
2.812839,-0.0017044605,-0.0094954805,-8.2624842e-20,-0.26430185,0.001705205,-1.4339441e-19,1.4271464e-14,-2.7100788e-17,1.3023195e-35
2.8261666,-0.0014964491,-0.0089963946,1.0487185e-20,-0.30859299,0.0014977311,2.4396173e-20,3.5208219e-18,-9.6173079e-21,3.8284371e-39
2.8387363,-0.0013380178,-0.0085183666,-1.9073871e-20,-0.35752668,0.0013395024,1.8711592e-19,9.3342526e-18,-2.0531097e-20,1.6320577e-38
2.8505915,-0.0012385886,-0.0080599276,1.6737156e-20,-0.41155654,0.0012402029,2.1315996e-21,-2.4801104e-18,6.7661595e-21,2.797438e-39
2.8617729,-0.001208926,-0.0076196928,2.4620562e-20,-0.47119851,0.0012108712,-1.2861532e-19,-1.0941295e-14,2.8192767e-17,1.5435494e-35
2.872319,-0.0012617382,-0.0071963743,-1.8823472e-21,-0.53704062,0.0012637103,-1.2032118e-19,-9.4793821e-15,1.1794256e-17,3.2908058e-35
2.8822659,-0.0014100487,-0.0067887913,2.9642663e-20,-0.60976438,0.001411809,3.585151e-20,-1.1637235e-14,1.7205742e-17,-2.5263803e-35
2.8916478,-0.0016670999,-0.0063958884,-2.9121427e-20,-0.69016255,0.0016685272,6.3801047e-20,7.3295549e-14,-1.5000093e-16,-6.4968706e-35
2.900497,-0.0020463777,-0.0060167154,5.5627058e-21,-0.77914538,0.0020475132,-3.9563702e-19,8.7877248e-15,-1.0687949e-17,2.7450071e-35
