y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
1.0002541,-2.1175028e-08,5.0312131e-05,-4.6855309e-25,4.536962e-07,-1.9168612e-23,-4.3252118e-07,5.8082068e-07,-0.00014693429,5.8803709e-25,-4.3009371e-07,5.5962664e-23,-1.5072697e-07
1.0008359,2.3854736e-06,0.00018122749,8.7985765e-24,5.8629265e-06,2.6735167e-23,-8.2484001e-06,3.1879998e-06,-0.00052928766,-2.001858e-23,3.8798675e-07,-7.5895537e-23,-3.5759865e-06
1.0014527,2.6818068e-05,0.00064947092,-4.753334e-23,6.1914699e-05,-3.1059304e-22,-8.8732765e-05,3.0641734e-05,-0.0018972628,-1.1933695e-22,6.8936871e-06,9.2655573e-22,-3.7535421e-05
1.0021064,0.00014877304,0.0016172586,-2.4826259e-22,0.00034961524,-4.7004817e-22,-0.00049838828,0.00017858964,-0.0047291113,4.3093029e-22,3.0267561e-05,1.0117352e-21,-0.0002088572
1.0027994,0.00056330742,0.0032370052,6.2458433e-22,0.0013308859,7.6172104e-22,-0.0018941933,0.0007047605,-0.0094959268,1.028993e-21,8.5659186e-05,-2.6054012e-21,-0.00079041968
1.0035339,0.0016672344,0.0056026425,1.8433808e-21,0.0038333302,1.3769131e-21,-0.0055005647,0.002099767,-0.016571333,1.6878961e-21,0.00019184674,-5.05096e-21,-0.0022916138
1.0043126,0.0041039436,0.0086643684,2.9575372e-21,0.0087907639,3.5866698e-21,-0.012894708,0.0050065684,-0.026060036,-1.0711695e-21,0.00036105947,-2.9665644e-21,-0.0053676278
1.005138,0.0085677073,0.012130358,-3.9810921e-21,0.01639786,2.1485585e-21,-0.024965567,0.0098125269,-0.037461876,-6.6551843e-21,0.00056346364,5.7960266e-21,-0.010375991
1.006013,0.015167019,0.015506325,-1.2253928e-20,0.025364995,-3.3063056e-21,-0.040532013,0.016090057,-0.049446982,-7.5355249e-21,0.0007097382,1.102325e-20,-0.016799795
1.0069405,0.0228661,0.018320876,-1.7505787e-21,0.033579001,-6.622848e-21,-0.056445102,0.022600175,-0.06024945,3.5318095e-21,0.00072294921,-5.2289352e-22,-0.023323124
1.0079236,0.029994217,0.020343694,2.3421631e-21,0.039669365,1.8004155e-21,-0.069663582,0.028105197,-0.068601665,7.4527449e-22,0.00061071928,-1.4894357e-21,-0.028715916
1.0089658,0.035403539,0.02161658,-2.5315635e-21,0.043558588,-1.4249718e-20,-0.078962126,0.032090308,-0.074258438,8.1379321e-21,0.00041643984,-3.5807743e-21,-0.032506748
