y,I01,I02
-2.7950884e-17,8.6965781e-08,-8.6965732e-08
0.00086769924,1.4409552e-06,-1.4409496e-06
0.0017874829,1.3753915e-05,-1.3753762e-05
0.0027624773,6.8185471e-05,-6.8183863e-05
0.0037959966,0.00022742308,-0.00022741314
0.0048915537,0.00057979305,-0.00057974896
0.0060528726,0.0012026284,-0.0012024728
0.0072839007,0.0020774395,-0.0020769868
0.0085888223,0.0029941487,-0.0029930433
0.0099720729,0.003593747,-0.0035913702
0.011438354,0.0036228084,-0.0036180748
0.01299265,0.0031395929,-0.0031307738
0.014640245,0.0024139357,-0.0023987668
0.016386737,0.0016935968,-0.0016694804
0.018238064,0.0011026185,-0.0010666008
0.020200518,0.00067016696,-0.00061883367
0.022280771,0.00038311592,-0.00031261495
0.024485892,0.00021744345,-0.00012356805
0.026823378,0.00015066277,-2.8900647e-05
0.029301173,0.00016508345,-1.063153e-05
0.0319277,0.00024774994,-5.5522139e-05
0.034711887,0.00038951532,-0.00015415594
0.037663197,0.00058408786,-0.00029999234
0.040791661,0.00082726084,-0.00048860429
0.044107915,0.0011163347,-0.00071711017
0.047623229,0.0014497033,-0.00098377
0.051349553,0.0018265536,-0.0012876969
0.055299553,0.0022466381,-0.0016286426
0.059486654,0.0027101046,-0.002006841
0.06392509,0.0032173619,-0.0024228902
0.068629948,0.003768985,-0.0028776719
0.073617218,0.0043656131,-0.0033722659
0.078903853,0.0050078695,-0.0039078879
0.084507823,0.0056963018,-0.0044858419
0.090448176,0.0064312978,-0.0051074501
0.096745104,0.0072130384,-0.0057740179
0.10342001,0.0080414424,-0.0064867852
0.11049558,0.0089161159,-0.0072468779
0.11799587,0.0098363087,-0.0080552639
0.12594638,0.010800889,-0.0089127157
0.13437411,0.011808302,-0.0098197469
0.14330773,0.012856555,-0.010776579
0.1527776,0.013943259,-0.01178314
0.1628159,0.01506561,-0.012838991
0.17345677,0.016220425,-0.013943312
0.18473635,0.017404197,-0.01509488
0.19669301,0.018613141,-0.016292036
0.20936737,0.019843279,-0.017532675
0.22280253,0.021090512,-0.018814225
0.23704414,0.022350704,-0.02013364
0.25214061,0.023619828,-0.021487478
0.26814327,0.024893694,-0.022871493
0.28510649,0.026167536,-0.024280177
0.30308795,0.027439143,-0.025709623
0.32214876,0.028702348,-0.027151392
0.34235371,0.029939662,-0.028585502
0.36377149,0.031142638,-0.029999125
0.38647488,0.032322525,-0.031398237
0.41054106,0.033487143,-0.032785775
0.43605183,0.034634325,-0.034154257
0.46309391,0.035761694,-0.035495841
0.49175922,0.036866986,-0.036802945
0.52214518,0.037947996,-0.038068465
0.55435509,0.039002807,-0.039286308
0.58849842,0.040031809,-0.040453583
0.62469124,0.041031807,-0.041564919
0.66305656,0.041999074,-0.042615631
0.70372479,0.042936525,-0.043609026
0.74683417,0.043816943,-0.044519232
0.79253123,0.044613814,-0.045321313
0.84097128,0.045272027,-0.045962774
0.892319,0.045644479,-0.046299822
0.9467489,0.045527654,-0.046132276
1.004446,0.044692753,-0.045233972
1.0656064,0.04297816,-0.043442735
1.1304381,0.040327587,-0.040694329
1.1668475,0.038542182,-0.038842377
1.1991613,0.036954842,-0.037196171
1.2720096,0.033369886,-0.033459381
1.3492308,0.030035967,-0.0299479
1.4310872,0.027296682,-0.027007031
1.5178571,0.025343475,-0.024832529
1.6046271,0.024079311,-0.023335586
1.6864835,0.023220541,-0.022239756
1.7637046,0.022530325,-0.021309049
1.836553,0.021875553,-0.020410737
1.9052762,0.021174127,-0.01946502
1.9701079,0.020378429,-0.018427965
2.0312683,0.019465477,-0.017281354
2.0889654,0.018429225,-0.016024541
2.1433953,0.017275666,-0.014669104
2.194743,0.016019753,-0.013235439
2.2431831,0.014680245,-0.011747637
2.2888801,0.013283359,-0.010235442
2.3319895,0.011859026,-0.0087308162
2.3726577,0.010434974,-0.0072631907
2.411023,0.0090409881,-0.0058626105
2.4472159,0.0077068111,-0.0045576021
2.4813592,0.0064611749,-0.0033745436
2.5135691,0.0053317981,-0.002337901
2.5439551,0.0043449301,-0.0014699199
2.5726204,0.0035250216,-0.00079059233
2.5826559,0.0032911154,-0.00061523245
2.5996625,0.0028947221,-0.00031796241
2.6251732,0.0024747043,-6.8009248e-05
2.6492394,0.0022832065,-5.4481417e-05
2.6719428,0.0023357169,-0.00028870985
2.6933606,0.0026443381,-0.00077911358
2.7135655,0.0032172187,-0.0015306271
2.7326263,0.0040577016,-0.002543915
2.7506078,0.0051632592,-0.0038143401
2.767571,0.0065245749,-0.0053309595
2.7835737,0.0081245595,-0.0070755483
2.7986701,0.0099376494,-0.0090218429
2.8129118,0.011929681,-0.011135336
2.8263469,0.014058106,-0.013373457
2.8390213,0.016273286,-0.015686814
2.8509779,0.018520714,-0.018021325
2.8622575,0.02074406,-0.020321247
2.8728984,0.022889252,-0.022533207
2.8829367,0.024907807,-0.024609499
2.8924066,0.026759628,-0.026510853
2.9013402,0.02841572,-0.028209124
2.9097679,0.029859413,-0.029688485
2.9177184,0.031085849,-0.030944898
2.9252187,0.032100473,-0.031984578
2.9322943,0.032916858,-0.032821813
2.9389692,0.033554124,-0.033476365
2.9452661,0.034034465,-0.033970998
2.9512065,0.034381114,-0.034329439
2.9568104,0.034616758,-0.034574798
2.9620971,0.034762444,-0.03472848
