y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0.44812865,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.44889173,2.9897417e-08,7.9421503e-12,-4.8753555e-28,2.9834768e-08,-4.6745504e-28,2.9866102e-08,2.9897417e-08,7.9421504e-12,-4.8753558e-28,2.9834768e-08,-4.6745503e-28,2.9866102e-08
0.44970062,2.4938149e-07,1.9158308e-10,-4.1312223e-26,2.478673e-07,-6.0858364e-26,2.4862443e-07,2.4938149e-07,1.9158309e-10,-4.1312224e-26,2.478673e-07,-6.0858366e-26,2.4862443e-07
0.45055804,1.0902827e-06,1.7741316e-09,2.3388466e-25,1.0762199e-06,3.5149569e-25,1.0832513e-06,1.0902827e-06,1.7741317e-09,2.3388468e-25,1.0762199e-06,3.5149571e-25,1.0832513e-06
0.4514669,3.3233857e-06,9.7443757e-09,2.4034058e-24,3.2458894e-06,2.8927753e-24,3.2846373e-06,3.3233857e-06,9.7443757e-09,2.4034058e-24,3.2458894e-06,2.8927753e-24,3.2846373e-06
0.4524303,8.1313725e-06,3.8629626e-08,2.1686777e-22,7.8230424e-06,-1.7890754e-22,7.9772074e-06,8.1313725e-06,3.8629626e-08,2.1686777e-22,7.8230424e-06,-1.7890753e-22,7.9772074e-06
0.4534515,1.7235983e-05,1.2283591e-07,-4.2407379e-22,1.6251726e-05,3.2791134e-22,1.6743857e-05,1.7235983e-05,1.2283592e-07,-4.2407379e-22,1.6251726e-05,3.2791134e-22,1.6743857e-05
0.45453396,3.3077643e-05,3.333719e-07,-9.2042754e-22,3.039518e-05,7.2062514e-22,3.1736429e-05,3.3077643e-05,3.3337191e-07,-9.2042754e-22,3.039518e-05,7.2062514e-22,3.1736429e-05
0.45568137,5.9039801e-05,8.0242598e-07,5.4276143e-21,5.255363e-05,-4.3712117e-21,5.5796785e-05,5.9039801e-05,8.0242599e-07,5.4276143e-21,5.255363e-05,-4.3712117e-21,5.5796785e-05
0.45689761,9.9688937e-05,1.7550488e-06,-4.9870618e-21,8.5431734e-05,3.8008383e-21,9.2560535e-05,9.9688937e-05,1.7550488e-06,-4.9870616e-21,8.5431734e-05,3.8008383e-21,9.2560535e-05
0.45818681,0.00016094699,3.5409336e-06,3.7546667e-21,0.00013202392,-2.5233178e-21,0.00014648577,0.00016094699,3.5409336e-06,3.7546672e-21,0.00013202392,-2.5233181e-21,0.00014648577
0.45955335,0.00025001451,6.6462966e-06,-9.7788354e-21,0.00019539125,8.6316129e-21,0.00022270259,0.00025001451,6.6462965e-06,-9.7788349e-21,0.00019539124,8.6316124e-21,0.00022270259
0.46100186,0.00037475592,1.1647103e-05,-2.7524113e-20,0.0002783435,1.8440577e-20,0.00032654635,0.00037475592,1.1647103e-05,-2.7524113e-20,0.0002783435,1.8440576e-20,0.00032654635
0.46253725,0.00054224787,1.9054292e-05,-1.4794665e-21,0.00038310992,9.6753422e-23,0.00046266888,0.00054224787,1.9054292e-05,-1.4794666e-21,0.00038310992,9.6753332e-23,0.00046266888
0.46416474,0.00075653569,2.9036654e-05,-1.3960015e-20,0.00051116761,2.4991677e-20,0.00063383582,0.00075653569,2.9036654e-05,-1.3960014e-20,0.00051116761,2.4991675e-20,0.00063383582
0.46588984,0.0010163881,4.1112518e-05,6.3934811e-19,0.00066337388,-4.9215598e-19,0.00083987201,0.0010163881,4.1112518e-05,6.3934807e-19,0.00066337388,-4.9215596e-19,0.00083987201
0.46771841,0.001314455,5.4008274e-05,-2.6407883e-19,0.0008403396,1.711374e-19,0.0010774163,0.001314455,5.4008273e-05,-2.6407886e-19,0.00084033961,1.7113743e-19,0.0010774163
0.46965663,0.0016387822,6.5836843e-05,-9.0056608e-19,0.0010427314,7.0100113e-19,0.0013408144,0.0016387822,6.5836842e-05,-9.0056608e-19,0.0010427314,7.0100113e-19,0.0013408144
0.47171109,0.0019760698,7.4532855e-05,2.081415e-18,0.0012711984,-1.5945906e-18,0.001623714,0.0019760698,7.4532855e-05,2.081415e-18,0.0012711984,-1.5945906e-18,0.001623714
0.47388874,0.0023148908,7.8308257e-05,-7.2651958e-19,0.0015259746,5.2445313e-19,0.0019204989,0.0023148908,7.8308258e-05,-7.2651946e-19,0.0015259746,5.2445299e-19,0.0019204989
0.47619696,0.00264745,7.5924434e-05,-5.0725065e-18,0.0018065189,3.9555896e-18,0.0022270066,0.00264745,7.5924434e-05,-5.0725065e-18,0.0018065189,3.9555895e-18,0.0022270066
0.47864358,0.0029696939,6.6733707e-05,6.7505338e-19,0.0021114952,-4.9229415e-19,0.0025405665,0.0029696939,6.6733707e-05,6.7505338e-19,0.0021114952,-4.9229416e-19,0.0025405665
0.48123688,0.0032804471,5.0560738e-05,3.0207025e-18,0.0024390693,-2.3168313e-18,0.0028596954,0.0032804471,5.0560738e-05,3.0207026e-18,0.0024390693,-2.3168314e-18,0.0028596954
0.48398565,0.0035803122,2.7520856e-05,-4.74478e-20,0.002787317,4.046441e-20,0.0031837402,0.0035803122,2.7520856e-05,-4.74478e-20,0.002787317,4.0464409e-20,0.0031837402
0.48689919,0.0038707971,-2.1475858e-06,-2.5712973e-18,0.0031545865,1.9508643e-18,0.0035126238,0.0038707971,-2.147586e-06,-2.5712976e-18,0.0031545865,1.9508644e-18,0.0035126238
0.48998737,0.0041537471,-3.8198428e-05,-6.984927e-19,0.0035396979,5.192205e-19,0.0038466692,0.0041537471,-3.8198428e-05,-6.9849295e-19,0.0035396979,5.1922062e-19,0.0038466692
0.49326063,0.0044310139,-8.0441301e-05,3.060429e-18,0.00394198,-2.3690598e-18,0.0041864586,0.0044310139,-8.0441301e-05,3.060429e-18,0.00394198,-2.3690598e-18,0.0041864586
