y,nut,omega
0,0,40115.59
0.00086769924,1.8321532e-10,23398.6
0.0017874829,4.4675683e-09,4417.8181
0.0027624773,4.1867712e-08,1559.5707
0.0037959966,2.3292216e-07,742.34362
0.0048915537,9.3548977e-07,416.297
0.0060528726,3.0076152e-06,257.99819
0.0072839007,8.1932134e-06,170.7138
0.0085888223,1.947811e-05,118.25889
0.0099720729,4.0988498e-05,84.903811
0.011438354,7.7087942e-05,62.949985
0.01299265,0.00013115443,48.170787
0.014640245,0.00020501689,38.009128
0.016386737,0.00029927845,30.844993
0.018238064,0.00041395026,25.648178
0.020200518,0.00054892087,21.767123
0.022280771,0.0007041826,18.788161
0.024485892,0.00087990385,16.444714
0.026823378,0.0010764315,14.561183
0.029301173,0.0012942691,13.018984
0.0319277,0.0015340497,11.73599
0.034711887,0.0017965102,10.653937
0.037663197,0.0020824686,9.7305498
0.040791661,0.0023928039,8.9345191
0.044107915,0.0027284375,8.242223
0.047623229,0.0030903154,7.6355364
0.051349553,0.0034793913,7.1003393
0.055299553,0.003896608,6.6254797
0.059486654,0.0043428789,6.2020404
0.06392509,0.004819068,5.8228104
0.068629948,0.005325968,5.4818992
0.073617218,0.0058642765,5.1744504
0.078903853,0.0064345709,4.8964272
0.084507823,0.0070372807,4.6444484
0.090448176,0.0076726581,4.415663
0.096745104,0.0083407465,4.2076523
0.10342001,0.0090413478,4.0183537
0.11049558,0.0097739878,3.8459997
0.11799587,0.010537882,3.6890706
0.12594638,0.011331901,3.5462551
0.13437411,0.012154533,3.4164191
0.14330773,0.013003854,3.29858
0.1527776,0.013877498,3.1918848
0.1628159,0.01477263,3.0955922
0.17345677,0.015685928,3.0090579
0.18473635,0.016613569,2.931722
0.19669301,0.017551226,2.8630981
0.20936737,0.018494081,2.8027637
0.22280253,0.019436844,2.7503516
0.23704414,0.02037379,2.7055409
0.25214061,0.021298813,2.6680487
0.26814327,0.022205495,2.6376216
0.28510649,0.0230872,2.6140252
0.30308795,0.02393716,2.5970348
0.32214876,0.02474805,2.5864795
0.34235371,0.025513724,2.5820592
0.36377149,0.026228746,2.583393
0.38647488,0.026886897,2.5901644
0.41054106,0.027482781,2.6019414
0.43605183,0.028012081,2.6181352
0.46309391,0.028471485,2.637983
0.49175922,0.028858872,2.6604979
0.52214518,0.029173484,2.6844143
0.55435509,0.029416117,2.7081282
0.58849842,0.029589323,2.7296409
0.62469124,0.029697769,2.746322
0.66305656,0.029748241,2.7553156
0.70372479,0.02974967,2.7536804
0.74683417,0.029714428,2.7377205
0.79253123,0.029658795,2.7034888
0.84097128,0.029602777,2.6475319
0.892319,0.029570616,2.5672704
0.9467489,0.029591142,2.4616894
1.004446,0.029698194,2.3319444
1.0656064,0.029930755,2.18172
1.1304381,0.030326662,2.0174814
1.1991613,0.03090207,1.8486827
1.2720096,0.031676623,1.6837247
1.3492308,0.032697065,1.5266833
1.4310872,0.033948823,1.3815012
1.5178571,0.035266917,1.2550832
1.6046271,0.036408315,1.1535994
1.6864835,0.037233405,1.0757458
1.7637046,0.037724794,1.0155628
1.836553,0.037900618,0.96823591
1.9052762,0.037786984,0.93067475
1.9701079,0.037412058,0.90089069
2.0312683,0.036804149,0.87757859
2.0889654,0.035990931,0.85986666
2.1433953,0.034999187,0.84716624
2.194743,0.033852643,0.83913269
2.2431831,0.03257699,0.83548767
2.2888801,0.031199515,0.83599105
2.3319895,0.029742224,0.84058973
2.3726577,0.028225378,0.84931848
2.411023,0.026669158,0.86224783
2.4472159,0.025092269,0.87951575
2.4813592,0.023511834,0.90132995
2.5135691,0.021943313,0.92797278
2.5439551,0.020400461,0.9598085
2.5726204,0.018895316,0.99729292
2.582654,0.018354685,1.0135047
2.5996625,0.017438225,1.0409851
2.6251732,0.016037888,1.0915618
2.6492394,0.014701433,1.1498337
2.6719428,0.0134345,1.2167631
2.6933606,0.012241332,1.2934841
2.7135655,0.011124872,1.381321
2.7326263,0.010086854,1.4818066
2.7506078,0.0091278851,1.5966947
2.767571,0.0082475319,1.7279652
2.7835737,0.007444392,1.8778159
2.7986701,0.0067161723,2.0486368
2.8129118,0.0060597709,2.2429625
2.8263469,0.0054714095,2.4633989
2.8390213,0.004946711,2.7125255
2.8509779,0.0044806772,2.9927857
2.8622575,0.004068063,3.3063734
2.8728984,0.0037035806,3.6551247
2.8829367,0.0033818735,4.0404453
2.8924066,0.0030977386,4.4632914
2.9013402,0.0028462521,4.9242116
2.9097679,0.0026228648,5.423451
2.9177184,0.0024234635,5.9611096
2.9252187,0.0022444003,6.5373405
2.9322943,0.0020824954,7.1525668
2.9389692,0.0019350194,7.8077014
2.9452661,0.0017996595,8.504365
2.9512065,0.0016744889,9.2450298
2.9568104,0.0015579076,10.033287
2.9620971,0.0014485986,10.874034
2.9670843,0.0013455038,11.773572
2.9717892,0.0012477728,12.739854
2.9762276,0.0011547466,13.782735
2.9804147,0.001065915,14.914272
2.9843647,0.00098088109,16.149129
2.9880911,0.00089935616,17.505092
2.9916064,0.00082113572,19.003756
2.9949226,0.00074608364,20.671415
2.9980511,0.00067411886,22.540269
3.0010024,0.00060520447,24.650015
3.0037866,0.00053933887,27.05001
3.0064131,0.00047654894,29.802196
3.0088909,0.00041688494,32.985152
3.0112284,0.00036041737,36.699762
3.0134335,0.00030723622,41.07732
3.0155138,0.0002574531,46.291445
3.0174762,0.00021120761,52.576241
3.0193275,0.0001686801,60.255492
3.021074,0.00013011394,69.793044
3.0227216,9.5849212e-05,81.887838
3.0242759,6.6358838e-05,97.669633
3.0257422,4.2239543e-05,119.1271
3.0271255,2.4043262e-05,150.0579
3.0284304,1.1862644e-05,198.14887
3.0296614,4.9148511e-06,279.67378
3.0308227,1.6523087e-06,431.75404
3.0319183,4.2901779e-07,752.08849
3.0329518,7.8565135e-08,1564.7969
3.0339268,8.4374307e-09,4420.0062
3.0348466,3.4652751e-10,23398.857
3.0357143,0,40115.019
