x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.10000458,-0.0052937793,0.00010382361,3.6690859e-21
0.39775998,0.0020747782,-0.0011730535,1.8955184e-19
0.70039081,0.00097050677,-0.00081844566,-1.0610578e-20
0.99909327,0.00077265856,-0.00059866281,-3.3174402e-21
1.3017854,0.00096519415,-0.00065323581,1.760367e-19
1.6007759,0.00098418998,-0.00036732604,2.4166026e-21
1.9000332,0.0010101039,-3.5908638e-05,-5.4453777e-21
2.2,0.0017546649,-1.0441466e-06,-3.671332e-24
2.5,0.0018481678,-6.367178e-07,-1.3184755e-23
2.8,0.00172722,-3.1369074e-07,-6.9027001e-25
3.1,0.0014919505,-4.7990846e-08,7.4558409e-24
3.4,0.0012031391,1.4623325e-07,-1.372503e-22
3.7,0.000901685,2.7144611e-07,5.008922e-23
4,0.00061236476,3.4053119e-07,2.6071287e-26
4.3,0.00034827446,3.6953889e-07,5.7703515e-23
4.6,0.00011520145,3.6829057e-07,-6.6020495e-23
4.9,-8.1041892e-05,3.4590285e-07,-5.3132846e-23
5.2,-0.00024237243,3.1694666e-07,-2.3176122e-25
5.5,-0.00037006502,2.8238376e-07,-6.4258983e-23
5.8,-0.00046363861,2.4383551e-07,2.8380415e-23
6.1,-0.00051991362,2.002999e-07,-5.4219905e-25
6.4,-0.00053036812,1.457686e-07,-1.0429854e-17
6.7,-0.00047124865,5.2427364e-08,-1.1084709e-24
7,-0.00026339474,-2.6355256e-07,1.6383369e-23
7.2998928,-0.00016313375,-4.4796245e-05,-6.3360627e-20
7.6001892,-0.00058532525,-0.00035007744,1.6969238e-19
7.8995713,-0.0016553478,-0.0012585622,-1.2485539e-19
8.2014087,-0.0030768243,-0.0024952708,-3.4540556e-20
8.7994087,-0.0094763157,-0.0013201333,-6.7397625e-20
