y,nut,omega
1.271814,0.032718463,1.7189106
1.3214686,0.033771158,1.6630722
1.3740391,0.034868918,1.6009284
1.4296932,0.036013899,1.532708
1.4886081,0.037207562,1.4590741
1.5509706,0.038447772,1.3811852
1.6169779,0.039738845,1.3007043
1.6868383,0.041065344,1.2197664
1.7607711,0.042299918,1.1418458
1.8345812,0.042767886,1.072238
1.9041009,0.042191599,1.0139368
1.9695866,0.041189639,0.96615434
2.0312786,0.040014096,0.92735768
2.0894021,0.038692204,0.89637791
2.0951826,0.038540101,0.8938362
2.1441708,0.037249175,0.87232192
2.19578,0.035709642,0.85449451
2.244415,0.03409093,0.84248868
2.2902505,0.032404756,0.83614047
2.3334504,0.030689186,0.83468638
2.3741686,0.028970052,0.8377288
2.4125499,0.027249762,0.84552753
2.4487301,0.025542841,0.85807821
2.4828372,0.023862311,0.87546308
2.5149913,0.022219731,0.89784976
2.5453057,0.020625243,0.92549102
2.5738865,0.019087622,0.9587247
2.600834,0.017614325,0.99797367
2.6262423,0.016211522,1.0437454
2.6502002,0.01488412,1.0966307
2.672791,0.01363577,1.1573009
2.6940934,0.012468878,1.2265028
2.7141814,0.01138462,1.3050497
2.7331246,0.010382971,1.3938096
2.7509888,0.0094627626,1.4936883
2.7678357,0.0086217584,1.60561
2.7837236,0.0078567673,1.7304948
2.7987073,0.0071637817,1.8692377
2.8128386,0.0065381433,2.02269
2.8261662,0.0059747245,2.1916495
2.8387359,0.0054681182,2.3768619
2.8505912,0.0050128215,2.5790368
2.8617726,0.004603437,2.7988789
2.8723187,0.0042347874,3.0371351
2.8822656,0.0039018612,3.2946594
2.8916476,0.0036001332,3.5724862
2.9004967,0.0033256572,3.8719019
2.9088434,0.0030748676,4.1945223
2.9167163,0.0028446622,4.5423748
2.9241422,0.0026323805,4.917977
2.9311467,0.0024357701,5.3244152
2.9377537,0.0022529464,5.7654246
2.9439858,0.0020823489,6.2454763
2.9498644,0.0019226915,6.7698735
2.9554094,0.0017729349,7.3448623
2.96064,0.0016322435,7.9777597
2.9655739,0.0014999317,8.677111
2.9702279,0.0013754437,9.4528787
2.9746181,0.0012583282,10.31667
2.9787593,0.0011482108,11.282013
2.9826657,0.0010447734,12.36469
2.9863507,0.0009477369,13.583147
2.9898267,0.00085684759,14.958998
2.9931057,0.00077186621,16.51764
2.9961989,0.00069255996,18.289022
2.9991167,0.00061869711,20.308606
3.0018692,0.00055004383,22.618583
3.0044656,0.00048636301,25.269427
3.006915,0.00042741497,28.321901
3.0092255,0.00037295969,31.849688
3.0114051,0.0003227605,35.942882
3.0134611,0.0002765891,40.712708
3.0154007,0.00023423211,46.298081
3.0172304,0.00019549941,52.875027
3.0189564,0.00016023499,60.670943
3.0205847,0.00012833153,69.987728
3.0221207,9.9749649e-05,81.242569
3.0235696,7.4541217e-05,95.046272
3.0249365,5.2868097e-05,112.36361
3.026226,3.4988642e-05,134.85031
3.0274424,2.1159555e-05,165.55245
3.0285899,1.1421761e-05,210.31773
3.0296723,5.3713482e-06,280.67802
3.0306935,2.1455621e-06,400.39717
3.0316569,7.0494122e-07,623.17116
3.0325656,1.8089345e-07,1090.5781
3.0334229,3.296617e-08,2273.4589
3.0342316,3.5349351e-09,6425.2568
3.0349946,1.4513122e-10,34017.475
3.0357143,0,58320.533
