y,nut,omega
0.44812952,0,83199.582
0.44889266,5.7661813e-11,48530.832
0.44970152,1.4066625e-09,9164.5861
0.45055892,1.3185034e-08,3236.738
0.45146777,7.3303529e-08,1542.626
0.45243114,2.9385474e-07,867.95416
0.45345231,9.4234041e-07,541.63135
0.45453475,2.5659564e-06,362.62308
0.45568213,6.1453665e-06,255.32382
0.45689834,1.3218002e-05,186.56327
0.45818751,2.5865283e-05,140.13982
0.45955401,4.6496497e-05,107.53185
0.46100249,7.7511884e-05,83.992155
0.46253785,0.00012102291,66.700642
0.46416529,0.00017872996,53.845957
0.46589035,0.00025194057,44.182723
0.46771887,0.00034166468,36.825681
0.46965705,0.00044873327,31.142514
0.47171146,0.00057390592,26.683461
0.47388905,0.00071794884,23.129492
0.47619722,0.00088168067,20.253803
0.47864379,0.0010659922,17.894051
0.48123703,0.0012718534,15.93275
0.48398573,0.001500313,14.283742
0.4868992,0.0017524943,12.882944
0.4899873,0.0020295881,11.682015
0.49326049,0.0023328435,10.643985
0.49672983,0.0026635584,9.740206
0.50040707,0.0030230677,8.9481999
0.50430464,0.0034127311,8.2501262
0.50843572,0.0038339187,7.6316702
0.51281426,0.0042879952,7.0812302
0.51745505,0.0047763021,6.589316
0.52237379,0.0053001376,6.1480969
0.52758706,0.0058607338,5.7510607
0.53311245,0.0064592308,5.3927513
0.53896862,0.0070966483,5.068567
0.5451753,0.007773853,4.7746028
0.55175341,0.0084915218,4.5075263
0.5587251,0.0092501008,4.2644797
0.56611385,0.010049758,4.0430016
0.57394452,0.010890331,3.8409645
0.58224344,0.011771266,3.656524
0.59103849,0.012691547,3.4880786
0.60035921,0.013649618,3.3342375
0.61023689,0.014643279,3.1937946
0.62070465,0.01566958,3.0657085
0.63179756,0.016724672,2.9490866
0.64355276,0.017803728,2.8431667
0.65600958,0.018829353,2.7470977
0.66920964,0.019525639,2.6593946
0.68319703,0.019909251,2.5783241
0.6980184,0.020251559,2.503062
0.71372312,0.020605563,2.4335789
0.73036348,0.020969961,2.3699171
0.74799478,0.021349619,2.3120275
0.76667556,0.021748921,2.2597685
0.78646776,0.022170613,2.2128973
0.80743691,0.022617271,2.1710631
0.82965235,0.023091516,2.1338064
0.85318741,0.023595908,2.1005621
0.87811967,0.024132908,2.0706674
0.90453116,0.024704869,2.0433723
0.93250863,0.025314023,2.0178542
0.96214382,0.025962502,1.9932339
0.99353369,0.026652119,1.9685942
1.0139869,0.027101168,1.952869
1.0267827,0.027383238,1.9429907
1.0620005,0.028152994,1.9154642
1.0992983,0.028967146,1.8850873
1.1387972,0.029833666,1.8509768
1.1806248,0.030749214,1.8123765
1.2249163,0.031710879,1.7685583
