y,I01,I02
0,1.3112795e-08,-1.311278e-08
0.00086769924,2.0138468e-07,-2.0138131e-07
0.0017874829,1.8141638e-06,-1.8140681e-06
0.0027624773,8.412086e-06,-8.4110575e-06
0.0037959966,2.5914139e-05,-2.5907664e-05
0.0048915537,6.0042799e-05,-6.0013629e-05
0.0060528726,0.00011076498,-0.0001106604
0.0072839007,0.00016484031,-0.00016452384
0.0085888223,0.00019472046,-0.0001938829
0.0099720729,0.00017681426,-0.00017483606
0.011438354,0.00011847159,-0.0001142686
0.01299265,5.6333556e-05,-4.8266157e-05
0.014640245,2.505174e-05,-1.0929015e-05
0.016386737,3.7836107e-05,-1.4955011e-05
0.018238064,9.2002657e-05,-5.7183043e-05
0.020200518,0.00018024969,-0.00012987367
0.022280771,0.00029633477,-0.00022637985
0.024485892,0.0004362724,-0.00034232236
0.026823378,0.00059795977,-0.00047519814
0.029301173,0.00078058413,-0.00062378166
0.0319277,0.00098416974,-0.00078767186
0.034711887,0.0012092843,-0.00096700033
0.037663197,0.0014568588,-0.0011622543
0.040791661,0.0017280761,-0.0013741693
0.044107915,0.0020242989,-0.0016036638
0.047623229,0.0023470235,-0.0018517995
0.051349553,0.0026978428,-0.0021197532
0.055299553,0.0030784182,-0.0024087998
0.059486654,0.0034904538,-0.0027202973
0.06392509,0.0039356676,-0.0030556728
0.068629948,0.0044157671,-0.0034164122
0.073617218,0.0049324173,-0.0038040458
0.078903853,0.0054872112,-0.0042201331
0.084507823,0.0060816384,-0.0046662466
0.090448176,0.0067170276,-0.0051439455
0.096745104,0.0073943121,-0.0056546006
0.10342001,0.008113503,-0.006198904
0.11049558,0.008873526,-0.006776748
0.11799587,0.0096727009,-0.00738766
0.12594638,0.010509907,-0.008031847
0.13437411,0.011385505,-0.0087110044
0.14330773,0.012300475,-0.0094274724
0.1527776,0.01325512,-0.010183119
0.1628159,0.014248376,-0.01097879
0.17345677,0.015278087,-0.011814517
0.18473635,0.016341633,-0.012689991
0.19669301,0.017435979,-0.013604561
0.20936737,0.018557682,-0.014557206
0.22280253,0.019702944,-0.015546512
0.23704414,0.020867674,-0.016570657
0.25214061,0.022047549,-0.017627396
0.26814327,0.023238106,-0.018714053
0.28510649,0.024434802,-0.01982753
0.30308795,0.025633257,-0.02096446
0.32214876,0.026828018,-0.022120003
0.34235371,0.02801524,-0.023290026
0.36377149,0.029191986,-0.024470586
0.38647488,0.030353746,-0.025655855
0.41054106,0.031496963,-0.026840287
0.43605183,0.032618816,-0.028018408
0.46309391,0.033716959,-0.029184588
0.49175922,0.034789692,-0.030333321
0.52214518,0.035836095,-0.031459427
0.55435509,0.036856103,-0.032558184
0.58849842,0.037850294,-0.033625314
0.62469124,0.038825427,-0.034661779
0.66305656,0.039782842,-0.035663451
0.70372479,0.040714178,-0.036617381
0.74683417,0.041620969,-0.037518728
0.79253123,0.042503456,-0.038360816
0.84097128,0.043346663,-0.039122321
0.892319,0.044118763,-0.03976522
0.9467489,0.044759834,-0.040225193
1.004446,0.045173502,-0.040404895
1.0656064,0.04523048,-0.040178941
1.1304381,0.044782423,-0.039413213
1.1991613,0.043653257,-0.03796102
1.2720096,0.041781203,-0.035788862
1.3492308,0.039378232,-0.033114223
1.4310872,0.036816097,-0.030305815
1.5178571,0.034387536,-0.027674699
1.6046271,0.032220426,-0.025375865
1.6864835,0.030319328,-0.023413376
1.7637046,0.028619329,-0.021704889
1.836553,0.027039667,-0.020158461
1.9052762,0.025507182,-0.018696458
1.9701079,0.023968249,-0.01726375
2.0312683,0.022390895,-0.015827839
2.0889654,0.020761674,-0.014374666
2.1433953,0.01908184,-0.012904262
2.194743,0.017360918,-0.011424925
2.2431831,0.015617362,-0.0099521529
2.2888801,0.013875833,-0.0085060985
2.3319895,0.012160077,-0.0071068472
