y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
-2.7950884e-17,3.9232939e-08,-0.00020849744,-1.0940536e-19,1.7034602e-08,-2.0225952e-23,-5.626754e-08,-8.6965754e-08,-4.6054522e-12,-1.0447876e-26,8.6965754e-08,4.5741111e-23,2.6703962e-38,1.4494296e-08,-1.1732867e-11,6.1464929e-27,1.4494295e-08,2.287056e-23,-2.8988591e-08
0.00086769924,9.3215291e-07,-0.00069368416,1.3605465e-18,-9.4724225e-07,5.9093114e-22,1.5089347e-08,-1.4409508e-06,-2.1378143e-09,2.4666178e-24,1.4409508e-06,-3.3166978e-21,8.7955299e-36,2.4015917e-07,2.1037332e-11,1.8644131e-24,2.4015923e-07,-1.6583501e-21,-4.803184e-07
0.0017874829,5.4578551e-06,-0.0023485228,-1.8188813e-18,-5.4627676e-06,-9.9040313e-22,4.9124985e-09,-1.3753795e-05,-3.4180529e-08,-2.7374438e-23,1.3753795e-05,1.9299473e-20,5.5826621e-35,2.2923192e-06,-2.547075e-11,-2.224069e-23,2.292319e-06,9.6497571e-21,-4.5846383e-06
0.0027624773,1.9051611e-05,-0.0054925735,-3.2326681e-18,-1.8905436e-05,-1.590341e-21,-1.4617558e-07,-6.8184211e-05,-2.4733276e-07,-2.983042e-23,6.8184211e-05,2.2630177e-20,4.7030978e-35,1.1364249e-05,-1.0394816e-09,-2.4101065e-23,1.1364241e-05,1.131511e-20,-2.272849e-05
0.0037959966,4.9649314e-05,-0.010283823,-3.1426961e-26,-4.911545e-05,2.6644977e-25,-5.3386445e-07,-0.00022741524,-1.1307253e-06,5.1902829e-27,0.00022741524,-3.2373247e-30,-1.9257332e-46,3.7903878e-05,-6.2490664e-09,-2.5961564e-27,3.7903814e-05,4.2676627e-28,-7.5807692e-05
0.0048915537,0.00010828866,-0.016648335,-5.6556129e-18,-0.00010766179,-1.0973843e-20,-6.2686773e-07,-0.00057975789,-3.8634074e-06,-8.8175349e-22,0.00057975789,2.177074e-19,9.0021011e-34,9.6632237e-05,-9.8229922e-09,-6.6540893e-22,9.6632113e-05,1.0885534e-19,-0.00019326435
0.0060528726,0.00021029187,-0.02418922,1.6284692e-17,-0.00021191422,3.6633295e-20,1.6223453e-06,-0.0012025018,-1.0726708e-05,5.2899632e-21,0.0012025018,-9.7870619e-19,8.0557089e-33,0.00020043759,4.7535893e-08,4.3602635e-21,0.00020043854,-4.8936537e-19,-0.00040087613
0.0072839007,0.00037213847,-0.031993433,1.0167922e-16,-0.0003785104,2.7829552e-19,6.3719255e-06,-0.0020770624,-2.4759612e-05,4.3202809e-20,0.0020770624,-6.8702885e-18,3.5855566e-32,0.00034623724,2.1421924e-07,3.5290046e-20,0.00034624255,-3.4352689e-18,-0.00069247978
0.0085888223,0.00060521142,-0.038578518,-5.078919e-17,-0.00061139648,-1.323331e-19,6.1850516e-06,-0.0029932078,-4.7650704e-05,-6.0211317e-20,0.0029932078,5.0078678e-18,1.1608182e-31,0.00049902138,2.3095772e-07,-5.2966977e-20,0.00049902813,2.5041252e-18,-0.0009980495
0.0099720729,0.0009220065,-0.042355513,-1.3050104e-16,-0.00091722079,-3.628716e-19,-4.7857193e-06,-0.0035916809,-7.8210659e-05,-9.7199574e-20,0.0035916809,1.06786e-17,8.7325253e-32,0.00059896362,-2.1085083e-07,-8.3193987e-20,0.00059895195,5.3396018e-18,-0.0011979156
0.011438354,0.0013460322,-0.042516302,-3.5003072e-17,-0.0013308959,-1.385936e-19,-1.5136194e-05,-0.0036185908,-0.00011332459,-5.229308e-20,0.0036185908,3.2034897e-18,8.6583349e-32,0.00060382207,-6.4222564e-07,-4.4433817e-20,0.0006037805,1.602023e-18,-0.0012076026
0.01299265,0.0018923387,-0.039498722,7.1546274e-18,-0.0018814497,2.8165198e-20,-1.0888925e-05,-0.0031315271,-0.0001476051,3.4576167e-20,0.0031315271,-2.8804051e-19,2.1353696e-31,0.00052328394,-4.4496015e-07,3.4873053e-20,0.00052324688,-1.4423819e-19,-0.0010465308
0.014640245,0.0025452684,-0.034514228,-1.5049565e-16,-0.0025467838,-1.1141724e-18,1.5153903e-06,-0.0023997428,-0.00017359439,-4.7197528e-19,0.0023997428,8.6179064e-18,2.9527237e-31,0.00040231665,3.5371545e-08,-4.4219875e-19,0.00040232855,4.3119079e-18,-0.00080464521
0.016386737,0.0032765718,-0.028741018,-2.0296522e-16,-0.0032846111,-1.6152551e-18,8.0393306e-06,-0.0016706268,-0.00018606669,-5.961924e-19,0.0016706268,1.2644011e-17,1.6867931e-31,0.00028223951,2.2945641e-07,-5.504829e-19,0.0002822927,6.3261833e-18,-0.0005645322
0.018238064,0.0040702065,-0.022923044,2.5018849e-16,-0.0040769226,1.6956337e-18,6.716069e-06,-0.0010678426,-0.00018406786,1.1325662e-18,0.0010678426,-9.8152814e-18,3.0720034e-31,0.00018374319,1.59792e-07,1.1031796e-18,0.00018379627,-4.9154785e-18,-0.00036753946
