y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0,2.3408861e-08,-1.4518187e-05,2.1012183e-29,1.705593e-08,-6.1818661e-28,-4.046479e-08,-2.5541886e-08,4.2399555e-05,-5.5597065e-29,2.4027837e-08,1.8051192e-27,1.5140486e-09
0.00086769924,3.18352e-07,-3.9603443e-05,1.0767756e-27,2.0278905e-07,-7.5940449e-27,-5.2114105e-07,-3.1387254e-07,0.00013622642,-2.7393678e-27,5.3595677e-07,1.9802084e-26,-2.2208422e-07
0.0017874829,2.4361545e-06,-0.00015364058,-4.0788285e-27,2.403576e-06,-4.7397153e-26,-4.8397305e-06,-1.1898292e-06,0.0004486896,1.9438157e-26,3.1958319e-06,1.3983109e-25,-2.0060027e-06
0.0027624773,1.0082539e-05,-0.00034761047,-2.4478712e-26,1.2353982e-05,1.609664e-26,-2.2436521e-05,-1.9689903e-06,0.0010151237,6.0086801e-26,1.1284842e-05,-3.9816905e-26,-9.3158518e-06
0.0037959966,2.9270283e-05,-0.00062542756,-3.7948666e-26,3.9844901e-05,1.3718423e-25,-6.9115184e-05,-8.1252416e-07,0.0018263324,4.6687336e-26,2.9519354e-05,-3.922178e-25,-2.8706829e-05
0.0048915537,6.6358224e-05,-0.00096511485,1.5375039e-26,9.3772304e-05,-8.1691572e-26,-0.00016013053,2.4920394e-06,0.0028180052,6.1625294e-26,6.4053158e-05,2.5619934e-25,-6.6545197e-05
0.0060528726,0.000123971,-0.0013221957,-1.5531626e-25,0.00017140345,7.5990503e-26,-0.00029537445,3.4578392e-07,0.0038599,4.3048734e-25,0.00012251631,-1.5819579e-26,-0.0001228621
0.0072839007,0.00019530082,-0.001622195,-7.9040725e-26,0.00024425896,3.4175831e-25,-0.00043955978,-3.0534907e-05,0.0047335961,-2.3630393e-25,0.0002134505,-1.0662033e-24,-0.0001829156
0.0085888223,0.00026291966,-0.0017667189,4.8084774e-26,0.00025637749,-2.2880039e-25,-0.00051929715,-0.00012947637,0.0051504896,5.1233668e-26,0.0003453903,7.1005113e-25,-0.00021591393
0.0099720729,0.00031208731,-0.0016738142,-3.8650859e-25,0.00015953028,2.8520242e-25,-0.0004716176,-0.00033057551,0.0048718358,1.1086529e-24,0.00052641046,-2.7737789e-25,-0.00019583494
