y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,-9.2761386e-08,3.4782972e-05,-9.8601055e-25,3.6904643e-08,-2.1692064e-24,5.5856743e-08,-2.4434594e-09,-4.2957482e-12,8.3901721e-29,2.4434594e-09,-1.9998931e-31,-6.0843928e-46,4.0725544e-10,-1.9156814e-12,-4.1895356e-29,4.0724792e-10,-2.3688292e-29,-8.1450336e-10
0.00086769924,-1.39276e-06,0.00013663983,-7.5117491e-20,1.3945884e-06,-3.5437408e-22,-1.8283978e-09,-5.7897477e-08,-6.2027693e-10,2.2845321e-25,5.7897477e-08,-3.3081954e-23,4.3797843e-38,9.6515764e-09,9.633208e-13,1.4820942e-25,9.6515803e-09,-1.6542812e-23,-1.9303157e-08
0.0017874829,-8.150971e-06,0.00051699299,1.4440635e-19,8.1385712e-06,6.8905085e-22,1.2399957e-08,-6.9568197e-07,-1.1328632e-08,-3.2501775e-24,6.9568197e-07,2.940476e-22,4.1762341e-37,1.1600077e-07,-8.0944717e-12,-2.5007058e-24,1.1600012e-07,1.47062e-22,-2.3200088e-07
0.0027624773,-2.8374992e-05,0.0013605139,2.196746e-19,2.8328465e-05,9.9683091e-22,4.6527701e-08,-4.3591246e-06,-9.2439871e-08,-3.3379928e-24,4.3591246e-06,3.2725126e-22,3.739309e-37,7.2708567e-07,-5.1772915e-11,-2.7230878e-24,7.2708051e-07,1.6365293e-22,-1.4541662e-06
0.0037959966,-7.3411974e-05,0.0028878461,-3.4409298e-20,7.3343088e-05,-8.1562219e-22,6.8885084e-08,-1.8613172e-05,-4.7631423e-07,5.7149172e-24,1.8613172e-05,-1.996352e-22,2.4962052e-37,3.1057147e-06,-1.2122084e-10,3.8076134e-24,3.105693e-06,-1.0002662e-22,-6.2114077e-06
0.0048915537,-0.00015765036,0.0053507524,9.3831091e-20,0.00015765061,2.5586014e-21,-2.4749821e-10,-6.1951618e-05,-1.8281839e-06,-3.9431447e-23,6.1951618e-05,1.185387e-21,3.6762896e-36,1.0340995e-05,3.9018614e-10,-2.3241647e-23,1.0340959e-05,5.9430561e-22,-2.0681954e-05
0.0060528726,-0.00029849767,0.0090267953,4.9809545e-18,0.00029882351,4.6976507e-20,-3.2584007e-07,-0.0001728439,-5.7123759e-06,-1.5643004e-21,0.0001728439,1.1628598e-19,2.1087476e-34,2.8863158e-05,4.2278265e-09,-1.0549918e-21,2.8863251e-05,5.8162771e-20,-5.7726409e-05
0.0072839007,-0.00051536947,0.014169354,-1.0079234e-17,0.00051604072,-1.4887828e-19,-6.7125307e-07,-0.00041975117,-1.5243571e-05,8.1376964e-21,0.00041975117,-3.9562831e-19,1.1003178e-33,7.0125746e-05,1.1428087e-08,5.4122218e-21,7.0126084e-05,-1.9800328e-19,-0.00014025183
0.0085888223,-0.0008268742,0.020880273,-4.2682073e-18,0.00082636835,-2.3681128e-20,5.058319e-07,-0.00090059758,-3.5575977e-05,-2.641014e-21,0.00090059758,-5.0702927e-21,1.7640854e-33,0.00015053655,-1.2401929e-08,-1.7425228e-21,0.00015053443,-2.3978768e-21,-0.00030107099
0.0099720729,-0.0012476779,0.028904706,1.0657507e-17,0.0012428685,1.6805705e-19,4.8093093e-06,-0.0017071556,-7.3468616e-05,-1.2252469e-20,0.0017071556,5.0552904e-19,8.7173395e-34,0.00028553982,-1.4736774e-07,-8.2194499e-21,0.00028552474,2.5309695e-19,-0.00057106456
0.011438354,-0.0017865568,0.037477132,-5.5054495e-17,0.0017772121,-1.1017593e-18,9.3446895e-06,-0.0028425596,-0.00013521987,1.3140894e-19,0.0028425596,-4.4885332e-18,2.3209286e-32,0.00047586429,-3.4980156e-07,8.4474805e-20,0.0004758267,-2.2489844e-18,-0.00095169099
0.01299265,-0.0024411077,0.045464872,1.123515e-17,0.0024336314,2.2512793e-19,7.4762815e-06,-0.0041523318,-0.00022291733,-7.9457919e-20,0.0041523318,1.9154899e-18,5.6888388e-32,0.00069598348,-3.1863132e-07,-6.0290315e-20,0.00069594302,9.6138475e-19,-0.0013919265
