y,nut,omega
1.0002541,0,89226.135
1.0008359,2.0707062e-10,52043.58
1.0014527,5.0451514e-09,9826.9957
1.0021064,4.7124232e-08,3472.5551
1.0027994,2.5961871e-07,1659.982
1.0035339,1.0190404e-06,942.16548
1.0043126,3.1316807e-06,599.27583
1.005138,7.91487e-06,415.07924
1.006013,1.6930541e-05,307.51741
1.0069405,3.1375878e-05,240.09525
1.0079236,5.1630533e-05,194.87975
1.0089658,7.739263e-05,162.56624
1.0100705,0.00010818014,138.1505
1.0112415,0.0001437426,118.83695
1.0124829,0.0001842417,103.002
1.0137987,0.00023029149,89.671997
1.0151935,0.00028302068,78.236244
1.0166721,0.00034406048,68.305765
1.0182393,0.00041543277,59.638304
1.0199007,0.00049936665,52.082528
1.0216618,0.00059810999,45.535243
1.0235286,0.00071381167,39.899244
1.0255075,0.00084854318,35.071675
1.0276052,0.0010043171,30.948243
1.0298287,0.001183009,27.428846
1.0321858,0.0013863552,24.421913
1.0346843,0.0016160487,21.845509
1.0373328,0.0018737924,19.628482
1.0401402,0.0021612658,17.71144
1.0431162,0.0024801458,16.045279
1.0462709,0.0028321199,14.589628
1.0496148,0.0032188894,13.3114
1.0531596,0.0036421622,12.18349
1.0569171,0.0041036406,11.183646
1.0609001,0.0046050121,10.293528
1.0651222,0.0051479415,9.497933
1.0695978,0.0057340628,8.7841827
1.074342,0.0063649557,8.1416553
1.079371,0.007042094,7.5614372
1.0847018,0.0077668187,7.035998
1.0903526,0.0085403226,6.5589195
1.0963427,0.0093636124,6.1247053
1.1026923,0.010237466,5.7286277
1.109423,0.011162382,5.3666026
1.1165578,0.012138527,5.0350877
1.1241208,0.013165678,4.7309984
1.1321378,0.014243153,4.4516395
1.140636,0.015369746,4.1946472
1.1496443,0.016543654,3.9579419
1.1591934,0.017762404,3.7396878
1.1693157,0.019022786,3.5382588
1.1800455,0.020320785,3.352209
1.1914194,0.021651538,3.180247
1.2034761,0.023009297,3.0212135
1.2162565,0.02438743,2.8740608
1.229804,0.025778454,2.7378354
1.2441647,0.027174106,2.611661
1.2593874,0.02856546,2.4947253
1.2755239,0.029943099,2.3862664
1.292629,0.03129732,2.2855624
1.3107609,0.032618632,2.1919223
1.3299811,0.033897307,2.1046784
1.350355,0.035123992,2.0231805
1.3719519,0.036290675,1.9467931
1.3948452,0.037390238,1.8748945
1.4191127,0.038416653,1.8068778
1.4448368,0.039365164,1.7421541
1.472105,0.040232273,1.6801577
1.5010101,0.041015483,1.6203598
1.5316502,0.041712563,1.5622943
1.5641295,0.042321753,1.5055448
1.5985584,0.042841215,1.4497577
1.6350539,0.043268338,1.3946598
1.67374,0.043599441,1.3400565
1.7147484,0.043828197,1.2858683
1.7582183,0.043943992,1.2321587
1.8042975,0.043931535,1.1791241
1.8531427,0.043769372,1.1270802
1.9049198,0.043428179,1.0764762
1.9598049,0.042874723,1.0278973
2.0179846,0.042078365,0.98267731
2.0761642,0.041046429,0.94323433
2.1310493,0.039827407,0.91105836
2.1828264,0.038460221,0.88588256
2.2316716,0.036970482,0.86702174
2.2777508,0.035382703,0.8539334
2.3212207,0.033720562,0.84619356
2.362229,0.032006756,0.84348236
2.4009152,0.030264838,0.8455138
2.4374107,0.028512165,0.85221636
2.4718395,0.026763124,0.86363783
2.5043188,0.025034448,0.87979304
2.5349589,0.023339413,0.90082256
2.5638639,0.021689594,0.92694109
2.5911321,0.020095264,0.95842105
2.6168562,0.018564971,0.99560795
2.6411237,0.017105597,1.0389188
2.6640169,0.015722615,1.0888312
2.6856138,0.014420037,1.1458848
2.7059877,0.0132004,1.2106816
2.7252079,0.012064841,1.2838832
2.7433397,0.011013206,1.3662066
2.7604448,0.010044157,1.4584174
2.7765813,0.0091552802,1.5613218
2.791804,0.0083432586,1.6757565
2.8061647,0.007603967,1.8026102
2.8197122,0.0069327089,1.9428245
2.8324926,0.0063244804,2.0973864
2.8445492,0.0057740559,2.2673584
2.8559231,0.0052762406,2.4538904
2.866653,0.004826094,2.6582432
2.8767752,0.0044187955,2.8818418
2.8863243,0.0040496813,3.1263254
2.8953326,0.003714509,3.3935896
2.9038308,0.0034094685,3.685854
2.9118478,0.0031311256,4.0057662
2.9194108,0.0028764902,4.3563733
2.9265456,0.0026430164,4.7411118
2.9332763,0.0024284944,5.1639415
2.9396259,0.0022309472,5.6295932
2.9456159,0.0020486258,6.1436621
2.9512667,0.0018800729,6.7125293
2.9565976,0.0017240743,7.3434321
2.9616265,0.0015795894,8.0446203
2.9663707,0.0014457274,8.8254197
2.9708463,0.0013217204,9.6962916
2.9750684,0.001206884,10.668985
2.9790514,0.0011005974,11.756686
2.9828089,0.0010022643,12.974196
2.9863536,0.00091130124,14.33815
2.9896976,0.00082717132,15.867281
2.9928523,0.00074938066,17.582722
2.9958282,0.00067745821,19.508358
2.9986357,0.00061095918,21.671221
3.0012842,0.00054946092,24.102432
3.0037827,0.00049256274,26.838207
3.0061397,0.00043989243,29.920858
3.0083633,0.00039110257,33.400526
3.010461,0.00034586733,37.337644
3.0124398,0.00030389632,41.805178
3.0143066,0.00026494149,46.891784
3.0160677,0.00022879169,52.707366
3.0177291,0.00019527611,59.390161
3.0192964,0.00016426992,67.11656
3.0207749,0.00013570007,76.116039
3.0221698,0.00010955375,86.695207
3.0234856,8.5888098e-05,99.280287
3.0247269,6.4838948e-05,114.49733
3.0258979,4.6620015e-05,133.32868
3.0270027,3.149122e-05,157.41789
3.0280448,1.9667133e-05,189.64787
3.029028,1.1163991e-05,235.20623
3.0299554,5.6637159e-06,303.58318
3.0308304,2.5247244e-06,412.68408
3.0316558,9.6885513e-07,598.65403
3.0324345,3.1019034e-07,943.04923
3.0331691,7.8472929e-08,1661.7553
3.033862,1.4208805e-08,3474.4839
3.0345158,1.5201754e-09,9828.2941
3.0351325,6.2382999e-11,52041.459
3.0357143,0,89220.873
