y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0.44812952,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.44889266,5.4768854e-07,-3.8669578e-10,1.8969834e-28,5.4468026e-07,-8.6207069e-27,5.4618572e-07,5.4768854e-07,-3.8669578e-10,1.8970031e-28,5.4468026e-07,-8.6207087e-27,5.4618572e-07
0.44970152,4.5856401e-06,-9.3374576e-09,4.766883e-25,4.5138126e-06,7.6061829e-26,4.549732e-06,4.5856401e-06,-9.3374575e-09,4.766883e-25,4.5138126e-06,7.6061841e-26,4.549732e-06
0.45055892,2.0159102e-05,-8.6375463e-08,-5.4364906e-24,1.9500779e-05,-3.0310918e-24,1.9829943e-05,2.0159102e-05,-8.6375462e-08,-5.4364906e-24,1.9500779e-05,-3.0310919e-24,1.9829943e-05
0.45146777,6.1895528e-05,-4.7286895e-07,1.5579838e-23,5.8324481e-05,-1.8614932e-23,6.0110043e-05,6.1895528e-05,-4.7286895e-07,1.5579838e-23,5.8324481e-05,-1.8614933e-23,6.0110043e-05
0.45243114,0.00015266641,-1.8608657e-06,1.1130682e-20,0.00013875101,8.7276886e-21,0.00014570925,0.00015266641,-1.8608657e-06,1.1130682e-20,0.00013875101,8.7276886e-21,0.00014570925
0.45345231,0.00032576685,-5.8271857e-06,-2.6507336e-20,0.00028266867,-2.0366115e-20,0.00030421984,0.00032576685,-5.8271857e-06,-2.6507336e-20,0.00028266867,-2.0366115e-20,0.00030421984
0.45453475,0.00062584226,-1.5347898e-05,-2.4647584e-19,0.00051377474,-1.9076529e-19,0.000569809,0.00062584226,-1.5347898e-05,-2.4647584e-19,0.00051377474,-1.9076529e-19,0.000569809
0.45568213,0.001104549,-3.4986778e-05,3.8365278e-19,0.00085297629,2.9653758e-19,0.00097874013,0.001104549,-3.4986778e-05,3.8365279e-19,0.00085297629,2.9653758e-19,0.00097874013
0.45689834,0.0018055692,-6.9916849e-05,3.8781008e-19,0.001312087,2.9617146e-19,0.001558752,0.0018055692,-6.991685e-05,3.8781008e-19,0.001312087,2.9617146e-19,0.001558752
0.45818751,0.0027396384,-0.00012332634,-3.8020372e-19,0.0018890132,-2.9595577e-19,0.002314241,0.0027396384,-0.00012332635,-3.8020373e-19,0.0018890132,-2.9595577e-19,0.002314241
0.45955401,0.0038662299,-0.00019388677,-2.0660676e-18,0.0025685468,-1.5494076e-18,0.0032174541,0.0038662299,-0.00019388677,-2.0660676e-18,0.0025685468,-1.5494076e-18,0.0032174541
0.46100249,0.0051039006,-0.0002762412,1.4274593e-18,0.0033284441,1.1043533e-18,0.0042164697,0.0051039006,-0.0002762412,1.4274594e-18,0.0033284441,1.1043533e-18,0.0042164697
0.46253785,0.0063655435,-0.00036445116,3.3349544e-18,0.0041453103,2.4832879e-18,0.0052557835,0.0063655435,-0.00036445115,3.3349545e-18,0.0041453104,2.4832879e-18,0.0052557835
0.46416529,0.0075889186,-0.00045503874,6.4143023e-21,0.0049972385,-2.4301581e-21,0.0062932497,0.0075889186,-0.00045503873,6.4143033e-21,0.0049972385,-2.4301561e-21,0.0062932497
0.46589035,0.0087441605,-0.00054767057,1.5215781e-20,0.0058651861,5.6115117e-20,0.0073046053,0.0087441606,-0.00054767058,1.5215788e-20,0.0058651861,5.6115121e-20,0.0073046053
0.46771887,0.0098250758,-0.00064421608,5.1204298e-18,0.0067344471,3.8147565e-18,0.0082795734,0.0098250758,-0.0006442161,5.1204299e-18,0.0067344471,3.8147566e-18,0.0082795734
0.46965705,0.01083759,-0.00074744728,-7.7551392e-18,0.0075952526,-5.8412083e-18,0.0092162399,0.01083759,-0.00074744728,-7.755139e-18,0.0075952526,-5.8412082e-18,0.0092162399
0.47171146,0.01179182,-0.00086011796,-4.9921247e-18,0.0084421196,-3.7294275e-18,0.010116848,0.01179182,-0.00086011797,-4.9921247e-18,0.0084421195,-3.7294275e-18,0.010116848
0.47388905,0.012698138,-0.00098458374,2.6366656e-17,0.0092726632,1.9753198e-17,0.010985337,0.012698138,-0.00098458374,2.6366656e-17,0.0092726631,1.9753198e-17,0.010985337
0.47619722,0.013565718,-0.0011227824,-2.860779e-17,0.010086505,-2.1127216e-17,0.011826091,0.013565718,-0.0011227824,-2.8607792e-17,0.010086505,-2.1127215e-17,0.011826091
0.47864379,0.014402224,-0.0012763415,7.0502589e-18,0.010884486,5.057938e-18,0.012643362,0.014402224,-0.0012763415,7.0502572e-18,0.010884486,5.0579361e-18,0.012643362
0.48123703,0.015213921,-0.0014466844,2.5898161e-17,0.011668124,1.9059932e-17,0.013441045,0.015213921,-0.0014466844,2.589816e-17,0.011668124,1.905993e-17,0.013441045
