y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,7.5589435e-08,-8.0866376e-05,-2.2415331e-28,-4.4969151e-08,-3.4428668e-27,-3.0620283e-08,-1.3112784e-08,-9.747133e-12,-4.7425998e-31,1.3112784e-08,3.9184683e-32,-3.3109659e-52,2.1854673e-09,-2.4798627e-12,2.3710664e-31,2.1854636e-09,1.7258089e-32,-4.3709309e-09
0.00086769924,1.0113664e-06,-0.00025981593,2.2766213e-19,-1.0090213e-06,3.1815784e-22,-2.3450912e-09,-2.0138116e-07,-8.5241417e-10,4.3995337e-25,2.0138116e-07,-2.0703302e-22,2.9503194e-37,3.3564119e-08,-1.3323456e-12,2.927546e-25,3.3564107e-08,-1.0351678e-22,-6.7128227e-08
0.0017874829,5.9872587e-06,-0.00085573559,-3.1885098e-19,-5.976371e-06,-4.209513e-22,-1.0887804e-08,-1.8140636e-06,-1.3620324e-08,-5.0255418e-24,1.8140636e-06,1.1248139e-21,2.3849421e-36,3.0236072e-07,-1.1185531e-11,-4.3075509e-24,3.0236056e-07,5.6240938e-22,-6.0472128e-07
0.0027624773,2.099379e-05,-0.001935882,-7.9829128e-19,-2.0970445e-05,-1.1429718e-21,-2.3345395e-08,-8.4110119e-06,-9.5846029e-08,-1.4052114e-23,8.4110119e-06,3.1489742e-21,1.6888528e-35,1.4020149e-06,-5.0788252e-11,-1.1526744e-23,1.4020138e-06,1.5744953e-21,-2.8040287e-06
0.0037959966,5.4646183e-05,-0.0034822659,-2.5228816e-19,-5.4590607e-05,-4.0471029e-22,-5.5576025e-08,-2.5907402e-05,-4.2066198e-07,-8.5978736e-24,2.5907402e-05,1.8195887e-21,1.4797309e-35,4.3190267e-06,-2.1658598e-10,-6.9403384e-24,4.3190195e-06,9.0979983e-22,-8.638046e-06
0.0048915537,0.00011823762,-0.0053712999,-4.6585178e-25,-0.00011816943,-4.8721448e-25,-6.8187967e-08,-6.001257e-05,-1.3532014e-06,-8.8446596e-27,6.001257e-05,5.7964674e-27,-1.24117e-47,1.0007141e-05,-3.5554549e-10,4.3291017e-27,1.0007126e-05,3.073937e-27,-2.0014266e-05
0.0060528726,0.00022611838,-0.0073534706,1.597589e-17,-0.00022618645,1.1173214e-19,6.8077245e-08,-0.00011065704,-3.4594158e-06,4.6723291e-21,0.00011065704,-2.6251141e-19,1.4211685e-33,1.8460806e-05,6.4442375e-10,3.7614814e-21,1.8460853e-05,-1.3126958e-19,-3.6921659e-05
0.0072839007,0.00039542338,-0.0090121952,2.4020791e-18,-0.00039566256,2.5097725e-20,2.3917583e-07,-0.00016451513,-7.2761913e-06,-1.9980449e-21,0.00016451513,-2.8329175e-20,5.5640884e-33,2.7473285e-05,2.2636568e-09,-2.1870224e-21,2.7473484e-05,-1.4161785e-20,-5.4946769e-05
0.0085888223,0.00064453125,-0.0097995994,-2.4915564e-17,-0.00064451223,-1.7700174e-19,-1.9021526e-08,-0.00019386472,-1.2675494e-05,-1.5784935e-20,0.00019386472,4.9507313e-19,6.6661594e-33,3.2453466e-05,-1.7158709e-10,-1.4016115e-20,3.2453353e-05,2.4758303e-19,-6.4906818e-05
0.0099720729,0.00098997962,-0.0092642467,-1.1358836e-17,-0.0009895357,-9.0497448e-20,-4.439207e-07,-0.00017480602,-1.8108528e-05,-9.1251424e-21,0.00017480602,2.6125452e-19,2.5241297e-33,2.9469508e-05,-4.1980905e-09,-8.0768396e-21,2.9468578e-05,1.3065708e-19,-5.8938086e-05
0.011438354,0.0014409132,-0.0073627267,-1.2474423e-17,-0.0014409658,-2.1750303e-19,5.2614686e-08,-0.0001142298,-2.0617519e-05,-2.0862598e-20,0.0001142298,1.155823e-19,2.1080891e-33,1.9745037e-05,-6.9215502e-10,-1.9882463e-20,1.9745493e-05,5.7950631e-20,-3.949053e-05
0.01299265,0.0019941011,-0.0045044255,2.6427576e-18,-0.0019953054,4.6081352e-20,1.2042912e-06,-4.8229982e-05,-1.7066865e-05,1.3401462e-20,4.8229982e-05,7.0046158e-20,5.2019814e-33,9.3863634e-06,4.4360158e-09,1.4040867e-20,9.3914867e-06,3.4926397e-20,-1.877785e-05
0.014640245,0.0026366836,-0.0012471549,1.5102184e-17,-0.0026381574,2.6333166e-19,1.4738279e-06,-1.0917146e-05,-5.5277064e-06,3.4234017e-20,1.0917146e-05,-4.5449848e-20,3.0932747e-33,4.1714898e-06,2.383045e-09,3.3893931e-20,4.1790878e-06,-2.2980891e-20,-8.3505776e-06
0.016386737,0.0033542629,0.0020065346,4.2122075e-24,-0.003354897,4.2788037e-24,6.3406126e-07,-1.5000354e-05,1.4534672e-05,2.3857754e-27,1.5000354e-05,2.647234e-26,-1.7434076e-45,6.3041016e-06,-1.9618914e-10,1.8632529e-26,6.3079333e-06,-3.1981039e-27,-1.2612035e-05
0.018238064,0.0041351011,0.005074941,-6.5398881e-17,-0.0041348391,-2.2352839e-18,-2.6204204e-07,-5.732964e-05,4.2988848e-05,-2.9612324e-19,5.732964e-05,-8.8610634e-19,2.1628045e-32,1.5334986e-05,1.9005758e-09,-3.1140997e-19,1.5332565e-05,-4.3852243e-19,-3.0667552e-05
0.020200518,0.0049699764,0.0079192057,1.4252393e-16,-0.0049693473,5.3202717e-18,-6.2912658e-07,-0.00013017734,7.9633887e-05,8.2924365e-19,0.00013017734,2.8498769e-18,2.2360848e-31,3.004476e-05,5.0749632e-09,8.8229642e-19,3.0038471e-05,1.4112337e-18,-6.008323e-05
0.022280771,0.0058518258,0.010561897,6.0581343e-17,-0.0058512136,2.0329369e-18,-6.1225912e-07,-0.00022690997,0.00012439931,1.9206617e-19,0.00022690997,4.0476435e-19,3.2559399e-31,4.9392683e-05,6.3897853e-09,1.974411e-19,4.9385574e-05,1.9960517e-19,-9.8778255e-05
0.024485892,0.0067756769,0.013042593,-1.4740408e-16,-0.0067751973,-5.524731e-18,-4.7956625e-07,-0.00034316422,0.00017736924,-9.3370683e-19,0.00034316422,-3.3324234e-18,1.2362434e-31,7.2715283e-05,6.1653551e-09,-9.9669157e-19,7.2708851e-05,-1.6507472e-18,-0.00014542413
0.026823378,0.0077382233,0.015400193,-1.5404633e-16,-0.0077378683,-9.086801e-18,-3.5503096e-07,-0.00047645561,0.00023876215,-1.2737654e-18,0.00047645561,-4.9158436e-18,1.3531789e-31,9.9662683e-05,5.4004797e-09,-1.4208519e-18,9.9657241e-05,-2.423796e-18,-0.00019931993
0.029301173,0.0087372436,0.017667751,-1.7175797e-17,-0.0087369815,-1.1048186e-18,-2.6204388e-07,-0.00062558021,0.00030890079,-3.8167572e-21,0.00062558021,8.7275511e-20,2.4666925e-31,0.00013009962,4.5825483e-09,-2.9178212e-21,0.00013009508,4.455793e-20,-0.00026019471
0.0319277,0.0097711425,0.019872016,5.2176932e-17,-0.0097709477,-1.1960687e-19,-1.9478578e-07,-0.00079016191,0.00038818569,4.0519906e-19,0.00079016191,1.4420734e-18,1.9071309e-31,0.00016403018,3.8371976e-09,3.7985846e-19,0.0001640264,7.2618926e-19,-0.00032805658
0.034711887,0.010838658,0.022034355,8.1995617e-17,-0.010838512,6.2744613e-18,-1.4570275e-07,-0.00097036118,0.00047707531,1.0347748e-18,0.00097036118,3.9540707e-18,2.0325929e-31,0.00020154896,3.1862343e-09,1.1923091e-18,0.00020154582,1.9405132e-18,-0.00040309477
0.037663197,0.01193867,0.024171893,8.9287566e-17,-0.01193856,7.6973411e-18,-1.0945014e-07,-0.0011666983,0.00057607173,9.2053245e-19,0.0011666983,3.7914776e-18,2.4034267e-31,0.0002428111,2.6276756e-09,1.0874616e-18,0.00024280851,1.8593577e-18,-0.00048561961
