0.000000000000000000e+00	1.034429999999999961e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.588249999999999551e-02	1.069620000000000015e+00	0.000000000000000000e+00	9.547219999999999596e-01	1.403710000000000027e-02	2.259870000000000195e-03	4.964869999999999700e-02	-4.516009999999999990e-03	-7.212940000000000367e-04	1.071519999999999938e-02	-5.191260000000000167e-05	6.049270000000000341e-02	6.042829999999999729e-02
9.589590000000000614e-02	1.065139999999999976e+00	0.000000000000000000e+00	9.406579999999999941e-01	1.145129999999999933e-02	2.153140000000000002e-03	5.333620000000000028e-02	-4.963910000000000197e-03	-6.699609999999999507e-04	1.010349999999999963e-02	-5.605869999999999912e-05	5.949979999999999852e-02	6.146979999999999805e-02
9.590859999999999663e-02	1.060920000000000085e+00	0.000000000000000000e+00	9.241089999999999582e-01	8.858990000000000614e-03	2.041020000000000161e-03	5.741849999999999732e-02	-5.431670000000000421e-03	-6.175230000000000302e-04	9.541529999999999456e-03	-5.967089999999999818e-05	5.830040000000000222e-02	6.263019999999999698e-02
9.592050000000000576e-02	1.056939999999999991e+00	0.000000000000000000e+00	9.050319999999999476e-01	6.301659999999999727e-03	1.910390000000000092e-03	6.183120000000000283e-02	-5.902880000000000106e-03	-5.628900000000000266e-04	9.024350000000000427e-03	-6.364380000000000211e-05	5.692730000000000012e-02	6.389140000000000097e-02
9.593169999999999475e-02	1.053180000000000005e+00	0.000000000000000000e+00	8.835210000000000008e-01	3.794819999999999964e-03	1.756989999999999941e-03	6.647559999999999580e-02	-6.363169999999999590e-03	-5.058000000000000430e-04	8.543540000000000509e-03	-6.759529999999999976e-05	5.541290000000000104e-02	6.521599999999999620e-02
9.594229999999999425e-02	1.049630000000000063e+00	0.000000000000000000e+00	8.596300000000000052e-01	1.383729999999999899e-03	1.585629999999999982e-03	7.124239999999999740e-02	-6.799780000000000060e-03	-4.462819999999999938e-04	8.094840000000000715e-03	-7.091149999999999353e-05	5.380200000000000260e-02	6.656960000000000655e-02
9.595230000000000425e-02	1.046289999999999942e+00	0.000000000000000000e+00	8.332619999999999472e-01	-8.954310000000000264e-04	1.407159999999999965e-03	7.600790000000000324e-02	-7.200070000000000255e-03	-3.820529999999999825e-04	7.671850000000000024e-03	-7.284749999999999667e-05	5.212320000000000147e-02	6.790150000000000352e-02
9.596179999999999988e-02	1.043139999999999956e+00	0.000000000000000000e+00	8.037760000000000460e-01	-2.984839999999999889e-03	1.244499999999999947e-03	8.056439999999999435e-02	-7.541159999999999877e-03	-3.183579999999999765e-04	7.263740000000000301e-03	-7.255359999999999598e-05	5.038890000000000036e-02	6.910850000000000326e-02
9.597070000000000600e-02	1.040159999999999973e+00	0.000000000000000000e+00	7.725649999999999462e-01	-4.821670000000000122e-03	1.104390000000000016e-03	8.465229999999999977e-02	-7.814659999999999315e-03	-2.619580000000000151e-04	6.865659999999999992e-03	-7.006529999999999475e-05	4.868170000000000136e-02	7.009980000000000377e-02
9.597909999999999775e-02	1.037349999999999994e+00	0.000000000000000000e+00	7.400390000000000024e-01	-6.483850000000000204e-03	9.820820000000000070e-04	8.830609999999999848e-02	-8.029369999999999216e-03	-2.138060000000000058e-04	6.476729999999999987e-03	-6.604430000000000055e-05	4.699509999999999799e-02	7.088899999999999368e-02
9.598700000000000288e-02	1.034699999999999953e+00	0.000000000000000000e+00	7.054550000000000542e-01	-7.877250000000000571e-03	8.838949999999999932e-04	9.125500000000000278e-02	-8.157140000000000224e-03	-1.723019999999999912e-04	6.087450000000000326e-03	-6.071150000000000309e-05	4.534969999999999973e-02	7.134609999999999563e-02
9.599449999999999650e-02	1.032210000000000072e+00	0.000000000000000000e+00	6.694360000000000310e-01	-8.937030000000000321e-03	8.179710000000000193e-04	9.323729999999999518e-02	-8.180250000000000021e-03	-1.317230000000000126e-04	5.691049999999999581e-03	-5.550179999999999773e-05	4.378800000000000053e-02	7.135819999999999663e-02
9.600150000000000350e-02	1.029849999999999932e+00	0.000000000000000000e+00	6.334539999999999615e-01	-9.844590000000000285e-03	7.689489999999999997e-04	9.469560000000000477e-02	-8.153109999999999871e-03	-9.315439999999999702e-05	5.302679999999999720e-03	-5.037529999999999862e-05	4.229290000000000133e-02	7.114560000000000328e-02
9.600820000000000187e-02	1.027619999999999978e+00	0.000000000000000000e+00	5.955580000000000318e-01	-1.039239999999999955e-02	7.537629999999999591e-04	9.485330000000000150e-02	-7.994180000000000036e-03	-5.896279999999999729e-05	4.898399999999999803e-03	-4.525449999999999845e-05	4.086920000000000136e-02	7.031049999999999800e-02
9.601450000000000262e-02	1.025530000000000053e+00	0.000000000000000000e+00	5.584059999999999580e-01	-1.072369999999999921e-02	7.467389999999999532e-04	9.432930000000000481e-02	-7.772349999999999919e-03	-2.745170000000000010e-05	4.498030000000000084e-03	-4.048309999999999870e-05	3.952590000000000270e-02	6.917660000000000475e-02
9.602040000000000575e-02	1.023549999999999960e+00	0.000000000000000000e+00	5.207279999999999687e-01	-1.082819999999999963e-02	7.490879999999999674e-04	9.285960000000000047e-02	-7.463980000000000267e-03	1.260719999999999923e-07	4.095729999999999683e-03	-3.566809999999999821e-05	3.823510000000000103e-02	6.759519999999999418e-02
9.602600000000000025e-02	1.021679999999999922e+00	0.000000000000000000e+00	4.836179999999999923e-01	-1.070899999999999977e-02	7.496519999999999573e-04	9.058339999999999448e-02	-7.080580000000000380e-03	3.030229999999999954e-05	3.695739999999999876e-03	-3.118810000000000045e-05	3.698119999999999880e-02	6.563009999999999677e-02
9.603119999999999712e-02	1.019919999999999938e+00	0.000000000000000000e+00	4.466430000000000122e-01	-1.042880000000000022e-02	7.456939999999999793e-04	8.755430000000000157e-02	-6.633820000000000341e-03	6.251920000000000274e-05	3.301099999999999954e-03	-2.686370000000000167e-05	3.575049999999999756e-02	6.330299999999999816e-02
9.603620000000000212e-02	1.018259999999999943e+00	0.000000000000000000e+00	4.106420000000000070e-01	-9.994730000000000281e-03	7.356249999999999508e-04	8.396339999999999359e-02	-6.141930000000000306e-03	9.380569999999999534e-05	2.917780000000000026e-03	-2.261669999999999981e-05	3.450389999999999707e-02	6.069250000000000339e-02
9.604089999999999849e-02	1.016690000000000094e+00	0.000000000000000000e+00	3.747039999999999815e-01	-9.392660000000000592e-03	7.136980000000000234e-04	7.950930000000000497e-02	-5.585019999999999568e-03	1.251339999999999983e-04	2.544369999999999792e-03	-1.833540000000000067e-05	3.320460000000000078e-02	5.762910000000000255e-02
9.604530000000000012e-02	1.015209999999999946e+00	0.000000000000000000e+00	3.407350000000000101e-01	-8.787349999999999328e-03	6.920710000000000490e-04	7.518439999999999845e-02	-5.047620000000000058e-03	1.533410000000000079e-04	2.190740000000000048e-03	-1.433960000000000074e-05	3.194330000000000086e-02	5.465919999999999807e-02
