y,k
0,1e-10
0.00086769924,6.9623325e-07
0.0017874829,5.7959756e-06
0.0027624773,2.524571e-05
0.0037959966,7.6483355e-05
0.0048915537,0.0001852891
0.0060528726,0.00038643311
0.0072839007,0.00072179467
0.0085888223,0.0012319156
0.0099720729,0.0019386351
0.011438354,0.0028270786
0.01299265,0.0038457119
0.014640245,0.0049295157
0.016386737,0.0060256526
0.018238064,0.0071030495
0.020200518,0.0081484422
0.022280771,0.0091590743
0.024485892,0.010137229
0.026823378,0.011087153
0.029301173,0.012013564
0.0319277,0.012921015
0.034711887,0.013813652
0.037663197,0.014695173
0.040791661,0.015568848
0.044107915,0.016437572
0.047623229,0.017303928
0.051349553,0.018170234
0.055299553,0.019038597
0.059486654,0.019910949
0.06392509,0.020789089
0.068629948,0.021674702
0.073617218,0.022569392
0.078903853,0.0234747
0.084507823,0.024392121
0.090448176,0.025323117
0.096745104,0.026269138
0.10342001,0.027231622
0.11049558,0.028212014
0.11799587,0.029211768
0.12594638,0.030232355
0.13437411,0.031275268
0.14330773,0.032342026
0.1527776,0.033434169
0.1628159,0.034553264
0.17345677,0.035700892
0.18473635,0.036878644
0.19669301,0.038088104
0.20936737,0.039330826
0.22280253,0.040608308
0.23704414,0.04192195
0.25214061,0.043272998
0.26814327,0.044662478
0.28510649,0.046091101
0.30308795,0.047559146
0.32214876,0.04906631
0.34235371,0.05061152
0.36377149,0.052192693
0.38647488,0.053806447
0.41054106,0.055447736
0.43605183,0.057109427
0.46309391,0.058781782
0.49175922,0.060451878
0.52214518,0.062102921
0.55435509,0.06371352
0.58849842,0.065256974
0.62469124,0.066700587
0.66305656,0.068005136
0.70372479,0.069124677
0.74683417,0.070006833
0.79253123,0.070591299
0.84097128,0.070819701
0.892319,0.070634264
0.9467489,0.069977024
1.004446,0.06880406
1.0656064,0.067090872
1.1304381,0.064840146
1.1668563,0.063380977
1.1991613,0.062087767
1.2720096,0.058905036
1.3492308,0.055397758
1.4310872,0.0517002
1.5178571,0.047991781
1.6046271,0.044525414
1.6864835,0.041468371
1.7637046,0.038812682
1.836553,0.036492439
1.9052762,0.034443871
1.9701079,0.032613988
2.0312683,0.030961081
2.0889654,0.029453278
2.1433953,0.028066524
2.194743,0.026782466
2.2431831,0.025587322
2.2888801,0.024470799
2.3319895,0.023424754
2.3726577,0.022442816
2.411023,0.021519942
2.4472159,0.020652122
2.4813592,0.01983617
2.5135691,0.019069585
2.5439551,0.018350459
2.5726204,0.01767741
2.5826574,0.017444364
2.5996625,0.017049549
2.6251732,0.016466419
2.6492394,0.015927984
2.6719428,0.015434594
2.6933606,0.014986936
2.7135655,0.01458596
2.7326263,0.014232778
2.7506078,0.013928533
2.767571,0.013674212
2.7835737,0.013470431
2.7986701,0.013317193
2.8129118,0.013213631
2.8263469,0.013157801
2.8390213,0.013146518
2.8509779,0.013175319
2.8622575,0.013238634
2.8728984,0.013329933
2.8829367,0.013442029
2.8924066,0.013567549
2.9013402,0.013699292
2.9097679,0.013830568
2.9177184,0.013955451
2.9252187,0.014068928
2.9322943,0.014166953
2.9389692,0.014246421
2.9452661,0.014305073
2.9512065,0.014341375
2.9568104,0.014354367
2.9620971,0.014343547
2.9670843,0.014308645
2.9717892,0.014249527
2.9762276,0.014166134
2.9804147,0.014058295
2.9843647,0.01392563
2.9880911,0.013767446
2.9916064,0.013582626
2.9949226,0.013369505
2.9980511,0.013125736
3.0010024,0.012848118
3.0037866,0.012532407
3.0064131,0.012173084
3.0088909,0.011763083
3.0112284,0.011293507
3.0134335,0.010753372
3.0155138,0.01012951
3.0174762,0.0094069105
3.0193275,0.0085700704
3.021074,0.0076064196
3.0227216,0.0065134324
3.0242759,0.005310805
3.0257422,0.0040554581
3.0271255,0.0028473363
3.0284304,0.0018062028
3.0296614,0.0010196162
3.0308227,0.00050340552
3.0319183,0.00021057634
3.0329518,6.984693e-05
3.0339268,1.6057127e-05
3.0348466,1.9292592e-06
3.0357143,1e-10
