y,k
0,1e-10
0.00086769924,6.6057459e-07
0.0017874829,5.4990177e-06
0.0027624773,2.3951806e-05
0.0037959966,7.2566443e-05
0.0048915537,0.000175845
0.0060528726,0.00036702242
0.0072839007,0.00068676158
0.0085888223,0.0011759778
0.0099720729,0.0018596699
0.011438354,0.0027278529
0.01299265,0.0037320671
0.014640245,0.0048065219
0.016386737,0.0058954501
0.018238064,0.0069651793
0.020200518,0.0080010349
0.022280771,0.0089997555
0.024485892,0.0099635749
0.026823378,0.010896863
0.029301173,0.011804502
0.0319277,0.012691196
0.034711887,0.013561218
0.037663197,0.014418361
0.040791661,0.01526597
0.044107915,0.016106993
0.047623229,0.016944048
0.051349553,0.017779476
0.055299553,0.018615397
0.059486654,0.019453749
0.06392509,0.020296326
0.068629948,0.021144804
0.073617218,0.022000776
0.078903853,0.022865761
0.084507823,0.02374123
0.090448176,0.024628619
0.096745104,0.025529341
0.10342001,0.026444795
0.11049558,0.027376377
0.11799587,0.028325483
0.12594638,0.029293516
0.13437411,0.030281886
0.14330773,0.03129201
0.1527776,0.032325306
0.1628159,0.033383189
0.17345677,0.034467054
0.18473635,0.035578258
0.19669301,0.036718095
0.20936737,0.03788776
0.22280253,0.039088295
0.23704414,0.040320536
0.25214061,0.04158502
0.26814327,0.042881882
0.28510649,0.044210723
0.30308795,0.045570435
0.32214876,0.046958988
0.34235371,0.048373171
0.36377149,0.049808281
0.38647488,0.051257705
0.41054106,0.052712439
0.43605183,0.054160585
0.46309391,0.055586778
0.49175922,0.056971513
0.52214518,0.058290497
0.55435509,0.059514053
0.58849842,0.060606671
0.62469124,0.061526874
0.66305656,0.06222636
0.70372479,0.062649645
0.74683417,0.062749782
0.79253123,0.062477756
0.84097128,0.061781033
0.892319,0.06062576
0.9467489,0.058997557
1.004446,0.056894968
1.0656064,0.054346932
1.1304381,0.051455157
1.1991613,0.048389058
1.2720096,0.045330118
1.3492308,0.042400559
1.4310872,0.039644998
1.5178571,0.037094898
1.6046271,0.034827558
1.6864835,0.032867342
1.7637046,0.031148719
1.836553,0.029604799
1.9052762,0.028191438
1.9701079,0.026880115
2.0312683,0.02565257
2.0889654,0.024497024
2.1433953,0.02340568
2.194743,0.02237311
2.2431831,0.021395316
2.2888801,0.020469221
2.3319895,0.019592287
2.3726577,0.018762293
2.411023,0.017977264
2.4472159,0.017235443
2.4813592,0.016535284
2.5135691,0.015875454
2.5439551,0.01525485
2.5726204,0.014672609
2.5826596,0.01447047
2.5996625,0.014128127
2.6251732,0.013621069
2.6492394,0.013151372
2.6719428,0.012719256
2.6933606,0.012325205
2.7135655,0.011969946
2.7326263,0.0116544
2.7506078,0.011379609
2.767571,0.011146627
2.7835737,0.010956381
2.7986701,0.010809492
2.8129118,0.010706075
2.8263469,0.010645697
2.8390213,0.010626704
2.8509779,0.010646418
2.8622575,0.01070142
2.8728984,0.010787118
2.8829367,0.01089807
2.8924066,0.011028227
2.9013402,0.011171233
2.9097679,0.011320737
2.9177184,0.011470703
2.9252187,0.011615544
2.9322943,0.011750346
2.9389692,0.011871004
2.9452661,0.011974138
2.9512065,0.012057092
2.9568104,0.012117856
2.9620971,0.012154926
2.9670843,0.012167277
2.9717892,0.012154179
2.9762276,0.012115028
2.9804147,0.012049303
2.9843647,0.011956431
2.9880911,0.011835672
2.9916064,0.011686008
2.9949226,0.011506023
2.9980511,0.011293775
3.0010024,0.011046651
3.0037866,0.010761199
3.0064131,0.010432934
3.0088909,0.010056129
3.0112284,0.009623593
3.0134335,0.0091265103
3.0155138,0.008554448
3.0174762,0.0078958116
3.0193275,0.0071392929
3.021074,0.0062772908
3.0227216,0.0053127042
3.0242759,0.0042698531
3.0257422,0.0032060035
3.0271255,0.0022108852
3.0284304,0.0013796015
3.0296614,0.00076919951
3.0308227,0.00037693165
3.0319183,0.00015710322
3.0329518,5.203862e-05
3.0339268,1.1958454e-05
3.0348466,1.4367004e-06
3.0357143,1e-10
