y,R_0,R_1,R_2,R_3,R_4,R_5
0,6.6666719e-11,-3.6520606e-20,-5.4764351e-40,6.6666633e-11,-1.8025841e-41,6.6666648e-11
0.00086769924,4.3982604e-07,2.4978265e-09,-4.4102772e-32,4.3977031e-07,-1.0329504e-31,4.3978876e-07
0.0017874829,3.6632976e-06,6.1229295e-08,3.0623762e-30,3.6600238e-06,-3.9013527e-30,3.6609697e-06
0.0027624773,1.5983494e-05,5.7458364e-07,3.9455108e-29,1.5924781e-05,1.6154978e-29,1.5940128e-05
0.0037959966,4.8625802e-05,3.1746849e-06,3.4296392e-29,4.8080902e-05,1.0486663e-28,4.8213735e-05
0.0048915537,0.00011876828,1.2467498e-05,1.9859029e-29,0.00011548602,-2.8612671e-28,0.00011624913
0.0060528726,0.00025092712,3.8213378e-05,3.5418026e-27,0.00023662958,3.6963004e-28,0.00023985357
0.0072839007,0.00047642388,9.5881937e-05,-3.943174e-27,0.00042892287,2.619563e-27,0.00043943568
0.0085888223,0.00082588855,0.00020199051,4.3423096e-27,0.00070200231,-5.9047007e-27,0.00072912225
0.0099720729,0.0013123834,0.00036355065,2.7316458e-26,0.0010527745,2.6484415e-27,0.0011093126
0.011438354,0.0019160966,0.00056916998,-4.9686537e-26,0.0014669986,5.8402049e-27,0.0015649229
0.01299265,0.0025886216,0.00079166635,1.099689e-25,0.0019264246,-6.693228e-26,0.002072182
0.014640245,0.0032761826,0.0010007172,4.3917235e-25,0.0024157487,-4.5610147e-26,0.0026087437
0.016386737,0.0039408387,0.0011740564,1.7580894e-26,0.0029253544,3.1458315e-26,0.003159666
0.018238064,0.004566322,0.0013007022,6.7739079e-25,0.0034499398,-1.5330312e-25,0.0037173555
0.020200518,0.0051526793,0.001378703,1.2133867e-24,0.0039856743,-1.7383061e-25,0.0042785343
0.022280771,0.0057083135,0.0014115937,2.1764775e-24,0.0045284193,1.2692989e-26,0.004841488
0.024485892,0.0062439307,0.0014054761,-4.2336555e-24,0.0050735785,8.9285874e-25,0.0054047612
0.026823378,0.0067692258,0.0013670455,-1.0167698e-23,0.0056167537,1.0123403e-24,0.0059669306
0.029301173,0.007291679,0.001302462,-6.8707186e-24,0.0061543594,-8.5767922e-26,0.0065267658
0.0319277,0.0078165517,0.0012168638,6.1057198e-24,0.0066838761,-1.0449347e-24,0.0070833741
0.034711887,0.0083473631,0.0011142864,1.3489675e-23,0.0072037939,-7.1868509e-25,0.0076362304
0.037663197,0.0088864356,0.00099778464,-1.4190099e-24,0.0077134083,4.9259894e-25,0.0081851245
0.040791661,0.0094353432,0.00086962266,-1.0206171e-23,0.0082125938,9.9621374e-25,0.0087300789
0.044107915,0.0099952267,0.00073146113,-3.7980259e-23,0.0087016143,1.7421207e-24,0.0092712695
0.047623229,0.010566999,0.00058451455,-2.6708858e-23,0.0091809835,1.0216358e-25,0.0098089625
0.051349553,0.011151473,0.00042967325,1.4106868e-23,0.009651369,-1.0606173e-24,0.01034347
0.055299553,0.011749435,0.00026759438,-2.3638657e-23,0.010113531,5.9184148e-25,0.010875116
0.059486654,0.012361689,9.8768007e-05,-2.2356356e-24,0.010568282,3.0447363e-25,0.011404226
0.06392509,0.012989081,-7.6435232e-05,-2.9445862e-23,0.011016468,1.0984309e-24,0.011931107
0.068629948,0.013632514,-0.00025773029,-3.16087e-23,0.011458951,-9.76615e-25,0.012456051
0.073617218,0.014292952,-0.0004448938,1.1071039e-22,0.011896609,-2.2550737e-24,0.01297933
0.078903853,0.014971425,-0.00063774757,-2.546497e-23,0.012330335,3.4378877e-24,0.013501196
0.084507823,0.015669028,-0.00083614757,-1.2579831e-22,0.01276104,3.1745262e-24,0.014021889
0.090448176,0.016386919,-0.0010399769,-4.1822929e-23,0.013189663,1.4544412e-24,0.014541633
0.096745104,0.017126314,-0.0012491424,-2.3226951e-22,0.013617176,9.4886024e-24,0.015060644
0.10342001,0.017888481,-0.0014635727,-3.5370883e-22,0.014044602,1.4079322e-23,0.015579131
0.11049558,0.018674728,-0.0016832196,-5.0725129e-22,0.014473028,1.9842081e-23,0.016097291
0.11799587,0.019486389,-0.0019080587,-5.3839861e-22,0.014903627,1.6907027e-23,0.016615318
0.12594638,0.020324801,-0.0021380925,-2.7225677e-22,0.015337679,5.4587597e-24,0.01713339
0.13437411,0.021191279,-0.0023733516,-2.079404e-22,0.015776606,1.1466007e-23,0.017651671
0.14330773,0.022087071,-0.0026138946,-2.2733129e-22,0.016222002,1.6887601e-23,0.018170294
0.1527776,0.023013311,-0.0028598063,-1.9869371e-22,0.016675693,1.2928381e-23,0.018689352
0.1628159,0.023970955,-0.0031111946,3.6279625e-22,0.017139781,-3.0913889e-23,0.019208874
0.17345677,0.024960584,-0.0033681255,4.9248372e-22,0.017616758,-4.4095399e-23,0.019728843
0.18473635,0.025982497,-0.0036306766,5.1356342e-22,0.018109506,-4.8958875e-23,0.020249099
0.19669301,0.027036675,-0.0038989261,8.6733242e-22,0.018621336,-8.5942504e-23,0.020769216
0.20936737,0.028122226,-0.0041727275,7.5911834e-22,0.019156275,-8.2268426e-23,0.021288583
0.22280253,0.029237279,-0.0044516445,2.5747227e-22,0.019719165,-1.6757307e-23,0.0218063
0.23704414,0.03037903,-0.004734885,-4.8579214e-22,0.020315756,8.2538725e-23,0.022320962
0.25214061,0.031543649,-0.0050211197,-1.6763739e-21,0.020952836,2.7551307e-22,0.022830382
0.26814327,0.032725434,-0.0053079686,-2.0096815e-21,0.021638767,3.5834659e-22,0.023331617
0.28510649,0.033916988,-0.0055920291,-1.2451362e-21,0.022384128,2.7401614e-22,0.023820631
0.30308795,0.035112527,-0.00586941,-1.8297961e-21,0.02319954,4.6521572e-22,0.0242895
0.32214876,0.036307967,-0.006132024,-1.3731258e-21,0.024089276,3.5783761e-22,0.024722333
0.34235371,0.037515976,-0.0063843615,-2.0549502e-22,0.025073491,7.9858172e-23,0.025092769
0.36377149,0.038845218,-0.0066708185,6.0965877e-22,0.026155656,-2.7236782e-22,0.025305678
0.38647488,0.039676938,-0.0068451776,3.0444784e-22,0.02754499,-9.3563438e-23,0.02575218
0.41054106,0.039710459,-0.0067784856,-1.3540906e-22,0.029343082,3.7462425e-23,0.02671586
0.43605183,0.039554687,-0.0065367753,3.6045114e-22,0.03133908,-2.3589788e-22,0.027893639
0.46309391,0.039440659,-0.0061861494,1.5996294e-22,0.033335065,-1.3715289e-22,0.029097343
0.49175922,0.039451621,-0.0059557801,1.0383501e-22,0.035055015,-1.1396954e-22,0.030121977
0.52214518,0.03966443,-0.0062311818,-4.4463731e-23,0.036196336,2.7991659e-23,0.030706345
0.55435509,0.040059421,-0.0072175198,7.4590005e-23,0.036614971,-2.3767011e-23,0.030707923
0.58849842,0.040540704,-0.0087146373,3.6922626e-22,0.036404963,-2.1527879e-22,0.030238094
0.62469124,0.041077586,-0.010361775,4.6666683e-22,0.035771165,-2.689859e-22,0.029559595
0.66305656,0.041543254,-0.011850992,-1.4577983e-21,0.03492022,3.9921685e-22,0.028930697
0.70372479,0.041573034,-0.012826891,-3.2648127e-21,0.034026505,9.9107355e-22,0.028595677
0.74683417,0.041076734,-0.013172654,-4.5508845e-21,0.033143369,1.177041e-21,0.028529711
0.79253123,0.040379104,-0.01320662,-2.8283099e-21,0.032226167,7.0627392e-22,0.028401675
0.84097128,0.039653691,-0.013181244,5.0174072e-21,0.03122054,-9.3725404e-22,0.028015773
0.892319,0.038818461,-0.013090554,7.9101103e-21,0.030063746,-1.5728685e-21,0.027371487
