y,k
0.44812865,1e-10
0.44889173,2.6611998e-09
0.44970062,2.2111285e-08
0.45055804,9.6268795e-08
0.4514669,2.9168763e-07
0.4524303,7.0788427e-07
0.4534515,1.4849518e-06
0.45453396,2.8140463e-06
0.45568137,4.9505095e-06
0.45689761,8.2296636e-06
0.45818681,1.3085167e-05
0.45955335,2.0069461e-05
0.46100186,2.9874462e-05
0.46253725,4.3348918e-05
0.46416474,6.1505958e-05
0.46588984,8.5509931e-05
0.46771841,0.00011662809
0.46965663,0.00015613178
0.47171109,0.00020513868
0.47388874,0.00026440899
0.47619696,0.00033414136
0.47864358,0.00041384337
0.48123688,0.00050234687
0.48398565,0.00059798506
0.48689919,0.00069887307
0.48998737,0.00080319093
0.49326063,0.00090938559
0.49673006,0.0010162642
0.50040738,0.0011229983
0.50430504,0.0012290772
0.50843621,0.0013342426
0.51281485,0.0014384246
0.51745575,0.0015416888
0.5223746,0.0016441952
0.52758798,0.0017461692
0.5331135,0.0018478822
0.5389698,0.0019496401
0.54517662,0.0020517774
0.55175487,0.002154657
0.55872671,0.0022586733
0.56611562,0.0023642602
0.57394645,0.0024719044
0.58224554,0.0025821654
0.59104077,0.0026957055
0.60036169,0.0028133372
0.61023957,0.0029360967
0.62070753,0.0030653671
0.63180065,0.0032030877
0.64355608,0.0033521321
0.65601313,0.0035170236
0.66921344,0.0037053447
0.68320109,0.0039293291
0.69802271,0.0042069922
0.71372771,0.0045679655
0.73036835,0.0050744101
0.74799993,0.0058551875
0.76668101,0.0071508143
0.78647352,0.0093467126
0.80744298,0.012716078
0.82965874,0.016738107
0.85319413,0.02015103
0.87812672,0.02216122
0.90453854,0.022942973
0.93251635,0.023179808
0.96215187,0.023669507
0.99354207,0.025110132
1.0138311,0.026677933
1.0267912,0.027696253
1.0620087,0.03074613
1.0993063,0.033501485
1.1388048,0.035624556
1.1806322,0.037014597
1.2249233,0.037725331
1.2718207,0.03789869
1.321475,0.037659551
1.3740452,0.037014639
1.4296989,0.035989248
1.4886134,0.034659998
1.5509756,0.033067804
1.6169826,0.031253107
1.6868426,0.029266827
1.760775,0.027193514
1.8345848,0.02518181
1.9041042,0.023348285
1.9695896,0.02171003
2.0312813,0.020248107
2.0894046,0.01894112
2.0951232,0.018818616
2.1441731,0.017768344
2.1957821,0.016711269
2.244417,0.01575406
2.2902523,0.014883492
2.3334521,0.014088673
2.3741702,0.013360769
2.4125513,0.012692902
2.4487314,0.012079572
2.4828384,0.011515854
2.5149925,0.01099755
2.5453067,0.010521489
2.5738875,0.010085242
2.6008349,0.0096868818
2.6262432,0.0093248934
2.650201,0.0089980985
2.6727917,0.0087055851
2.6940941,0.00844663
2.714182,0.0082206114
2.7331252,0.0080269109
2.7509893,0.007864808
2.7678362,0.0077333747
2.7837241,0.0076313814
2.7987078,0.0075572258
2.812839,0.0075088887
2.8261666,0.0074839609
2.8387363,0.007479389
2.8505915,0.0074920094
2.8617729,0.007519696
2.872319,0.0075596778
2.8822659,0.0076085529
2.8916478,0.0076637696
2.900497,0.0077231564
2.9088436,0.0077849432
2.9167165,0.0078477617
2.9241424,0.0079106175
2.9311469,0.0079728398
2.9377539,0.0080340179
2.943986,0.0080939283
2.9498645,0.0081524599
2.9554096,0.0082095384
2.9606401,0.0082650531
2.965574,0.0083187865
2.970228,0.0083703484
2.9746182,0.0084191152
2.9787594,0.0084641745
2.9826658,0.0085042767
2.9863508,0.0085377993
2.9898268,0.0085627225
2.9931058,0.0085766259
2.996199,0.0085762495
2.9991168,0.0085571592
3.0018692,0.0085134685
3.0044657,0.0084382454
3.006915,0.0083240679
3.0092255,0.0081629074
3.0114051,0.0079463154
3.0134612,0.007665583
3.0154008,0.0073121106
3.0172305,0.0068781123
3.0189565,0.0063577789
3.0205847,0.0057490371
3.0221207,0.0050554809
3.0235696,0.0042861831
3.0249365,0.0034653582
3.026226,0.0026409855
3.0274424,0.0018761293
3.0285899,0.0012305184
3.0296724,0.00073901591
3.0306935,0.00040221922
3.0316569,0.00019466141
3.0325656,8.0709624e-05
3.0334229,2.6686998e-05
3.0342316,6.1299862e-06
3.0349946,7.364208e-07
3.0357143,1e-10
