y,k
0,1e-10
0.00086769924,8.3910054e-07
0.0017874829,6.9851602e-06
0.0027624773,3.0424039e-05
0.0037959966,9.2162494e-05
0.0048915537,0.00022322409
0.0060528726,0.0004652954
0.0072839007,0.00086797051
0.0085888223,0.0014773445
0.0099720729,0.0023135826
0.011438354,0.003350197
0.01299265,0.0045192867
0.014640245,0.0057438023
0.016386737,0.006966754
0.018238064,0.0081580559
0.020200518,0.0093070473
0.022280771,0.010413449
0.024485892,0.011481456
0.026823378,0.012516705
0.029301173,0.013524924
0.0319277,0.014511407
0.034711887,0.015480871
0.037663197,0.016437456
0.040791661,0.017384789
0.044107915,0.018326064
0.047623229,0.019264111
0.051349553,0.020201466
0.055299553,0.021140424
0.059486654,0.022083086
0.06392509,0.023031402
0.068629948,0.023987197
0.073617218,0.024952201
0.078903853,0.025928071
0.084507823,0.026916408
0.090448176,0.027918777
0.096745104,0.028936711
0.10342001,0.029971729
0.11049558,0.03102534
0.11799587,0.03209905
0.12594638,0.033194364
0.13437411,0.034312785
0.14330773,0.035455817
0.1527776,0.036624951
0.1628159,0.037821661
0.17345677,0.039047382
0.18473635,0.040303494
0.19669301,0.041591283
0.20936737,0.042911906
0.22280253,0.044266334
0.23704414,0.045655279
0.25214061,0.047079106
0.26814327,0.048537718
0.28510649,0.050030408
0.30308795,0.05155568
0.32214876,0.053111021
0.34235371,0.054692626
0.36377149,0.056295063
0.38647488,0.057910885
0.41054106,0.059530142
0.43605183,0.061139803
0.46309391,0.062723167
0.49175922,0.064259233
0.52214518,0.065722015
0.55435509,0.06707992
0.58849842,0.068295284
0.62469124,0.069324199
0.66305656,0.070116241
0.70372479,0.070611829
0.74683417,0.070760161
0.79253123,0.070509326
0.84097128,0.069802071
0.892319,0.068599651
0.9467489,0.06688349
1.004446,0.064663231
1.0656064,0.061983521
1.1304381,0.058926268
1.1991613,0.055606654
1.2720096,0.052162406
1.3492308,0.048735352
1.4310872,0.045440052
1.5178571,0.042370343
1.6046271,0.039651908
1.6864835,0.037331643
1.7637046,0.035331256
1.836553,0.033561442
1.9052762,0.031960626
1.9701079,0.030488313
2.0312683,0.029117955
2.0889654,0.02783231
2.1433953,0.026620055
2.194743,0.025473528
2.2431831,0.024387379
2.2888801,0.023357759
2.3319895,0.022381687
2.3726577,0.021456721
2.411023,0.02058082
2.4472159,0.019752253
2.4813592,0.018969558
2.5135691,0.018231528
2.5439551,0.017537214
2.5726204,0.016885931
2.5826596,0.016659967
2.5996625,0.016277275
2.6251732,0.015711125
2.6492394,0.015187651
2.6719428,0.01470731
2.6933606,0.01427082
2.7135655,0.013879123
2.7326263,0.013533317
2.7506078,0.013234558
2.767571,0.012983924
2.7835737,0.012782245
2.7986701,0.012629902
2.8129118,0.01252666
2.8263469,0.012471441
2.8390213,0.012461898
2.8509779,0.012494636
2.8622575,0.012565322
2.8728984,0.012668479
2.8829367,0.012797813
2.8924066,0.012946492
2.9013402,0.013107466
2.9097679,0.013273796
2.9177184,0.013438958
2.9252187,0.013596972
2.9322943,0.013742598
2.9389692,0.013871482
2.9452661,0.013980053
2.9512065,0.014065513
2.9568104,0.014125733
2.9620971,0.014159138
2.9670843,0.014164634
2.9717892,0.014141423
2.9762276,0.014088857
2.9804147,0.014006361
2.9843647,0.013893296
2.9880911,0.013748836
2.9916064,0.013571852
2.9949226,0.013360781
2.9980511,0.013113486
3.0010024,0.0128271
3.0037866,0.01249784
3.0064131,0.012120797
3.0088909,0.011689689
3.0112284,0.011196605
3.0134335,0.010631777
3.0155138,0.0099834959
3.0174762,0.0092384375
3.0193275,0.0083829459
3.021074,0.0074063404
3.0227216,0.0063079552
3.0242759,0.0051094892
3.0257422,0.0038702857
3.0271255,0.0026919984
3.0284304,0.0016915963
3.0296614,0.00094747736
3.0308227,0.00046539634
3.0319183,0.00019416387
3.0329518,6.4334635e-05
3.0339268,1.4785162e-05
3.0348466,1.7763215e-06
3.0357143,1e-10
