y,R_0,R_1,R_2,R_3,R_4,R_5
1.0002539,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
1.0008357,1.7679987e-06,-3.2789352e-09,-3.1741901e-13,1.7679914e-06,6.3630027e-11,1.7679936e-06
1.0014524,4.8099841e-06,-5.1400908e-08,-7.6616635e-12,4.8101532e-06,1.0493887e-09,4.8100342e-06
1.0021062,2.0139738e-05,-4.855036e-07,-9.4581984e-11,2.014275e-05,1.0144802e-08,2.0140867e-05
1.0027992,6.0786487e-05,-2.7663128e-06,-6.7121648e-10,6.0808848e-05,5.9005367e-08,6.0795273e-05
1.0035337,0.00014695268,-1.1326894e-05,-3.3287404e-09,0.00014705486,2.4618878e-07,0.0001469929
1.0043124,0.0003056976,-3.6689376e-05,-1.2820664e-08,0.00030602884,8.1090186e-07,0.00030582408
1.0051378,0.00056928992,-9.8814845e-05,-4.0593604e-08,0.00057009501,2.2156632e-06,0.00056957528
1.0060128,0.00096906456,-0.00022669581,-1.0891643e-07,0.00097052078,5.144078e-06,0.0009694939
1.0069402,0.0015234149,-0.00044852809,-2.5204032e-07,0.0015251371,1.0274886e-05,0.0015236186
1.0079234,0.0022247579,-0.00077387712,-5.1050965e-07,0.0022249632,1.7855451e-05,0.0022235939
1.0089656,0.0030366045,-0.0011825693,-9.2078691e-07,0.003031242,2.7419759e-05,0.0030317426
1.0100703,0.0039062365,-0.0016331286,-1.508493e-06,0.0038885243,3.7967874e-05,0.0038939575
1.0112413,0.0047838744,-0.002082531,-2.2900878e-06,0.0047444347,4.8427174e-05,0.0047591521
1.0124826,0.0056351459,-0.0024995174,-3.2786748e-06,0.0055626936,5.7974045e-05,0.0055919629
1.0137985,0.0064431651,-0.0028664565,-4.4871154e-06,0.0063256242,6.6087935e-05,0.0063750986
1.0151933,0.0072049986,-0.0031758908,-5.9320982e-06,0.0070304719,7.2478298e-05,0.0071057225
1.0166718,0.0079269552,-0.0034258186,-7.6394307e-06,0.0076841502,7.6982229e-05,0.0077903399
1.0182391,0.0086200222,-0.0036172013,-9.6425481e-06,0.0082985191,7.951456e-05,0.0084402786
1.0199005,0.0092965247,-0.0037552707,-1.1980629e-05,0.0088868044,8.0104569e-05,0.009068267
