y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
-2.7950884e-17,-4.0629136e-24,-4.8764795e-20,1.470308e-42,2.9137189e-24,-1.0538516e-44,1.1491947e-24,-2.5971946e-24,-3.1172621e-20,9.3988613e-43,1.8625784e-24,-6.7366871e-45,7.3461625e-25
0.00086769924,0,0,0,0,0,0,-3.3349561e-23,-1.1303044e-19,8.5544835e-42,3.3116116e-23,-6.1142155e-45,2.3344528e-25
0.0017874829,0,0,0,0,0,0,-2.0434898e-22,-4.051343e-19,5.5424163e-41,2.0381213e-22,1.590856e-44,5.3684691e-25
0.0027624773,0,0,0,0,0,0,-7.3435622e-22,-9.9913695e-19,1.1900236e-42,7.3413204e-22,5.2628167e-44,2.2418123e-25
0.0037959966,0,0,0,0,0,0,-1.9487224e-21,-1.9768092e-18,1.1770307e-40,1.9488441e-21,-4.0762409e-44,-1.2164766e-25
0.0048915537,0,0,0,0,0,0,-4.2857112e-21,-3.4101387e-18,2.6565419e-40,4.2858255e-21,1.5683713e-43,-1.1427123e-25
0.0060528726,0,0,0,0,0,0,-8.3180167e-21,-5.3716628e-18,-8.6114595e-40,8.3179782e-21,6.7836852e-43,3.8640552e-26
0.0072839007,0,0,0,0,0,0,-1.4781734e-20,-7.9386011e-18,-1.1795684e-39,1.4781611e-20,3.161725e-43,1.2312751e-25
0.0085888223,0,0,0,0,0,0,-2.461242e-20,-1.1194707e-17,-1.5884975e-40,2.461226e-20,-8.9756652e-43,1.6052377e-25
0.0099720729,0,0,0,0,0,0,-3.8988995e-20,-1.5231431e-17,4.0116946e-39,3.8988784e-20,-4.3969434e-42,2.1097306e-25
0.011438354,0,0,0,0,0,0,-5.9386295e-20,-2.0148937e-17,1.7084407e-38,5.9386004e-20,-1.1748562e-41,2.9176157e-25
0.01299265,0,0,0,0,0,0,-8.7638295e-20,-2.6057218e-17,4.9580821e-39,8.7637894e-20,-8.8990303e-43,4.0107963e-25
0.014640245,0,0,0,0,0,0,-1.2601506e-19,-3.3077541e-17,-5.037212e-39,1.2601452e-19,-4.0649099e-43,5.3966997e-25
0.016386737,0,0,0,0,0,0,-1.7731828e-19,-4.1344605e-17,4.3086623e-38,1.7731756e-19,-5.0193538e-41,7.1293018e-25
0.018238064,0,0,0,0,0,0,-2.4497207e-19,-5.1003761e-17,4.8870907e-38,2.4497113e-19,-3.7861148e-41,9.2833066e-25
0.020200518,0,0,0,0,0,0,-3.3313925e-19,-6.2210989e-17,-5.2201289e-38,3.3313806e-19,8.2149164e-41,1.19635e-24
0.022280771,0,0,0,0,0,0,-4.4688267e-19,-7.5137963e-17,7.2402911e-39,4.4688114e-19,-3.3092153e-41,1.529674e-24
0.024485892,0,0,0,0,0,0,-5.923403e-19,-8.9973207e-17,-5.8356935e-38,5.9233837e-19,6.7774451e-41,1.9372181e-24
0.026823378,0,0,0,0,0,0,-7.7692919e-19,-1.0692293e-16,9.0893705e-38,7.7692675e-19,-2.2332134e-40,2.4362162e-24
0.029301173,0,0,0,0,0,0,-1.0095879e-18,-1.2621243e-16,1.6551658e-37,1.0095849e-18,-3.003622e-40,3.0436994e-24
0.0319277,0,0,0,0,0,0,-1.3010631e-18,-1.4808778e-16,-1.043299e-37,1.3010593e-18,2.2888341e-40,3.7821616e-24
0.034711887,0,0,0,0,0,0,-1.6642465e-18,-1.7281755e-16,4.9314535e-37,1.6642418e-18,-1.0024612e-39,4.6769968e-24
0.037663197,0,0,0,0,0,0,-2.1145719e-18,-2.0069483e-16,4.0439945e-37,2.1145661e-18,-5.7705252e-40,5.756558e-24
0.040791661,0,0,0,0,0,0,-2.670481e-18,-2.3203925e-16,7.5796378e-37,2.6704739e-18,-2.2222033e-39,7.0553299e-24
0.044107915,0,0,0,0,0,0,-3.3539709e-18,-2.671993e-16,3.1612779e-36,3.3539623e-18,-9.678607e-39,8.609917e-24
