y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0.44812865,-2.4488235e-20,-6.2449904e-21,-2.5991658e-38,2.4491308e-20,1.8828056e-38,-3.0734467e-24,-1.5653966e-20,-3.992075e-21,-1.6615021e-38,1.565593e-20,1.2035728e-38,-1.9646835e-24
0.44889173,0,0,0,0,0,0,-5.6792115e-20,-1.4546362e-20,9.4738599e-38,5.6792568e-20,-7.8641787e-38,-4.5297061e-25
0.44970062,0,0,0,0,0,0,-2.0361038e-19,-5.2363049e-20,-3.8463727e-37,2.0361149e-19,2.0889342e-37,-1.1131386e-24
0.45055804,0,0,0,0,0,0,-5.0233473e-19,-1.297616e-19,-3.9917192e-36,5.0233526e-19,3.1512584e-36,-5.2485912e-25
0.4514669,0,0,0,0,0,0,-9.9437152e-19,-2.5809766e-19,1.255702e-36,9.9437133e-19,-4.7215621e-37,2.1055843e-25
0.4524303,0,0,0,0,0,0,-1.7163295e-18,-4.4778412e-19,1.2034043e-35,1.7163293e-18,-9.4566715e-36,2.0345156e-25
0.4534515,0,0,0,0,0,0,-2.705212e-18,-7.0966562e-19,-6.1646653e-36,2.7052121e-18,4.4300898e-36,-1.3077888e-25
0.45453396,0,0,0,0,0,0,-4.0005034e-18,-1.055619e-18,2.6865308e-35,4.0005037e-18,-2.0869982e-35,-3.4170082e-25
0.45568137,0,0,0,0,0,0,-5.645118e-18,-1.4988813e-18,-2.7963195e-36,5.6451184e-18,1.1849757e-36,-4.6115711e-25
0.45689761,0,0,0,0,0,0,-7.6860022e-18,-2.0543082e-18,-2.1603009e-35,7.6860028e-18,1.6327799e-35,-6.1621354e-25
0.45818681,0,0,0,0,0,0,-1.0174642e-17,-2.7386282e-18,-5.452166e-35,1.0174643e-17,4.2981383e-35,-8.4750276e-25
0.45955335,0,0,0,0,0,0,-1.3167562e-17,-3.5707192e-18,4.2654715e-35,1.3167564e-17,-3.0460723e-35,-1.1544496e-24
0.46100186,0,0,0,0,0,0,-1.6726862e-17,-4.5719208e-18,6.5032495e-35,1.6726863e-17,-5.3402165e-35,-1.5367607e-24
0.46253725,0,0,0,0,0,0,-2.0920807e-17,-5.7663989e-18,-2.4859203e-34,2.0920809e-17,1.8836638e-34,-2.0078081e-24
0.46416474,0,0,0,0,0,0,-2.5824539e-17,-7.1815788e-18,-6.4144681e-35,2.5824541e-17,6.1408664e-35,-2.5948086e-24
0.46588984,0,0,0,0,0,0,-3.1520839e-17,-8.8486424e-18,7.411799e-34,3.1520842e-17,-5.5918963e-34,-3.3094397e-24
0.46771841,0,0,0,0,0,0,-3.8100141e-17,-1.0802867e-17,6.8890731e-34,3.8100145e-17,-5.5020967e-34,-4.1586536e-24
0.46965663,0,0,0,0,0,0,-4.5661387e-17,-1.3084262e-17,-1.1431798e-33,4.5661393e-17,8.7507172e-34,-5.1876776e-24
0.47171109,0,0,0,0,0,0,-5.4313527e-17,-1.5738461e-17,1.066337e-33,5.4313533e-17,-7.8934879e-34,-6.4117829e-24
0.47388874,0,0,0,0,0,0,-6.4176259e-17,-1.8817493e-17,1.0116999e-33,6.4176267e-17,-7.9964915e-34,-7.8218364e-24
0.47619696,0,0,0,0,0,0,-7.5381036e-17,-2.2380739e-17,-1.7994047e-33,7.5381045e-17,1.3477281e-33,-9.4627068e-24
0.47864358,0,0,0,0,0,0,-8.8072198e-17,-2.6496044e-17,-2.0412661e-33,8.807221e-17,1.5707313e-33,-1.1336464e-23
0.48123688,0,0,0,0,0,0,-1.0240824e-16,-3.1241015e-17,-5.002011e-35,1.0240825e-16,8.8029561e-35,-1.3394384e-23
0.48398565,0,0,0,0,0,0,-1.1856317e-16,-3.6704536e-17,3.7660294e-33,1.1856319e-16,-2.8561649e-33,-1.5694169e-23
0.48689919,0,0,0,0,0,0,-1.3672809e-16,-4.2988531e-17,-5.9650208e-34,1.3672811e-16,3.5982171e-34,-1.8154976e-23
0.48998737,0,0,0,0,0,0,-1.571128e-16,-5.0210013e-17,-5.0037855e-33,1.5711283e-16,3.7306229e-33,-2.0638779e-23
0.49326063,0,0,0,0,0,0,-1.7994769e-16,-5.8503489e-17,-6.1719388e-33,1.7994772e-16,4.7341427e-33,-2.3131203e-23
0.49673006,0,0,0,0,0,0,-2.0548573e-16,-6.8023759e-17,1.9502118e-33,2.0548575e-16,-1.3256726e-33,-2.5433632e-23
0.50040738,0,0,0,0,0,0,-2.3400465e-16,-7.8949198e-17,8.4300247e-33,2.3400468e-16,-6.3940257e-33,-2.7304512e-23
0.50430504,0,0,0,0,0,0,-2.6580938e-16,-9.1485593e-17,-4.1961747e-34,2.6580941e-16,2.4473939e-34,-2.8446144e-23
0.50843621,0,0,0,0,0,0,-3.0123463e-16,-1.0587065e-16,2.3470656e-33,3.0123466e-16,-1.667374e-33,-2.8363429e-23
0.51281485,0,0,0,0,0,0,-3.4064773e-16,-1.2237925e-16,6.4089133e-33,3.4064775e-16,-4.8250237e-33,-2.6840754e-23
0.51745575,0,0,0,0,0,0,-3.8445159e-16,-1.4132969e-16,-3.1713026e-35,3.8445161e-16,8.0804488e-37,-2.3121464e-23
0.5223746,0,0,0,0,0,0,-4.33088e-16,-1.6309092e-16,4.3178705e-33,4.3308802e-16,-3.1258923e-33,-1.6527128e-23
0.52758798,0,0,0,0,0,0,-4.8704092e-16,-1.8809109e-16,5.9110873e-33,4.8704093e-16,-4.3351978e-33,-6.6138486e-24
0.5331135,0,0,0,0,0,0,-5.4684e-16,-2.1682764e-16,1.201266e-33,5.4683999e-16,-9.72094e-34,7.5873797e-24
0.5389698,0,0,0,0,0,0,-6.1306403e-16,-2.498791e-16,-1.8270979e-32,6.13064e-16,1.3373353e-32,2.6799856e-23
0.54517662,0,0,0,0,0,0,-6.8634432e-16,-2.8791895e-16,4.3457554e-33,6.8634426e-16,-2.7222497e-33,5.1197729e-23
0.55175487,0,0,0,0,0,0,-7.6736776e-16,-3.3173196e-16,2.1924337e-32,7.6736768e-16,-1.6227614e-32,8.1362853e-23
0.55872671,0,0,0,0,0,0,-8.5687927e-16,-3.8223326e-16,-2.3127229e-32,8.5687915e-16,1.6365052e-32,1.1712238e-22
0.56611562,0,0,0,0,0,0,-9.5568329e-16,-4.4049074e-16,-1.2398067e-32,9.5568312e-16,9.4441591e-33,1.5794304e-22
0.57394645,0,0,0,0,0,0,-1.0646437e-15,-5.0775111e-16,8.2409703e-33,1.0646435e-15,-5.8283919e-33,2.0226946e-22
0.58224554,0,0,0,0,0,0,-1.1846816e-15,-5.8547026e-16,-8.4353022e-34,1.1846814e-15,6.3695195e-34,2.4705569e-22
0.59104077,0,0,0,0,0,0,-1.3167699e-15,-6.7534829e-16,-1.7886143e-33,1.3167697e-15,1.2805427e-33,2.8903416e-22
0.60036169,0,0,0,0,0,0,-1.4619232e-15,-7.7936984e-16,-2.4618061e-32,1.4619229e-15,1.7435544e-32,3.2457644e-22
0.61023957,0,0,0,0,0,0,-1.6211816e-15,-8.9984987e-16,9.2106456e-33,1.6211813e-15,-5.6903761e-33,3.4724758e-22
0.62070753,0,0,0,0,0,0,-1.7955867e-15,-1.0394852e-15,1.3440331e-32,1.7955864e-15,-9.9197318e-33,3.5283657e-22
0.63180065,0,0,0,0,0,0,-1.9861459e-15,-1.2014117e-15,-1.3218084e-32,1.9861455e-15,8.8391057e-33,3.3822419e-22
0.64355608,0,0,0,0,0,0,-2.1937829e-15,-1.3892661e-15,1.2280811e-32,2.1937826e-15,-7.5019689e-33,3.0127055e-22
0.65601313,0,0,0,0,0,0,-2.4192701e-15,-1.607251e-15,9.4630221e-32,2.4192698e-15,-6.3654874e-32,2.4992849e-22
0.66921344,0,0,0,0,0,0,-2.6631379e-15,-1.8602014e-15,-1.4885696e-32,2.6631377e-15,7.9105197e-33,1.9768938e-22
0.68320109,0,0,0,0,0,0,-2.9255562e-15,-2.1536467e-15,-2.056834e-31,2.925556e-15,1.3613961e-31,1.7126112e-22
0.69802271,0,0,0,0,0,0,-3.2061819e-15,-2.493864e-15,-3.5348066e-32,3.2061817e-15,2.5468965e-32,2.1749023e-22
0.71372771,0,0,0,0,0,0,-3.5039675e-15,-2.8879128e-15,-5.725816e-34,3.503967e-15,-8.549995e-34,4.0456172e-22
0.73036835,0,0,0,0,0,0,-3.8169252e-15,-3.3436403e-15,4.3186497e-32,3.8169243e-15,-2.8655488e-32,8.2854886e-22
0.74799993,0,0,0,0,0,0,-4.1418435e-15,-3.8696408e-15,5.9732507e-32,4.1418419e-15,-3.9811864e-32,1.6170579e-21
0.76668101,0,0,0,0,0,0,-4.4739558e-15,-4.4751505e-15,-1.7114255e-32,4.4739529e-15,1.0967212e-32,2.9375589e-21
0.78647352,0,0,0,0,0,0,-4.8065649e-15,-5.1698552e-15,1.1132743e-31,4.8065599e-15,-6.7962019e-32,4.9964748e-21
0.80744298,0,0,0,0,0,0,-5.1306347e-15,-5.9635827e-15,-1.6604991e-31,5.1306267e-15,9.5011605e-32,8.0356292e-21
0.82965874,0,0,0,0,0,0,-5.43437e-15,-6.8658526e-15,-5.2727315e-32,5.4343577e-15,3.4123981e-32,1.2334138e-20
0.85319413,0,0,0,0,0,0,-5.7028142e-15,-7.8852561e-15,1.7919143e-31,5.702796e-15,-1.0768839e-31,1.8200955e-20
0.87812672,0,0,0,0,0,0,-5.9175122e-15,-9.0286426e-15,-1.3024531e-31,5.9174862e-15,7.0524602e-32,2.5945489e-20
0.90453854,0,0,0,0,0,0,-6.0562954e-15,-1.03001e-14,2.4659507e-31,6.0562596e-15,-1.3204367e-31,3.586526e-20
0.93251635,0,0,0,0,0,0,-6.0932597e-15,-1.1699738e-14,2.8559777e-33,6.0932115e-15,-7.7023706e-33,4.8211297e-20
0.96215187,0,0,0,0,0,0,-5.999012e-15,-1.3222297e-14,4.9934238e-32,5.9989488e-15,-1.9424867e-32,6.3148611e-20
