y,k
0,1e-10
0.00086769924,4.7089113e-08
0.0017874829,3.9201427e-07
0.0027624773,1.7082073e-06
0.0037959966,5.1815714e-06
0.0048915537,1.2592731e-05
0.0060528726,2.64544e-05
0.0072839007,5.0178313e-05
0.0085888223,8.8222756e-05
0.0099720729,0.00014611827
0.011438354,0.00023018968
0.01299265,0.00034675053
0.014640245,0.00050068881
0.016386737,0.00069381559
0.018238064,0.00092387025
0.020200518,0.0011849937
0.022280771,0.0014695321
0.024485892,0.0017701263
0.026823378,0.0020810044
0.029301173,0.0023982556
0.0319277,0.0027195164
0.034711887,0.0030434779
0.037663197,0.0033694833
0.040791661,0.0036972683
0.044107915,0.0040267992
0.047623229,0.0043581776
0.051349553,0.0046915887
0.055299553,0.0050272695
0.059486654,0.0053654868
0.06392509,0.0057065232
0.068629948,0.0060506673
0.073617218,0.0063982061
0.078903853,0.006749421
0.084507823,0.0071045841
0.090448176,0.007463956
0.096745104,0.0078277841
0.10342001,0.0081963014
0.11049558,0.008569728
0.11799587,0.0089482704
0.12594638,0.0093321211
0.13437411,0.009721457
0.14330773,0.010116435
0.1527776,0.010517191
0.1628159,0.010923843
0.17345677,0.0113365
0.18473635,0.01175527
0.19669301,0.012180264
0.20936737,0.012611593
0.22280253,0.013049374
0.23704414,0.013493735
0.25214061,0.013944839
0.26814327,0.014402902
0.28510649,0.014868239
0.30308795,0.015341313
0.32214876,0.015822831
0.34235371,0.01631386
0.36377149,0.01681602
0.38647488,0.017331733
0.41054106,0.017864622
0.43605183,0.018420184
0.46309391,0.019006731
0.49175922,0.019636704
0.52214518,0.020328795
0.55435509,0.021111232
0.58849842,0.022026472
0.62469124,0.023134286
0.66305656,0.024522969
0.70372479,0.026262339
0.74683417,0.028194842
0.79253123,0.029836706
0.84097128,0.030736806
0.87300938,0.030769
0.89232374,0.030789512
0.94676658,0.030233058
1.0044767,0.02964267
1.0656501,0.029496715
1.1304946,0.029776684
1.1992304,0.030160704
1.272091,0.030348307
1.3493238,0.030183008
1.4311911,0.029561228
1.5179708,0.028454908
1.6047489,0.027009929
1.6866115,0.025429645
1.7437698,0.024252734
1.7638597,0.023838731
1.8367876,0.022301535
1.9055763,0.020854462
1.970461,0.019514167
2.0316639,0.018284321
2.0893942,0.017161443
2.1438493,0.016138508
2.1952153,0.015206993
2.2436677,0.014358127
2.289372,0.013583591
2.3324844,0.012875861
2.373152,0.012228361
2.4115136,0.011635475
2.4477001,0.011092355
2.4818351,0.01059474
2.5140349,0.010139032
2.5444093,0.009722318
2.573062,0.0093422477
2.5828748,0.0092168819
2.6000986,0.0089968198
2.6256058,0.008684601
2.6496662,0.0084044344
2.6723619,0.0081553135
2.6937705,0.0079363761
2.7139649,0.0077468306
2.7330143,0.0075858696
2.7509836,0.0074526005
2.7679341,0.0073459813
2.7839236,0.0072647622
2.7990067,0.0072074671
2.8132348,0.0071723995
2.8266564,0.007157681
2.8393173,0.0071612751
2.8512607,0.0071812194
2.8625272,0.0072156311
2.8731552,0.007262607
2.8831809,0.0073204154
2.8926385,0.0073875494
2.9015602,0.0074627249
2.9099764,0.0075448664
2.9179157,0.0076330479
2.9254053,0.0077264814
2.9324704,0.0078244797
2.9391353,0.0079263649
2.9454227,0.008031419
2.9513538,0.0081388583
2.956949,0.0082478248
2.9622271,0.0083573698
2.9672063,0.0084662908
2.9719035,0.0085730518
2.9763345,0.0086752228
2.9805146,0.0087691559
2.9844579,0.0088504822
2.9881778,0.0089143951
2.9916871,0.0089557863
2.9949975,0.0089693366
2.9981205,0.008949481
3.0010666,0.0088902906
3.0038458,0.0087854085
3.0064677,0.0086279319
3.008941,0.0084102925
3.0112742,0.008124229
3.0134753,0.0077609137
3.0155518,0.0073115087
3.0175106,0.006768271
3.0193585,0.0061263487
3.0211017,0.0053862604
3.0227463,0.0045542091
3.0242977,0.0036527522
3.0257612,0.0027354029
3.0271418,0.0018820418
3.0284443,0.0011729525
3.029673,0.00065384381
3.0308321,0.00032049079
3.0319256,0.00013361656
3.0329571,4.4264947e-05
3.0339302,1.017235e-05
3.0348483,1.2221067e-06
3.0357143,1e-10
