"wallGradU:0","wallGradU:1","wallGradU:2","Points:0","Points:1","Points:2"
42.28128,0.2049616,-5.54613e-17,0,1,0.08928572
35.42869,0.0941066,-2.538438e-17,0.04804493,1.000253,0.08928572
38.37099,-0.6592768,1.894699e-16,0.09609003,1.000274,0.08928572
40.73213,-1.959622,1.871277e-16,0.1441147,0.998955,0.08928572
29.21472,-3.213603,-1.100237e-24,0.1920047,0.9952028,0.08928572
13.70311,-2.238396,-5.108242e-21,0.2394922,0.9880022,0.08928572
-4.973774,1.789417,0,0.2861234,0.9765138,0.08928572
-14.79956,6.210699,3.506547e-21,0.3313074,0.9602531,0.08928572
-15.48596,7.979501,-1.796385e-15,0.3746296,0.9395223,0.08928572
-12.07372,7.344308,-1.796406e-15,0.4162053,0.9154519,0.08928572
-9.315681,6.361994,1.707367e-15,0.4562924,0.8889792,0.08928572
-7.508194,5.580944,3.393777e-15,0.4951939,0.8607741,0.08928572
-6.580648,5.18526,3.354877e-15,0.5331694,0.8313486,0.08928572
-5.951138,4.880909,4.973709e-15,0.5704612,0.8010562,0.08928572
-5.428003,4.566928,3.305226e-15,0.6072791,0.770187,0.08928572
-4.927644,4.200139,1.627492e-15,0.6438139,0.738982,0.08928572
-4.436274,3.786151,1.627511e-15,0.6802531,0.7076648,0.08928572
-4.022665,3.401633,-2.383798e-20,0.7167813,0.6764519,0.08928572
-3.740997,3.117727,-3.61719e-20,0.7535388,0.6455129,0.08928572
-3.560885,2.925559,7.682244e-21,0.7905343,0.6148597,0.08928572
-3.466618,2.811268,-1.607637e-15,0.8277454,0.5844679,0.08928572
-3.457267,2.770885,-1.607624e-15,0.8651496,0.5543142,0.08928572
-3.524144,2.795277,1.608129e-15,0.9027246,0.5243714,0.08928572
-3.668798,2.88378,-6.778039e-19,0.940444,0.4946115,0.08928572
-3.882406,3.02862,-1.608758e-15,0.9782847,0.4650064,0.08928572
-4.155007,3.221658,2.455158e-20,1.016219,0.4355226,0.08928572
-4.46245,3.444088,-1.607674e-15,1.054224,0.406129,0.08928572
-4.759444,3.655,-2.672558e-18,1.092277,0.3767956,0.08928572
-5.022924,3.823536,1.605002e-15,1.130407,0.3475634,0.08928572
-5.253917,3.941895,-3.193339e-15,1.168692,0.3185346,0.08928572
-5.447828,4.003958,-3.193392e-15,1.207212,0.2898214,0.08928572
-5.595424,4.001696,-3.169359e-15,1.246055,0.2615399,0.08928572
-5.689076,3.929821,-3.169346e-15,1.285302,0.2338259,0.08928572
-5.720562,3.78451,1.570993e-15,1.325042,0.2068284,0.08928572
-5.684871,3.565905,4.700644e-15,1.365373,0.1807129,0.08928572
-5.591375,3.285659,1.570313e-15,1.406382,0.1556875,0.08928572
-5.473699,2.974247,-1.559232e-15,1.448167,0.1319739,0.08928572
-5.349186,2.656511,1.551858e-15,1.490774,0.1097737,0.08928572
-5.199805,2.333353,7.768673e-16,1.534197,0.08921956,0.08928572
-5.010018,2.002733,-3.48862e-19,1.578418,0.07044606,0.08928572
-4.782341,1.67196,7.745829e-16,1.623407,0.05359487,0.08928572
-4.505487,1.345088,1.552967e-15,1.669116,0.03880675,0.08928572
-4.202815,1.034787,1.552964e-15,1.715479,0.02622067,0.08928572
-3.868394,0.7474279,3.915718e-16,1.762413,0.01596948,0.08928572
-3.609803,0.4987301,7.86443e-16,1.809815,0.008171713,0.08928572
-3.432631,0.2861665,5.938094e-16,1.857568,0.002926322,0.08928572
-3.906564,0.107173,1.863453e-16,1.905536,0.0003085327,0.08928572
-5.369066,0.01737655,-1.25934e-17,1.953578,0,0.08928572
-6.788648,0.002686429,0,2.001624,0,0.08928572
-7.883211,0.002567215,0,2.04967,0,0.08928572
-8.871823,0.002548686,-5.019671e-20,2.097716,0,0.08928572
-9.71165,0.002574663,-1.454329e-24,2.145761,0,0.08928572
-10.46676,0.002605809,5.019526e-20,2.193807,0,0.08928572
-11.13372,0.002658471,-4.987042e-20,2.241853,0,0.08928572
-11.74029,0.002712378,-1.2485e-25,2.289898,0,0.08928572
-12.29062,0.002774114,4.987027e-20,2.337944,0,0.08928572
-12.7977,0.00283358,0,2.38599,0,0.08928572
-13.26551,0.002892603,0,2.434035,1.268826e-16,0.08928572
-13.70028,0.00294609,-4.816948e-20,2.482081,0,0.08928572
-14.10454,0.002994142,9.743399e-26,2.530127,1.268826e-16,0.08928572
-14.48122,0.003034171,4.816956e-20,2.578172,0,0.08928572
-14.83167,0.003065814,-2.328444e-20,2.626218,0,0.08928572
-15.15718,0.003087738,-4.288885e-25,2.674264,0,0.08928572
-15.45835,0.00309955,2.328401e-20,2.72231,0,0.08928572
-15.73566,0.003100537,2.229051e-20,2.770355,0,0.08928572
-15.98928,0.003090377,4.383878e-20,2.818401,0,0.08928572
-16.2193,0.003068779,-2.228992e-20,2.866446,-1.268826e-16,0.08928572
-16.42575,0.003035965,-2.271748e-20,2.914492,0,0.08928572
-16.60875,0.002992333,4.590779e-27,2.962538,-1.268826e-16,0.08928572
-16.76851,0.002938449,-2.112073e-20,3.010584,0,0.08928572
-16.9053,0.00287473,-1.979528e-20,3.05863,0,0.08928572
-17.0194,0.002801623,-2.629066e-25,3.106675,0,0.08928572
-17.11112,0.002719585,9.588606e-22,3.154721,0,0.08928572
-17.18083,0.002629053,-1.833659e-20,3.202766,0,0.08928572
-17.22895,0.00253056,1.88361e-20,3.250813,0,0.08928572
-17.25595,0.002424349,3.563833e-20,3.298858,0,0.08928572
-17.26208,0.002310432,1.676877e-20,3.346904,0,0.08928572
-17.2475,0.002189499,-1.730181e-20,3.394949,0,0.08928572
-17.21259,0.002062654,-1.676876e-20,3.442995,0,0.08928572
-17.1579,0.001930811,0,3.491041,0,0.08928572
-17.08404,0.001794607,0,3.539086,0,0.08928572
-16.99159,0.001654588,-6.991397e-21,3.587131,0,0.08928572
-16.88123,0.001511602,-6.704216e-21,3.63518,1.268826e-16,0.08928572
-16.75367,0.001366166,5.761815e-22,3.683223,0,0.08928572
-16.60952,0.001218826,6.704355e-21,3.731268,1.268826e-16,0.08928572
-16.44954,0.00107041,5.8089e-22,3.779317,0,0.08928572
-16.27449,0.0009211424,-5.542529e-21,3.827361,0,0.08928572
-16.08504,0.0007717736,5.833753e-21,3.875405,0,0.08928572
-15.88201,0.0006232221,5.541846e-21,3.923454,0,0.08928572
-15.66624,0.000475658,4.667094e-21,3.971498,0,0.08928572
-15.43848,0.0003297731,2.188202e-21,4.019546,0,0.08928572
-15.1996,0.0001858842,-2.623358e-21,4.067589,-1.268826e-16,0.08928572
-14.95031,4.429006e-05,-2.881384e-22,4.115633,0,0.08928572
-14.69145,-9.419901e-05,-2.044204e-21,4.163682,-1.268826e-16,0.08928572
-14.42388,-0.0002295907,-1.900531e-21,4.211726,0,0.08928572
-14.14826,-0.0003616922,0,4.25977,0,0.08928572
