"wallShearStress:0","wallShearStress:1","wallShearStress:2","Points:0","Points:1","Points:2"
0.0003799596,-0.0003207499,2.154998e-22,0.7167813,0.6764519,0.1785714
0.0003532835,-0.0002940618,1.148184e-22,0.7535388,0.6455129,0
0.0003532835,-0.0002940618,1.148184e-22,0.7535388,0.6455129,0.1785714
0.0003362093,-0.0002760091,3.885314e-23,0.7905343,0.6148597,0
0.0003362093,-0.0002760091,3.885314e-23,0.7905343,0.6148597,0.1785714
0.0003272487,-0.0002652953,1.517485e-19,0.8277454,0.5844679,0
0.0003272487,-0.0002652953,1.517485e-19,0.8277454,0.5844679,0.1785714
0.0003263148,-0.0002615447,1.517342e-19,0.8651496,0.5543142,0
0.0003263148,-0.0002615447,1.517342e-19,0.8651496,0.5543142,0.1785714
0.0003325844,-0.0002638984,-1.517814e-19,0.9027246,0.5243714,0
0.0003325844,-0.0002638984,-1.517814e-19,0.9027246,0.5243714,0.1785714
0.000346206,-0.0002722902,6.507588e-23,0.940444,0.4946115,0
0.000346206,-0.0002722902,6.507588e-23,0.940444,0.4946115,0.1785714
0.0003663488,-0.0002859831,1.518429e-19,0.9782847,0.4650064,0
0.0003663488,-0.0002859831,1.518429e-19,0.9782847,0.4650064,0.1785714
0.0003920768,-0.0003042027,-1.104669e-24,1.016219,0.4355226,0
0.0003920768,-0.0003042027,-1.104669e-24,1.016219,0.4355226,0.1785714
0.000421118,-0.0003251665,1.517388e-19,1.054224,0.406129,0
0.000421118,-0.0003251665,1.517388e-19,1.054224,0.406129,0.1785714
0.0004491924,-0.0003450256,2.519407e-22,1.092277,0.3767956,0
0.0004491924,-0.0003450256,2.519407e-22,1.092277,0.3767956,0.1785714
0.0004741095,-0.0003608853,-1.514869e-19,1.130407,0.3475634,0
0.0004741095,-0.0003608853,-1.514869e-19,1.130407,0.3475634,0.1785714
0.0004959611,-0.0003720119,3.014003e-19,1.168692,0.3185346,0
0.0004959611,-0.0003720119,3.014003e-19,1.168692,0.3185346,0.1785714
0.0005143124,-0.0003778265,3.014054e-19,1.207212,0.2898214,0
0.0005143124,-0.0003778265,3.014054e-19,1.207212,0.2898214,0.1785714
0.0005282898,-0.0003775729,2.991374e-19,1.246055,0.2615399,0
0.0005282898,-0.0003775729,2.991374e-19,1.246055,0.2615399,0.1785714
0.0005371708,-0.0003707546,2.991365e-19,1.285302,0.2338259,0
0.0005371708,-0.0003707546,2.991365e-19,1.285302,0.2338259,0.1785714
0.0005401768,-0.0003570142,-1.482766e-19,1.325042,0.2068284,0
0.0005401768,-0.0003570142,-1.482766e-19,1.325042,0.2068284,0.1785714
0.0005368302,-0.0003363727,-4.4363e-19,1.365373,0.1807129,0
0.0005368302,-0.0003363727,-4.4363e-19,1.365373,0.1807129,0.1785714
0.0005280097,-0.0003099388,-1.481437e-19,1.406382,0.1556875,0
0.0005280097,-0.0003099388,-1.481437e-19,1.406382,0.1556875,0.1785714
0.0005168923,-0.0002805793,1.472246e-19,1.448167,0.1319739,0
0.0005168923,-0.0002805793,1.472246e-19,1.448167,0.1319739,0.1785714
0.0005051278,-0.0002506157,-1.464213e-19,1.490774,0.1097737,0
0.0005051278,-0.0002506157,-1.464213e-19,1.490774,0.1097737,0.1785714
0.0004910203,-0.0002201278,-7.32991e-20,1.534197,0.08921956,0
0.0004910203,-0.0002201278,-7.32991e-20,1.534197,0.08921956,0.1785714
0.0004731002,-0.0001889312,3.29922e-23,1.578418,0.07044606,0
0.0004731002,-0.0001889312,3.29922e-23,1.578418,0.07044606,0.1785714
0.0004516042,-0.000157713,-7.310862e-20,1.623407,0.05359487,0
0.0004516042,-0.000157713,-7.310862e-20,1.623407,0.05359487,0.1785714
0.0004254651,-0.0001268612,-1.465759e-19,1.669116,0.03880675,0
0.0004254651,-0.0001268612,-1.465759e-19,1.669116,0.03880675,0.1785714
0.0003968869,-9.75683e-05,-1.465757e-19,1.715479,0.02622067,0
0.0003968869,-9.75683e-05,-1.465757e-19,1.715479,0.02622067,0.1785714
0.000365309,-7.045791e-05,-3.695803e-20,1.762413,0.01596948,0
0.000365309,-7.045791e-05,-3.695803e-20,1.762413,0.01596948,0.1785714
0.0003408854,-4.701474e-05,-7.42277e-20,1.809815,0.008171713,0
0.0003408854,-4.701474e-05,-7.42277e-20,1.809815,0.008171713,0.1785714
0.0003241498,-2.713483e-05,-5.618186e-20,1.857568,0.002926322,0
0.0003241498,-2.713483e-05,-5.618186e-20,1.857568,0.002926322,0.1785714
0.0003688362,-1.07292e-05,-1.821953e-20,1.905536,0.0003085327,0
0.0003688362,-1.07292e-05,-1.821953e-20,1.905536,0.0003085327,0.1785714
0.0005068003,-2.551649e-06,6.926873e-22,1.953578,0,0
0.0005068003,-2.551649e-06,6.926873e-22,1.953578,0,0.1785714
0.000640747,-1.052125e-06,1.168069e-29,2.001624,0,0
0.000640747,-1.052125e-06,1.168069e-29,2.001624,0,0.1785714
0.0007440501,-9.148937e-07,5.980997e-35,2.04967,0,0
0.0007440501,-9.148937e-07,5.980997e-35,2.04967,0,0.1785714
0.0008373594,-8.401935e-07,4.737773e-24,2.097716,0,0
0.0008373594,-8.401935e-07,4.737773e-24,2.097716,0,0.1785714
0.0009166257,-7.771265e-07,1.371402e-28,2.145761,0,0
0.0009166257,-7.771265e-07,1.371402e-28,2.145761,0,0.1785714
0.0009878963,-7.319333e-07,-4.737636e-24,2.193807,0,0
0.0009878963,-7.319333e-07,-4.737636e-24,2.193807,0,0.1785714
0.001050846,-6.963606e-07,4.706976e-24,2.241853,0,0
0.001050846,-6.963606e-07,4.706976e-24,2.241853,0,0.1785714
0.001108097,-6.700113e-07,-3.232156e-31,2.289898,0,0
0.001108097,-6.700113e-07,-3.232156e-31,2.289898,0,0.1785714
0.001160039,-6.495163e-07,-4.706963e-24,2.337944,0,0
0.001160039,-6.495163e-07,-4.706963e-24,2.337944,0,0.1785714
0.0012079,-6.335569e-07,-1.700132e-22,2.38599,0,0
0.0012079,-6.335569e-07,-1.700132e-22,2.38599,0,0.1785714
0.001252054,-6.204407e-07,-3.303379e-22,2.434035,1.268826e-16,0
0.001252054,-6.204407e-07,-3.303379e-22,2.434035,1.268826e-16,0.1785714
0.001293089,-6.091161e-07,-8.004113e-23,2.482081,0,0
0.001293089,-6.091161e-07,-8.004113e-23,2.482081,0,0.1785714
0.001331245,-5.986604e-07,1.474705e-22,2.530127,1.268826e-16,0
0.001331245,-5.986604e-07,1.474705e-22,2.530127,1.268826e-16,0.1785714
0.001366797,-5.884112e-07,2.030139e-22,2.578172,0,0
0.001366797,-5.884112e-07,2.030139e-22,2.578172,0,0.1785714
0.001399874,-5.778571e-07,2.665283e-22,2.626218,0,0
0.001399874,-5.778571e-07,2.665283e-22,2.626218,0,0.1785714
0.001430598,-5.666158e-07,1.285036e-22,2.674264,0,0
0.001430598,-5.666158e-07,1.285036e-22,2.674264,0,0.1785714
0.001459023,-5.544089e-07,-2.197641e-24,2.72231,0,0
0.001459023,-5.544089e-07,-2.197641e-24,2.72231,0,0.1785714
0.001485197,-5.410252e-07,-2.103863e-24,2.770355,0,0
0.001485197,-5.410252e-07,-2.103863e-24,2.770355,0,0.1785714
0.001509135,-5.263093e-07,-4.137692e-24,2.818401,0,0
0.001509135,-5.263093e-07,-4.137692e-24,2.818401,0,0.1785714
0.001530845,-5.101888e-07,2.103815e-24,2.866446,-1.268826e-16,0
0.001530845,-5.101888e-07,2.103815e-24,2.866446,-1.268826e-16,0.1785714
0.00155033,-4.927034e-07,-3.998494e-23,2.914492,0,0
0.00155033,-4.927034e-07,-3.998494e-23,2.914492,0,0.1785714
0.001567603,-4.739512e-07,-1.188889e-22,2.962538,-1.268826e-16,0
0.001567603,-4.739512e-07,-1.188889e-22,2.962538,-1.268826e-16,0.1785714
0.001582682,-4.540398e-07,-1.093845e-22,3.010584,0,0
0.001582682,-4.540398e-07,-1.093845e-22,3.010584,0,0.1785714
0.001595592,-4.330465e-07,-3.274991e-23,3.05863,0,0
0.001595592,-4.330465e-07,-3.274991e-23,3.05863,0,0.1785714
0.001606361,-4.110444e-07,1.826256e-29,3.106675,0,0
0.001606361,-4.110444e-07,1.826256e-29,3.106675,0,0.1785714
0.001615019,-3.881114e-07,-9.050721e-26,3.154721,0,0
0.001615019,-3.881114e-07,-9.050721e-26,3.154721,0,0.1785714
0.001621598,-3.643304e-07,1.730683e-24,3.202766,0,0
0.001621598,-3.643304e-07,1.730683e-24,3.202766,0,0.1785714
0.00162614,-3.397999e-07,-1.777823e-24,3.250813,0,0
0.00162614,-3.397999e-07,-1.777823e-24,3.250813,0,0.1785714
0.001628688,-3.145049e-07,-3.363693e-24,3.298858,0,0
0.001628688,-3.145049e-07,-3.363693e-24,3.298858,0,0.1785714
0.001629267,-2.883566e-07,6.762293e-24,3.346904,0,0
0.001629267,-2.883566e-07,6.762293e-24,3.346904,0,0.1785714
0.001627891,-2.614777e-07,1.464741e-23,3.394949,0,0
0.001627891,-2.614777e-07,1.464741e-23,3.394949,0,0.1785714
0.001624595,-2.341216e-07,6.2521e-24,3.442995,0,0
0.001624595,-2.341216e-07,6.2521e-24,3.442995,0,0.1785714
0.001619434,-2.064638e-07,-6.098019e-31,3.491041,0,0
0.001619434,-2.064638e-07,-6.098019e-31,3.491041,0,0.1785714
0.001612463,-1.785943e-07,-1.213748e-34,3.539086,0,0
0.001612463,-1.785943e-07,-1.213748e-34,3.539086,0,0.1785714
0.001603737,-1.506061e-07,1.009335e-23,3.587131,0,0
0.001603737,-1.506061e-07,1.009335e-23,3.587131,0,0.1785714
0.001593321,-1.22636e-07,2.279894e-23,3.63518,1.268826e-16,0
0.001593321,-1.22636e-07,2.279894e-23,3.63518,1.268826e-16,0.1785714
0.001581281,-9.473167e-08,1.267826e-23,3.683223,0,0
0.001581281,-9.473167e-08,1.267826e-23,3.683223,0,0.1785714
0.001567675,-6.698188e-08,-6.327848e-25,3.731268,1.268826e-16,0
0.001567675,-6.698188e-08,-6.327848e-25,3.731268,1.268826e-16,0.1785714
0.001552576,-3.95272e-08,-5.482819e-26,3.779317,0,0
0.001552576,-3.95272e-08,-5.482819e-26,3.779317,0,0.1785714
0.001536054,-1.236753e-08,5.23126e-25,3.827361,0,0
0.001536054,-1.236753e-08,5.23126e-25,3.827361,0,0.1785714
0.001518172,1.437567e-08,-5.506138e-25,3.875405,0,0
0.001518172,1.437567e-08,-5.506138e-25,3.875405,0,0.1785714
0.00149901,4.054803e-08,-5.230615e-25,3.923454,0,0
0.00149901,4.054803e-08,-5.230615e-25,3.923454,0,0.1785714
0.001478644,6.61454e-08,-4.404996e-25,3.971498,0,0
0.001478644,6.61454e-08,-4.404996e-25,3.971498,0,0.1785714
0.001457148,9.107132e-08,-2.065316e-25,4.019546,0,0
0.001457148,9.107132e-08,-2.065316e-25,4.019546,0,0.1785714
0.001434601,1.152987e-07,3.786958e-23,4.067589,-1.268826e-16,0
0.001434601,1.152987e-07,3.786958e-23,4.067589,-1.268826e-16,0.1785714
0.001411072,1.387881e-07,7.739423e-23,4.115633,0,0
0.001411072,1.387881e-07,7.739423e-23,4.115633,0,0.1785714
0.00138664,1.614108e-07,3.993783e-23,4.163682,-1.268826e-16,0
0.00138664,1.614108e-07,3.993783e-23,4.163682,-1.268826e-16,0.1785714
0.001361385,1.832129e-07,1.793799e-25,4.211726,0,0
0.001361385,1.832129e-07,1.793799e-25,4.211726,0,0.1785714
0.001335371,2.04177e-07,0,4.25977,0,0
0.001335371,2.04177e-07,0,4.25977,0,0.1785714
0.001308674,2.241949e-07,4.689512e-23,4.30782,0,0
0.001308674,2.241949e-07,4.689512e-23,4.30782,0,0.1785714
0.001281367,2.433318e-07,9.526253e-23,4.355863,0,0
0.001281367,2.433318e-07,9.526253e-23,4.355863,0,0.1785714
0.001253511,2.615148e-07,4.836782e-23,4.403907,0,0
0.001253511,2.615148e-07,4.836782e-23,4.403907,0,0.1785714
0.001225186,2.785869e-07,0,4.451957,0,0
0.001225186,2.785869e-07,0,4.451957,0,0.1785714
0.001196472,2.947465e-07,9.388345e-27,4.5,0,0
0.001196472,2.947465e-07,9.388345e-27,4.5,0,0.1785714
0.001167411,3.10095e-07,1.215888e-30,4.548044,0,0
0.001167411,3.10095e-07,1.215888e-30,4.548044,0,0.1785714
0.001138057,3.244634e-07,-5.373262e-23,4.596094,0,0
0.001138057,3.244634e-07,-5.373262e-23,4.596094,0,0.1785714
0.001108481,3.378894e-07,-1.081796e-22,4.644137,0,0
0.001108481,3.378894e-07,-1.081796e-22,4.644137,0,0.1785714
0.001078729,3.50427e-07,-5.44568e-23,4.692181,0,0
0.001078729,3.50427e-07,-5.44568e-23,4.692181,0,0.1785714
0.001048858,3.620227e-07,3.862914e-31,4.740231,0,0
0.001048858,3.620227e-07,3.862914e-31,4.740231,0,0.1785714
0.001018922,3.727601e-07,5.596955e-23,4.788275,0,0
0.001018922,3.727601e-07,5.596955e-23,4.788275,0,0.1785714
0.0009889585,3.826763e-07,5.59103e-23,4.836318,0,0
0.0009889585,3.826763e-07,5.59103e-23,4.836318,0,0.1785714
0.0009590138,3.917477e-07,-5.663438e-23,4.884368,0,0
0.0009590138,3.917477e-07,-5.663438e-23,4.884368,0,0.1785714
0.0009291318,4.000424e-07,-5.663373e-23,4.932412,0,0
0.0009291318,4.000424e-07,-5.663373e-23,4.932412,0,0.1785714
0.0008993456,4.075693e-07,-1.181778e-25,4.980455,0,0
0.0008993456,4.075693e-07,-1.181778e-25,4.980455,0,0.1785714
0.0008696934,4.143239e-07,4.227428e-26,5.028503,0,0
0.0008696934,4.143239e-07,4.227428e-26,5.028503,0,0.1785714
0.0008402112,4.203193e-07,1.072489e-29,5.076547,0,0
0.0008402112,4.203193e-07,1.072489e-29,5.076547,0,0.1785714
0.0008109348,4.255428e-07,-2.433958e-25,5.124596,0,0
0.0008109348,4.255428e-07,-2.433958e-25,5.124596,0,0.1785714
0.0007819026,4.300564e-07,-1.617941e-25,5.17264,0,0
0.0007819026,4.300564e-07,-1.617941e-25,5.17264,0,0.1785714
0.0007531444,4.338797e-07,1.420279e-25,5.220684,0,0
0.0007531444,4.338797e-07,1.420279e-25,5.220684,0,0.1785714
0.0007246922,4.370135e-07,3.619076e-25,5.268733,0,0
0.0007246922,4.370135e-07,3.619076e-25,5.268733,0,0.1785714
0.000696577,4.39534e-07,2.18707e-25,5.316777,0,0
0.000696577,4.39534e-07,2.18707e-25,5.316777,0,0.1785714
0.0006688201,4.414802e-07,-4.369907e-25,5.364821,0,0
0.0006688201,4.414802e-07,-4.369907e-25,5.364821,0,0.1785714
0.0006414446,4.428688e-07,-2.186528e-25,5.41287,0,0
0.0006414446,4.428688e-07,-2.186528e-25,5.41287,0,0.1785714
0.0006144727,4.437663e-07,-5.348767e-23,5.460914,0,0
0.0006144727,4.437663e-07,-5.348767e-23,5.460914,0,0.1785714
0.0005879173,4.441984e-07,-1.06839e-22,5.508958,0,0
0.0005879173,4.441984e-07,-1.06839e-22,5.508958,0,0.1785714
0.000561794,4.44148e-07,-6.235128e-25,5.557007,0,0
0.000561794,4.44148e-07,-6.235128e-25,5.557007,0,0.1785714
0.0005361233,4.436409e-07,1.042872e-22,5.605052,0,0
0.0005361233,4.436409e-07,1.042872e-22,5.605052,0,0.1785714
0.0005109194,4.426913e-07,5.179696e-23,5.653095,0,0
0.0005109194,4.426913e-07,5.179696e-23,5.653095,0,0.1785714
0.0004862006,4.412982e-07,-4.962744e-23,5.701145,0,0
0.0004862006,4.412982e-07,-4.962744e-23,5.701145,0,0.1785714
0.0004619824,4.395199e-07,-9.986942e-23,5.749188,0,0
0.0004619824,4.395199e-07,-9.986942e-23,5.749188,0,0.1785714
0.0004382769,4.373481e-07,4.724428e-23,5.797232,0,0
0.0004382769,4.373481e-07,4.724428e-23,5.797232,0,0.1785714
0.0004150993,4.348045e-07,1.932321e-22,5.845282,0,0
0.0004150993,4.348045e-07,1.932321e-22,5.845282,0,0.1785714
0.0003924643,4.319253e-07,9.574499e-23,5.893326,0,0
0.0003924643,4.319253e-07,9.574499e-23,5.893326,0,0.1785714
0.0003703795,4.287199e-07,-4.611717e-23,5.941369,0,0
0.0003703795,4.287199e-07,-4.611717e-23,5.941369,0,0.1785714
0.000348861,4.252009e-07,-9.038437e-23,5.989419,0,0
0.000348861,4.252009e-07,-9.038437e-23,5.989419,0,0.1785714
0.0003279147,4.213419e-07,-4.514981e-23,6.037462,0,0
0.0003279147,4.213419e-07,-4.514981e-23,6.037462,0,0.1785714
0.0003075681,4.171029e-07,-1.818782e-24,6.085508,0,0
0.0003075681,4.171029e-07,-1.818782e-24,6.085508,0,0.1785714
0.0002878259,4.125499e-07,3.32535e-29,6.133554,0,0
0.0002878259,4.125499e-07,3.32535e-29,6.133554,0,0.1785714
0.0002687212,4.075959e-07,3.589004e-18,6.1816,0,0
0.0002687212,4.075959e-07,3.589004e-18,6.1816,0,0.1785714
0.000250258,4.022618e-07,7.274924e-18,6.229645,0,0
0.000250258,4.022618e-07,7.274924e-18,6.229645,1.268826e-16,0.1785714
0.0002324912,3.964269e-07,3.685916e-18,6.277692,0,0
0.0002324912,3.964269e-07,3.685916e-18,6.277692,0,0.1785714
0.0002154198,3.901521e-07,-3.859239e-18,6.325737,0,0
0.0002154198,3.901521e-07,-3.859239e-18,6.325737,0,0.1785714
0.0001991287,3.832786e-07,-7.810231e-18,6.373783,0,0
0.0001991287,3.832786e-07,-7.810231e-18,6.373783,-1.268826e-16,0.1785714
0.0001836007,3.758514e-07,-3.950984e-18,6.421829,0,0
0.0001836007,3.758514e-07,-3.950984e-18,6.421829,0,0.1785714
0.0001689811,3.676163e-07,-1.00928e-29,6.469873,0,0
0.0001689811,3.676163e-07,-1.00928e-29,6.469873,0,0.1785714
0.0001552189,3.586913e-07,-2.299539e-24,6.51792,0,0
0.0001552189,3.586913e-07,-2.299539e-24,6.51792,0,0.1785714
0.0001425573,3.486172e-07,-2.342372e-24,6.565966,0,0
0.0001425573,3.486172e-07,-2.342372e-24,6.565966,0,0.1785714
0.0001308882,3.376018e-07,4.683935e-24,6.614011,0,0
0.0001308882,3.376018e-07,4.683935e-24,6.614011,0,0.1785714
0.0001206271,3.248445e-07,-8.328888e-26,6.662057,0,0
0.0001206271,3.248445e-07,-8.328888e-26,6.662057,0,0.1785714
0.000111559,3.107276e-07,-2.384279e-24,6.710103,0,0
0.000111559,3.107276e-07,-2.384279e-24,6.710103,0,0.1785714
0.0001043983,2.938673e-07,2.425781e-24,6.758148,0,0
0.0001043983,2.938673e-07,2.425781e-24,6.758148,0,0.1785714
9.8738e-05,2.750862e-07,-6.512273e-35,6.806194,0,0
9.8738e-05,2.750862e-07,-6.512273e-35,6.806194,0,0.1785714
9.578827e-05,2.516089e-07,6.242382e-31,6.85424,0,0
9.578827e-05,2.516089e-07,6.242382e-31,6.85424,0,0.1785714
9.487043e-05,2.252741e-07,-2.012433e-34,6.902285,0,0
9.487043e-05,2.252741e-07,-2.012433e-34,6.902285,0,0.1785714
9.798861e-05,1.909148e-07,-2.662788e-24,6.950331,0,0
9.798861e-05,1.909148e-07,-2.662788e-24,6.950331,0,0.1785714
0.0001040876,1.555512e-07,1.259047e-28,6.998377,0,0
0.0001040876,1.555512e-07,1.259047e-28,6.998377,0,0.1785714
0.0001157449,4.78479e-07,5.407808e-24,7.046421,0,0
0.0001157449,4.78479e-07,5.407808e-24,7.046421,0,0.1785714
0.0001348636,4.297398e-06,2.264368e-20,7.094468,0.000308216,0
0.0001348636,4.297398e-06,2.264368e-20,7.094468,0.000308216,0.1785714
0.0001450224,1.173802e-05,-3.188572e-22,7.142433,0.002926278,0
0.0001450224,1.173802e-05,-3.188572e-22,7.142433,0.002926278,0.1785714
0.0001475363,1.984257e-05,-2.296256e-20,7.190185,0.008172837,0
0.0001475363,1.984257e-05,-2.296256e-20,7.190185,0.008172837,0.1785714
0.0001455196,2.707614e-05,-2.825395e-24,7.237591,0.01596747,0
0.0001455196,2.707614e-05,-2.825395e-24,7.237591,0.01596747,0.1785714
0.0001377516,3.270462e-05,-4.816851e-20,7.284521,0.02622064,0
0.0001377516,3.270462e-05,-4.816851e-20,7.284521,0.02622064,0.1785714
0.0001258782,3.60392e-05,-4.815332e-20,7.330881,0.03880936,0
0.0001258782,3.60392e-05,-4.815332e-20,7.330881,0.03880936,0.1785714
0.0001090386,3.636181e-05,5.62067e-23,7.376596,0.05359221,0
0.0001090386,3.636181e-05,5.62067e-23,7.376596,0.05359221,0.1785714
8.752436e-05,3.295243e-05,6.119255e-23,7.421584,0.07044432,0
8.752436e-05,3.295243e-05,6.119255e-23,7.421584,0.07044432,0.1785714
6.031796e-05,2.479437e-05,2.672518e-23,7.465804,0.08922037,0
6.031796e-05,2.479437e-05,2.672518e-23,7.465804,0.08922037,0.1785714
2.706751e-05,1.090609e-05,-2.901586e-23,7.509222,0.1097776,0
2.706751e-05,1.090609e-05,-2.901586e-23,7.509222,0.1097776,0.1785714
-1.364473e-05,-1.015044e-05,-1.185087e-22,7.55183,0.1319771,0
-1.364473e-05,-1.015044e-05,-1.185087e-22,7.55183,0.1319771,0.1785714
-6.376092e-05,-4.032846e-05,-1.076706e-19,7.593623,0.155683,0
-6.376092e-05,-4.032846e-05,-1.076706e-19,7.593623,0.155683,0.1785714
-0.0001256118,-8.160501e-05,-1.07584e-19,7.634632,0.1807098,0
-0.0001256118,-8.160501e-05,-1.07584e-19,7.634632,0.1807098,0.1785714
-0.00019871,-0.0001340263,4.276109e-24,7.67496,0.2068269,0
-0.00019871,-0.0001340263,4.276109e-24,7.67496,0.2068269,0.1785714
-0.0002828302,-0.0001974738,2.223059e-19,7.714698,0.2338262,0
-0.0002828302,-0.0001974738,2.223059e-19,7.714698,0.2338262,0.1785714
-0.0003779069,-0.0002716504,3.340459e-19,7.753944,0.2615421,0
-0.0003779069,-0.0002716504,3.340459e-19,7.753944,0.2615421,0.1785714
-0.0004839349,-0.0003560571,2.236732e-19,7.792786,0.2898252,0
-0.0004839349,-0.0003560571,2.236732e-19,7.792786,0.2898252,0.1785714
-0.0006002169,-0.0004494278,1.119321e-19,7.831304,0.3185399,0
-0.0006002169,-0.0004494278,1.119321e-19,7.831304,0.3185399,0.1785714
-0.0007259365,-0.0005501275,-1.108914e-19,7.869586,0.34757,0
-0.0007259365,-0.0005501275,-1.108914e-19,7.869586,0.34757,0.1785714
-0.0008580353,-0.0006546737,1.07112e-19,7.907716,0.3768033,0
-0.0008580353,-0.0006546737,1.07112e-19,7.907716,0.3768033,0.1785714
-0.0009909769,-0.0007587932,2.179997e-19,7.945769,0.4061379,0
-0.0009909769,-0.0007587932,2.179997e-19,7.945769,0.4061379,0.1785714
-0.001121004,-0.0008612527,-2.238394e-24,7.983775,0.4355288,0
-0.001121004,-0.0008612527,-2.238394e-24,7.983775,0.4355288,0.1785714
-0.001251568,-0.000966979,2.034989e-24,8.021724,0.4650003,0
-0.001251568,-0.000966979,2.034989e-24,8.021724,0.4650003,0.1785714
-0.001390825,-0.001082704,-3.40895e-22,8.059563,0.4946063,0
-0.001390825,-0.001082704,-3.40895e-22,8.059563,0.4946063,0.1785714
-0.001540224,-0.00120957,9.2207e-20,8.09728,0.5243673,0
-0.001540224,-0.00120957,9.2207e-20,8.09728,0.5243673,0.1785714
-0.001702383,-0.00135075,9.254946e-20,8.134853,0.5543109,0
-0.001702383,-0.00135075,9.254946e-20,8.134853,0.5543109,0.1785714
-0.001882532,-0.001511357,5.918048e-25,8.172257,0.5844651,0
-0.001882532,-0.001511357,5.918048e-25,8.172257,0.5844651,0.1785714
-0.002087649,-0.001698027,1.086404e-26,8.209468,0.6148578,0
-0.002087649,-0.001698027,1.086404e-26,8.209468,0.6148578,0.1785714
-0.00232639,-0.001919327,-5.81269e-25,8.246463,0.6455116,0
-0.00232639,-0.001919327,-5.81269e-25,8.246463,0.6455116,0.1785714
-0.002623213,-0.00219524,-2.183061e-23,8.28322,0.676451,0
-0.002623213,-0.00219524,-2.183061e-23,8.28322,0.676451,0.1785714
-0.003011841,-0.002542149,3.900149e-20,8.319748,0.7076641,0
-0.003011841,-0.002542149,3.900149e-20,8.319748,0.7076641,0.1785714
-0.003493591,-0.002942639,3.888323e-20,8.356187,0.7389815,0
-0.003493591,-0.002942639,3.888323e-20,8.356187,0.7389815,0.1785714
-0.004067514,-0.003378573,-2.18639e-22,8.392722,0.7701868,0
-0.004067514,-0.003378573,-2.18639e-22,8.392722,0.7701868,0.1785714
-0.004750239,-0.003842439,-7.849829e-23,8.429539,0.8010571,0
-0.004750239,-0.003842439,-7.849829e-23,8.429539,0.8010571,0.1785714
-0.005576179,-0.00432986,7.061805e-20,8.46683,0.83135,0
-0.005576179,-0.00432986,7.061805e-20,8.46683,0.83135,0.1785714
-0.006572544,-0.004815604,7.072174e-20,8.504805,0.8607762,0
-0.006572544,-0.004815604,7.072174e-20,8.504805,0.8607762,0.1785714
-0.007785423,-0.005258576,1.731503e-19,8.543704,0.8889828,0
