y,R_0,R_1,R_2,R_3,R_4,R_5
1.0002541,6.666663e-11,8.8088959e-15,-3.5295557e-35,6.6666698e-11,-3.4592953e-33,6.6666672e-11
1.0008359,1.7308676e-06,-7.0645231e-09,-3.2711776e-28,1.7308969e-06,-1.0126596e-27,1.7308893e-06
1.0014527,1.4401233e-05,-1.7620841e-07,-5.2324988e-27,1.4403721e-05,1.1327865e-25,1.4403141e-05
1.0021064,6.2630967e-05,-1.684852e-06,2.3308223e-25,6.2675519e-05,1.3512411e-25,6.2668266e-05
1.0027994,0.00018899881,-9.5008206e-06,9.1672955e-26,0.00018939854,-3.2722531e-24,0.00018935967
1.0035339,0.00045377006,-3.8087696e-05,7.7881382e-25,0.00045609348,-9.7946835e-24,0.00045600588
1.0043126,0.00092925541,-0.00011871869,-1.5115955e-23,0.00093889575,-1.414804e-23,0.00093910673
1.005138,0.0016805899,-0.00029999113,-1.6054948e-23,0.001710155,5.0017278e-23,0.0017128144
1.006013,0.0027315113,-0.00062752139,1.7093228e-23,0.0028000498,1.3345496e-22,0.0028118144
1.0069405,0.0040358022,-0.0011069977,7.3247553e-23,0.0041602547,-5.4206003e-24,0.0041933158
1.0079236,0.0054864609,-0.0016889346,-3.5765461e-23,0.0056723832,-2.519627e-23,0.0057405122
1.0089658,0.006962201,-0.0022980113,2.8693547e-22,0.0072024196,1.029837e-23,0.007315412
1.0100705,0.0083715206,-0.0028730422,-2.1740711e-22,0.0086505516,-2.6285392e-22,0.0088126428
1.0112415,0.0096666788,-0.0033808785,-5.0018437e-23,0.0099651457,1.4589036e-22,0.010176782
1.0124829,0.010835439,-0.0038090783,3.5186864e-22,0.011132833,2.4446457e-22,0.011392504
1.0137987,0.011887905,-0.0041557641,7.7952923e-22,0.012164165,-2.774939e-22,0.01246926
1.0151935,0.01284708,-0.0044244151,-7.0387325e-22,0.013083389,-6.982412e-22,0.013430683
1.0166721,0.013742129,-0.0046211352,-1.8808346e-21,0.013921069,-8.4529473e-23,0.014307171
