(x/h,y/h,z/h)
(4.0,3.033407927,0.0)
(4.0,3.027219296,0.0)
(4.0,3.021030426,0.0)
(4.0,3.014841557,0.0)
(4.0,3.008652925,0.0)
(4.0,3.002464056,0.0)
(4.0,2.996275425,0.0)
(4.0,2.990086555,0.0)
(4.0,2.983897924,0.0)
(4.0,2.977709055,0.0)
(4.0,2.971520424,0.0)
(4.0,2.965331554,0.0)
(4.0,2.959142923,0.0)
(4.0,2.952954054,0.0)
