(x/h,y/h,z/h)
(0.05,1.065834761,0.0)
(0.05,1.061470747,0.0)
(0.05,1.057106614,0.0)
(0.05,1.0527426,0.0)
(0.05,1.048378468,0.0)
(0.05,1.044014454,0.0)
(0.05,1.039650321,0.0)
(0.05,1.035286307,0.0)
(0.05,1.030922174,0.0)
(0.05,1.026558161,0.0)
(0.05,1.022194028,0.0)
(0.05,1.017830014,0.0)
(0.05,1.013465881,0.0)
(0.05,1.009101868,0.0)
(0.05,1.004737735,0.0)
(0.05,1.000373721,0.0)
