x,y,z,U_0,U_1,U_2
1.08573,0.623378,0.05,-0.00105664,0.000918053,-1.75833e-21
1.08573,0.625894,0.05,-0.00101203,0.000900998,-1.57261e-21
1.08573,0.628409,0.05,-0.000969378,0.00088474,-1.00385e-21
1.08573,0.630925,0.05,-0.000926725,0.000868482,-4.35102e-22
1.08573,0.633441,0.05,-0.000877898,0.000850018,-2.25671e-21
1.08573,0.635957,0.05,-0.000830991,0.000832349,-1.59694e-21
1.08573,0.638472,0.05,-0.000784085,0.000814679,-9.37165e-22
1.08573,0.640988,0.05,-0.000726575,0.000793269,2.71144e-21
1.08573,0.643504,0.05,-0.000679892,0.000775911,3.33244e-21
1.08573,0.64602,0.05,-0.000628466,0.000756846,2.98318e-21
1.08573,0.648535,0.05,-0.000570118,0.000735409,1.82653e-21
1.08573,0.651051,0.05,-0.000515882,0.000715628,1.00421e-21
1.08573,0.653567,0.05,-0.000459636,0.000695181,2.18375e-21
1.08573,0.656083,0.05,-0.00040339,0.000674735,3.36328e-21
1.08573,0.658599,0.05,-0.000334728,0.000650345,5.64198e-21
1.08573,0.661114,0.05,-0.000277415,0.000629887,5.57112e-21
1.08573,0.66363,0.05,-0.000216015,0.000608078,4.9879e-21
1.08573,0.666146,0.05,-0.000153799,0.000586014,4.36479e-21
1.08573,0.668662,0.05,-8.17256e-05,0.000561174,1.64684e-21
1.08573,0.671177,0.05,-1.48156e-05,0.000538028,-2.99434e-22
1.08573,0.673693,0.05,5.20945e-05,0.000514883,-2.24571e-21
1.08573,0.676209,0.05,0.000135471,0.000486853,-4.21575e-21
1.08573,0.678725,0.05,0.000200153,0.000464823,-6.01355e-21
1.08573,0.68124,0.05,0.000272933,0.000440384,-5.52405e-21
1.08573,0.683756,0.05,0.000345713,0.000415945,-5.03455e-21
1.08573,0.686272,0.05,0.000442942,0.000384634,-3.25456e-21
1.08573,0.688788,0.05,0.000507663,0.000363039,-1.58426e-21
1.08573,0.691304,0.05,0.000586665,0.00033737,-2.34941e-22
1.08573,0.693819,0.05,0.000665667,0.000311701,1.11438e-21
1.08573,0.696335,0.05,0.000766965,0.000280113,2.47656e-21
1.08573,0.698851,0.05,0.000841412,0.000256297,4.37096e-21
1.08573,0.701367,0.05,0.000926966,0.000229488,3.13084e-21
1.08573,0.703882,0.05,0.00101252,0.000202679,1.89072e-21
1.08573,0.706398,0.05,0.00110573,0.000173957,1.2909e-22
1.08573,0.708914,0.05,0.00120173,0.000145153,-7.52969e-21
1.08573,0.71143,0.05,0.00129412,0.000117323,-7.11643e-21
1.08573,0.713945,0.05,0.00138651,8.94938e-05,-6.70317e-21
1.08573,0.716461,0.05,0.0014789,6.16644e-05,-6.28991e-21
1.08573,0.718977,0.05,0.00160807,2.54863e-05,2.63493e-22
1.08573,0.721493,0.05,0.00168804,1.52567e-06,2.54826e-21
1.08573,0.724009,0.05,0.00178749,-2.71722e-05,2.79681e-21
1.08573,0.726524,0.05,0.00188694,-5.58701e-05,3.04536e-21
1.08573,0.72904,0.05,0.00200763,-8.91965e-05,2.17195e-21
1.08573,0.731556,0.05,0.00210833,-0.000117212,2.95245e-22
1.08573,0.734072,0.05,0.00221498,-0.000146593,3.49484e-22
1.08573,0.736587,0.05,0.00232164,-0.000175975,4.03724e-22
1.08573,0.739103,0.05,0.00242829,-0.000205356,4.57963e-22
1.08573,0.741619,0.05,0.00258704,-0.000245246,1.33111e-21
1.08573,0.744135,0.05,0.00266809,-0.000268032,3.45209e-21
1.08573,0.74665,0.05,0.00278199,-0.000297878,3.26575e-21
1.08573,0.749166,0.05,0.00289589,-0.000327724,3.07941e-21
1.08573,0.751682,0.05,0.00300979,-0.00035757,2.89307e-21
1.08573,0.754198,0.05,0.00317765,-0.000397195,-1.58244e-21
1.08573,0.756713,0.05,0.00326669,-0.000420832,-6.71129e-21
1.08573,0.759229,0.05,0.00338776,-0.000450891,-7.28339e-21
1.08573,0.761745,0.05,0.00350882,-0.00048095,-7.85549e-21
1.08573,0.764261,0.05,0.00362989,-0.000511009,-8.42759e-21
1.08573,0.766777,0.05,0.00380942,-0.000550709,-2.99109e-21
1.08573,0.769292,0.05,0.00390216,-0.000574138,1.39331e-21
1.08573,0.771808,0.05,0.00403017,-0.000604129,2.55598e-21
1.08573,0.774324,0.05,0.00415817,-0.00063412,3.71864e-21
1.08573,0.77684,0.05,0.00428618,-0.000664111,4.88131e-21
1.08573,0.779355,0.05,0.00446867,-0.000702284,2.89046e-21
1.08573,0.781871,0.05,0.00457177,-0.000726466,2.00303e-21
1.08573,0.784387,0.05,0.00470631,-0.000756081,1.46059e-21
1.08573,0.786903,0.05,0.00484085,-0.000785697,9.18142e-22
1.08573,0.789418,0.05,0.00497539,-0.000815312,3.75695e-22
1.08573,0.791934,0.05,0.00513476,-0.000848189,-1.75375e-23
1.08573,0.79445,0.05,0.00528653,-0.00087863,-1.18872e-23
1.08573,0.796966,0.05,0.00541256,-0.000905283,3.05731e-22
1.08573,0.799482,0.05,0.00555304,-0.000934198,7.32415e-22
1.08573,0.801997,0.05,0.00569353,-0.000963113,1.1591e-21
1.08573,0.804513,0.05,0.00583402,-0.000992028,1.58578e-21
1.08573,0.807029,0.05,0.00603771,-0.00102796,2.5041e-21
1.08573,0.809545,0.05,0.0061447,-0.00105038,1.72335e-21
1.08573,0.81206,0.05,0.00629035,-0.00107826,2.14652e-21
1.08573,0.814576,0.05,0.00643599,-0.00110614,2.56969e-21
1.08573,0.817092,0.05,0.00658163,-0.00113402,2.99286e-21
1.08573,0.819608,0.05,0.00673616,-0.00116269,3.53043e-21
1.08573,0.822123,0.05,0.0069252,-0.00119354,5.16499e-21
1.08573,0.824639,0.05,0.00704792,-0.00121669,6.11054e-21
1.08573,0.827155,0.05,0.00719773,-0.0012432,4.54233e-21
1.08573,0.829671,0.05,0.00734754,-0.00126971,2.97412e-21
1.08573,0.832187,0.05,0.00749734,-0.00129622,1.40592e-21
1.08573,0.834702,0.05,0.00766453,-0.00132381,-9.69133e-22
1.08573,0.837218,0.05,0.00784246,-0.00135079,-4.88346e-21
1.08573,0.839734,0.05,0.00797357,-0.0013733,-6.52051e-21
1.08573,0.84225,0.05,0.00812634,-0.00139813,-6.57874e-21
1.08573,0.844765,0.05,0.00827912,-0.00142295,-6.63696e-21
1.08573,0.847281,0.05,0.00843189,-0.00144777,-6.69518e-21
1.08573,0.849797,0.05,0.00859765,-0.00147299,-6.18047e-21
1.08573,0.852313,0.05,0.00878079,-0.00149767,-4.15312e-21
1.08573,0.854828,0.05,0.00891278,-0.00151858,-2.96891e-21
1.08573,0.857344,0.05,0.00906715,-0.00154143,-1.85148e-21
1.08573,0.85986,0.05,0.00922151,-0.00156427,-7.34037e-22
1.08573,0.862376,0.05,0.00937587,-0.00158711,3.83401e-22
1.08573,0.864892,0.05,0.00953118,-0.00160994,1.47455e-21
1.08573,0.867407,0.05,0.00972806,-0.00163224,1.36615e-21
1.08573,0.869923,0.05,0.00985674,-0.00165126,1.47209e-21
1.08573,0.872439,0.05,0.0100108,-0.00167186,7.99728e-22
1.08573,0.874955,0.05,0.0101653,-0.00169247,1.17458e-22
1.08573,0.87747,0.05,0.0103197,-0.00171308,-5.64812e-22
1.08573,0.879986,0.05,0.0104741,-0.0017337,-1.24708e-21
1.08573,0.882502,0.05,0.010649,-0.00175285,-2.02964e-21
1.08573,0.885018,0.05,0.0108054,-0.00177073,-1.92433e-21
1.08573,0.887533,0.05,0.0109483,-0.00178862,-1.17148e-21
1.08573,0.890049,0.05,0.0111012,-0.00180681,-4.83124e-22
1.08573,0.892565,0.05,0.011254,-0.00182501,2.05234e-22
1.08573,0.895081,0.05,0.0114069,-0.0018432,8.93592e-22
1.08573,0.897597,0.05,0.0115604,-0.00186127,1.59822e-21
1.08573,0.900112,0.05,0.0117351,-0.00187555,2.82208e-21
1.08573,0.902628,0.05,0.0118738,-0.00189132,1.79885e-21
1.08573,0.905144,0.05,0.0120207,-0.00190701,1.51504e-21
1.08573,0.90766,0.05,0.0121704,-0.00192265,1.45367e-21
1.08573,0.910175,0.05,0.01232,-0.0019383,1.39231e-21
1.08573,0.912691,0.05,0.0124696,-0.00195395,1.33094e-21
1.08573,0.915207,0.05,0.012622,-0.00196832,1.37684e-21
1.08573,0.917723,0.05,0.0127802,-0.00197924,1.66462e-21
1.08573,0.920238,0.05,0.0129171,-0.00199312,1.30762e-21
1.08573,0.922754,0.05,0.0130613,-0.00200624,7.60011e-22
1.08573,0.92527,0.05,0.013206,-0.00201929,1.96603e-22
1.08573,0.927786,0.05,0.0133508,-0.00203234,-3.66806e-22
1.08573,0.930302,0.05,0.0134956,-0.0020454,-9.30214e-22
1.08573,0.932817,0.05,0.0136407,-0.00205681,-1.54928e-21
1.08573,0.935333,0.05,0.0137859,-0.00206443,-2.17927e-21
1.08573,0.937849,0.05,0.0139213,-0.00207614,-1.44249e-21
1.08573,0.940365,0.05,0.0140592,-0.00208681,-1.09465e-21
1.08573,0.94288,0.05,0.0141977,-0.0020973,-8.13369e-22
1.08573,0.945396,0.05,0.0143361,-0.00210779,-5.32087e-22
1.08573,0.947912,0.05,0.0144745,-0.00211829,-2.50806e-22
1.08573,0.950428,0.05,0.014612,-0.00212804,9.02419e-23
1.08573,0.952943,0.05,0.0147434,-0.00213238,8.70056e-22
1.08573,0.955459,0.05,0.014875,-0.0021412,3.09759e-22
1.08573,0.957975,0.05,0.0150062,-0.00214982,2.68917e-24
1.08573,0.960491,0.05,0.0151369,-0.00215786,2.58316e-24
1.08573,0.963007,0.05,0.0152677,-0.0021659,2.47716e-24
1.08573,0.965522,0.05,0.0153984,-0.00217394,2.37115e-24
1.08573,0.968038,0.05,0.0155292,-0.00218198,2.26515e-24
1.08573,0.970554,0.05,0.0156494,-0.00218535,2.88721e-23
1.08573,0.97307,0.05,0.0157707,-0.00218976,2.98032e-23
1.08573,0.975585,0.05,0.0158961,-0.00219679,-2.58996e-24
1.08573,0.978101,0.05,0.0160181,-0.00220256,-2.61364e-24
1.08573,0.980617,0.05,0.0161402,-0.00220834,-2.63732e-24
1.08573,0.983133,0.05,0.0162623,-0.00221411,-2.661e-24
1.08573,0.985648,0.05,0.0163844,-0.00221988,-2.68468e-24
1.08573,0.988164,0.05,0.0165025,-0.00222443,-8.09112e-23
1.08573,0.99068,0.05,0.016606,-0.00222442,-4.48111e-22
1.08573,0.993196,0.05,0.0167225,-0.00222885,-1.8551e-22
1.08573,0.995712,0.05,0.0168382,-0.0022333,-1.33739e-22
1.08573,0.998227,0.05,0.0169509,-0.00223704,-4.0821e-22
1.08573,1.00074,0.05,0.0170636,-0.00224079,-6.82682e-22
1.08573,1.00326,0.05,0.0171763,-0.00224454,-9.57153e-22
1.08573,1.00577,0.05,0.017289,-0.00224828,-1.23163e-21
1.08573,1.00829,0.05,0.0173917,-0.00224959,-1.65031e-21
1.08573,1.01081,0.05,0.0174842,-0.00224845,-2.3153e-21
1.08573,1.01332,0.05,0.0175941,-0.00225164,-4.02317e-21
1.08573,1.01584,0.05,0.0176995,-0.00225406,-4.64452e-21
1.08573,1.01835,0.05,0.0178025,-0.00225606,-4.64982e-21
1.08573,1.02087,0.05,0.0179055,-0.00225806,-4.65512e-21
1.08573,1.02338,0.05,0.0180085,-0.00226005,-4.66042e-21
1.08573,1.0259,0.05,0.0181114,-0.00226205,-4.66571e-21
1.08573,1.02842,0.05,0.0182025,-0.00226166,-3.61431e-21
1.08573,1.03093,0.05,0.0182845,-0.00225944,-1.56829e-21
1.08573,1.03345,0.05,0.0183848,-0.00226097,8.51647e-22
1.08573,1.03596,0.05,0.018481,-0.00226191,2.15901e-21
1.08573,1.03848,0.05,0.0185742,-0.00226245,2.71502e-21
1.08573,1.041,0.05,0.0186675,-0.00226299,3.27102e-21
1.08573,1.04351,0.05,0.0187607,-0.00226354,3.82703e-21
1.08573,1.04603,0.05,0.018854,-0.00226408,4.38304e-21
1.08573,1.04854,0.05,0.0189387,-0.00226315,3.99754e-21
1.08573,1.05106,0.05,0.0190096,-0.00225985,2.10111e-21
1.08573,1.05357,0.05,0.0190981,-0.00225965,1.6651e-21
1.08573,1.05609,0.05,0.0191863,-0.00225954,1.47208e-21
1.08573,1.05861,0.05,0.0192701,-0.00225892,1.3971e-21
1.08573,1.06112,0.05,0.019354,-0.0022583,1.32211e-21
1.08573,1.06364,0.05,0.0194379,-0.00225768,1.24713e-21
1.08573,1.06615,0.05,0.0195218,-0.00225706,1.17214e-21
1.08573,1.06867,0.05,0.0196047,-0.00225629,1.10934e-21
1.08573,1.07118,0.05,0.0196676,-0.00225249,1.29015e-21
1.08573,1.0737,0.05,0.0197398,-0.00225018,1.28909e-21
1.08573,1.07622,0.05,0.0198209,-0.0022493,1.11204e-21
1.08573,1.07873,0.05,0.0198964,-0.00224784,9.11031e-22
1.08573,1.08125,0.05,0.0199715,-0.00224633,7.08191e-22
1.08573,1.08376,0.05,0.0200466,-0.00224482,5.05352e-22
1.08573,1.08628,0.05,0.0201217,-0.00224331,3.02512e-22
1.08573,1.08879,0.05,0.0201968,-0.0022418,9.96725e-23
1.08573,1.09131,0.05,0.0202622,-0.00223894,1.48733e-22
1.08573,1.09383,0.05,0.0203185,-0.00223482,4.35039e-22
1.08573,1.09634,0.05,0.0203895,-0.00223299,1.95447e-22
1.08573,1.09886,0.05,0.02046,-0.00223119,4.01379e-25
1.08573,1.10137,0.05,0.0205271,-0.00222902,3.14564e-25
1.08573,1.10389,0.05,0.0205942,-0.00222686,2.27748e-25
1.08573,1.10641,0.05,0.0206612,-0.00222469,1.40932e-25
1.08573,1.10892,0.05,0.0207283,-0.00222253,5.41169e-26
1.08573,1.11144,0.05,0.0207953,-0.00222037,-3.26987e-26
1.08573,1.11395,0.05,0.0208497,-0.00221649,-5.87471e-26
1.08573,1.11647,0.05,0.0209026,-0.00221249,-6.53695e-26
1.08573,1.11898,0.05,0.0209664,-0.00221032,-5.6022e-26
1.08573,1.1215,0.05,0.0210283,-0.00220792,-9.96602e-23
1.08573,1.12402,0.05,0.0210882,-0.0022053,-3.05421e-22
1.08573,1.12653,0.05,0.0211482,-0.00220267,-5.11181e-22
1.08573,1.12905,0.05,0.0212081,-0.00220004,-7.16941e-22
1.08573,1.13156,0.05,0.021268,-0.00219742,-9.22702e-22
1.08573,1.13408,0.05,0.0213279,-0.00219479,-1.12846e-21
1.08573,1.13659,0.05,0.0213761,-0.00219056,-1.53336e-21
1.08573,1.13911,0.05,0.0214244,-0.00218645,-2.12808e-21
1.08573,1.14163,0.05,0.021481,-0.00218394,-3.40983e-21
1.08573,1.14414,0.05,0.0215362,-0.00218123,-3.9089e-21
1.08573,1.14666,0.05,0.0215899,-0.00217829,-3.53575e-21
1.08573,1.14917,0.05,0.0216435,-0.00217535,-3.1626e-21
1.08573,1.15169,0.05,0.0216972,-0.00217241,-2.78945e-21
1.08573,1.1542,0.05,0.0217508,-0.00216947,-2.4163e-21
1.08573,1.15672,0.05,0.0218045,-0.00216653,-2.04316e-21
1.08573,1.15924,0.05,0.02185,-0.00216235,-5.41441e-22
1.08573,1.16175,0.05,0.0218929,-0.0021578,1.37757e-21
1.08573,1.16427,0.05,0.0219432,-0.00215511,4.45561e-21
1.08573,1.16678,0.05,0.0219929,-0.00215229,6.66772e-21
1.08573,1.1693,0.05,0.0220412,-0.00214914,6.55508e-21
1.08573,1.17182,0.05,0.0220894,-0.00214599,6.44245e-21
1.08573,1.17433,0.05,0.0221377,-0.00214284,6.32982e-21
1.08573,1.17685,0.05,0.022186,-0.00213969,6.21718e-21
1.08573,1.17936,0.05,0.0222342,-0.00213655,6.10455e-21
1.08573,1.18188,0.05,0.0222787,-0.00213272,4.71483e-21
1.08573,1.18439,0.05,0.0223184,-0.00212802,1.678e-21
1.08573,1.18691,0.05,0.0223616,-0.00212462,-4.9366e-22
1.08573,1.18943,0.05,0.0224065,-0.00212183,-2.25346e-21
1.08573,1.19194,0.05,0.0224504,-0.00211861,-2.67752e-21
1.08573,1.19446,0.05,0.0224941,-0.00211533,-2.92199e-21
1.08573,1.19697,0.05,0.0225378,-0.00211204,-3.16645e-21
1.08573,1.19949,0.05,0.0225815,-0.00210876,-3.41091e-21
1.08573,1.202,0.05,0.0226252,-0.00210547,-3.65537e-21
1.08573,1.20452,0.05,0.0226689,-0.00210219,-3.89984e-21
1.08573,1.20704,0.05,0.0227063,-0.00209749,-2.70137e-21
1.08573,1.20955,0.05,0.0227439,-0.00209297,-1.55286e-21
1.08573,1.21207,0.05,0.0227843,-0.00209016,-1.30274e-21
1.08573,1.21458,0.05,0.0228246,-0.00208717,-1.00181e-21
1.08573,1.2171,0.05,0.0228644,-0.0020838,-5.85446e-22
1.08573,1.21961,0.05,0.0229043,-0.00208043,-1.69082e-22
1.08573,1.22213,0.05,0.0229441,-0.00207706,2.47282e-22
1.08573,1.22465,0.05,0.0229839,-0.00207368,6.63647e-22
1.08573,1.22716,0.05,0.0230238,-0.00207031,1.08001e-21
1.08573,1.22968,0.05,0.0230623,-0.00206656,1.44821e-21
1.08573,1.23219,0.05,0.0230972,-0.00206166,1.67304e-21
1.08573,1.23471,0.05,0.0231328,-0.00205764,1.71251e-21
1.08573,1.23723,0.05,0.0231695,-0.00205483,1.49219e-21
1.08573,1.23974,0.05,0.0232061,-0.00205168,1.2668e-21
1.08573,1.24226,0.05,0.0232427,-0.00204825,1.03721e-21
1.08573,1.24477,0.05,0.0232793,-0.00204481,8.0763e-22
1.08573,1.24729,0.05,0.0233159,-0.00204138,5.78046e-22
1.08573,1.2498,0.05,0.0233525,-0.00203794,3.48461e-22
1.08573,1.25232,0.05,0.0233891,-0.00203451,1.18876e-22
1.08573,1.25484,0.05,0.0234243,-0.00203048,1.49138e-23
1.08573,1.25735,0.05,0.0234572,-0.0020255,1.15237e-22
1.08573,1.25987,0.05,0.0234905,-0.00202164,1.13737e-22
1.08573,1.26238,0.05,0.0235241,-0.00201885,1.48487e-23
1.08573,1.2649,0.05,0.0235579,-0.00201563,-1.53133e-23
1.08573,1.26741,0.05,0.0235917,-0.00201215,-1.21934e-24
1.08573,1.26993,0.05,0.0236256,-0.00200867,1.28746e-23
1.08573,1.27245,0.05,0.0236595,-0.00200518,2.69685e-23
1.08573,1.27496,0.05,0.0236933,-0.0020017,4.10625e-23
1.08573,1.27748,0.05,0.0237272,-0.00199822,5.51564e-23
1.08573,1.27999,0.05,0.0237602,-0.00199421,9.64811e-23
1.08573,1.28251,0.05,0.0237913,-0.00198914,1.93278e-22
1.08573,1.28502,0.05,0.0238225,-0.00198505,4.89543e-22
1.08573,1.28754,0.05,0.0238535,-0.00198228,1.053e-21
1.08573,1.29006,0.05,0.0238849,-0.00197914,1.29945e-21
1.08573,1.29257,0.05,0.0239164,-0.00197561,1.22104e-21
1.08573,1.29509,0.05,0.023948,-0.00197209,1.14263e-21
1.08573,1.2976,0.05,0.0239795,-0.00196856,1.06422e-21
1.08573,1.30012,0.05,0.0240111,-0.00196504,9.85807e-22
1.08573,1.30264,0.05,0.0240426,-0.00196151,9.07397e-22
1.08573,1.30515,0.05,0.024074,-0.00195782,7.54531e-22
1.08573,1.30767,0.05,0.0241036,-0.00195268,-6.20118e-23
1.08573,1.31018,0.05,0.0241332,-0.00194794,-9.29017e-22
1.08573,1.3127,0.05,0.0241621,-0.00194518,-2.04333e-21
1.08573,1.31521,0.05,0.0241912,-0.00194226,-2.91627e-21
1.08573,1.31773,0.05,0.0242208,-0.00193869,-2.86969e-21
1.08573,1.32025,0.05,0.0242503,-0.00193513,-2.8231e-21
1.08573,1.32276,0.05,0.0242799,-0.00193157,-2.77652e-21
1.08573,1.32528,0.05,0.0243095,-0.001928,-2.72994e-21
1.08573,1.32779,0.05,0.0243391,-0.00192444,-2.68335e-21
1.08573,1.33031,0.05,0.0243687,-0.00192088,-2.63677e-21
1.08573,1.33282,0.05,0.0243973,-0.00191616,-1.7392e-21
1.08573,1.33534,0.05,0.0244256,-0.00191095,-4.7713e-22
1.08573,1.33786,0.05,0.024453,-0.00190757,3.08932e-22
1.08573,1.34037,0.05,0.0244802,-0.00190482,9.29365e-22
1.08573,1.34289,0.05,0.0245079,-0.00190143,1.09933e-21
1.08573,1.3454,0.05,0.0245358,-0.00189783,1.12327e-21
1.08573,1.34792,0.05,0.0245637,-0.00189423,1.14722e-21
1.08573,1.35043,0.05,0.0245916,-0.00189063,1.17116e-21
1.08573,1.35295,0.05,0.0246194,-0.00188703,1.1951e-21
1.08573,1.35547,0.05,0.0246473,-0.00188343,1.21904e-21
1.08573,1.35798,0.05,0.0246751,-0.00187961,1.14896e-21
1.08573,1.3605,0.05,0.024702,-0.00187436,4.60919e-22
1.08573,1.36301,0.05,0.0247288,-0.00186948,-2.01571e-22
1.08573,1.36553,0.05,0.0247544,-0.00186673,-7.19084e-22
1.08573,1.36805,0.05,0.0247801,-0.00186386,-1.17343e-21
1.08573,1.37056,0.05,0.0248065,-0.00186023,-1.2431e-21
1.08573,1.37308,0.05,0.0248329,-0.0018566,-1.31278e-21
1.08573,1.37559,0.05,0.0248594,-0.00185297,-1.38245e-21
1.08573,1.37811,0.05,0.0248858,-0.00184934,-1.45212e-21
1.08573,1.38062,0.05,0.0249122,-0.0018457,-1.52179e-21
1.08573,1.38314,0.05,0.0249386,-0.00184207,-1.59146e-21
1.08573,1.38566,0.05,0.0249647,-0.00183777,-1.4269e-21
1.08573,1.38817,0.05,0.0249905,-0.00183248,-9.14318e-22
1.08573,1.39069,0.05,0.0250157,-0.00182821,-3.46294e-22
1.08573,1.3932,0.05,0.02504,-0.00182546,3.05198e-22
1.08573,1.39572,0.05,0.0250646,-0.00182238,7.66245e-22
1.08573,1.39823,0.05,0.0250897,-0.00181872,9.0486e-22
1.08573,1.40075,0.05,0.0251148,-0.00181506,1.04348e-21
1.08573,1.40327,0.05,0.0251399,-0.0018114,1.18209e-21
1.08573,1.40578,0.05,0.025165,-0.00180774,1.32071e-21
1.08573,1.4083,0.05,0.0251901,-0.00180408,1.45932e-21
1.08573,1.41081,0.05,0.0252152,-0.00180042,1.59794e-21
1.08573,1.41333,0.05,0.0252401,-0.00179591,1.48989e-21
1.08573,1.41584,0.05,0.0252647,-0.0017906,1.15136e-21
1.08573,1.41836,0.05,0.0252886,-0.00178657,8.65482e-22
1.08573,1.42088,0.05,0.0253118,-0.00178381,6.33109e-22
1.08573,1.42339,0.05,0.0253353,-0.00178064,4.43815e-22
1.08573,1.42591,0.05,0.0253593,-0.00177695,3.06654e-22
1.08573,1.42842,0.05,0.0253832,-0.00177327,1.69493e-22
1.08573,1.43094,0.05,0.0254071,-0.00176959,3.23321e-23
1.08573,1.43346,0.05,0.0254311,-0.00176591,-1.04829e-22
1.08573,1.43597,0.05,0.025455,-0.00176222,-2.4199e-22
1.08573,1.43849,0.05,0.025479,-0.00175854,-3.79151e-22
1.08573,1.441,0.05,0.0255027,-0.00175408,-5.91374e-22
1.08573,1.44352,0.05,0.0255263,-0.00174878,-8.84011e-22
1.08573,1.44603,0.05,0.0255492,-0.00174462,-1.15619e-21
1.08573,1.44855,0.05,0.0255714,-0.00174185,-1.40309e-21
1.08573,1.45107,0.05,0.0255938,-0.00173873,-1.53038e-21
1.08573,1.45358,0.05,0.0256167,-0.00173503,-1.47162e-21
1.08573,1.4561,0.05,0.0256396,-0.00173133,-1.41287e-21
1.08573,1.45861,0.05,0.0256625,-0.00172763,-1.35412e-21
1.08573,1.46113,0.05,0.0256854,-0.00172393,-1.29537e-21
1.08573,1.46364,0.05,0.0257083,-0.00172023,-1.23661e-21
1.08573,1.46616,0.05,0.0257312,-0.00171654,-1.17786e-21
1.08573,1.46868,0.05,0.0257539,-0.00171235,-9.74629e-22
1.08573,1.47119,0.05,0.0257765,-0.00170708,-4.4536e-22
1.08573,1.47371,0.05,0.0257987,-0.00170246,8.50799e-23
1.08573,1.47622,0.05,0.0258199,-0.00169969,6.18849e-22
1.08573,1.47874,0.05,0.0258413,-0.00169674,1.06242e-21
1.08573,1.48125,0.05,0.0258632,-0.00169303,1.13489e-21
1.08573,1.48377,0.05,0.0258851,-0.00168932,1.20737e-21
1.08573,1.48629,0.05,0.0259071,-0.00168562,1.27985e-21
1.08573,1.4888,0.05,0.025929,-0.00168191,1.35232e-21
1.08573,1.49132,0.05,0.0259509,-0.0016782,1.4248e-21
1.08573,1.49383,0.05,0.0259728,-0.0016745,1.49728e-21
1.08573,1.49635,0.05,0.0259947,-0.00167079,1.56975e-21
1.08573,1.49887,0.05,0.0260163,-0.00166556,1.25366e-21
1.08573,1.50138,0.05,0.0260379,-0.00166032,9.36645e-22
1.08573,1.5039,0.05,0.0260584,-0.00165741,7.2455e-22
1.08573,1.50641,0.05,0.0260789,-0.00165464,5.18767e-22
1.08573,1.50893,0.05,0.0260998,-0.00165105,3.82794e-22
1.08573,1.51144,0.05,0.0261208,-0.00164734,2.56979e-22
1.08573,1.51396,0.05,0.0261418,-0.00164364,1.31163e-22
