y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0.00048240845,9.2270567e-09,2.2313368e-11,1.5297818e-22,7.18612e-12,9.0531435e-24,6.8690247e-34
0.00098049384,2.9249722e-08,3.5693505e-11,1.4548769e-29,1.3202403e-11,1.2555505e-30,1.2545695e-46
0.0014947656,6.1646291e-08,6.4822086e-11,-9.0470919e-30,1.5455431e-11,1.44734e-30,1.134356e-46
0.0020257498,1.0703811e-07,1.3789327e-10,1.6126324e-30,1.7293124e-11,3.4326015e-30,1.9769387e-46
0.0025739895,1.6593951e-07,2.6220416e-10,-7.6143272e-30,1.9116759e-11,2.3632813e-30,1.8108961e-46
0.0031400454,2.3882725e-07,4.5329439e-10,-8.2555693e-30,2.1251205e-11,2.0083716e-30,4.0260957e-46
0.0037244966,3.2619786e-07,7.3045298e-10,1.0989495e-29,2.4156908e-11,-4.5733567e-30,5.6070249e-46
0.0043279408,4.2856031e-07,1.1140458e-09,-1.2472546e-29,2.7594371e-11,-1.7611047e-30,4.2562334e-46
0.0049509953,5.4642088e-07,1.6238505e-09,-1.3465737e-29,3.1702579e-11,1.9816904e-30,4.2483464e-46
0.0055942973,6.8025791e-07,2.2899312e-09,2.4982513e-29,3.7170326e-11,-2.3248835e-30,2.3130271e-46
0.0062585048,8.3049326e-07,3.1390053e-09,-1.1199982e-29,4.4777396e-11,5.4984224e-31,1.332417e-46
0.0069442972,9.9744816e-07,4.1972331e-09,-1.9895907e-29,5.5173085e-11,1.1636836e-30,1.939533e-46
0.007652376,1.1812826e-06,5.4949513e-09,6.5776333e-29,6.8681201e-11,-6.1985871e-30,2.9942953e-46
0.0083834654,1.3819127e-06,7.0563182e-09,2.7986906e-29,8.5814466e-11,-5.5194002e-31,3.3356561e-46
0.0091383131,1.5989021e-06,8.911556e-09,1.0505313e-28,1.0765435e-10,-2.8568285e-30,1.4570122e-45
0.0099176913,1.8313366e-06,1.1098978e-08,8.5861465e-29,1.3542739e-10,-5.3611316e-30,1.5023111e-45
0.010722397,2.077695e-06,1.3648034e-08,1.3265738e-28,1.70149e-10,-8.7037094e-30,8.104289e-46
0.011553254,2.3357468e-06,1.6580232e-08,7.5312877e-29,2.1330653e-10,-5.1314937e-30,8.1211421e-46
0.012411111,2.6025235e-06,1.9906746e-08,-7.6027317e-29,2.6631245e-10,4.0640018e-30,4.878085e-46
0.013296846,2.8744063e-06,2.3646375e-08,-1.7735135e-29,3.3055902e-10,-2.6739898e-32,6.0711257e-46
0.014211364,3.1473523e-06,2.7810314e-08,-2.0419892e-29,4.0768923e-10,1.2198586e-30,3.342946e-46
0.015155603,3.4172249e-06,3.2356714e-08,1.2707542e-28,4.9904812e-10,-2.0716464e-30,1.3521899e-46
0.016130526,3.6801828e-06,3.727172e-08,9.3637423e-31,6.0692046e-10,3.8477069e-31,2.4023038e-46
0.017137132,3.9330127e-06,4.2547668e-08,-7.4903158e-29,7.33653e-10,3.053939e-30,9.8522124e-46
0.018176449,4.1733358e-06,4.8163409e-08,1.2273839e-28,8.8108062e-10,2.3589354e-30,1.7837678e-45
0.019249542,4.3996752e-06,5.4092815e-08,1.0749056e-28,1.0509799e-09,4.0197291e-30,1.7118503e-45
