y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0,1e-10,1e-10,0.0003217187,-1.6821794e-33,0,-0.0023900858
0.00048240845,3.3731869e-08,3.8937171e-08,0.00032169746,1.3549503e-17,6.5502335e-13,-0.0023893996
0.00098049384,4.5748321e-08,4.7488097e-08,0.00032166548,1.2309252e-18,5.6742244e-12,-0.0023882247
0.0014947656,1.7276819e-07,1.7677711e-07,0.00032162912,1.2167081e-17,4.6668531e-11,-0.0023869904
0.0020257498,4.9706157e-07,5.0801539e-07,0.00032158941,9.101792e-17,2.4025336e-10,-0.0023857985
0.0025739895,1.1514387e-06,1.1766409e-06,0.00032154799,4.6064645e-16,8.9725445e-10,-0.0023846204
0.0031400454,2.3059608e-06,2.3564055e-06,0.00032150524,1.7837196e-15,2.6928129e-09,-0.0023834374
0.0037244966,4.1707383e-06,4.2620535e-06,0.00032146108,5.7069183e-15,6.9150946e-09,-0.0023822474
0.0043279408,7.0009276e-06,7.1544037e-06,0.00032141547,1.58447e-14,1.5815034e-08,-0.0023810544
0.0049509953,1.110269e-05,1.1346425e-05,0.00032136842,3.9442922e-14,3.3083667e-08,-0.0023798631
0.0055942973,1.6839766e-05,1.7209922e-05,0.00032131994,9.0051026e-14,6.4486482e-08,-0.0023786787
0.0062585048,2.4640347e-05,2.5182482e-05,0.00032127007,1.9162574e-13,1.1868463e-07,-0.0023775062
0.0069442972,3.5003736e-05,3.5774135e-05,0.00032121884,3.8456013e-13,2.0826889e-07,-0.002376351
0.007652376,4.850598e-05,4.9572844e-05,0.00032116629,7.3411688e-13,3.5102136e-07,-0.0023752182
0.0083834654,6.580322e-05,6.7247513e-05,0.00032111245,1.3415315e-12,5.7139897e-07,-0.0023741123
0.0091383131,8.7630914e-05,8.9546574e-05,0.00032105735,2.3574729e-12,9.0219983e-07,-0.0023730367
0.0099176913,0.00011479653,0.00011728967,0.000321001,3.9964122e-12,1.3863268e-06,-0.0023719932
0.010722397,0.0001481628,0.00015134951,0.0003209434,6.5486592e-12,2.0785069e-06,-0.0023709811
0.011553254,0.00018861855,0.00019262091,0.00032088454,1.0384601e-11,3.0467685e-06,-0.0023699968
0.012411111,0.00023703512,0.0002419753,0.00032082441,1.5943887e-11,4.3734422e-06,-0.0023690337
0.013296846,0.0002942083,0.00030020099,0.00032076294,2.3702602e-11,6.1554548e-06,-0.0023680821
0.014211364,0.0003607897,0.00036793358,0.00032070008,3.4115815e-11,8.503761e-06,-0.0023671296
0.015155603,0.000437216,0.00044558553,0.00032063573,4.7542009e-11,1.1541904e-05,-0.0023661622
0.016130526,0.00052364876,0.00053328797,0.00032056979,6.4167261e-11,1.5403894e-05,-0.0023651653
0.017137132,0.00061993893,0.00063085863,0.00032050213,8.395454e-11,2.0231775e-05,-0.0023641254
0.018176449,0.00072562742,0.00073780663,0.00032043259,1.0664023e-10,2.6173335e-05,-0.0023630316
0.019249542,0.00083998479,0.00085337615,0.00032036102,1.3178448e-10,3.338033e-05,-0.002361876
0.020357507,0.00096208372,0.00097662173,0.00032028725,1.5886121e-10,4.2007376e-05,-0.002360655
0.021501477,0.0010908894,0.0011064995,0.00032021112,1.8735896e-10,5.2211373e-05,-0.0023593689
0.022682624,0.0012253498,0.0012419567,0.00032013244,2.1686316e-10,6.4151118e-05,-0.0023580216
0.023902154,0.0013644706,0.0013820049,0.00032005107,2.4710158e-10,7.7986709e-05,-0.0023566205
0.025161316,0.0015073668,0.0015257679,0.00031996685,2.7795069e-10,9.3878473e-05,-0.0023551757
0.026461397,0.001653288,0.0016725059,0.00031987964,3.0941182e-10,0.00011198534,-0.0023536995
0.027803728,0.0018016238,0.0018216175,0.00031978935,3.4157147e-10,0.00013246282,-0.0023522068
0.02918968,0.0019518932,0.0019726292,0.00031969587,3.7455865e-10,0.00015546078,-0.0023507144
0.030620672,0.0021037274,0.0021251764,0.00031959917,4.0850817e-10,0.00018112153,-0.0023492415
0.032098167,0.0022568488,0.0022789839,0.00031949921,4.4353448e-10,0.00020957816,-0.0023478096
0.033623676,0.0024110525,0.0024338461,0.00031939602,4.7971672e-10,0.0002409536,-0.0023464427
0.03519876,0.0025661885,0.0025896115,0.00031928963,5.1709347e-10,0.00027536023,-0.0023451672
0.03682503,0.0027221495,0.0027461698,0.00031918012,5.5566457e-10,0.00031290005,-0.0023440118
0.03850415,0.0028788597,0.002903442,0.00031906761,5.9539726e-10,0.0003536653,-0.0023430073
0.040237836,0.0030362678,0.0030613736,0.00031895224,6.3623411e-10,0.00039773939,-0.0023421868
0.042027862,0.0031943409,0.003219929,0.00031883419,6.7810118e-10,0.00044519801,-0.0023415851
0.043876059,0.0033530609,0.0033790875,0.00031871368,7.2091526e-10,0.00049611023,-0.0023412386
0.045784317,0.0035124211,0.0035388408,0.00031859093,7.6458973e-10,0.00055053966,-0.0023411854
0.047754588,0.0036724239,0.0036991904,0.00031846622,8.0903896e-10,0.00060854544,-0.0023414649
0.049788888,0.0038330795,0.0038601457,0.00031833985,8.5418129e-10,0.0006701831,-0.0023421178
0.051889297,0.0039944038,0.0040217231,0.00031821214,8.999409e-10,0.00073550536,-0.0023431863
0.054057963,0.0041564179,0.0041839441,0.00031808344,9.4624883e-10,0.00080456263,-0.0023447134
0.056297104,0.0043191467,0.0043468347,0.00031795412,9.9304332e-10,0.00087740351,-0.0023467438
0.058609012,0.0044826184,0.0045104247,0.0003178246,1.0402698e-09,0.00095407506,-0.002349323
0.06099605,0.0046468639,0.0046747464,0.0003176953,1.0878805e-09,0.001034623,-0.0023524973
0.06346066,0.0048119158,0.0048398346,0.00031756666,1.1358341e-09,0.0011190919,-0.0023563142
0.066005363,0.0049778086,0.0050057255,0.00031743917,1.1840955e-09,0.0012075249,-0.0023608222
0.068632762,0.0051445775,0.005172457,0.00031731331,1.2326349e-09,0.0012999639,-0.0023660707
0.071345544,0.005312259,0.0053400674,0.00031718964,1.2814276e-09,0.0013964492,-0.0023721106
0.074146484,0.0054808897,0.005508596,0.00031706868,1.3304538e-09,0.0014970194,-0.0023789938
0.077038447,0.0056505069,0.0056780822,0.00031695102,1.3796981e-09,0.0016017111,-0.0023867735
0.08002439,0.0058211476,0.0058485656,0.00031683726,1.4291493e-09,0.0017105586,-0.0023955039
0.083107369,0.0059928492,0.0060200858,0.00031672802,1.4788003e-09,0.0018235933,-0.00240524
0.086290535,0.0061656485,0.0061926819,0.00031662398,1.5286481e-09,0.0019408436,-0.0024160377
0.089577146,0.0063395822,0.0063663931,0.00031652579,1.5786937e-09,0.0020623345,-0.0024279536
0.092970562,0.0065146867,0.0065412579,0.00031643416,1.6289422e-09,0.0021880865,-0.0024410451
0.096474255,0.006690998,0.0067173145,0.00031634981,1.6794029e-09,0.0023181158,-0.0024553707
0.10009181,0.0068685514,0.0068946005,0.00031627348,1.7300892e-09,0.0024524335,-0.0024709899
0.10382692,0.007047382,0.0070731529,0.00031620595,1.7810186e-09,0.0025910449,-0.002487963
0.10768342,0.0072275241,0.0072530083,0.00031614801,1.8322127e-09,0.0027339489,-0.0025063513
