y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0.00048240845,4.0565256e-08,-3.5735101e-12,-9.0806145e-30,7.7598759e-14,-1.6889763e-31,1.7493041e-48
0.00098049384,1.3741984e-07,-1.1255665e-11,1.8467443e-30,2.2266701e-13,-1.0048209e-31,4.9842594e-48
0.0014947656,2.9893652e-07,-3.5787132e-11,6.626416e-30,6.7947783e-13,4.5072089e-32,4.3670445e-48
0.0020257498,5.253086e-07,-9.0686508e-11,2.3938138e-29,1.9458303e-12,5.6751618e-33,3.1698543e-48
0.0025739895,8.1644824e-07,-1.9186952e-10,3.5139162e-29,4.7068835e-12,6.9308755e-33,9.3661921e-48
0.0031400454,1.171971e-06,-3.5979572e-10,-5.7360546e-29,9.927938e-12,8.7577714e-32,1.0135057e-47
0.0037244966,1.5911555e-06,-6.1980183e-10,-6.8792162e-29,1.8899474e-11,1.0575768e-31,3.0193627e-48
0.0043279408,2.0728753e-06,-1.0022097e-09,-3.5214915e-29,3.3281006e-11,7.9802138e-32,1.3611635e-47
0.0049509953,2.6154838e-06,-1.5424881e-09,-9.1615482e-30,5.5148468e-11,1.809629e-33,1.423695e-47
0.0055942973,3.2166309e-06,-2.2812386e-09,-4.3053906e-29,8.704191e-11,2.4767026e-31,3.3557302e-48
0.0062585048,3.8729897e-06,-3.2636114e-09,1.1510265e-28,1.3201216e-10,-5.9651744e-31,2.2406341e-47
0.0069442972,4.5798779e-06,-4.538211e-09,8.4316784e-29,1.936612e-10,-2.058244e-31,2.2525607e-47
0.007652376,5.3307836e-06,-6.1550676e-09,-3.4493158e-28,2.761733e-10,2.387074e-30,1.460505e-47
0.0083834654,6.1168487e-06,-8.1626461e-09,-6.3951542e-28,3.8433193e-10,4.4761715e-30,2.1277162e-47
0.0091383131,6.9264328e-06,-1.0603922e-08,-4.6110144e-28,5.2350806e-10,3.4802482e-30,1.1148978e-47
0.0099176913,7.7449593e-06,-1.35122e-08,1.287018e-28,6.9962089e-10,-7.2231306e-31,1.1404548e-47
0.010722397,8.5552929e-06,-1.6907289e-08,1.2842767e-28,9.1906444e-10,-9.7432967e-31,1.3673427e-47
0.011553254,9.3388473e-06,-2.0793515e-08,-3.6825406e-28,1.1885987e-09,2.8675384e-30,1.4398272e-47
0.012411111,1.0077422e-05,-2.5160718e-08,9.2304218e-29,1.5152254e-09,-1.3799389e-30,1.8739279e-47
0.013296846,1.0755442e-05,-2.9987799e-08,3.6760782e-29,1.9060651e-09,-2.5982486e-31,1.4549957e-47
0.014211364,1.1361992e-05,-3.5247706e-08,-1.2912344e-28,2.3682601e-09,9.0229519e-31,7.7043101e-48
0.015155603,1.1891994e-05,-4.0911576e-08,-4.2808147e-28,2.9089178e-09,4.9729191e-30,3.0986989e-47
0.016130526,1.2346153e-05,-4.6950476e-08,-1.8945571e-27,3.5351099e-09,2.36509e-29,1.7359482e-46
0.017137132,1.2729823e-05,-5.3334693e-08,-1.0581369e-27,4.2539091e-09,1.3711326e-29,1.456539e-46
0.018176449,1.3051256e-05,-6.0032167e-08,-1.2675694e-28,5.0724721e-09,1.286372e-30,2.2920487e-47
0.019249542,1.3319848e-05,-6.7007245e-08,2.0706766e-28,5.9981466e-09,-2.9732358e-30,7.5106526e-47
0.020357507,1.3544779e-05,-7.4220924e-08,-1.8760532e-28,7.0385894e-09,3.364286e-30,6.8801952e-47
0.021501477,1.3734199e-05,-8.1633048e-08,-9.0370857e-28,8.2018905e-09,1.2031213e-29,5.587416e-47
0.022682624,1.3894902e-05,-8.92052e-08,-5.2021213e-28,9.4966882e-09,7.6042425e-30,5.9877027e-47
0.023902154,1.403233e-05,-9.6903188e-08,-8.1214346e-29,1.0932251e-08,2.4665616e-30,6.3543422e-47
0.025161316,1.4150735e-05,-1.0469769e-07,2.1444439e-28,1.2518552e-08,-2.4618902e-30,4.458175e-47
0.026461397,1.4253417e-05,-1.1256555e-07,1.3167563e-28,1.4266357e-08,-2.5071132e-30,2.4092594e-48
0.027803728,1.4342937e-05,-1.2049023e-07,4.3219285e-28,1.6187246e-08,-5.8031079e-30,1.0130032e-46
0.02918968,1.4421303e-05,-1.2846009e-07,3.8765985e-28,1.8293665e-08,-4.7711092e-30,1.7887924e-46
0.030620672,1.4490111e-05,-1.3646743e-07,3.0579751e-29,2.0599015e-08,-1.9591669e-31,1.5043167e-46
0.032098167,1.4550647e-05,-1.4450839e-07,2.0497603e-28,2.3117681e-08,-3.2013779e-30,8.7116458e-47
0.033623676,1.460397e-05,-1.525821e-07,-2.6945003e-28,2.5865088e-08,5.4154915e-30,7.6302866e-47
0.03519876,1.465096e-05,-1.6068959e-07,-3.2354541e-28,2.8857775e-08,5.1647476e-30,1.1836221e-46
0.03682503,1.4692361e-05,-1.6883285e-07,8.5142938e-29,3.2113469e-08,-3.4990258e-30,9.2044129e-47
0.03850415,1.472881e-05,-1.7701497e-07,3.5748964e-28,3.5651144e-08,-1.0284627e-29,3.7975607e-47
0.040237836,1.4760858e-05,-1.8523966e-07,3.553672e-28,3.9491122e-08,-9.3813034e-30,7.439327e-48
0.042027862,1.4788983e-05,-1.9351078e-07,-7.994366e-29,4.3655147e-08,1.3044908e-30,7.7346706e-48
0.043876059,1.4813606e-05,-2.01832e-07,-1.8715758e-28,4.8166511e-08,5.6102052e-30,8.8827091e-48
