y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0.00048240845,4.2365834e-08,-2.5894801e-13,7.0862249e-24,1.7014666e-14,4.5303653e-25,1.7887078e-34
0.00098049384,1.4402919e-07,2.5276723e-12,4.1813164e-32,9.5080601e-14,-2.8492598e-33,1.9716545e-49
0.0014947656,3.1451405e-07,8.3865421e-12,4.4051451e-30,3.9992084e-13,6.1782394e-33,2.7927243e-49
0.0020257498,5.5488563e-07,1.624534e-11,2.4358656e-31,1.2379197e-12,4.7179298e-35,4.4866987e-49
0.0025739895,8.6596315e-07,2.3664273e-11,9.1858284e-30,3.0657488e-12,-2.2767261e-33,6.068511e-49
0.0031400454,1.2482941e-06,2.575582e-11,1.5928492e-29,6.5339339e-12,1.1449194e-32,8.5123006e-49
0.0037244966,1.7020864e-06,1.4768632e-11,-3.489561e-29,1.2516283e-11,4.0628834e-34,1.1004511e-48
0.0043279408,2.2270954e-06,-2.0175912e-11,-2.5654986e-29,2.2144026e-11,-1.0076941e-32,7.9828945e-49
0.0049509953,2.8224376e-06,-9.3330103e-11,-1.5924498e-29,3.6841722e-11,2.9783626e-32,2.1238637e-48
0.0055942973,3.4862974e-06,-2.2256019e-10,-1.1862171e-28,5.8364627e-11,6.7265778e-32,3.5571971e-48
0.0062585048,4.2154994e-06,-4.2947419e-10,-1.7341479e-28,8.8835641e-11,1.088118e-31,4.1733079e-48
0.0069442972,5.0049318e-06,-7.3932841e-10,-1.1220636e-28,1.3077875e-10,8.2517264e-32,2.6473387e-48
0.007652376,5.8468547e-06,-1.1806027e-09,-1.0307848e-28,1.8714541e-10,5.9839759e-32,1.0025558e-48
0.0083834654,6.7302082e-06,-1.7841941e-09,-7.4655343e-29,2.613269e-10,-1.4851193e-32,9.3287003e-48
0.0091383131,7.6401524e-06,-2.5822324e-09,-4.5514654e-29,3.5714833e-10,-2.8884912e-32,8.6671457e-48
0.0099176913,8.5581853e-06,-3.6064288e-09,1.3823126e-28,4.7883578e-10,-7.8268059e-32,3.1234821e-48
0.010722397,9.4631917e-06,-4.8859308e-09,1.7925375e-28,6.3095603e-10,-1.2371829e-31,3.2619713e-48
0.011553254,1.0333561e-05,-6.4448128e-09,-1.9638678e-28,8.1833236e-10,1.9255578e-31,8.9585283e-48
0.012411111,1.1150046e-05,-8.2991842e-09,-1.1539026e-28,1.0459526e-09,9.5464094e-32,1.0649079e-47
0.013296846,1.1898508e-05,-1.0453931e-08,1.0597259e-28,1.3188845e-09,-2.2184363e-31,5.923661e-48
0.014211364,1.2571548e-05,-1.2900015e-08,3.3164297e-29,1.6422189e-09,-1.3125634e-31,4.056694e-48
0.015155603,1.3168436e-05,-1.5613645e-08,3.5162048e-29,2.0210819e-09,-9.4971981e-32,8.6892437e-48
0.016130526,1.3693584e-05,-1.8557652e-08,1.5575208e-28,2.4606803e-09,-1.5617872e-31,1.213338e-47
0.017137132,1.4154362e-05,-2.1685248e-08,1.8096389e-28,2.9663602e-09,-1.7208074e-31,4.4351965e-48
0.018176449,1.455913e-05,-2.4946115e-08,-2.5285932e-28,3.5437238e-09,-9.3023679e-32,5.2217557e-48
0.019249542,1.4915916e-05,-2.8292153e-08,-4.7876806e-28,4.198718e-09,-5.0814607e-32,5.6782532e-48
0.020357507,1.5231782e-05,-3.1681446e-08,-1.3097883e-28,4.9377087e-09,1.04857e-31,3.1280785e-48
0.021501477,1.5512664e-05,-3.5080034e-08,-6.7169698e-29,5.7675435e-09,1.5684599e-31,5.7034047e-48
0.022682624,1.5763461e-05,-3.8462315e-08,-3.1468525e-28,6.6955978e-09,-1.4117342e-31,1.4176744e-47
0.023902154,1.5988205e-05,-4.18102e-08,-1.7464234e-28,7.7298088e-09,-1.0931282e-31,1.1206989e-47
0.025161316,1.6190236e-05,-4.5112109e-08,7.1463158e-29,8.8787092e-09,-4.1824061e-32,2.1787542e-48
0.026461397,1.6372349e-05,-4.8361125e-08,3.450573e-28,1.015147e-08,4.9783522e-31,4.4402235e-48
0.027803728,1.6536902e-05,-5.1553656e-08,2.6775788e-28,1.1557933e-08,5.1988478e-31,3.3144568e-48
0.02918968,1.6685904e-05,-5.4688488e-08,-6.0628953e-30,1.310866e-08,-9.0226278e-32,6.2733973e-49
0.030620672,1.6821077e-05,-5.7765718e-08,4.9402396e-29,1.481498e-08,2.7005347e-31,3.173068e-48
0.032098167,1.6943905e-05,-6.0786371e-08,-1.4191305e-28,1.668904e-08,-3.1092961e-31,3.476624e-48
0.033623676,1.7055672e-05,-6.3751834e-08,-2.1443989e-28,1.8743867e-08,-1.10129e-30,4.0783856e-48
0.03519876,1.7157494e-05,-6.6663575e-08,7.1089124e-29,2.0993405e-08,9.8057287e-32,5.268372e-48
0.03682503,1.7250343e-05,-6.9522761e-08,-2.852192e-29,2.3452568e-08,-2.5227268e-31,3.4886953e-48
0.03850415,1.7335069e-05,-7.2330414e-08,-1.5239879e-28,2.6137334e-08,-7.9714945e-31,1.5595094e-48
0.040237836,1.7412414e-05,-7.5086969e-08,-1.2393782e-28,2.9064803e-08,-8.587531e-31,7.0399106e-49
0.042027862,1.7483032e-05,-7.7792403e-08,-1.0159712e-28,3.2253291e-08,-7.2694819e-31,1.9756285e-48
0.043876059,1.7547497e-05,-8.0446252e-08,-2.2642496e-28,3.5722386e-08,-1.4026967e-30,3.2735045e-48
0.045784317,1.7606313e-05,-8.3047358e-08,-3.1032578e-28,3.9493043e-08,-2.2320935e-30,2.4066683e-48
0.047754588,1.7659928e-05,-8.5594132e-08,-2.1979918e-29,4.3587707e-08,-9.6088857e-31,1.2651941e-48
0.049788888,1.7708734e-05,-8.8084339e-08,2.3537356e-28,4.8030389e-08,1.4109101e-30,1.9803636e-48
0.051889297,1.775308e-05,-9.0515014e-08,3.4682333e-29,5.2846769e-08,8.1805153e-31,2.1250487e-48
0.054057963,1.7793273e-05,-9.2882673e-08,1.4532949e-29,5.8064334e-08,2.1853703e-33,3.374252e-48
0.056297104,1.7829584e-05,-9.5183139e-08,9.4937127e-29,6.3712495e-08,2.5204166e-31,3.8218916e-48
0.058609012,1.7862254e-05,-9.7411629e-08,1.0963889e-28,6.9822705e-08,1.6022799e-30,1.1878442e-47
0.06099605,1.7891491e-05,-9.9562641e-08,3.9999501e-28,7.6428597e-08,4.2242739e-30,1.2526631e-47
0.06346066,1.7917482e-05,-1.0162998e-07,-3.7377886e-28,8.3566149e-08,-5.1063171e-30,1.518955e-47
0.066005363,1.7940385e-05,-1.0360683e-07,-3.4726286e-28,9.1273845e-08,-4.3628941e-30,1.4816412e-47
0.068632762,1.796034e-05,-1.0548554e-07,6.8997679e-29,9.959285e-08,6.6442709e-31,9.1256119e-48
0.071345544,1.7977466e-05,-1.0725772e-07,-2.6228893e-28,1.0856717e-07,-4.043299e-30,1.6068822e-47
0.074146484,1.7991861e-05,-1.0891414e-07,-2.5567616e-28,1.1824388e-07,-3.8455949e-30,2.6711273e-47
0.077038447,1.8003609e-05,-1.1044482e-07,-2.5305866e-28,1.2867328e-07,-3.801732e-30,3.9003748e-47
0.08002439,1.8012775e-05,-1.1183886e-07,-4.6345734e-30,1.3990922e-07,-2.2265275e-30,2.1343373e-47
