y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
1.0002443,0,0,0,0,0,0
1.0005678,0.011326337,1.298245e-05,2.1056964e-22,0.011517513,1.9898777e-05,3.9337933e-22
1.0009018,0.023005908,2.2633364e-05,2.0796906e-22,0.023472455,3.4797157e-05,3.3175505e-22
1.0012466,0.035171217,2.9606675e-05,1.6788089e-22,0.035991462,4.5348992e-05,-1.8097816e-22
1.0016026,0.047865113,3.2992303e-05,2.2132513e-23,0.049089501,5.0288829e-05,2.2816899e-22
1.0019702,0.06112601,3.0618631e-05,1.2138683e-22,0.062790812,4.893696e-05,6.6103124e-22
1.0023498,0.074993332,2.1933146e-05,-2.660968e-22,0.077129685,4.1706585e-05,-4.5495437e-22
1.0027416,0.089508731,6.8406506e-06,-2.272207e-22,0.092141604,2.9241793e-05,-4.9846483e-22
1.0031463,0.10471198,-1.4382956e-05,4.5539872e-23,0.107862,1.233836e-05,-8.2992152e-23
1.003564,0.12063874,-4.1111319e-05,-2.5507349e-22,0.12432426,-8.0226896e-06,-2.1861515e-22
1.0039954,0.13731786,-7.2452397e-05,-2.2023956e-22,0.14155659,-3.0694952e-05,-4.7802833e-22
1.0044407,0.1547676,-0.00010731392,-5.5810421e-23,0.15957769,-5.4391057e-05,-5.6398402e-22
1.0049006,0.17299062,-0.00014447992,-5.0622134e-23,0.17839106,-7.768336e-05,3.2397833e-22
1.0053753,0.19196804,-0.00018258524,8.8870425e-22,0.19797851,-9.9004501e-05,1.7889144e-21
1.0058655,0.21165363,-0.00022007197,6.9136127e-22,0.21829393,-0.00011666443,1.2563251e-21
1.0063717,0.23196952,-0.00025530319,-3.0899486e-22,0.23925903,-0.00012887229,-7.578537e-22
1.0068943,0.25280563,-0.00028652481,9.7111586e-23,0.2607631,-0.00013376428,-1.745358e-22
1.0074338,0.27402421,-0.00031167774,-2.5991778e-22,0.28266802,-0.00012944821,-2.032113e-22
1.0079909,0.29546925,-0.00032868432,-8.3791754e-22,0.30481839,-0.00011402665,-1.7361454e-21
1.0085661,0.316979,-0.00033564495,-9.6329056e-23,0.32705441,-8.5636997e-05,-7.1702402e-25
1.00916,0.33839868,-0.0003306851,9.153852e-22,0.34922438,-4.2493214e-05,1.4913848e-21
1.0097732,0.35959025,-0.00031192398,6.3835694e-23,0.37119397,1.7089723e-05,7.4848987e-23
1.0104064,0.38043753,-0.00027768009,-1.1842068e-22,0.3928508,9.4655963e-05,-2.7391291e-23
1.0110601,0.40084716,-0.00022654395,-1.0483073e-22,0.41410575,0.00019160787,-3.8878679e-22
1.011735,0.42074669,-0.00015724672,-3.2771528e-22,0.43489673,0.00030933419,-1.9993907e-22
1.0124319,0.44008791,-6.85935e-05,-2.3683703e-22,0.45518977,0.00044920273,-3.7985507e-22
1.0131514,0.4588416,4.0420652e-05,-4.5446153e-22,0.47496137,0.00061232906,-1.3371233e-21
1.0138943,0.47697954,0.00017036869,6.293158e-22,0.4941742,0.00079930953,1.3349355e-21
1.0146613,0.49446401,0.00032127318,8.1714314e-22,0.51277188,0.0010100913,1.6090604e-21
1.0154533,0.5112434,0.00049235146,-9.8537053e-23,0.5306889,0.0012439733,-2.4833726e-22
1.016271,0.52726933,0.00068204262,-6.7475401e-22,0.54786266,0.0014996749,-1.2034354e-21
1.0171153,0.54252176,0.00088923332,-5.576462e-22,0.56424514,0.0017754758,-1.2956754e-21
1.017987,0.55700797,0.0011133286,6.3948124e-22,0.57981242,0.0020695132,1.3189165e-21
