y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0,1e-10,1e-10,0.001519197,-1.6821794e-33,0,0.048994945
0.00048240845,2.214759e-07,2.1558027e-07,0.0015191915,1.6597693e-16,3.7452148e-12,0.048994776
0.00098049384,2.9780814e-07,2.9225252e-07,0.0015191849,1.007959e-16,3.51661e-11,0.04899464
0.0014947656,1.1234478e-06,1.103659e-06,0.0015191777,1.2573712e-15,2.9149764e-10,0.048994497
0.0020257498,3.2317989e-06,3.1751094e-06,0.0015191703,9.3993066e-15,1.5018059e-09,0.048994351
0.0025739895,7.4854548e-06,7.3541167e-06,0.0015191633,4.7511863e-14,5.6087941e-09,0.0489942
0.0031400454,1.498717e-05,1.4723935e-05,0.0015191566,1.8366594e-13,1.6829188e-08,0.048994044
0.0037244966,2.7094385e-05,2.6617878e-05,0.0015191501,5.8602051e-13,4.3196857e-08,0.048993882
0.0043279408,4.5444146e-05,4.4643801e-05,0.0015191439,1.6199165e-12,9.8714473e-08,0.048993712
0.0049509953,7.1977031e-05,7.070767e-05,0.0015191378,4.0054425e-12,2.0625041e-07,0.048993535
0.0055942973,0.0001089527,0.00010702902,0.0015191317,9.053531e-12,4.0131058e-07,0.048993348
0.0062585048,0.00015894728,0.00015613876,0.0015191257,1.8988984e-11,7.3677819e-07,0.048993147
0.0069442972,0.00022481891,0.00022084604,0.0015191197,3.7340868e-11,1.2886295e-06,0.048992928
0.007652376,0.00030962379,0.00030415688,0.0015191137,6.9324651e-11,2.1624782e-06,0.048992683
0.0083834654,0.00041646385,0.00040912619,0.0015191076,1.2205508e-10,3.5005501e-06,0.0489924
0.0091383131,0.00054825211,0.00053862935,0.0015191015,2.0434052e-10,5.4883457e-06,0.048992063
0.0099176913,0.00070739854,0.00069505592,0.0015190954,3.2579286e-10,8.3598398e-06,0.04899165
0.010722397,0.00089544956,0.00087995718,0.0015190893,4.9515217e-10,1.2399735e-05,0.048991133
0.011553254,0.0011127524,0.0010937166,0.0015190832,7.1812236e-10,1.7941216e-05,0.048990475
0.012411111,0.0013582427,0.0013353382,0.0015190771,9.9548625e-10,2.5358086e-05,0.04898963
0.013296846,0.0016294436,0.0016024412,0.0015190713,1.3224282e-09,3.5051142e-05,0.048988549
0.014211364,0.0019227094,0.0018914908,0.0015190656,1.6895348e-09,4.7430016e-05,0.048987177
0.015155603,0.00223366,0.0021982196,0.0015190604,2.0850751e-09,6.2892992e-05,0.048985459
0.016130526,0.0025576912,0.0025181231,0.0015190556,2.4975311e-09,8.1808004e-05,0.048983338
0.017137132,0.0028904327,0.0028469094,0.0015190514,2.9174212e-09,0.00010449792,0.048980766
0.018176449,0.0032280698,0.0031808168,0.001519048,3.3380426e-09,0.00013123217,0.048977697
0.019249542,0.0035675042,0.0035167765,0.0015190456,3.7553286e-09,0.00016222513,0.048974093
0.020357507,0.00390638,0.0038524426,0.0015190442,4.1672485e-09,0.00019764038,0.048969924
0.021501477,0.0042430189,0.0041861329,0.0015190441,4.5731195e-09,0.00023759874,0.048965166
0.022682624,0.0045763111,0.0045167251,0.0015190453,4.9730307e-09,0.00028218788,0.048959799
0.023902154,0.0049055949,0.0048435401,0.001519048,5.3674386e-09,0.00033147198,0.048953807
0.025161316,0.0052305448,0.0051662332,0.0015190523,5.7569189e-09,0.00038550007,0.048947179
0.026461397,0.0055510772,0.0054847017,0.0015190584,6.1420321e-09,0.00044431283,0.048939903
0.027803728,0.0058672766,0.0057990121,0.0015190662,6.5232616e-09,0.00050794755,0.04893197
0.02918968,0.0061793393,0.0061093442,0.0015190758,6.9009943e-09,0.00057644169,0.04892337
0.030620672,0.0064875324,0.0064159502,0.0015190873,7.2755216e-09,0.00064983517,0.048914095
0.032098167,0.0067921649,0.0067191261,0.0015191008,7.6470514e-09,0.00072817167,0.048904134
0.033623676,0.0070935672,0.0070191909,0.0015191162,8.0157218e-09,0.00081149935,0.048893479
0.03519876,0.0073920781,0.0073164731,0.0015191337,8.3816157e-09,0.000899871,0.04888212
0.03682503,0.0076880352,0.0076113014,0.0015191533,8.7447726e-09,0.0009933439,0.048870045
0.03850415,0.0079817696,0.0079039989,0.0015191749,9.1051995e-09,0.0010919795,0.048857243
0.040237836,0.008273602,0.0081948797,0.0015191987,9.4628795e-09,0.0011958428,0.048843704
0.042027862,0.0085638416,0.0084842466,0.0015192248,9.817778e-09,0.0013050018,0.048829414
0.043876059,0.0088527848,0.0087723907,0.0015192531,1.0169849e-08,0.001419527,0.048814363
0.045784317,0.0091407152,0.0090595905,0.0015192836,1.0519038e-08,0.0015394902,0.048798536
0.047754588,0.0094279039,0.0093461129,0.0015193165,1.0865289e-08,0.0016649644,0.048781923
0.049788888,0.0097146106,0.0096322135,0.0015193517,1.1208542e-08,0.0017960225,0.048764509
0.051889297,0.010001084,0.0099181373,0.0015193893,1.154874e-08,0.0019327368,0.048746283
0.054057963,0.010287562,0.01020412,0.0015194294,1.188583e-08,0.0020751781,0.048727232
0.056297104,0.010574274,0.010490388,0.0015194719,1.2219764e-08,0.002223415,0.048707343
0.058609012,0.010861443,0.010777159,0.0015195169,1.25505e-08,0.0023775128,0.048686605
0.06099605,0.011149282,0.011064647,0.0015195644,1.2878008e-08,0.0025375329,0.048665005
