y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0.4481146,0,0,0,0,0,0
0.44853879,0.00047471274,-0.00011368628,-2.9080365e-21,0.00036658426,1.1296919e-21,1.0054348e-35
0.44897681,0.0010447907,-4.2204871e-05,-1.0745637e-21,0.00076965998,-2.5364874e-22,1.8154795e-35
0.44942906,0.0015991009,0.00021014362,2.7464991e-21,0.0011513772,-1.873623e-21,1.19407e-35
0.44989599,0.0020837315,0.00057261546,-1.2971146e-21,0.0014667451,5.3186537e-22,1.2365654e-35
0.4503781,0.0025176074,0.00096136482,-3.2751679e-21,0.0017245297,2.5475448e-21,1.6713505e-35
0.45087586,0.0029435723,0.001307875,-1.5294304e-21,0.0019661855,1.866524e-21,1.4572453e-35
0.4513898,0.0033396149,0.0016152087,5.5918023e-21,0.0021771973,-1.3414985e-21,3.1964607e-35
0.45192042,0.0036824675,0.0018854654,6.7798465e-21,0.0023575805,-1.9119499e-21,2.6553273e-35
0.45246829,0.0039654266,0.0021137669,-3.879339e-21,0.0025082105,5.8412431e-22,7.0647987e-35
0.45303395,0.0041814649,0.0023044276,-7.3002739e-21,0.0026199036,1.2827408e-21,9.8959367e-35
0.45361798,0.0043448139,0.0024524204,3.77884e-21,0.0026907324,-4.0929682e-22,8.643774e-35
0.45422098,0.0044778822,0.002549519,3.0584895e-21,0.0027252557,-8.2657325e-22,6.7931491e-35
0.45484357,0.0045778243,0.0026005668,-9.5908573e-23,0.0027326238,2.2407631e-22,2.9602735e-35
0.45548638,0.0046434065,0.0026123868,2.0167728e-22,0.0027111809,-5.5728517e-22,3.3600294e-35
0.45615006,0.0046737839,0.0025917105,-8.9072232e-22,0.002662829,3.1114628e-22,2.3304562e-35
0.45683531,0.0046707095,0.0025438216,4.8393094e-21,0.0025939726,2.3614321e-21,2.5321566e-35
0.4575428,0.0046378385,0.0024712252,-5.0527666e-22,0.0025150666,-4.3051016e-22,6.2829513e-35
0.45827328,0.0045832913,0.0023754343,-1.4825716e-21,0.0024304975,-7.5720843e-22,6.5880811e-35
0.45902747,0.0045128806,0.0022631668,-3.389113e-22,0.0023327212,8.273034e-22,6.4534647e-35
0.45980616,0.0044182332,0.0021442654,-3.3593272e-22,0.0022272257,6.3296401e-22,5.7976681e-35
0.46061014,0.0042957894,0.0020267249,-1.9464152e-21,0.0021180168,-3.5264102e-21,6.5070559e-35
0.46144023,0.0041443359,0.0019190434,-1.3934671e-21,0.002004118,-2.1636934e-21,6.6095412e-35
0.46229727,0.0039852335,0.0018126166,3.2223352e-21,0.0018934971,3.0060941e-21,2.0060795e-35
0.46318214,0.0038388371,0.0017000755,1.3633496e-22,0.0017936429,5.0265241e-22,1.2552664e-35
0.46409575,0.0037042653,0.0015892275,3.5749072e-22,0.0017021613,-9.2179131e-23,2.9276563e-35
0.46503902,0.0035843777,0.0014828497,-8.3341636e-22,0.0016158589,-1.2889516e-21,4.1431163e-35
0.46601292,0.0034789193,0.0013808774,-1.4463683e-21,0.0015333852,-9.8664979e-22,2.1093685e-35
0.46701845,0.0033745115,0.0012877821,9.7756657e-22,0.0014591166,1.2204307e-21,2.8284042e-36
0.46805662,0.0032675646,0.0012058873,-4.4586453e-22,0.0013929706,-2.901988e-22,6.7595156e-36
0.46912849,0.0031687949,0.0011285558,-1.8847299e-21,0.0013319564,-2.8914293e-21,9.5645814e-36
0.47023517,0.0030761118,0.0010559585,9.1505469e-23,0.0012748597,9.0368284e-22,1.6886282e-35
0.47137778,0.0029832572,0.00099000582,2.6395808e-21,0.0012181463,4.7287871e-21,3.0217728e-35
0.47255748,0.0028775171,0.00092890461,5.5868589e-22,0.0011628814,5.2705857e-22,2.5157071e-35
0.47377548,0.0027592649,0.00086384533,-1.3546336e-21,0.001117104,-1.5534385e-21,1.0899124e-35
0.47503301,0.0026415362,0.00079145504,-3.2952224e-22,0.0010807082,-4.8492779e-23,4.3886795e-36
0.47633137,0.0025242735,0.00071899762,-2.0133847e-22,0.0010429458,-9.550315e-22,5.8195473e-36
0.47767188,0.0024065766,0.00064996298,-1.3839492e-22,0.0010062019,1.0626325e-21,1.3253774e-35
0.47905589,0.0022929421,0.00058585064,-1.7283999e-22,0.00097437738,8.3229475e-22,1.3417532e-35
0.48048483,0.0021765243,0.00053316927,-5.4096369e-23,0.00095009056,-1.8217324e-21,6.3388971e-36
0.48196014,0.0020701191,0.0004840449,3.0982283e-22,0.00093473284,-5.5776752e-22,3.6495727e-36
0.48348334,0.0019891973,0.00043097866,-5.7638423e-22,0.00092309306,1.8398971e-21,9.3772283e-36
0.48505597,0.0019241746,0.00038412898,-2.6116449e-22,0.00091078374,7.2627654e-22,9.4164489e-36
0.48667964,0.0018593521,0.00035071461,-2.3589496e-22,0.00088747532,-2.1042037e-22,4.5511681e-36
0.48835599,0.0018014277,0.00031431433,4.808786e-22,0.00086508294,-9.4619151e-22,8.7488816e-36
0.49008674,0.0017645173,0.00027044544,7.2430272e-22,0.00085239741,-8.9599477e-22,7.9435869e-36
0.49187366,0.0017404379,0.00024379325,-1.86664e-22,0.00083562503,1.1830368e-22,3.4870427e-36
0.49371855,0.001723,0.00023296096,-2.4703126e-23,0.00081654978,-1.6989526e-22,5.3801703e-36
0.4956233,0.0017128551,0.00022114602,-1.2000916e-21,0.00080321934,1.6972061e-21,4.7639316e-36
0.49758984,0.0017091904,0.00020304781,-4.5434875e-22,0.00079152286,7.2426719e-22,3.8171539e-36
0.49962018,0.0016950609,0.00018274924,2.2889083e-22,0.00077667248,-4.6320514e-22,3.5035666e-36
0.50171638,0.0016508649,0.00016220293,3.6038549e-22,0.00075350095,-3.5903317e-22,4.0362399e-36
0.50388058,0.0015928461,0.00013133141,1.2342006e-21,0.00072364183,-5.2455258e-22,4.2963671e-36
0.50611498,0.001535262,9.3081128e-05,1.3087177e-22,0.00069569173,3.6286889e-23,2.4722224e-36
0.50842185,0.0014815863,6.6800284e-05,-1.2995619e-21,0.00067054154,6.8593386e-22,1.5556364e-36
0.51080353,0.0014416845,5.9803131e-05,2.3032649e-22,0.0006540625,-6.5351664e-23,1.9517294e-36
0.51326245,0.0014103963,6.2271541e-05,1.0282471e-22,0.00064212532,1.2365574e-22,1.9567039e-36
0.51580111,0.0013805633,5.90447e-05,-8.6871749e-22,0.00062586373,4.7846172e-22,7.9408657e-37
0.51842208,0.0013483424,5.0680543e-05,-9.1991385e-23,0.00060754681,-7.1401984e-23,4.8253864e-37
0.52112804,0.0013187056,3.9626919e-05,8.7009794e-22,0.0005871065,-5.5037953e-22,1.4483775e-36
