y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0.00048240845,1.9282317e-08,-1.6470836e-11,-4.7796363e-30,4.8201999e-13,3.0983301e-31,1.4949825e-48
0.00098049384,6.5054323e-08,-6.1335829e-11,-1.7534892e-30,8.55162e-13,1.619833e-31,1.6917078e-48
0.0014947656,1.4102978e-07,-1.6903519e-10,2.7416007e-30,1.3962767e-12,-1.269056e-31,1.2719903e-48
0.0020257498,2.4704576e-07,-3.7779041e-10,-3.1458799e-31,2.885594e-12,-1.0382033e-31,3.2442303e-48
0.0025739895,3.8280394e-07,-7.2878393e-10,-4.1511425e-30,6.0012567e-12,6.854512e-32,5.3736729e-48
0.0031400454,5.4786169e-07,-1.2669321e-09,-2.3034255e-30,1.179985e-11,5.0811932e-32,3.8350598e-48
0.0037244966,7.4162271e-07,-2.0384466e-09,5.9303219e-31,2.1668219e-11,-4.1276997e-32,1.3560247e-48
0.0043279408,9.6332744e-07,-3.0938463e-09,8.3389332e-30,3.7361763e-11,-5.0759627e-32,4.8360637e-48
0.0049509953,1.2120413e-06,-4.4871957e-09,1.1276778e-29,6.1052266e-11,-1.7048867e-33,1.6679381e-47
0.0055942973,1.4866398e-06,-6.2755677e-09,-3.9543602e-30,9.5368036e-11,-2.9164299e-31,1.8126716e-47
0.0062585048,1.7857887e-06,-8.5183402e-09,1.4628489e-30,1.4343454e-10,-8.8682618e-31,2.7125823e-47
0.0069442972,2.1079157e-06,-1.1276484e-08,1.0154146e-29,2.0891388e-10,-6.8374442e-31,2.3889348e-47
0.007652376,2.4511741e-06,-1.4611764e-08,-3.8097057e-30,2.9603966e-10,-8.0976982e-31,9.3223937e-48
0.0083834654,2.8133926e-06,-1.858535e-08,-7.6256676e-30,4.096356e-10,-1.9253217e-30,2.2534766e-47
0.0091383131,3.1920149e-06,-2.3255752e-08,2.5703094e-29,5.5513012e-10,-1.6389941e-30,2.376519e-47
