y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
0,0,0,0,0,0,0
0.00048240845,-0.0044743753,-7.1593919e-07,-7.438631e-25,-0.0046702588,-6.8970159e-07,-9.4561431e-25
0.00098049384,-0.008974454,-2.4830838e-06,-3.9436715e-25,-0.00936492,-2.3018106e-06,-5.0139518e-25
0.0014947656,-0.013527896,-5.6767604e-06,5.2765684e-25,-0.01411693,-5.223535e-06,6.6901176e-25
0.0020257498,-0.018128628,-1.0383267e-05,3.859083e-25,-0.018921771,-9.5532459e-06,4.8881549e-25
0.0025739895,-0.0227717,-1.669903e-05,9.3827918e-25,-0.023774392,-1.5364408e-05,1.1855571e-24
0.0031400454,-0.027451401,-2.4725018e-05,9.4150253e-25,-0.028669091,-2.2767561e-05,1.1895919e-24
0.0037244966,-0.032160751,-3.4594967e-05,2.9776713e-25,-0.033599267,-3.1891054e-05,3.7565468e-25
0.0043279408,-0.036891651,-4.6446693e-05,7.0786812e-25,-0.038557131,-4.2870216e-05,8.9199287e-25
0.0049509953,-0.041634603,-6.0422426e-05,5.4903713e-25,-0.043533263,-5.5846119e-05,6.9185569e-25
0.0055942973,-0.046378153,-7.6670476e-05,-1.5743778e-24,-0.04851602,-7.0966088e-05,-1.9779929e-24
0.0062585048,-0.051108124,-9.5343996e-05,-2.8487715e-24,-0.053490739,-8.8383224e-05,-3.5768586e-24
0.0069442972,-0.055806678,-0.00011660043,-2.5823982e-24,-0.058438739,-0.0001082556,-3.2385299e-24
0.007652376,-0.060451261,-0.00014059906,-2.050753e-24,-0.063336191,-0.00013074416,-2.5698885e-24
0.0083834654,-0.065013554,-0.00016749801,1.386249e-25,-0.068152995,-0.00015600954,1.7315278e-25
0.0091383131,-0.069458733,-0.00019745033,1.4241159e-24,-0.072851981,-0.00018420847,1.7817961e-24
0.0099176913,-0.073745468,-0.00023059916,6.9458875e-25,-0.077388944,-0.00021548892,8.6816439e-25
0.010722397,-0.077827244,-0.00026707152,-1.3150553e-24,-0.081714105,-0.00024998381,-1.6410714e-24
0.011553254,-0.081655466,-0.00030697264,-3.2355628e-24,-0.085775495,-0.0002878054,-4.0358038e-24
0.012411111,-0.085184333,-0.00035038143,-1.5485622e-24,-0.089524227,-0.00032904029,-1.9320602e-24
0.013296846,-0.088376677,-0.00039734713,-1.1604218e-25,-0.092920707,-0.00037374603,-1.4692501e-25
0.014211364,-0.091209147,-0.00044789165,-3.536691e-25,-0.095940091,-0.0004219525,-4.4187444e-25
0.015155603,-0.093675043,-0.00050201404,2.2340331e-25,-0.098575183,-0.00047366619,2.7771331e-25
0.016130526,-0.095783916,-0.00055969863,-4.6573125e-25,-0.10083591,-0.00052887715,-5.8146755e-25
0.017137132,-0.097558338,-0.00062092328,1.1694108e-25,-0.10274582,-0.00058756751,1.4579686e-25
0.018176449,-0.09902922,-0.00068566686,-7.0162154e-25,-0.10433722,-0.00064971808,-8.7953209e-25
0.019249542,-0.10023115,-0.0007539139,-2.554101e-24,-0.1056462,-0.00071531403,-3.1934938e-24
0.020357507,-0.10119871,-0.00082565863,-2.0017269e-24,-0.10670889,-0.00078434842,-2.5058969e-24
0.021501477,-0.10196414,-0.00090090559,6.2079971e-25,-0.10755897,-0.00085682394,7.7949564e-25
0.022682624,-0.10255608,-0.00097967133,2.8267983e-25,-0.10822641,-0.00093275408,3.513377e-25
0.023902154,-0.10299921,-0.0010619834,-2.268606e-24,-0.10873706,-0.0010121633,-2.8513897e-24
0.025161316,-0.1033144,-0.0011478806,-1.1266791e-24,-0.10911281,-0.0010950867,-1.4175307e-24
0.026461397,-0.10351902,-0.0012374119,1.119316e-24,-0.1093719,-0.0011815693,1.4101405e-24
0.027803728,-0.10362745,-0.0013306361,-2.7967567e-25,-0.10952947,-0.0012716659,-3.5332394e-25
0.02918968,-0.10365153,-0.0014276206,-1.2327378e-24,-0.10959803,-0.0013654397,-1.5536035e-24
0.030620672,-0.103601,-0.0015284415,-2.7283674e-25,-0.10958783,-0.0014629623,-3.4387936e-25
