y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
1.0002443,0,0,0,0,0,0
1.0005678,8.2206918e-07,1.661921e-09,-6.2240164e-27,6.899539e-11,1.3476766e-27,6.8049757e-42
1.0009018,2.7191173e-06,5.0518642e-09,2.6187696e-26,1.9959727e-10,1.4026351e-27,6.5654062e-42
1.0012466,5.833799e-06,9.7911437e-09,1.0571493e-25,3.9781035e-10,1.2361926e-27,7.5863361e-42
1.0016026,1.0201061e-05,1.5058255e-08,-3.8329291e-26,7.0683731e-10,-1.5765652e-27,2.317269e-41
1.0019702,1.58689e-05,2.0160222e-08,-8.6892322e-26,1.2162546e-09,-4.3277253e-27,2.3199057e-41
1.0023498,2.2897928e-05,2.4671725e-08,-7.2590732e-26,2.0567264e-09,1.0164727e-27,2.4122096e-41
1.0027416,3.1362718e-05,2.8511908e-08,1.2269115e-26,3.3997758e-09,3.7917654e-27,2.0152885e-41
1.0031463,4.1345115e-05,3.1986303e-08,4.4768077e-26,5.4535302e-09,6.9704192e-28,3.8593708e-42
1.003564,5.2925071e-05,3.5932276e-08,-1.3847917e-25,8.4594598e-09,-1.3951505e-27,2.0569979e-42
1.0039954,6.616525e-05,4.1798349e-08,-2.258008e-26,1.2700583e-08,2.7811958e-27,4.2752274e-42
1.0044407,8.108724e-05,5.1662484e-08,2.0166084e-25,1.8507608e-08,1.4743819e-26,2.3241726e-41
1.0049006,9.7638769e-05,6.8251511e-08,-2.0589122e-25,2.626302e-08,-1.362447e-26,8.6814291e-41
1.0053753,0.00011565542,9.4954662e-08,-6.6943528e-27,3.6408772e-08,-2.7817214e-26,9.9165096e-41
1.0058655,0.0001348266,1.3583573e-07,1.1849959e-25,4.9448562e-08,-6.1498785e-27,4.1631848e-41
1.0063717,0.00015468227,1.9548451e-07,1.0151188e-25,6.5941613e-08,1.4929813e-26,2.77091e-41
1.0068943,0.00017461756,2.7900862e-07,1.7715239e-25,8.6493857e-08,1.0954334e-26,2.2393486e-41
1.0074338,0.00019396294,3.9188962e-07,-1.12287e-25,1.1174723e-07,-1.5828468e-27,7.6192141e-42
1.0079909,0.00021208639,5.3984826e-07,2.8158357e-25,1.4235879e-07,3.428819e-26,2.2639964e-41
1.0085661,0.00022849619,7.2873836e-07,-1.1237412e-25,1.7898712e-07,5.7790428e-27,3.0128918e-41
1.00916,0.0002429102,9.6442745e-07,-1.2573122e-25,2.2228261e-07,-7.5124016e-27,3.2006448e-41
1.0097732,0.00025527474,1.2530689e-06,1.9351257e-26,2.7287016e-07,-4.5484545e-27,4.1734564e-41
1.0104064,0.00026573927,1.6009911e-06,-1.0547203e-25,3.3134202e-07,-4.33546e-27,3.2696653e-41
1.0110601,0.00027462442,2.0156137e-06,2.0291899e-25,3.9827661e-07,9.0858055e-27,2.2799444e-41
1.011735,0.00028239956,2.5087825e-06,-2.1066647e-25,4.7434251e-07,-4.2674169e-26,2.5439414e-41
1.0124319,0.00028957849,3.0961819e-06,7.9748588e-26,5.6035804e-07,7.0111354e-27,3.292351e-41
1.0131514,0.00029658375,3.7905083e-06,6.5582145e-25,6.5717652e-07,6.8753484e-26,2.4789794e-41
1.0138943,0.00030376182,4.5978726e-06,-4.4862517e-25,7.6566006e-07,-4.3062331e-26,5.4752976e-41
1.0146613,0.00031143889,5.5198928e-06,-4.5943252e-25,8.8677943e-07,-3.269746e-26,6.1451e-41
1.0154533,0.00031988761,6.5548455e-06,1.0376786e-25,1.0216667e-06,1.26586e-26,1.9424347e-41
1.016271,0.00032927467,7.6949977e-06,1.23059e-25,1.1715421e-06,3.5089779e-27,2.0234517e-41
1.0171153,0.00033961891,8.9256341e-06,3.2415355e-25,1.3376263e-06,3.627046e-26,1.4637393e-41
1.017987,0.00035079124,1.0228363e-05,-1.1723991e-25,1.5212164e-06,-1.7816213e-26,2.6218932e-41
1.0188871,0.0003625328,1.1586135e-05,-5.213178e-26,1.7237748e-06,-1.0690472e-27,4.4235248e-41
1.0198164,0.000374481,1.2986753e-05,-1.0809799e-26,1.9470723e-06,1.5722949e-27,2.434137e-41
1.0207759,0.00038627224,1.4421555e-05,-6.3583206e-26,2.1930766e-06,-1.8192941e-26,1.3043851e-41
1.0217666,0.0003975973,1.5879678e-05,-2.9330032e-28,2.4636693e-06,-4.5796198e-27,1.2061717e-41
1.0227894,0.00040815279,1.7345053e-05,4.3020989e-27,2.7605723e-06,-2.7637942e-27,5.807439e-42
1.0238456,0.00041765,1.8799011e-05,6.4935979e-26,3.0853864e-06,8.4584548e-27,1.7898519e-42
1.024936,0.00042586331,2.0222765e-05,-4.5780163e-26,3.4396336e-06,2.1093933e-27,6.9780676e-42
1.0260619,0.00043263208,2.1598268e-05,-6.6440243e-26,3.8247475e-06,-6.4933424e-27,8.7237342e-42
1.0272243,0.00043785202,2.2908678e-05,4.7569397e-26,4.2420139e-06,7.2215038e-27,8.0605157e-42
1.0284246,0.00044147293,2.4139579e-05,6.9337027e-26,4.692658e-06,1.1671869e-26,9.3818195e-42
1.0296638,0.00044349299,2.5279471e-05,-1.7084949e-25,5.1778078e-06,-3.1467137e-26,5.9877067e-42
1.0309433,0.00044395082,2.6319545e-05,1.4270585e-26,5.6983897e-06,-2.7982359e-27,4.269607e-42
1.0322644,0.00044291658,2.7253557e-05,3.1868316e-25,6.2550644e-06,5.9206102e-26,6.2071729e-42
1.0336284,0.00044048269,2.8078286e-05,-9.1438031e-27,6.8484685e-06,8.5179407e-27,7.6114308e-42
