x,y,z,U_0,U_1,U_2
6.2189,0.197538,0.05,0.00741411,-0.000133642,-2.36702e-24
6.2189,0.200577,0.05,0.00744747,-0.00013606,-1.42973e-24
6.2189,0.203616,0.05,0.00748046,-0.000138445,5.81876e-25
6.2189,0.206655,0.05,0.00751339,-0.000140859,-2.41791e-23
6.2189,0.209694,0.05,0.00754632,-0.000143273,-4.89401e-23
6.2189,0.212733,0.05,0.00757925,-0.000145688,-7.37011e-23
6.2189,0.215772,0.05,0.00761188,-0.000148062,-1.02675e-22
6.2189,0.218811,0.05,0.00764446,-0.000150468,-5.56478e-23
6.2189,0.22185,0.05,0.00767704,-0.000152874,-8.62016e-24
6.2189,0.224889,0.05,0.00770962,-0.00015528,3.84074e-23
6.2189,0.227928,0.05,0.007742,-0.000157642,1.12786e-22
6.2189,0.230967,0.05,0.00777431,-0.000160036,1.14047e-22
6.2189,0.234006,0.05,0.00780662,-0.00016243,1.15307e-22
6.2189,0.237045,0.05,0.00783893,-0.000164824,1.16568e-22
6.2189,0.240084,0.05,0.00787115,-0.000167173,8.66195e-23
6.2189,0.243123,0.05,0.00790326,-0.000169551,4.33594e-23
6.2189,0.246162,0.05,0.00793537,-0.000171929,9.93114e-26
6.2189,0.249201,0.05,0.00796748,-0.000174307,-4.31608e-23
6.2189,0.25224,0.05,0.00799959,-0.000176685,-8.64209e-23
6.2189,0.255279,0.05,0.00803156,-0.000179004,-2.80482e-23
6.2189,0.258318,0.05,0.00806353,-0.000181361,-7.51373e-24
6.2189,0.261357,0.05,0.00809551,-0.000183719,1.30207e-23
6.2189,0.264396,0.05,0.00812749,-0.000186076,3.35552e-23
6.2189,0.267435,0.05,0.00815942,-0.000188385,-4.68319e-23
6.2189,0.270474,0.05,0.00819132,-0.000190718,-4.81026e-23
6.2189,0.273514,0.05,0.00822323,-0.000193051,-4.93734e-23
6.2189,0.276553,0.05,0.00825513,-0.000195384,-5.06442e-23
6.2189,0.279592,0.05,0.00828704,-0.000197716,-5.1915e-23
6.2189,0.282631,0.05,0.0083189,-0.000199992,-3.4245e-24
6.2189,0.28567,0.05,0.00835079,-0.000202296,-2.68151e-24
6.2189,0.288709,0.05,0.00838268,-0.0002046,-1.93852e-24
6.2189,0.291748,0.05,0.00841456,-0.000206903,-1.19552e-24
6.2189,0.294787,0.05,0.00844645,-0.000209207,-4.52534e-25
6.2189,0.297826,0.05,0.0084783,-0.00021145,-3.30453e-24
6.2189,0.300865,0.05,0.00851023,-0.00021372,-4.03962e-23
6.2189,0.303904,0.05,0.00854215,-0.00021599,-7.74879e-23
6.2189,0.306943,0.05,0.00857408,-0.000218259,-1.1458e-22
6.2189,0.309982,0.05,0.008606,-0.000220529,-1.51671e-22
6.2189,0.313021,0.05,0.00863788,-0.000222735,-1.95113e-22
6.2189,0.31606,0.05,0.00866989,-0.000224973,-2.05946e-22
6.2189,0.319099,0.05,0.0087019,-0.000227204,-1.69344e-22
6.2189,0.322138,0.05,0.00873391,-0.000229435,-1.32742e-22
6.2189,0.325177,0.05,0.00876592,-0.000231665,-9.61408e-23
6.2189,0.328216,0.05,0.00879793,-0.000233896,-5.95392e-23
6.2189,0.331255,0.05,0.00882995,-0.000236042,8.82208e-23
6.2189,0.334294,0.05,0.00886209,-0.000238228,1.57389e-22
6.2189,0.337333,0.05,0.00889424,-0.000240414,2.26557e-22
6.2189,0.340372,0.05,0.00892638,-0.000242601,2.95725e-22
6.2189,0.343411,0.05,0.00895852,-0.000244787,3.64892e-22
6.2189,0.34645,0.05,0.00899064,-0.000246922,3.9392e-22
6.2189,0.349489,0.05,0.0090229,-0.00024905,3.39034e-22
6.2189,0.352529,0.05,0.00905521,-0.000251187,3.04274e-22
6.2189,0.355568,0.05,0.00908752,-0.000253323,2.69514e-22
6.2189,0.358607,0.05,0.00911984,-0.00025546,2.34753e-22
6.2189,0.361646,0.05,0.00915215,-0.000257597,1.99993e-22
6.2189,0.364685,0.05,0.00918444,-0.000259651,1.81503e-22
6.2189,0.367724,0.05,0.00921693,-0.000261742,9.32794e-23
6.2189,0.370763,0.05,0.00924945,-0.000263823,-3.85084e-24
6.2189,0.373802,0.05,0.00928198,-0.000265905,-1.00981e-22
6.2189,0.376841,0.05,0.0093145,-0.000267986,-1.98111e-22
6.2189,0.37988,0.05,0.00934702,-0.000270067,-2.95242e-22
6.2189,0.382919,0.05,0.00937954,-0.000272059,-3.94359e-22
6.2189,0.385958,0.05,0.00941224,-0.000274094,-4.53748e-22
6.2189,0.388997,0.05,0.00944501,-0.000276115,-4.85671e-22
6.2189,0.392036,0.05,0.00947778,-0.000278135,-5.17594e-22
6.2189,0.395075,0.05,0.00951055,-0.000280155,-5.49517e-22
6.2189,0.398114,0.05,0.00954332,-0.000282175,-5.8144e-22
6.2189,0.401153,0.05,0.00957608,-0.000284178,-6.01613e-22
6.2189,0.404192,0.05,0.00960897,-0.000286087,-4.97757e-22
6.2189,0.407231,0.05,0.00964202,-0.00028804,-4.06533e-22
6.2189,0.41027,0.05,0.00967506,-0.000289993,-3.15309e-22
6.2189,0.413309,0.05,0.00970811,-0.000291945,-2.24086e-22
6.2189,0.416348,0.05,0.00974115,-0.000293898,-1.32862e-22
6.2189,0.419387,0.05,0.0097742,-0.000295851,-4.16385e-23
6.2189,0.422426,0.05,0.00980723,-0.000297702,-5.99576e-24
6.2189,0.425465,0.05,0.00984058,-0.000299581,2.35312e-23
6.2189,0.428505,0.05,0.00987393,-0.00030146,5.30582e-23
6.2189,0.431544,0.05,0.00990728,-0.000303339,8.25852e-23
6.2189,0.434583,0.05,0.00994063,-0.000305218,1.12112e-22
6.2189,0.437622,0.05,0.00997398,-0.000307098,1.41639e-22
6.2189,0.440661,0.05,0.0100073,-0.000308977,1.71166e-22
6.2189,0.4437,0.05,0.0100408,-0.000310723,1.76578e-22
6.2189,0.446739,0.05,0.0100744,-0.000312523,1.7819e-22
6.2189,0.449778,0.05,0.0101081,-0.000314322,1.79801e-22
6.2189,0.452817,0.05,0.0101418,-0.000316121,1.81413e-22
6.2189,0.455856,0.05,0.0101755,-0.00031792,1.83025e-22
6.2189,0.458895,0.05,0.0102091,-0.000319719,1.84637e-22
6.2189,0.461934,0.05,0.0102428,-0.000321515,1.87323e-22
6.2189,0.464973,0.05,0.0102766,-0.00032317,2.62934e-22
6.2189,0.468012,0.05,0.0103106,-0.000324883,2.6242e-22
6.2189,0.471051,0.05,0.0103446,-0.000326596,2.61906e-22
6.2189,0.47409,0.05,0.0103787,-0.000328308,2.61391e-22
6.2189,0.477129,0.05,0.0104127,-0.000330021,2.60877e-22
6.2189,0.480168,0.05,0.0104467,-0.000331733,2.60363e-22
6.2189,0.483207,0.05,0.0104807,-0.000333446,2.59849e-22
6.2189,0.486246,0.05,0.0105148,-0.000335017,1.75518e-22
6.2189,0.489285,0.05,0.0105492,-0.000336636,1.48388e-22
6.2189,0.492324,0.05,0.0105836,-0.000338255,1.21257e-22
6.2189,0.495363,0.05,0.010618,-0.000339875,9.41266e-23
6.2189,0.498402,0.05,0.0106524,-0.000341494,6.69961e-23
6.2189,0.501441,0.05,0.0106867,-0.000343113,3.98656e-23
6.2189,0.50448,0.05,0.0107211,-0.000344733,1.27351e-23
6.2189,0.50752,0.05,0.0107556,-0.000346212,1.28648e-24
6.2189,0.510559,0.05,0.0107902,-0.00034776,-3.87328e-23
6.2189,0.513598,0.05,0.010825,-0.000349279,-9.28814e-23
6.2189,0.516637,0.05,0.0108597,-0.000350798,-1.4703e-22
6.2189,0.519676,0.05,0.0108945,-0.000352318,-2.01179e-22
6.2189,0.522715,0.05,0.0109293,-0.000353837,-2.55328e-22
6.2189,0.525754,0.05,0.010964,-0.000355356,-3.09476e-22
6.2189,0.528793,0.05,0.0109988,-0.000356875,-3.63625e-22
6.2189,0.531832,0.05,0.0110336,-0.000358237,-5.40159e-22
6.2189,0.534871,0.05,0.0110688,-0.000359649,-4.88048e-22
6.2189,0.53791,0.05,0.0111039,-0.000361062,-4.35937e-22
6.2189,0.540949,0.05,0.0111391,-0.000362474,-3.83826e-22
6.2189,0.543988,0.05,0.0111742,-0.000363887,-3.31715e-22
6.2189,0.547027,0.05,0.0112094,-0.000365299,-2.79604e-22
6.2189,0.550066,0.05,0.0112445,-0.000366712,-2.27493e-22
6.2189,0.553105,0.05,0.0112797,-0.000368072,-1.24824e-22
6.2189,0.556144,0.05,0.0113149,-0.000369354,2.00561e-22
6.2189,0.559183,0.05,0.0113504,-0.000370653,2.52522e-22
6.2189,0.562222,0.05,0.011386,-0.000371952,3.04483e-22
6.2189,0.565261,0.05,0.0114215,-0.000373251,3.56444e-22
6.2189,0.5683,0.05,0.011457,-0.000374549,4.08405e-22
6.2189,0.571339,0.05,0.0114926,-0.000375848,4.60367e-22
6.2189,0.574378,0.05,0.0115281,-0.000377147,5.12328e-22
6.2189,0.577417,0.05,0.0115637,-0.000378413,5.27745e-22
6.2189,0.580456,0.05,0.0115992,-0.000379564,1.58326e-22
6.2189,0.583495,0.05,0.0116351,-0.000380743,5.50455e-23
6.2189,0.586535,0.05,0.0116711,-0.000381922,-4.82352e-23
6.2189,0.589574,0.05,0.011707,-0.000383101,-1.51516e-22
6.2189,0.592613,0.05,0.0117429,-0.00038428,-2.54797e-22
6.2189,0.595652,0.05,0.0117788,-0.000385459,-3.58077e-22
6.2189,0.598691,0.05,0.0118147,-0.000386637,-4.61358e-22
6.2189,0.60173,0.05,0.0118507,-0.000387816,-5.64639e-22
6.2189,0.604769,0.05,0.0118866,-0.000388818,-2.72079e-22
6.2189,0.607808,0.05,0.0119228,-0.000389899,-1.78407e-22
6.2189,0.610847,0.05,0.0119591,-0.000390951,-1.75735e-22
6.2189,0.613886,0.05,0.0119954,-0.000392004,-1.73064e-22
6.2189,0.616925,0.05,0.0120317,-0.000393056,-1.70393e-22
6.2189,0.619964,0.05,0.012068,-0.000394109,-1.67722e-22
6.2189,0.623003,0.05,0.0121043,-0.000395161,-1.6505e-22
6.2189,0.626042,0.05,0.0121406,-0.000396213,-1.62379e-22
6.2189,0.629081,0.05,0.012177,-0.000397153,-2.7915e-22
6.2189,0.63212,0.05,0.0122133,-0.000398105,-3.59434e-22
6.2189,0.635159,0.05,0.0122499,-0.000399025,-3.12965e-22
6.2189,0.638198,0.05,0.0122866,-0.000399945,-2.66497e-22
6.2189,0.641237,0.05,0.0123233,-0.000400865,-2.20028e-22
6.2189,0.644276,0.05,0.01236,-0.000401784,-1.7356e-22
6.2189,0.647315,0.05,0.0123966,-0.000402704,-1.27091e-22
6.2189,0.650354,0.05,0.0124333,-0.000403624,-8.0623e-23
6.2189,0.653393,0.05,0.01247,-0.000404544,-3.41546e-23
6.2189,0.656432,0.05,0.0125068,-0.000405254,1.40584e-23
6.2189,0.659471,0.05,0.0125434,-0.000406134,-1.87928e-22
6.2189,0.662511,0.05,0.0125804,-0.000406915,-8.98525e-23
6.2189,0.66555,0.05,0.0126174,-0.000407697,8.22299e-24
6.2189,0.668589,0.05,0.0126544,-0.000408478,1.06299e-22
6.2189,0.671628,0.05,0.0126915,-0.000409259,2.04374e-22
6.2189,0.674667,0.05,0.0127285,-0.000410041,3.0245e-22
6.2189,0.677706,0.05,0.0127655,-0.000410822,4.00525e-22
6.2189,0.680745,0.05,0.0128025,-0.000411604,4.98601e-22
6.2189,0.683784,0.05,0.0128397,-0.000412169,8.1359e-22
6.2189,0.686823,0.05,0.0128766,-0.000412913,1.18128e-21
6.2189,0.689862,0.05,0.0129139,-0.000413551,1.0901e-21
6.2189,0.692901,0.05,0.0129513,-0.000414189,9.98932e-22
6.2189,0.69594,0.05,0.0129886,-0.000414827,9.07759e-22
6.2189,0.698979,0.05,0.0130259,-0.000415464,8.16585e-22
6.2189,0.702018,0.05,0.0130633,-0.000416102,7.25412e-22
6.2189,0.705057,0.05,0.0131006,-0.00041674,6.34239e-22
6.2189,0.708096,0.05,0.013138,-0.000417378,5.43066e-22
6.2189,0.711135,0.05,0.0131754,-0.000417882,2.17307e-22
6.2189,0.714174,0.05,0.0132126,-0.000418432,-2.23998e-22
6.2189,0.717213,0.05,0.0132502,-0.000418921,-2.72717e-22
6.2189,0.720252,0.05,0.0132879,-0.000419411,-3.21437e-22
6.2189,0.723291,0.05,0.0133255,-0.0004199,-3.70156e-22
6.2189,0.72633,0.05,0.0133631,-0.00042039,-4.18876e-22
6.2189,0.729369,0.05,0.0134008,-0.000420879,-4.67595e-22
6.2189,0.732408,0.05,0.0134384,-0.000421369,-5.16314e-22
6.2189,0.735447,0.05,0.013476,-0.000421859,-5.65034e-22
6.2189,0.738486,0.05,0.0135137,-0.000422348,-6.13753e-22
6.2189,0.741526,0.05,0.0135514,-0.000422607,-3.91361e-22
6.2189,0.744565,0.05,0.013589,-0.000423024,-3.46693e-22
6.2189,0.747604,0.05,0.0136269,-0.000423361,-3.01861e-22
6.2189,0.750643,0.05,0.0136648,-0.000423699,-2.57028e-22
6.2189,0.753682,0.05,0.0137027,-0.000424036,-2.12195e-22
6.2189,0.756721,0.05,0.0137406,-0.000424374,-1.67363e-22
6.2189,0.75976,0.05,0.0137785,-0.000424711,-1.2253e-22
6.2189,0.762799,0.05,0.0138163,-0.000425049,-7.76974e-23
6.2189,0.765838,0.05,0.0138542,-0.000425386,-3.28647e-23
6.2189,0.768877,0.05,0.0138922,-0.000425634,-1.00399e-23
6.2189,0.771916,0.05,0.0139299,-0.000425837,-1.44975e-24
6.2189,0.774955,0.05,0.0139679,-0.000426047,-3.31385e-23
6.2189,0.777994,0.05,0.014006,-0.000426229,-7.71405e-23
6.2189,0.781033,0.05,0.0140441,-0.000426411,-1.21143e-22
6.2189,0.784072,0.05,0.0140822,-0.000426594,-1.65145e-22
6.2189,0.787111,0.05,0.0141203,-0.000426776,-2.09147e-22
6.2189,0.79015,0.05,0.0141584,-0.000426959,-2.53149e-22
6.2189,0.793189,0.05,0.0141966,-0.000427141,-2.97151e-22
6.2189,0.796228,0.05,0.0142347,-0.000427323,-3.41153e-22
6.2189,0.799267,0.05,0.0142728,-0.000427376,-3.87344e-22
6.2189,0.802306,0.05,0.0143107,-0.000427462,-3.73932e-22
6.2189,0.805345,0.05,0.0143489,-0.000427506,-2.88695e-22
6.2189,0.808384,0.05,0.0143872,-0.000427531,-2.00027e-22
6.2189,0.811423,0.05,0.0144255,-0.000427557,-1.11358e-22
6.2189,0.814462,0.05,0.0144637,-0.000427582,-2.26893e-23
6.2189,0.817502,0.05,0.014502,-0.000427608,6.59794e-23
6.2189,0.820541,0.05,0.0145403,-0.000427633,1.54648e-22
6.2189,0.82358,0.05,0.0145785,-0.000427658,2.43317e-22
6.2189,0.826619,0.05,0.0146168,-0.000427684,3.31985e-22
6.2189,0.829658,0.05,0.0146551,-0.000427622,4.30378e-22
6.2189,0.832697,0.05,0.0146932,-0.000427493,4.27882e-22
6.2189,0.835736,0.05,0.0147314,-0.00042742,4.23127e-22
6.2189,0.838775,0.05,0.0147698,-0.000427288,4.6663e-22
6.2189,0.841814,0.05,0.0148082,-0.000427155,5.10132e-22
6.2189,0.844853,0.05,0.0148465,-0.000427023,5.53634e-22
6.2189,0.847892,0.05,0.0148849,-0.00042689,5.97137e-22
6.2189,0.850931,0.05,0.0149233,-0.000426758,6.40639e-22
6.2189,0.85397,0.05,0.0149617,-0.000426625,6.84142e-22
6.2189,0.857009,0.05,0.015,-0.000426493,7.27644e-22
6.2189,0.860048,0.05,0.0150384,-0.000426361,7.71146e-22
6.2189,0.863087,0.05,0.0150769,-0.000425957,8.36353e-22
6.2189,0.866126,0.05,0.0151149,-0.000425817,7.38157e-22
6.2189,0.869165,0.05,0.0151533,-0.000425527,6.06342e-22
6.2189,0.872204,0.05,0.0151917,-0.000425237,4.74527e-22
6.2189,0.875243,0.05,0.0152301,-0.000424948,3.42712e-22
6.2189,0.878282,0.05,0.0152685,-0.000424658,2.10897e-22
6.2189,0.881321,0.05,0.0153069,-0.000424368,7.9082e-23
6.2189,0.88436,0.05,0.0153453,-0.000424079,-5.27331e-23
6.2189,0.887399,0.05,0.0153838,-0.000423789,-1.84548e-22
6.2189,0.890438,0.05,0.0154222,-0.000423499,-3.16363e-22
6.2189,0.893477,0.05,0.0154606,-0.000423076,-4.3429e-22
6.2189,0.896517,0.05,0.0154988,-0.000422676,-4.25765e-22
6.2189,0.899556,0.05,0.015537,-0.000422291,-4.02604e-22
6.2189,0.902595,0.05,0.0155754,-0.000421846,-4.02047e-22
6.2189,0.905634,0.05,0.0156138,-0.000421401,-4.01489e-22
6.2189,0.908673,0.05,0.0156522,-0.000420956,-4.00932e-22
6.2189,0.911712,0.05,0.0156905,-0.000420511,-4.00375e-22
6.2189,0.914751,0.05,0.0157289,-0.000420066,-3.99817e-22
6.2189,0.91779,0.05,0.0157673,-0.000419621,-3.9926e-22
6.2189,0.920829,0.05,0.0158057,-0.000419176,-3.98703e-22
6.2189,0.923868,0.05,0.0158441,-0.000418731,-3.98146e-22
6.2189,0.926907,0.05,0.0158826,-0.000418065,-3.98573e-22
6.2189,0.929946,0.05,0.0159204,-0.000417615,-4.02029e-22
6.2189,0.932985,0.05,0.0159587,-0.000417033,-2.84118e-22
6.2189,0.936024,0.05,0.015997,-0.000416436,-1.57967e-22
6.2189,0.939063,0.05,0.0160352,-0.000415839,-3.18171e-23
6.2189,0.942102,0.05,0.0160735,-0.000415243,9.43331e-23
6.2189,0.945141,0.05,0.0161118,-0.000414646,2.20483e-22
6.2189,0.94818,0.05,0.0161501,-0.000414049,3.46634e-22
6.2189,0.951219,0.05,0.0161884,-0.000413452,4.72784e-22
6.2189,0.954258,0.05,0.0162266,-0.000412855,5.98934e-22
6.2189,0.957297,0.05,0.0162649,-0.000412258,7.25085e-22
6.2189,0.960336,0.05,0.0163033,-0.000411425,8.55032e-22
6.2189,0.963375,0.05,0.016341,-0.000410845,1.05737e-21
6.2189,0.966414,0.05,0.0163791,-0.000410116,9.94335e-22
6.2189,0.969453,0.05,0.0164172,-0.000409373,9.12893e-22
6.2189,0.972492,0.05,0.0164552,-0.000408629,8.3145e-22
6.2189,0.975532,0.05,0.0164933,-0.000407886,7.50008e-22
6.2189,0.978571,0.05,0.0165314,-0.000407142,6.68566e-22
6.2189,0.98161,0.05,0.0165695,-0.000406399,5.87123e-22
6.2189,0.984649,0.05,0.0166076,-0.000405656,5.05681e-22
6.2189,0.987688,0.05,0.0166457,-0.000404912,4.24239e-22
6.2189,0.990727,0.05,0.0166837,-0.000404169,3.42796e-22
6.2189,0.993766,0.05,0.0167219,-0.000403236,1.10837e-22
6.2189,0.996805,0.05,0.0167595,-0.000402452,-4.39072e-24
6.2189,0.999844,0.05,0.0167972,-0.000401628,-4.14536e-24
6.2189,1.00288,0.05,0.016835,-0.000400745,-2.13837e-24
6.2189,1.00592,0.05,0.0168728,-0.000399862,-1.31375e-25
6.2189,1.00896,0.05,0.0169106,-0.000398979,1.87562e-24
6.2189,1.012,0.05,0.0169484,-0.000398096,3.88261e-24
6.2189,1.01504,0.05,0.0169862,-0.000397213,5.8896e-24
6.2189,1.01808,0.05,0.017024,-0.00039633,7.89659e-24
6.2189,1.02112,0.05,0.0170618,-0.000395447,9.90359e-24
6.2189,1.02416,0.05,0.0170996,-0.000394564,1.19106e-23
6.2189,1.0272,0.05,0.0171374,-0.000393595,3.71535e-24
6.2189,1.03023,0.05,0.017175,-0.000392539,-1.16143e-22
6.2189,1.03327,0.05,0.0172122,-0.00039167,-2.91095e-22
6.2189,1.03631,0.05,0.0172497,-0.000390657,-2.93793e-22
6.2189,1.03935,0.05,0.0172871,-0.000389643,-2.96492e-22
6.2189,1.04239,0.05,0.0173245,-0.000388629,-2.9919e-22
6.2189,1.04543,0.05,0.017362,-0.000387615,-3.01889e-22
6.2189,1.04847,0.05,0.0173994,-0.000386601,-3.04587e-22
6.2189,1.05151,0.05,0.0174368,-0.000385587,-3.07285e-22
6.2189,1.05455,0.05,0.0174743,-0.000384574,-3.09984e-22
6.2189,1.05759,0.05,0.0175117,-0.00038356,-3.12682e-22
6.2189,1.06062,0.05,0.0175492,-0.000382546,-3.1538e-22
6.2189,1.06366,0.05,0.0175866,-0.00038129,-8.99686e-23
6.2189,1.0667,0.05,0.0176234,-0.000380322,-4.46374e-24
6.2189,1.06974,0.05,0.0176603,-0.000379221,-3.22069e-23
6.2189,1.07278,0.05,0.0176973,-0.000378087,-7.23716e-23
6.2189,1.07582,0.05,0.0177342,-0.000376953,-1.12536e-22
6.2189,1.07886,0.05,0.0177712,-0.000375819,-1.52701e-22
6.2189,1.0819,0.05,0.0178082,-0.000374685,-1.92865e-22
6.2189,1.08494,0.05,0.0178451,-0.00037355,-2.3303e-22
6.2189,1.08798,0.05,0.0178821,-0.000372416,-2.73195e-22
6.2189,1.09102,0.05,0.0179191,-0.000371282,-3.13359e-22
6.2189,1.09405,0.05,0.0179561,-0.000370148,-3.53524e-22
6.2189,1.09709,0.05,0.017993,-0.000368968,-3.94477e-22
6.2189,1.10013,0.05,0.0180298,-0.000367612,-4.259e-22
6.2189,1.10317,0.05,0.018066,-0.000366565,-3.94842e-22
6.2189,1.10621,0.05,0.0181024,-0.000365322,-3.95194e-22
6.2189,1.10925,0.05,0.0181388,-0.00036408,-3.95545e-22
6.2189,1.11229,0.05,0.0181752,-0.000362837,-3.95897e-22
6.2189,1.11533,0.05,0.0182116,-0.000361595,-3.96249e-22
6.2189,1.11837,0.05,0.018248,-0.000360352,-3.96601e-22
6.2189,1.12141,0.05,0.0182844,-0.00035911,-3.96953e-22
6.2189,1.12444,0.05,0.0183208,-0.000357867,-3.97305e-22
6.2189,1.12748,0.05,0.0183572,-0.000356625,-3.97657e-22
6.2189,1.13052,0.05,0.0183936,-0.000355383,-3.98008e-22
6.2189,1.13356,0.05,0.01843,-0.000354039,-4.26994e-22
6.2189,1.1366,0.05,0.018466,-0.000352663,-5.63647e-22
6.2189,1.13964,0.05,0.0185017,-0.000351481,-7.16298e-22
6.2189,1.14268,0.05,0.0185374,-0.000350144,-6.76571e-22
6.2189,1.14572,0.05,0.0185731,-0.000348807,-6.36845e-22
6.2189,1.14876,0.05,0.0186089,-0.00034747,-5.97118e-22
6.2189,1.1518,0.05,0.0186446,-0.000346133,-5.57391e-22
6.2189,1.15483,0.05,0.0186803,-0.000344796,-5.17664e-22
6.2189,1.15787,0.05,0.0187161,-0.000343459,-4.77937e-22
6.2189,1.16091,0.05,0.0187518,-0.000342122,-4.3821e-22
6.2189,1.16395,0.05,0.0187875,-0.000340784,-3.98483e-22
6.2189,1.16699,0.05,0.0188233,-0.000339447,-3.58756e-22
6.2189,1.17003,0.05,0.0188589,-0.000337997,-2.13406e-22
6.2189,1.17307,0.05,0.0188942,-0.000336558,-2.487e-23
6.2189,1.17611,0.05,0.0189292,-0.000335287,2.89175e-23
6.2189,1.17915,0.05,0.0189641,-0.000333871,1.08005e-22
6.2189,1.18219,0.05,0.0189991,-0.000332454,1.87093e-22
