y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0,1e-10,1e-10,118415.88,2.1064859e-35,0,-0.0089094896
0,1e-10,1e-10,118415.88,2.1064859e-35,0,-0.0089094896
0.00048240845,1.6298885e-08,2.3106605e-08,118409.73,6.4221168e-16,1.0257505e-12,-0.0089084938
0.00098049384,1.308733e-07,1.8554488e-07,118403.04,3.4644555e-14,2.3483165e-11,-0.008906738
0.0014947656,5.4676442e-07,7.7515052e-07,118396.32,5.1253705e-13,2.052449e-10,-0.0089048529
0.0020257498,1.5851112e-06,2.2470714e-06,118389.7,3.8932035e-12,1.0626493e-09,-0.0089029654
0.0025739895,3.6757632e-06,5.2101126e-06,118383.12,1.9730159e-11,3.9700032e-09,-0.0089010996
0.0031400454,7.3624423e-06,1.0433133e-05,118376.56,7.6285155e-11,1.1903929e-08,-0.0088992653
0.0037244966,1.3314723e-05,1.8859861e-05,118370.08,2.4323575e-10,3.0514154e-08,-0.00889748
0.0043279408,2.2342666e-05,3.1625062e-05,118363.64,6.7138962e-10,6.9587126e-08,-0.0088957475
0.0049509953,3.5411992e-05,5.0067224e-05,118357.26,1.6560071e-09,1.4495586e-07,-0.0088940697
0.0055942973,5.3657524e-05,7.5731996e-05,118350.98,3.7287575e-09,2.8087566e-07,-0.0088924371
0.0062585048,7.8391616e-05,0.00011035886,118344.72,7.7769852e-09,5.1282772e-07,-0.008890836
0.0069442972,0.0001111028,0.00015584218,118338.39,1.5175165e-08,8.9063341e-07,-0.0088892346
0.007652376,0.00015343815,0.00021415833,118332.07,2.7891996e-08,1.48167e-06,-0.0088876089
0.0083834654,0.00020716143,0.00028725486,118325.74,4.8514355e-08,2.3738918e-06,-0.0088859196
0.0091383131,0.00027407924,0.00037690572,118319.4,8.0122905e-08,3.6782964e-06,-0.0088841185
0.0099176913,0.00035593008,0.00048454739,118313.06,1.2598342e-07,5.5304517e-06,-0.0088821635
0.010722397,0.00045423892,0.00061112043,118306.76,1.890869e-07,8.0907264e-06,-0.0088800151
0.011553254,0.0005701512,0.00075694514,118300.51,2.7165146e-07,1.1542967e-05,-0.0088776498
0.012411111,0.00070427484,0.00092165768,118294.3,3.7473881e-07,1.6091573e-05,-0.0088750558
0.013296846,0.00085656749,0.0011042242,118288.15,4.9810615e-07,2.195725e-05,-0.0088722518
0.014211364,0.0010263042,0.0013030364,118282.13,6.403253e-07,2.9372012e-05,-0.008869296
0.015155603,0.0012121423,0.0015160732,118276.28,7.9910637e-07,3.8574162e-05,-0.0088663388
0.016130526,0.0014122709,0.0017410989,118270.66,9.7170837e-07,4.9803738e-05,-0.0088635514
0.017137132,0.0016246088,0.0019758563,118265.43,1.1553204e-06,6.3298535e-05,-0.0088610697
0.018176449,0.0018470024,0.0022182244,118260.58,1.3473413e-06,7.9290447e-05,-0.0088589946
0.019249542,0.0020773865,0.0024663198,118255.9,1.5455375e-06,9.8001861e-05,-0.0088574008
0.020357507,0.002313891,0.0027185439,118251.24,1.7480997e-06,0.00011964205,-0.0088563294
0.021501477,0.0025548946,0.002973586,118246.55,1.953632e-06,0.00014440382,-0.0088557896
0.022682624,0.0027990387,0.0032304012,118241.84,2.1611052e-06,0.00017246088,-0.0088557691
0.023902154,0.0030452171,0.0034881754,118237.11,2.3697957e-06,0.00020396625,-0.0088562421
0.025161316,0.0032925528,0.0037462886,118232.35,2.5792215e-06,0.00023905194,-0.0088571769
0.026461397,0.0035403697,0.0040042808,118227.58,2.7890848e-06,0.00027782984,-0.0088585501
0.027803728,0.0037881627,0.0042618229,118222.73,2.999222e-06,0.00032039344,-0.0088603435
0.02918968,0.0040355691,0.0045186909,118217.85,3.2095627e-06,0.0003668203,-0.0088625519
0.030620672,0.0042823425,0.0047747459,118213.05,3.4200982e-06,0.00041717472,-0.0088651708
0.032098167,0.0045283305,0.0050299171,118208.44,3.6308597e-06,0.00047151054,-0.008868212
0.033623676,0.0047734588,0.0052841889,118203.97,3.8418962e-06,0.00052987381,-0.0088716966
0.03519876,0.0050177172,0.00553759,118199.55,4.053256e-06,0.00059230521,-0.0088756455
0.03682503,0.0052611396,0.0057901829,118195.16,4.2649747e-06,0.00065884184,-0.0088801039
0.03850415,0.0055037879,0.0060420524,118190.8,4.4770756e-06,0.00072951839,-0.0088851076
0.040237836,0.0057457416,0.0062932977,118186.43,4.6895722e-06,0.0008043679,-0.0088906997
0.042027862,0.0059870933,0.0065440272,118182.11,4.9024694e-06,0.00088342245,-0.0088969196
0.043876059,0.0062279471,0.006794356,118177.85,5.1157622e-06,0.00096671376,-0.0089038142
0.045784317,0.0064684147,0.0070444036,118173.68,5.3294356e-06,0.0010542734,-0.008911427
0.047754588,0.0067086122,0.0072942915,118169.55,5.5434651e-06,0.0011461328,-0.0089198012
0.049788888,0.0069486579,0.0075441414,118165.43,5.7578177e-06,0.0012423234,-0.0089289938
0.051889297,0.0071886704,0.0077940748,118161.28,5.9724531e-06,0.0013428764,-0.0089390513
0.054057963,0.0074287674,0.0080442118,118157.13,6.1873251e-06,0.0014478224,-0.008950029
0.056297104,0.0076690648,0.0082946702,118152.97,6.402382e-06,0.001557191,-0.0089619734
0.058609012,0.0079096764,0.0085455658,118148.84,6.6175679e-06,0.0016710108,-0.0089749367
0.06099605,0.0081507132,0.0087970114,118144.7,6.8328237e-06,0.0017893088,-0.0089889665
0.06346066,0.0083922835,0.0090491169,118140.57,7.048087e-06,0.0019121096,-0.0090041154
0.066005363,0.0086344922,0.0093019897,118136.39,7.263293e-06,0.0020394355,-0.0090204254
0.068632762,0.0088774414,0.0095557339,118132.19,7.4783753e-06,0.0021713055,-0.0090379569
0.071345544,0.0091212301,0.0098104508,118127.93,7.6932664e-06,0.002307735,-0.0090567493
0.074146484,0.0093659544,0.010066239,118123.56,7.9078975e-06,0.0024487354,-0.0090768571
0.077038447,0.0096117081,0.010323194,118119.01,8.1221994e-06,0.0025943133,-0.0090983269
0.08002439,0.009858582,0.010581409,118114.25,8.3361023e-06,0.0027444702,-0.0091212208
0.083107369,0.010106665,0.010840975,118109.23,8.549536e-06,0.0028992017,-0.0091455945
0.086290535,0.010356042,0.01110198,118103.94,8.7624298e-06,0.0030584969,-0.0091715082
0.089577146,0.010606799,0.011364511,118098.34,8.9747128e-06,0.0032223381,-0.0091990272
0.092970562,0.010859018,0.01162865,118092.42,9.1863147e-06,0.0033907,-0.0092282139
0.096474255,0.011112778,0.01189448,118086.15,9.397166e-06,0.0035635488,-0.009259147
0.10009181,0.01136816,0.01216208,118079.54,9.6071973e-06,0.003740842,-0.0092918954
0.10382692,0.01162524,0.012431527,118072.54,9.8163405e-06,0.0039225276,-0.0093265527
0.10768342,0.011884095,0.012702896,118064.99,1.0024528e-05,0.0041085438,-0.0093631994
0.11166523,0.012144801,0.012976261,118056.7,1.0231692e-05,0.0042988179,-0.0094019415
0.11577645,0.012407433,0.013251692,118047.57,1.0437765e-05,0.0044932656,-0.009442875
0.12002127,0.012672063,0.013529259,118037.75,1.064268e-05,0.0046917909,-0.0094861209
0.12440404,0.012938767,0.013809028,118027.37,1.0846367e-05,0.0048942854,-0.0095317888
0.12892923,0.013207616,0.014091064,118016.44,1.1048755e-05,0.005100628,-0.0095800151
0.13360148,0.013478686,0.014375428,118004.87,1.1249769e-05,0.0053106846,-0.0096309164
0.13842557,0.013752048,0.014662181,117992.61,1.1449331e-05,0.0055243073,-0.0096846323
0.14340642,0.014027774,0.014951377,117979.59,1.1647355e-05,0.0057413337,-0.0097412686
0.14854914,0.014305934,0.015243071,117965.76,1.184375e-05,0.0059615867,-0.0098009738
0.15385898,0.0145866,0.015537313,117951.33,1.2038414e-05,0.0061848734,-0.009863832
0.15934138,0.014869843,0.015834149,117936.69,1.2231232e-05,0.0064109832,-0.0099299682
0.16500194,0.015155738,0.016133624,117921.82,1.2422076e-05,0.0066396844,-0.0099994624
0.17084645,0.015444359,0.016435776,117906.21,1.2610798e-05,0.0068707232,-0.010072409
0.17688089,0.015735781,0.016740642,117889.48,1.2797227e-05,0.007103824,-0.010148915
0.18311143,0.016030085,0.017048253,117873.56,1.2981167e-05,0.0073386906,-0.010229027
0.18954445,0.01632735,0.017358638,117859.31,1.316239e-05,0.0075750058,-0.010312902
0.19618653,0.016627661,0.01767182,117847.3,1.3340631e-05,0.0078124291,-0.010400569
0.20304445,0.016931106,0.017987819,117838.2,1.3515585e-05,0.0080505936,-0.010492117
0.21012524,0.017237781,0.018306652,117832.82,1.3686844e-05,0.0082889538,-0.010587717
0.21743614,0.017547789,0.018628344,117831.2,1.3853788e-05,0.0085267568,-0.010687561
0.22498461,0.017861243,0.018952922,117834.81,1.4015568e-05,0.0087634569,-0.010791764
0.23277839,0.018178266,0.019280411,117845.04,1.4171239e-05,0.0089987057,-0.010900349
0.24082545,0.018498995,0.019610829,117862.89,1.4319825e-05,0.0092320593,-0.011013314
0.24913402,0.018823583,0.019944187,117889.65,1.4460277e-05,0.009462998,-0.011130665
0.25771259,0.019152203,0.020280495,117926.41,1.4591448e-05,0.0096909281,-0.01125239
0.26656994,0.019485048,0.020619762,117973.66,1.4712031e-05,0.0099151987,-0.011378457
0.27571513,0.019822343,0.020961999,118031.45,1.4820538e-05,0.010135274,-0.011508751
0.28515751,0.020164343,0.021307215,118099.75,1.4915456e-05,0.010350893,-0.011643298
0.29490674,0.020511348,0.021655403,118178.06,1.4995563e-05,0.01056188,-0.01178202
0.3049728,0.020863705,0.022006546,118266.22,1.5060006e-05,0.010767832,-0.011924906
0.31536597,0.02122182,0.022360625,118364.09,1.5107975e-05,0.01096809,-0.012071803
0.3260969,0.021586174,0.022717646,118471.75,1.5138311e-05,0.011161851,-0.012222479
0.33717655,0.021957333,0.02307765,118588.72,1.5149344e-05,0.011348274,-0.012376693
0.34861625,0.022335971,0.023440718,118714.91,1.5138962e-05,0.011526516,-0.012534092
0.36042772,0.022722889,0.023806983,118849.95,1.5104745e-05,0.011695688,-0.012694319
0.37262303,0.023119043,0.024176638,118994.25,1.5044063e-05,0.011854844,-0.012856963
0.38521464,0.023525576,0.024549953,119148.26,1.4954153e-05,0.012002637,-0.013021521
0.39821546,0.023943855,0.0249273,119311.91,1.4832211e-05,0.012137556,-0.013187373
0.41163876,0.02437552,0.025309167,119485.44,1.4675387e-05,0.01225839,-0.013353826
0.42549828,0.024822533,0.025696179,119669.6,1.448074e-05,0.012364256,-0.013519944
0.4398082,0.025287248,0.026089126,119865.2,1.4245334e-05,0.012454405,-0.013684624
0.45458315,0.02577248,0.026489007,120073.07,1.3966594e-05,0.012527745,-0.013846611
0.46983824,0.026281593,0.026897094,120294.1,1.3642756e-05,0.012582792,-0.014004544
0.48558908,0.026818593,0.027315013,120529.26,1.3273754e-05,0.012617767,-0.014156579
0.50185179,0.027388237,0.027744818,120779.57,1.2861784e-05,0.012630771,-0.014300331
0.50880971,0.027640195,0.027928928,120890.16,1.26754e-05,0.01262621,-0.014355238
0.51864298,0.02799609,0.028188947,121049.57,1.2413836e-05,0.012619689,-0.01443165
0.53597984,0.0286487,0.028650549,121339.75,1.1938618e-05,0.012582462,-0.014547597
0.5538801,0.029353672,0.029133389,121649.09,1.1448669e-05,0.01251711,-0.014645333
0.57236207,0.030118144,0.029641645,121979.08,1.0963979e-05,0.01242039,-0.014720267
0.59144465,0.030949541,0.030180177,122331.46,1.0513236e-05,0.012287789,-0.014766532
0.61114736,0.031855928,0.030754608,122708.08,1.013595e-05,0.01211289,-0.014777442
0.63149036,0.032842926,0.031370764,123110.97,9.8804115e-06,0.011894262,-0.014745593
0.65249445,0.033912129,0.032033923,123542.56,9.7990225e-06,0.011632453,-0.014662141
0.67418111,0.035059519,0.032749031,124005.76,9.9459511e-06,0.011293783,-0.014520776
0.69657252,0.036282196,0.033521851,124503.25,1.0386253e-05,0.01081871,-0.014320042
0.7196916,0.037578461,0.034353947,125037.6,1.1207286e-05,0.010242055,-0.014053628
0.74356198,0.038903055,0.035227269,125611.86,1.2477297e-05,0.0097014506,-0.013715666
0.76820808,0.040146668,0.036093325,126229.72,1.4162557e-05,0.0093058442,-0.013311068
0.79365511,0.041184192,0.036881186,126895.7,1.6086074e-05,0.0090963021,-0.012851489
0.8199291,0.04192518,0.037517923,127614.77,1.7965184e-05,0.0090696069,-0.012352219
0.84705692,0.042331915,0.037947773,128392.07,1.951409e-05,0.0091967466,-0.011827845
0.87506632,0.04240759,0.038142135,129233.41,2.0543587e-05,0.0094283151,-0.011280464
0.90398595,0.04216878,0.038096629,130144.58,2.0990565e-05,0.0096809132,-0.010680375
