y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0.00048240845,2.3365584e-05,-2.0352466e-09,3.3262695e-28,2.0490687e-10,6.3205428e-30,1.0344083e-46
0.00098049384,7.9736276e-05,3.6597326e-10,4.2851512e-27,6.2022728e-10,1.8866508e-30,5.2098226e-46
0.0014947656,0.00017480702,1.2014173e-08,4.2798613e-27,1.3593279e-09,1.8821225e-30,5.2155411e-46
0.0020257498,0.00030965086,3.6094316e-08,0,2.5504821e-09,0,0
0.0025739895,0.00048524904,7.7079283e-08,9.0500901e-27,4.4904087e-09,3.7690132e-30,1.3095935e-45
0.0031400454,0.00070245387,1.4261949e-07,-7.4616499e-27,7.5802661e-09,1.79978e-29,2.543492e-45
0.0037244966,0.00096193253,2.3905131e-07,-1.6482901e-26,1.2281454e-08,1.418739e-29,1.2339095e-45
0.0043279408,0.0012640768,3.7064707e-07,2.7833192e-26,1.9170407e-08,-1.3726816e-28,1.139549e-45
0.0049509953,0.0016088622,5.4160685e-07,2.53283e-26,2.8880552e-08,-9.1233503e-29,1.5549339e-45
0.0055942973,0.001995643,7.5666747e-07,-2.5325939e-27,4.2195094e-08,4.6118061e-29,4.1540846e-46
0.0062585048,0.0024228839,1.0187205e-06,6.3573339e-26,6.0063706e-08,-3.3457937e-28,8.9050486e-46
0.0069442972,0.0028878484,1.3271307e-06,5.5711872e-26,8.3666575e-08,-1.7600215e-28,2.2831741e-45
0.007652376,0.0033863091,1.6779722e-06,-8.3148977e-26,1.1414217e-07,5.3232279e-28,2.0183472e-45
0.0083834654,0.0039123796,2.0678092e-06,-7.5231972e-26,1.5270416e-07,3.7352121e-28,6.2613407e-46
0.0091383131,0.0044585829,2.4913456e-06,-8.8908119e-26,2.0063157e-07,4.9722084e-28,5.5503584e-46
0.0099176913,0.0050162212,2.9423515e-06,8.6849296e-27,2.5952638e-07,-1.6415293e-28,1.2160062e-45
0.010722397,0.0055760229,3.4177722e-06,-4.1597553e-27,3.3118215e-07,-4.5049536e-29,1.1513513e-45
0.011553254,0.0061289378,3.9152115e-06,-1.9613518e-25,4.1731266e-07,1.0960544e-27,1.0100499e-45
0.012411111,0.0066668954,4.4401217e-06,3.2903351e-26,5.1987362e-07,-5.4638933e-28,1.0123825e-45
