y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
-7.0434009e-33,0,0,0,0,0,0
-7.0434009e-33,0,0,0,0,0,0
0.00048240845,-0.0054547966,-3.5162462e-07,1.9218739e-17,-0.0048280931,-9.0573475e-07,1.7780396e-17
0.00098049384,-0.01094144,-2.0263929e-06,-2.8934849e-26,-0.0096645738,-4.1657136e-06,-2.7078826e-26
0.0014947656,-0.016497432,-4.9905135e-06,0,-0.014540107,-1.0033692e-05,0
0.0020257498,-0.022116154,-9.3907375e-06,3.0861686e-26,-0.019447703,-1.7958797e-05,3.2333622e-26
0.0025739895,-0.027790169,-1.5335156e-05,6.7480269e-25,-0.02437996,-2.760042e-05,6.4289249e-25
0.0031400454,-0.033511041,-2.2922735e-05,6.1253348e-25,-0.029328543,-3.9067156e-05,5.7722473e-25
0.0037244966,-0.039268864,-3.2311724e-05,-7.0096115e-25,-0.034283836,-5.2634176e-05,-6.7072846e-25
0.0043279408,-0.045051513,-4.3704578e-05,-6.6956532e-25,-0.039234274,-6.8603061e-05,-6.3740565e-25
0.0049509953,-0.050843526,-5.721306e-05,0,-0.04416542,-8.7248332e-05,0
0.0055942973,-0.056624613,-7.2962148e-05,0,-0.049058934,-0.00010868837,0
0.0062585048,-0.062367815,-9.1207857e-05,-1.2145844e-24,-0.053891204,-0.00013334066,-1.1765158e-24
0.0069442972,-0.06803749,-0.00011209045,-1.2143197e-24,-0.058631613,-0.00016159008,-1.1762611e-24
0.007652376,-0.073587533,-0.00013571277,0,-0.063241335,-0.00019338219,0
0.0083834654,-0.078960609,-0.00016234895,6.275589e-26,-0.067672843,-0.00022889423,6.6907667e-26
0.0091383131,-0.08408948,-0.00019216418,-1.1024188e-24,-0.071871115,-0.00026843272,-1.06741e-24
0.0099176913,-0.08890153,-0.0002253671,9.0109915e-25,-0.075777683,-0.00031151218,8.8369014e-25
0.010722397,-0.09332679,-0.00026216334,1.6826388e-25,-0.079337255,-0.00035789904,1.614782e-25
0.011553254,-0.097308111,-0.00030243663,-2.0035978e-24,-0.082505922,-0.00040946883,-1.9602321e-24
0.012411111,-0.1008104,-0.00034618939,1.8683269e-24,-0.085257992,-0.00046826538,1.8467196e-24
0.013296846,-0.10382553,-0.00039355255,3.643965e-24,-0.087588792,-0.00053319186,3.6103116e-24
0.014211364,-0.10637112,-0.00044451183,1.7579612e-24,-0.089513878,-0.00060131055,1.7475675e-24
0.015155603,-0.10848417,-0.00049902198,4.2816491e-26,-0.091063901,-0.00067333485,4.1867913e-26
0.016130526,-0.1102127,-0.00055704495,-1.4570956e-26,-0.092278602,-0.00074962167,-1.6733945e-26
0.017137132,-0.11160806,-0.00061854345,3.5108155e-26,-0.093202505,-0.0008262282,3.3599064e-26
0.018176449,-0.11271952,-0.00068348913,0,-0.093879978,-0.0009015678,0
0.019249542,-0.11359121,-0.00075186184,0,-0.094352853,-0.00098162178,0
0.020357507,-0.114261,-0.00082365275,-6.5237255e-26,-0.094656036,-0.0010659229,-6.5906686e-26
0.021501477,-0.11476051,-0.00089886641,-1.2673373e-25,-0.094818762,-0.0011515079,-1.2808139e-25
0.022682624,-0.11511573,-0.00097752051,-6.1483948e-26,-0.094866766,-0.0012427152,-6.2163566e-26
0.023902154,-0.11534777,-0.0010596455,1.014377e-25,-0.094817887,-0.0013392405,1.0711443e-25
0.025161316,-0.11547377,-0.0011452832,1.0210277e-25,-0.09468613,-0.0014368435,1.0781672e-25
0.026461397,-0.11550758,-0.0012344863,3.1916981e-24,-0.094483932,-0.0015419396,3.3996396e-24
0.027803728,-0.11546044,-0.0013273166,3.1048807e-24,-0.094222585,-0.0016539653,3.3072008e-24
0.02918968,-0.11534143,-0.0014238447,-1.4464625e-24,-0.093912129,-0.0017603083,-1.5515851e-24
0.030620672,-0.11515796,-0.0015241487,-7.6253257e-26,-0.093551671,-0.0018686161,-7.7830363e-26
0.032098167,-0.11491606,-0.0016283143,1.2073252e-24,-0.093150169,-0.0019869962,1.3001669e-24
0.033623676,-0.11462064,-0.0017364337,-1.2385751e-24,-0.092724356,-0.0021020813,-1.337116e-24
0.03519876,-0.11427573,-0.0018486054,-2.3063346e-24,-0.092278909,-0.0022193762,-2.4844472e-24
