y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
1.0002443,0,0,0,0,0,0
1.0002443,0,0,0,0,0,0
1.0005678,0.011881425,2.888441e-05,1.2063704e-21,0.017056456,2.2105805e-05,1.4081434e-21
1.0009018,0.024137802,5.64817e-05,-9.8812126e-22,0.034197814,3.966747e-05,-7.9990806e-22
1.0012466,0.036860119,8.3400433e-05,-2.2807517e-21,0.051204868,2.1974835e-05,-2.2338588e-21
1.0016026,0.050081153,0.00011012002,1.348366e-21,0.067789647,-6.4606368e-06,1.4830311e-21
1.0019702,0.063844563,0.00013726294,9.9852313e-22,0.084043544,-2.3493037e-05,7.8900587e-22
1.0023498,0.078192888,0.00016519596,3.3864518e-22,0.10027717,-4.6379681e-05,7.0819236e-22
1.0027416,0.093167476,0.00019408176,-2.3847894e-23,0.11675164,-6.5299933e-05,-4.6516292e-23
1.0031463,0.10880701,0.0002244388,-2.8625482e-21,0.13362888,-9.9659091e-05,-2.7437323e-21
1.003564,0.12514463,0.00025722909,6.6991698e-22,0.15100203,-0.00015784178,1.4734086e-21
1.0039954,0.1422036,0.00029395573,3.7064382e-22,0.16890318,-0.00019377275,3.6657134e-22
1.0044407,0.15999195,0.00033525407,1.1938793e-23,0.1873279,-0.00023928404,7.4592631e-24
1.0049006,0.17849501,0.00038154754,2.2590437e-21,0.20625619,-0.00032401512,1.730032e-21
1.0053753,0.19766787,0.00043382563,8.6520315e-22,0.22562426,-0.00043805763,-2.3823474e-22
1.0058655,0.21743033,0.00049375142,-1.1311918e-21,0.24531851,-0.00055995284,-8.6414422e-22
1.0063717,0.2376648,0.0005635553,-1.5107206e-21,0.26519576,-0.00066891366,-1.2267542e-21
1.0068943,0.25822131,0.00064528457,1.3611473e-21,0.28511336,-0.00076896523,1.5202342e-21
1.0074338,0.27892968,0.00074052951,3.3503022e-22,0.3049286,-0.0008715143,7.4640292e-22
1.0079909,0.29961508,0.0008493131,-2.3742602e-21,0.3244904,-0.00099521714,-2.2760609e-21
1.0085661,0.32011518,0.00097465856,2.7905567e-22,0.34366047,-0.0011185681,6.2440246e-22
1.00916,0.34029384,0.0011128672,1.0412456e-21,0.36233843,-0.0012351078,7.7148931e-22
1.0097732,0.36004712,0.0012619384,9.4620352e-22,0.38046411,-0.0013502629,6.7890474e-22
1.0104064,0.37930213,0.0014354717,3.0308121e-22,0.39799391,-0.001461467,6.3623779e-22
1.0110601,0.39801473,0.0016400822,-1.1377321e-21,0.41489768,-0.0015689199,-1.2442572e-21
1.011735,0.41616571,0.0018738989,-2.2339487e-22,0.43116119,-0.0016708939,-5.675345e-22
1.0124319,0.43375159,0.0021388158,-1.1602959e-21,0.44679834,-0.0017597064,-8.6045392e-22
1.0131514,0.45077766,0.0024380065,-1.8509616e-21,0.46183899,-0.0018395633,-1.4332996e-21
1.0138943,0.46725413,0.002772861,1.9592182e-21,0.47629386,-0.0018944703,1.0923297e-21
1.0146613,0.48319131,0.0031457149,1.741802e-21,0.49017818,-0.0019261266,1.3539311e-21
1.0154533,0.49859828,0.0035590169,-5.1191561e-22,0.50354531,-0.0019485399,-2.3472708e-22
1.016271,0.51348492,0.0040123147,-1.0627192e-21,0.51644006,-0.0019587592,-1.1154071e-21
1.0171153,0.52786095,0.0045039468,-1.3542317e-21,0.52886258,-0.0019626694,-7.8710651e-22
1.017987,0.54173373,0.0050305605,9.3388258e-22,0.54080943,-0.0019259478,6.6346675e-22
1.0188871,0.55510878,0.0055861396,5.6743121e-22,0.55227726,-0.0018391038,2.0408514e-22
1.0198164,0.56799007,0.0061649442,5.2355147e-23,0.56327477,-0.0017470993,3.6769098e-22
1.0207759,0.58037973,0.0067639471,5.4029464e-22,0.5738492,-0.0016487124,4.782179e-22
1.0217666,0.59227873,0.0073853406,6.8456194e-23,0.58403158,-0.0015362273,3.4762142e-22
1.0227894,0.60368913,0.0080322055,6.1481605e-22,0.59381769,-0.0014308465,8.4922296e-22
1.0238456,0.61461439,0.0087059638,-3.7771241e-23,0.60320661,-0.0013041445,-3.0656722e-22
1.024936,0.62505746,0.0094106874,-8.1011993e-22,0.61219562,-0.0011385491,-8.6414654e-22
1.0260619,0.63502278,0.010145382,-6.2758823e-22,0.62079773,-0.00096571759,-2.0447901e-22
1.0272243,0.64451797,0.010904297,5.8144526e-22,0.62905078,-0.00078697864,1.9005931e-22
1.0284246,0.65355317,0.011681822,6.263572e-22,0.63697901,-0.0005911329,2.0461546e-22
1.0296638,0.66214068,0.012470811,-1.1967209e-21,0.64459763,-0.00038178118,-6.5448506e-22
1.0309433,0.67029448,0.013264956,-2.212746e-23,0.65192073,-0.00016957287,-1.3869606e-23
1.0322644,0.67802964,0.014060186,5.9210814e-22,0.65896243,5.4593648e-05,4.5075033e-22
1.0336284,0.68536323,0.014854266,1.6975039e-22,0.66573423,0.00030354093,-1.245432e-22
1.0350368,0.69231328,0.015644801,3.7240639e-22,0.67223421,0.00054967159,2.7924461e-22
1.0364909,0.69889911,0.016431286,2.0102102e-22,0.6784725,0.00078946675,4.0261016e-22
1.0379923,0.70514089,0.017211841,-3.0040591e-22,0.6844714,0.0010504271,-2.8588888e-23
1.0395424,0.71105916,0.017982249,5.4153803e-23,0.69023992,0.0013286521,-1.1078246e-22
1.041143,0.71667516,0.018744174,1.2668867e-23,0.69578279,0.0016140603,-5.0470747e-24
1.0427955,0.72200913,0.019495284,-4.425975e-22,0.70111471,0.0019009837,-3.5212696e-22
1.0445018,0.72708067,0.020232488,-6.4176953e-24,0.70625413,0.0021807143,-7.7448848e-24
1.0462635,0.73190836,0.020953917,-2.2868163e-22,0.71121176,0.0024654188,-1.0639252e-23
1.0480825,0.73651108,0.021658835,-5.9107216e-23,0.71599352,0.0027672716,-2.1125217e-22
1.0499605,0.74090692,0.022348473,3.7994508e-22,0.7206157,0.0030687371,3.1770689e-22
1.0518996,0.74511233,0.023019747,-2.4071726e-22,0.72509474,0.0033668511,-2.0497625e-22
1.0539017,0.74914265,0.023670377,-3.9424585e-22,0.7294304,0.0036777148,-4.8226403e-22
1.0559689,0.75301194,0.024298558,8.6267632e-22,0.73361255,0.0039925295,8.4757342e-22
1.0581033,0.75673388,0.024905595,5.0090802e-22,0.73763939,0.004305754,4.1207364e-22
1.060307,0.76032176,0.025493626,-6.0145791e-22,0.74152169,0.0046283934,-6.3567263e-22
1.0625823,0.7637881,0.026062919,9.2434033e-23,0.74526528,0.0049547298,2.344651e-22
1.0649316,0.76714396,0.026613099,9.8039351e-24,0.74886928,0.00528173,7.407121e-24
1.0673572,0.77040007,0.027143945,-5.5399708e-22,0.75234172,0.0056148862,-4.8101805e-22
1.0698616,0.77356772,0.027657553,2.4249774e-22,0.7556958,0.0059558042,3.0278357e-22
1.0724475,0.77665762,0.028154632,2.6722778e-22,0.75894429,0.0063023969,2.3643517e-22
1.0751173,0.77967913,0.028633765,-9.8375586e-24,0.76210098,0.0066489356,-1.0580179e-23
1.077874,0.78264053,0.029096055,5.6278471e-24,0.76517479,0.0069936869,7.0788605e-24
1.0807202,0.78554958,0.029543198,-2.3137706e-22,0.76817254,0.007341204,-2.8464876e-22
1.0836589,0.788413,0.029975821,-1.2828163e-22,0.7711007,0.0076954209,-1.1222605e-23
1.0866931,0.79123603,0.03039482,-2.1294597e-22,0.77396592,0.008054374,-2.5675743e-22
1.0898259,0.79402349,0.030801594,3.1865323e-22,0.77677494,0.0084172499,1.8549237e-22
1.0930605,0.79678118,0.031197411,-2.1445785e-23,0.77953375,0.0087861802,1.332874e-22
1.0964002,0.79951497,0.031583055,-5.0600283e-23,0.78224803,0.0091602712,3.901258e-23
1.0998485,0.80222933,0.031959826,2.268755e-22,0.78492269,0.009536287,1.2533804e-22
1.1034088,0.80492763,0.032328817,-1.4750933e-22,0.78756439,0.0099158559,-2.1157179e-22
1.1070848,0.80761303,0.032689703,1.6669283e-22,0.79018276,0.010299029,1.5060257e-22
1.1108803,0.81028889,0.033042391,-1.5679918e-22,0.7927876,0.010684098,-1.4149179e-22
1.1147991,0.81295905,0.033387208,-7.2749817e-23,0.79538586,0.011073489,-6.3280472e-24
1.1188453,0.8156273,0.033725356,1.9169011e-22,0.79798249,0.011469732,2.3379473e-22
1.1230229,0.81829624,0.034058915,2.1465807e-23,0.80058364,0.011872631,-9.2758953e-23
1.1273364,0.82096805,0.034388683,-5.0822784e-23,0.80319432,0.012282774,-5.1583851e-23
1.13179,0.82364505,0.034715053,-8.8539723e-23,0.80581762,0.012700997,-7.6574838e-23
1.1363883,0.82633007,0.035038589,-6.0365362e-24,0.80845667,0.013127373,-1.0906394e-22
1.141136,0.82902687,0.035359631,-1.5684513e-24,0.8111165,0.013561849,-2.2965678e-27
1.1460381,0.8317375,0.035679344,7.3669024e-23,0.81380262,0.014004454,1.1349312e-22
1.1510994,0.83446478,0.03599742,4.924773e-23,0.81651977,0.014456436,1.357756e-22
1.1563253,0.83721561,0.03631485,-8.492212e-23,0.81927224,0.014919238,-7.8038326e-23
1.1617209,0.83999671,0.036635445,-6.6544884e-23,0.82206407,0.015392992,-1.0510343e-22
1.1672919,0.84281295,0.036961145,4.107663e-23,0.82490067,0.015878057,3.8296221e-23
1.173044,0.84566809,0.037292813,1.5750566e-22,0.82778829,0.016376587,1.8606462e-22
1.1789829,0.84856413,0.037631417,-9.6878097e-23,0.83073319,0.016890424,-8.9198911e-23
1.1851149,0.85150273,0.037977442,-1.2181635e-22,0.83374178,0.017421436,-1.5206726e-22
1.1914461,0.85448463,0.03833151,6.5210378e-23,0.8368204,0.017971423,5.8382756e-23
1.1979831,0.85750944,0.038695104,-5.6125446e-23,0.83997533,0.018541432,-1.9251881e-23
1.2047325,0.86057753,0.039069126,3.363548e-23,0.84321263,0.019132816,3.3847921e-23
1.2117013,0.86368811,0.039453148,3.133903e-23,0.84653828,0.019746864,2.9448077e-23
1.2188965,0.86683723,0.039846497,-1.5101864e-23,0.8499574,0.020384651,1.3027439e-23
1.2263255,0.87001918,0.040246858,-3.8959328e-23,0.85347199,0.021046775,-1.017841e-22
1.233996,0.87323343,0.040651311,-5.3403234e-23,0.85707911,0.021732688,-4.7757089e-23
1.2419157,0.87648443,0.041061411,1.0734996e-22,0.8607706,0.022439992,1.327461e-22
1.2500928,0.87977589,0.041480307,7.7868049e-23,0.86453513,0.02316502,6.9132491e-23
1.2585357,0.88310945,0.041907632,-5.2662356e-23,0.86835975,0.023903926,-4.5402711e-23
1.2672529,0.88648465,0.042342464,-2.562718e-23,0.87223097,0.024652175,-4.9584731e-23
1.2762534,0.8898999,0.042783571,-7.2099456e-23,0.87613834,0.025405319,-8.5295136e-23
1.2855463,0.8933535,0.043228675,-4.2340349e-23,0.88007534,0.026160422,-3.7028049e-23
1.2951413,0.89684379,0.043676192,5.6137298e-23,0.88403904,0.026915273,8.5813805e-23
1.3050481,0.90036915,0.04412465,6.7444648e-23,0.88802897,0.02766779,7.9042571e-23
1.3152768,0.90392866,0.0445724,-7.8779313e-23,0.89204501,0.028415693,-8.9396657e-23
1.3258379,0.90752187,0.045017839,1.232623e-23,0.89608723,0.029156252,1.2622868e-23
1.3367423,0.9111486,0.045459324,7.1267055e-23,0.90015543,0.029886592,6.7946193e-23
1.3480009,0.91480898,0.04589506,-1.3766735e-23,0.90424961,0.030603865,-1.5417074e-23
1.3596255,0.91850342,0.0463231,-4.3595322e-23,0.90837025,0.031305235,-2.6784057e-23
1.3716278,0.92223253,0.046741326,-3.6589857e-24,0.91251814,0.031987865,-1.7050726e-23
1.3840202,0.92599709,0.047147418,4.5627811e-23,0.91669465,0.032649038,2.7508003e-23
1.3968153,0.92979805,0.047538863,-3.8059726e-24,0.92090192,0.033286143,-1.3927638e-23
1.4100262,0.93363682,0.047912938,5.8833145e-24,0.92514251,0.033896654,7.3174264e-24
1.4236664,0.93751541,0.048266665,4.6014947e-24,0.92941934,0.034477862,2.5230178e-23
1.4377499,0.94143664,0.048596849,-7.4929648e-24,0.9337363,0.035026993,-7.6869356e-24
1.452291,0.94540435,0.048900099,2.8355266e-23,0.93809847,0.035541409,1.4254313e-23
1.4673047,0.94942347,0.049172762,4.0779267e-25,0.94251206,0.036018648,3.3317582e-25
1.4828063,0.95349988,0.049411498,-3.2865939e-23,0.9469846,0.036456927,-2.8086576e-23
1.4988117,0.95763918,0.049612451,2.738332e-24,0.95152424,0.036853877,1.7338638e-24
