y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0.4481146,0,0,0,0,0,0
0.4481146,0,0,0,0,0,0
0.44853884,0.011175301,0.0081330506,-3.7449078e-20,0.0064193499,-2.7580273e-20,2.0654943e-34
0.44897686,0.031783374,0.023983978,2.37055e-21,0.018868712,1.993879e-21,2.4156427e-34
0.4494291,0.054335935,0.04145939,2.7572031e-20,0.032521634,2.3301794e-20,1.3693918e-34
0.44989604,0.071988422,0.055137154,2.8010178e-20,0.043106312,1.7850513e-20,1.4605209e-34
0.45037814,0.084304701,0.064662682,8.3133317e-21,0.050479408,6.7149763e-21,2.6835342e-34
0.45087591,0.092931329,0.071295324,-5.1074014e-20,0.055625977,-3.5999594e-20,1.8913464e-34
0.45138984,0.099218002,0.076103749,-4.7805004e-21,0.059421825,-2.8560419e-21,1.2841943e-34
0.45192047,0.10404518,0.079742395,2.9897338e-20,0.062383868,2.444598e-20,6.9385287e-35
0.45246833,0.10791782,0.082583851,-1.9768983e-20,0.064804195,-1.7700385e-20,8.2399351e-35
0.45303399,0.11112991,0.084837401,-2.0193694e-20,0.066837971,-1.8307649e-20,8.1201759e-35
0.45361802,0.11387379,0.086626181,2.1202395e-20,0.068529378,1.6369553e-20,4.6592458e-35
0.45422103,0.11618062,0.088073944,1.8207815e-20,0.069905505,1.4422715e-20,3.9920933e-35
0.45484361,0.11807578,0.08925502,1.8869538e-20,0.071008079,1.0674211e-20,3.4981303e-35
0.45548642,0.11968355,0.090201523,-1.9747906e-20,0.071903203,-7.0519173e-21,9.8455936e-35
0.45615011,0.12105734,0.090953012,1.3773922e-20,0.072689485,2.6527498e-21,2.095148e-34
0.45683535,0.12231352,0.091525677,3.0472535e-20,0.073392722,1.8469517e-20,1.7947199e-34
0.45754285,0.1235484,0.091974572,-3.6214336e-20,0.074006599,-6.8701076e-21,6.2735522e-35
0.45827332,0.12459678,0.092435845,-1.7055975e-20,0.074506294,-6.5848844e-21,3.3288265e-35
0.45902752,0.12541256,0.092927109,-1.5068215e-20,0.074796479,-5.7797873e-21,2.9168649e-35
0.45980621,0.12609878,0.093409122,1.5998764e-20,0.074910899,3.7364562e-21,1.0723231e-34
0.46061019,0.12670478,0.093900349,-1.531361e-20,0.074982629,3.3729019e-21,1.7940947e-34
0.46144027,0.12727724,0.094314567,-1.0303177e-20,0.075047969,-2.5716707e-21,1.3805267e-34
0.46229731,0.12767937,0.094581745,4.1467225e-20,0.0751382,4.6496252e-21,6.7629063e-35
0.46318219,0.12786259,0.094727282,1.9312281e-20,0.075215042,2.1145721e-21,6.9545212e-35
0.46409579,0.12798281,0.094785134,-2.8135994e-20,0.075118898,-4.420107e-21,1.0875045e-34
0.46503907,0.1279674,0.094770697,-2.8374285e-20,0.074965015,-3.7242208e-21,9.5135705e-35
0.46601297,0.1278099,0.094634104,1.8545403e-20,0.074775445,8.437481e-22,4.1675994e-35
0.46701849,0.12753806,0.094342351,9.6280938e-21,0.074505238,1.275138e-21,1.466064e-35
0.46805666,0.12719942,0.093916627,1.3243576e-20,0.074229986,2.6233942e-21,2.0675169e-35
0.46912854,0.12680702,0.093431668,-1.0826925e-20,0.073848352,-3.1178788e-21,4.0788035e-35
0.47023521,0.12629223,0.092934597,-1.8847447e-20,0.073326922,-4.6786647e-21,2.7668716e-35
0.47137782,0.12577606,0.092386923,9.4474838e-21,0.07271183,2.9709865e-21,1.6080069e-35
0.47255752,0.12524104,0.091777218,1.7741173e-20,0.072169418,5.8710932e-21,1.9819588e-35
0.47377552,0.12458043,0.091070476,5.9096946e-22,0.071655651,1.2684507e-21,1.8098034e-35
0.47503306,0.12375257,0.090248758,-1.0942377e-20,0.071006138,-2.1175489e-21,8.7606389e-36
0.47633142,0.12276321,0.089334595,2.3281923e-21,0.070270382,-6.2175009e-22,1.5647896e-35
0.47767192,0.12164395,0.088324356,6.0856103e-21,0.069534945,3.7808219e-21,5.0288984e-35
0.47905593,0.12048925,0.08725197,-5.3050908e-21,0.068766188,4.2968714e-22,4.2173335e-35
0.48048487,0.11937751,0.086192976,-8.9982362e-21,0.067971747,-4.4297139e-21,7.4386402e-36
0.48196018,0.1182599,0.085120705,-2.4982771e-21,0.067186354,-2.6026029e-21,2.8476572e-35
0.48348338,0.11705329,0.08395819,1.0919979e-20,0.066359263,6.9213172e-21,3.9764788e-35
0.48505601,0.1157097,0.082707936,4.7705291e-21,0.065493774,3.1852564e-21,1.6894946e-35
0.48667968,0.11422403,0.081399731,-8.8565216e-21,0.064609124,-5.9543074e-21,5.65121e-36
0.48835603,0.11262674,0.080028706,3.3914842e-25,0.063716783,2.7061824e-25,1.5950197e-43
0.49008679,0.11092423,0.078573808,-8.0819117e-22,0.062750509,-7.5505048e-22,4.4609815e-37
0.4918737,0.1091327,0.077028302,-5.1666097e-21,0.06169208,-4.5022507e-21,5.9960467e-36
0.49371859,0.10728447,0.075426776,9.1373403e-22,0.06062687,4.7637809e-22,9.5669956e-36
0.49562334,0.10538158,0.073799737,1.1077799e-20,0.05955289,9.3452928e-21,7.669086e-36
0.49758988,0.10340506,0.072140143,5.1304864e-21,0.058486545,4.7920896e-21,3.9543159e-36
0.49962022,0.10135297,0.070438486,4.9019968e-21,0.057448289,4.771017e-21,3.3085415e-36
0.50171643,0.099195108,0.068684757,-5.3972987e-21,0.056403151,-4.0928806e-21,8.5340894e-36
0.50388063,0.096904337,0.06685944,-1.6674093e-20,0.055345993,-1.4122309e-20,8.17562e-36
0.50611502,0.094477932,0.06494573,4.7013067e-21,0.054283871,3.7776214e-21,1.247739e-35
0.50842189,0.091918401,0.062938609,1.0431679e-20,0.053171059,8.8518579e-21,9.8335736e-36
0.51080357,0.089208487,0.060833272,-6.7890974e-21,0.052016699,-5.5096701e-21,1.0935129e-35
0.51326249,0.086351669,0.058630326,-5.6447008e-21,0.050833343,-4.7831496e-21,1.5088284e-35
0.51580115,0.08339036,0.056341966,1.0999575e-20,0.04959018,8.7122295e-21,8.0569363e-36
0.51842213,0.080312964,0.053979416,2.1464613e-22,0.048335746,2.6095764e-22,7.5519115e-36
0.52112808,0.077105847,0.051538172,-4.7667102e-21,0.047078938,-3.961881e-21,5.3192148e-36
0.52392176,0.073770363,0.049019179,-5.0490348e-21,0.045799124,-3.7816635e-21,4.846683e-36
0.52680601,0.07030623,0.046428053,-4.7882994e-21,0.044504016,-3.6310119e-21,4.9934372e-36
0.52978375,0.066731278,0.043772494,5.0654364e-21,0.043197462,3.782862e-21,1.8583434e-36
0.53285801,0.063064588,0.041064854,-5.0530411e-21,0.041885414,-3.6153837e-21,1.3489803e-36
0.53603191,0.059306143,0.03830859,8.796416e-23,0.040574426,-1.2859477e-23,2.5518657e-36
0.53930867,0.055464091,0.035510962,4.7692711e-21,0.039258165,3.3392401e-21,3.5513703e-36
0.54269161,0.051559232,0.032690501,-4.7608775e-21,0.03794623,-3.1381767e-21,3.3281369e-36
0.54618416,0.047616848,0.029865566,-2.8551101e-22,0.03665044,-1.5734814e-22,2.072959e-36
0.54978986,0.043660753,0.027051756,8.8158098e-21,0.035372475,5.7544769e-21,2.0036581e-36
0.55351238,0.039723967,0.024267195,2.7383937e-22,0.034119197,1.6401546e-22,1.8549035e-36
0.55735547,0.035843417,0.021534694,-4.2876279e-21,0.032900635,-2.7676613e-21,8.9465023e-37
0.56132304,0.032052094,0.018880291,-3.9240667e-21,0.031718851,-2.2523655e-21,7.808704e-37
0.5654191,0.028386999,0.016328489,-4.1001025e-21,0.030585018,-2.4416806e-21,2.227274e-36
0.5696478,0.024886692,0.013899842,3.5412704e-21,0.029510763,1.9546777e-21,2.1065455e-36
0.57177482,0.023278633,0.012785599,1.9963551e-21,0.029015253,1.256994e-21,1.719054e-36
0.5740137,0.021585799,0.011612249,3.6021268e-22,0.028492445,5.1688054e-22,1.3132892e-36
0.5785212,0.018521085,0.0094863891,-3.557173e-22,0.027528766,-2.1449868e-22,1.2751319e-36
0.58317462,0.015730556,0.007544555,3.2665709e-22,0.026625198,3.0383206e-22,1.1873674e-36
0.58797864,0.013253265,0.0058075338,-3.7083706e-22,0.025786683,-1.7419057e-22,1.1112457e-36
0.59293814,0.011124579,0.0042921688,2.5845085e-21,0.025013582,1.2540838e-21,1.502982e-36
0.59805811,0.0093734492,0.0030092314,-1.5788033e-21,0.024298234,-4.8315015e-22,1.3911654e-36
0.60334372,0.0080241753,0.0019657978,2.7950272e-22,0.023630807,-3.4384093e-22,2.1894838e-36
0.60880033,0.0070925318,0.0011652172,1.5190657e-21,0.023003554,4.2049147e-22,2.1892768e-36
0.61443341,0.0065831671,0.00060626513,4.609833e-23,0.022403397,9.2771539e-23,7.8506654e-37
0.62024867,0.0064869921,0.0002805797,4.4676826e-22,0.021813361,1.7125425e-22,7.1130593e-37
0.62625196,0.0067785846,0.0001707614,-1.991618e-22,0.021220124,3.9127529e-23,3.4407526e-37
0.63244933,0.0074160218,0.00025195489,1.6042381e-25,0.020610465,2.3606912e-25,1.1995506e-43
0.63884702,0.0083402463,0.0004952248,2.8768326e-25,0.019967115,2.7408279e-25,1.151332e-43
0.64545147,0.0094669078,0.00086038626,-2.0062205e-24,0.019276961,-1.9863075e-24,1.32584e-42
0.65226933,0.010687728,0.0012977378,3.323266e-24,0.018532795,-1.4024754e-24,4.5233807e-42
0.65930746,0.011878187,0.0017550384,-3.9369393e-24,0.017731779,1.3145348e-24,6.916092e-42
0.66657292,0.01290172,0.0021800098,4.0229003e-22,0.016876103,2.1047036e-22,4.1829606e-37
0.67407302,0.013625972,0.0025254112,1.9428094e-21,0.015972651,7.6133943e-22,5.8949163e-37
0.6818153,0.013944631,0.0027628807,-1.8831705e-21,0.015039435,-5.8173507e-22,9.994235e-37
0.6898075,0.01381133,0.0028834001,-5.5384233e-22,0.014105134,-3.191159e-22,1.206898e-36
0.69805767,0.013269864,0.0029013757,2.6327698e-21,0.013200901,7.5545766e-22,3.7035886e-37
0.70657405,0.012445829,0.002861965,-2.8815524e-22,0.012353786,-4.5006702e-23,3.2219997e-37
0.71536518,0.011502492,0.0028096247,-1.0316874e-21,0.011578116,-1.1190588e-22,5.0790057e-37
0.72443987,0.010578761,0.0027649596,-8.6665493e-22,0.010870948,-8.7170845e-23,1.8865792e-37
0.73380719,0.009743239,0.0027273856,8.3641831e-23,0.010219183,-1.4385986e-23,2.298218e-37
0.7434765,0.0090038903,0.0026867454,-5.588957e-22,0.0096107663,1.3595473e-22,3.8527093e-37
0.75345746,0.008342159,0.0026387237,2.7928956e-22,0.0090386755,-1.9512639e-22,3.9162926e-37
0.76376005,0.0077383388,0.0025828918,1.3733127e-22,0.0085029341,1.318017e-22,6.9279978e-37
0.77439452,0.0071810344,0.0025192652,-4.3564308e-22,0.0080033479,1.7704495e-22,5.9873744e-37
0.78537149,0.0066635303,0.0024509603,3.9747754e-22,0.0075348595,-3.1474275e-22,1.3586778e-37
0.79670189,0.0061824241,0.0023779407,4.0594164e-23,0.0070946592,-8.5360821e-23,2.9026962e-38
0.808397,0.0057347041,0.002299224,-8.2416823e-23,0.0066808214,2.2947838e-22,1.1144797e-37
0.82046844,0.0053173702,0.0022153091,-1.8214065e-22,0.0062912709,6.4668814e-22,1.5764691e-37
0.8329282,0.0049283198,0.0021265477,1.1439292e-22,0.0059248872,-5.570492e-22,3.5131839e-37
0.84578867,0.004565965,0.0020334812,1.6341713e-22,0.0055791606,-9.7905333e-22,4.3815002e-37
0.85906258,0.0042275893,0.0019365327,-3.7446332e-23,0.0052526271,4.5816594e-22,4.4471608e-37
0.8727631,0.0039117941,0.0018366797,-3.2845664e-23,0.0049462296,2.0434611e-22,3.2892404e-37
0.88690379,0.0036175109,0.0017345949,-2.4725861e-24,0.004658698,-1.376592e-22,8.7248951e-38
0.90149863,0.0033433814,0.0016310849,-1.1604416e-23,0.0043882614,5.0849988e-23,4.9508035e-38
0.91656205,0.0030885702,0.0015271699,1.2631418e-23,0.0041347256,1.6318448e-22,6.5047874e-38
0.93210891,0.0028519505,0.0014236089,1.3448348e-23,0.0038977507,1.4477226e-22,1.0372824e-37
0.94815455,0.0026324848,0.0013211354,-2.6942255e-23,0.0036764761,-3.1651723e-22,1.2223529e-37
0.96471477,0.002429199,0.0012203294,-3.5210353e-24,0.0034701278,-9.9454463e-24,1.1429661e-37
0.98180585,0.002241644,0.0011216523,-5.8062128e-24,0.0032775304,-1.6670112e-23,7.3474268e-38
0.99944461,0.0020686939,0.0010253622,-3.5887302e-24,0.0030979952,-3.920484e-24,3.677978e-38
